signal_date,horizon,active_overlap_share,effective_independent_event_count
2021-12-24,H20,0.8235294117647058,829
2021-12-31,H20,0.7777777777777778,841
2022-01-07,H20,0.9803921568627451,842
2022-01-14,H20,0.82,851
2022-01-21,H20,0.9,856
2022-01-28,H20,0.9361702127659575,859
2022-02-11,H20,0.9387755102040817,862
2022-02-18,H20,0.7551020408163265,874
2022-02-25,H20,0.673469387755102,890
2022-03-04,H20,0.9183673469387755,894
2022-03-11,H20,0.8695652173913043,900
2022-03-18,H20,0.9130434782608695,904
2022-03-25,H20,0.9111111111111111,908
2022-04-01,H20,0.7608695652173914,919
2022-04-08,H20,0.9555555555555556,921
2022-04-15,H20,0.8666666666666667,927
2022-04-22,H20,0.9047619047619048,931
2022-04-29,H20,0.7380952380952381,942
2022-05-06,H20,0.9047619047619048,946
2022-05-13,H20,0.6976744186046512,959
2022-05-27,H20,0.8372093023255814,966
2022-06-02,H20,0.6,984
2022-06-10,H20,0.723404255319149,997
2022-06-17,H20,0.8085106382978723,1006
2022-06-24,H20,0.6382978723404256,1023
2022-07-01,H20,0.6666666666666666,1039
2022-07-08,H20,0.7551020408163265,1051
2022-07-15,H20,0.8723404255319149,1057
2022-07-22,H20,0.8085106382978723,1066
2022-07-29,H20,0.8936170212765957,1071
2022-08-05,H20,0.8043478260869565,1080
2022-08-12,H20,0.8936170212765957,1085
2022-08-19,H20,0.9166666666666666,1089
2022-08-26,H20,0.8333333333333334,1097
2022-09-02,H20,0.9347826086956522,1100
2022-09-09,H20,0.8723404255319149,1106
2022-09-16,H20,0.8913043478260869,1111
2022-09-23,H20,0.9333333333333333,1114
2022-09-30,H20,0.9318181818181818,1117
2022-10-14,H20,0.75,1128
2022-10-21,H20,0.8444444444444444,1135
2022-10-28,H20,0.9302325581395349,1138
2022-11-04,H20,0.5333333333333333,1159
2022-11-11,H20,0.8666666666666667,1165
2022-11-18,H20,0.8666666666666667,1171
2022-11-25,H20,0.9111111111111111,1175
2022-12-02,H20,0.6956521739130435,1189
2022-12-09,H20,0.8478260869565217,1196
2022-12-16,H20,0.9333333333333333,1199
2022-12-23,H20,0.9534883720930233,1201
2022-12-30,H20,0.8181818181818182,1209
2023-01-06,H20,0.6,1227
2023-01-13,H20,0.7045454545454546,1240
2023-01-20,H20,0.6956521739130435,1254
2023-02-03,H20,0.7391304347826086,1266
2023-02-10,H20,0.851063829787234,1273
2023-02-17,H20,0.7872340425531915,1283
2023-02-24,H20,0.8541666666666666,1290
2023-03-03,H20,0.9375,1293
2023-03-10,H20,0.8695652173913043,1299
2023-03-17,H20,1.0,1299
2023-03-24,H20,0.7021276595744681,1313
2023-03-31,H20,0.7872340425531915,1323
2023-04-07,H20,0.9583333333333334,1325
2023-04-14,H20,0.9361702127659575,1328
2023-04-21,H20,0.9361702127659575,1331
2023-04-28,H20,0.8085106382978723,1340
2023-05-05,H20,0.9130434782608695,1344
2023-05-12,H20,0.8695652173913043,1350
2023-05-19,H20,0.782608695652174,1360
2023-05-26,H20,0.8260869565217391,1368
2023-06-02,H20,0.8666666666666667,1374
2023-06-09,H20,0.8666666666666667,1380
2023-06-16,H20,0.6086956521739131,1398
2023-06-21,H20,0.9555555555555556,1400
2023-06-30,H20,0.9555555555555556,1402
2023-07-07,H20,0.8222222222222222,1410
2023-07-14,H20,0.7555555555555555,1421
2023-07-21,H20,0.8444444444444444,1428
2023-07-28,H20,0.8478260869565217,1435
2023-08-04,H20,0.717391304347826,1448
2023-08-11,H20,0.9130434782608695,1452
2023-08-18,H20,0.9545454545454546,1454
2023-08-25,H20,0.8604651162790697,1460
2023-09-01,H20,0.8666666666666667,1466
2023-09-08,H20,0.8444444444444444,1473
2023-09-15,H20,0.9111111111111111,1477
2023-09-22,H20,0.8478260869565217,1484
2023-09-28,H20,0.8222222222222222,1492
2023-10-13,H20,0.9090909090909091,1496
2023-10-20,H20,0.8837209302325582,1501
2023-10-27,H20,0.7674418604651163,1511
2023-11-03,H20,0.813953488372093,1519
2023-11-10,H20,0.7954545454545454,1528
2023-11-17,H20,0.8636363636363636,1534
2023-11-24,H20,0.8372093023255814,1541
2023-12-01,H20,0.9767441860465116,1542
2023-12-08,H20,0.9047619047619048,1546
2023-12-15,H20,0.8571428571428571,1552
2023-12-22,H20,0.7804878048780488,1561
2023-12-29,H20,0.7804878048780488,1570
2024-01-05,H20,0.975609756097561,1571
2024-01-12,H20,0.8,1579
2024-01-19,H20,0.8974358974358975,1583
2024-01-26,H20,0.7948717948717948,1591
2024-02-02,H20,0.9473684210526315,1593
2024-02-08,H20,0.5897435897435898,1609
2024-02-23,H20,0.6428571428571429,1624
2024-03-01,H20,0.6136363636363636,1641
2024-03-08,H20,0.8837209302325582,1646
2024-03-15,H20,0.7727272727272727,1656
2024-03-22,H20,0.8837209302325582,1661
2024-03-29,H20,0.7674418604651163,1671
2024-04-03,H20,0.8409090909090909,1678
2024-04-12,H20,0.8863636363636364,1683
2024-04-19,H20,0.8666666666666667,1689
2024-04-26,H20,0.6818181818181818,1703
2024-04-30,H20,0.8,1712
2024-05-10,H20,0.8695652173913043,1718
2024-05-17,H20,0.6739130434782609,1733
2024-05-24,H20,0.8222222222222222,1741
2024-05-31,H20,0.8,1750
2024-06-07,H20,0.9333333333333333,1753
2024-06-14,H20,0.8,1762
2024-06-21,H20,0.9772727272727273,1763
2024-06-28,H20,0.8837209302325582,1768
2024-07-05,H20,0.9047619047619048,1772
2024-07-12,H20,0.6976744186046512,1785
2024-07-19,H20,0.7209302325581395,1797
2024-07-26,H20,0.9047619047619048,1801
2024-08-02,H20,0.8536585365853658,1807
2024-08-09,H20,0.8292682926829268,1814
2024-08-16,H20,0.85,1820
2024-08-23,H20,0.8461538461538461,1826
2024-08-30,H20,0.55,1844
2024-09-06,H20,0.8947368421052632,1848
2024-09-13,H20,0.9722222222222222,1849
2024-09-20,H20,0.8648648648648649,1854
2024-09-27,H20,0.627906976744186,1870
2024-09-30,H20,0.8723404255319149,1876
2024-10-11,H20,0.7272727272727273,1888
2024-10-18,H20,0.9090909090909091,1892
2024-10-25,H20,0.8043478260869565,1901
2024-11-01,H20,0.723404255319149,1914
2024-11-08,H20,0.8,1924
2024-11-15,H20,0.7446808510638298,1936
2024-11-22,H20,0.9111111111111111,1940
2024-11-29,H20,1.0,1940
2024-12-06,H20,0.8723404255319149,1946
2024-12-13,H20,0.8043478260869565,1955
2024-12-20,H20,0.8222222222222222,1963
2024-12-27,H20,0.8695652173913043,1969
2025-01-03,H20,0.8409090909090909,1976
2025-01-10,H20,0.9090909090909091,1980
2025-01-17,H20,0.7777777777777778,1990
2025-01-24,H20,0.8888888888888888,1995
2025-01-27,H20,0.8,2004
2025-02-07,H20,0.7111111111111111,2017
2025-02-14,H20,0.8,2026
2025-02-21,H20,0.782608695652174,2036
2025-02-28,H20,0.7777777777777778,2046
2025-03-07,H20,0.8888888888888888,2051
2025-03-14,H20,0.8260869565217391,2059
2025-03-21,H20,0.8085106382978723,2068
2025-03-28,H20,0.9130434782608695,2072
2025-04-03,H20,0.8913043478260869,2077
2025-04-11,H20,0.9090909090909091,2081
2025-04-18,H20,0.8863636363636364,2086
2025-04-25,H20,0.8863636363636364,2091
2025-04-30,H20,0.8181818181818182,2099
2025-05-09,H20,0.8222222222222222,2107
2025-05-16,H20,0.7727272727272727,2117
2025-05-23,H20,0.8888888888888888,2122
2025-05-30,H20,0.9090909090909091,2126
2025-06-06,H20,0.7555555555555555,2137
2025-06-13,H20,0.9130434782608695,2141
2025-06-20,H20,0.9111111111111111,2145
2025-06-27,H20,0.8,2154
2025-07-04,H20,0.8,2163
2025-07-11,H20,0.8260869565217391,2171
2025-07-18,H20,0.6956521739130435,2185
2025-07-25,H20,0.875,2191
2025-08-01,H20,0.723404255319149,2204
2025-08-08,H20,0.75,2216
2025-08-15,H20,0.7551020408163265,2228
2025-08-22,H20,0.8627450980392157,2235
2025-08-29,H20,0.6538461538461539,2253
2025-09-05,H20,0.8431372549019608,2261
2025-09-12,H20,0.8269230769230769,2270
2025-09-19,H20,0.7037037037037037,2286
2025-09-26,H20,0.7735849056603774,2298
2025-09-30,H20,0.8888888888888888,2304
2025-10-10,H20,0.8148148148148148,2314
2025-10-17,H20,0.7692307692307693,2326
2025-10-24,H20,0.7777777777777778,2338
2025-10-31,H20,0.8909090909090909,2344
2025-11-07,H20,0.8545454545454545,2352
2025-11-14,H20,0.8703703703703703,2359
2025-11-21,H20,0.7692307692307693,2371
2025-11-28,H20,0.7169811320754716,2386
2025-12-05,H20,0.8490566037735849,2394
2025-12-12,H20,0.7735849056603774,2406
2025-12-19,H20,0.9074074074074074,2411
2025-12-26,H20,0.6727272727272727,2429
2025-12-31,H20,0.8,2440
