fetched_at_utc,classification_year,effective_start_date,effective_end_date,classification_first_open_trade_date,source_snapshot_year,source_snapshot_trade_date,snapshot_policy,snapshot_trade_date,source_api,board_ts_code,board_name,idx_type,level,con_code,con_name,trade_date
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,300795.SZ,米奥会展,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,002717.SZ,岭南股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,301313.SZ,凡拓数创,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,301187.SZ,欧圣电气,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,600679.SH,上海凤凰,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,002186.SZ,全 聚 德,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,600006.SH,东风股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,688343.SH,云天励飞-U,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,002354.SZ,天娱数科,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,603389.SH,亚振家居,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,002291.SZ,遥望科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,300860.SZ,锋尚文化,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,603587.SH,地素时尚,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,600556.SH,天下秀,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,603081.SH,大丰实业,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,002195.SZ,岩山科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,600880.SH,博瑞传播,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,600158.SH,中体产业,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,300781.SZ,因赛集团,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,600826.SH,兰生股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,300296.SZ,利亚德,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,603466.SH,风语筑,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,603391.SH,力聚热能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,000723.SZ,美锦能源,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1186.DC,首发经济,概念板块,,300113.SZ,顺网科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,000501.SZ,武商集团,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002780.SZ,三夫户外,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600628.SH,新世界,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,000558.SZ,莱茵体育,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600697.SH,欧亚集团,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002887.SZ,绿茵生态,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,603099.SH,长白山,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,300859.SZ,西域旅游,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600593.SH,大连圣亚,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002033.SZ,丽江股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002899.SZ,英派斯,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,301187.SZ,欧圣电气,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,301010.SZ,晶雪节能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,000888.SZ,峨眉山Ａ,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,300472.SZ,新元科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002159.SZ,三特索道,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002354.SZ,天娱数科,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,300860.SZ,锋尚文化,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002659.SZ,凯文教育,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600749.SH,西藏旅游,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,301287.SZ,康力源,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600138.SH,中青旅,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,300005.SZ,探路者,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,000811.SZ,冰轮环境,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,000530.SZ,冰山冷热,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600853.SH,龙建股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,600158.SH,中体产业,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,000069.SZ,华侨城Ａ,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,300133.SZ,华策影视,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002523.SZ,天桥起重,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,301058.SZ,中粮科工,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002701.SZ,奥瑞金,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002639.SZ,雪人股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1185.DC,冰雪经济,概念板块,,002051.SZ,中工国际,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002117.SZ,东港股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603662.SH,柯力传感,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688165.SH,埃夫特-U,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300660.SZ,江苏雷利,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,873593.BJ,鼎智科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688320.SH,禾川科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300100.SZ,双林股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300276.SZ,三丰智能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002009.SZ,天奇股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,003021.SZ,兆威机电,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,600889.SH,南京化纤,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,833533.BJ,骏创科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603009.SH,北特科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603667.SH,五洲新春,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,605555.SH,德昌股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,920002.BJ,万达轴承,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688160.SH,步科股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,301000.SZ,肇民科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300953.SZ,震裕科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002354.SZ,天娱数科,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,600580.SH,卧龙电驱,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688306.SH,均普智能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300007.SZ,汉威科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,832491.BJ,奥迪威,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,301368.SZ,丰立智能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300403.SZ,汉宇集团,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002681.SZ,奋达科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300580.SZ,贝斯特,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,301328.SZ,维峰电子,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688777.SH,中控技术,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688698.SH,伟创电气,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603666.SH,亿嘉和,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,301005.SZ,超捷股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603583.SH,捷昌驱动,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002933.SZ,新兴装备,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002057.SZ,中钢天源,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,301226.SZ,祥明智能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688255.SH,凯尔达,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688499.SH,利元亨,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002747.SZ,埃斯顿,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002979.SZ,雷赛智能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603990.SH,麦迪科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002600.SZ,领益智造,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,001319.SZ,铭科精技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688322.SH,奥比中光-UW,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002870.SZ,香山股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603082.SH,北自科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002698.SZ,博实股份,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300224.SZ,正海磁材,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,688529.SH,豪森智能,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002579.SZ,中京电子,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,300748.SZ,金力永磁,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603738.SH,泰晶科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,002006.SZ,精工科技,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,603728.SH,鸣志电器,20250102
2026-07-07T06:52:29Z,2016,2016-01-01,2016-12-31,20160104,2025,20250102,pre_2025_backfilled_from_2025_snapshot,20250102,dc_member,BK1184.DC,人形机器人,概念板块,,301023.SZ,江南奕帆,20250102
