comparison,split,event_count,near_winner_count,future_label_used_for_profile_only,near_winner_confirm20_pos_rate,near_winner_forward_return_20d_mean,claim_status
E_S3_profile_only_near_winner,all,1563,180,True,0.3611111111111111,0.03954037730930551,diagnostic_profile_only
E_S3_profile_only_near_winner,train,431,61,True,0.3442622950819672,0.040546821322058654,diagnostic_profile_only
E_S3_profile_only_near_winner,validation,529,51,True,0.29411764705882354,0.018106101954969898,diagnostic_profile_only
E_S3_profile_only_near_winner,robustness,603,68,True,0.4264705882352941,0.05471324434302865,diagnostic_profile_only
