split,event_count,s6_axis_low_reference_pass_rate,s6_reclaim_close_contract_pass_rate,s6_basis_pass_rate_delta,s6_basis_confirm_delay_delta
all,1563,0.4580934101087652,0.3761996161228407,-0.0818937939859245,12.337972166998012
train,431,0.5174013921113689,0.41531322505800466,-0.10208816705336426,15.052631578947368
validation,529,0.3440453686200378,0.28544423440453687,-0.05860113421550095,12.084033613445378
robustness,603,0.5157545605306799,0.42786069651741293,-0.08789386401326699,10.689655172413794
