instrument,event_id,event_type,event_t0_date,event_t0_pos,trade_open_date,trade_open_pos,trade_open_price,non_executable_next_open,non_executable_reason,limit_threshold_status,anchor_family,anchor_date,anchor_pos,candidate_seed_low_date,candidate_seed_low_pos,rank_jump_date,rank_jump_pos,rank_persistence_confirmed,rank_persistence_coverage,g_s2_passed,c_s6_confirmed,c_s6_confirm_date,c_s6_plus20_state_date,s6_axis_low_reference_confirmed,s6_axis_low_reference_confirm_date,split,seed_cluster_id,reclaim_cluster_id,density_stage,density_kept,false_repair_observed_asof_t0,false_repair_drawdown_trigger_date,false_repair_10d_diagnostic,false_repair_20d_diagnostic,insufficient_runup_20d_diagnostic,future_false_repair_any_diagnostic,event_invalidated_false_repair,board_bucket,is_st,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,near_winner_flag,near_winner_forward_mfe_120d,near_winner_status,close_to_ema20,close_to_ema60,ema20_slope_20d,ema60_slope_20d,return_5d,return_20d,return_60d,amount_ratio_20d,amount_ratio_60d,turnover_ratio_20d,derived_daily_vwap_available,close_to_derived_daily_vwap,vwap_reclaim_flag,intraday_range_pct,close_position_in_range,upper_shadow_pct,gap_open_pct,gap_fade_flag,atr_20_pct,market_return_20d,market_drawdown_60d,market_volatility_20d,market_regime_bucket,benchmark_alias,stock_vs_market_20d,event_cluster_id,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket
SH600000,SH600000_20240304_E_S3,E_S3,2024-03-04,1739,2024-03-05,1740,6.6,False,,main_board_10pct,first_ema60_reclaim,2024-01-25,1718,2023-10-19,1649,2024-01-26,1719,True,0.8,False,True,2024-06-17,2024-05-17,True,2024-06-18,robustness,SH600000_seed_00000,SH600000_reclaim_00000,event,True,False,,False,False,False,False,False,main_board,False,208693977389.28,338091467.15,0.029548989113530322,0.032761310452418035,-0.03498542274052485,0.018202416918429016,True,0.3333333333333335,not_missing,0.005773321178973223,0.045703454085930906,0.06289866774323749,0.006225330472330315,-0.004511278195488799,0.029548989113530322,0.032761310452418035,0.5831470745534313,0.7511000901819072,0.5766454142360758,True,-0.0010924873477863306,0.0,0.01060606060606073,0.28571428571429114,0.0,0.0015015015015014122,0.0,0.018202416918429016,0.062105313992562916,0.0,0.012626498870265084,risk_on,csi300,-0.032556324879032594,SH600000_event_00000,q5,q2,q4,q4,q5,q1
SH600000,SH600000_20250519_E_S3,E_S3,2025-05-19,2030,2025-05-20,2031,11.67,False,,main_board_10pct,first_ema60_reclaim,2025-04-15,2009,2025-04-07,2003,2025-04-16,2010,True,1.0,False,True,2025-07-14,2025-06-16,True,2025-06-06,robustness,SH600000_seed_00003,SH600000_reclaim_00001,event,True,False,,False,False,False,False,False,main_board,False,355161365851.6,743205951.75,0.13216715257531586,0.14327772325809618,-0.030782029950083167,0.023390557939914187,False,0.2305055698371894,not_missing,0.06382978723404253,0.12878482034719418,0.08818999354101464,0.03077768160330252,0.02462620932277937,0.13216715257531586,0.14327772325809618,1.0262153649390497,1.2471018447058924,0.9647882063847187,True,-0.00660898550849498,0.0,0.023235800344234114,0.11111111111111477,0.0042918454935622925,0.008517887563884052,0.0,0.023390557939914187,0.027651730005672004,-0.03317142822944075,0.00537069897291465,transition,csi300,0.10451542256964386,SH600000_event_00001,q5,q4,q5,q5,q5,q2
SH600009,SH600009_20201210_E_S3,E_S3,2020-12-10,958,2020-12-11,959,73.53,False,,main_board_10pct,first_ema60_reclaim,2020-11-10,936,2020-10-29,928,2020-11-12,938,True,0.95,False,False,,,True,2020-12-16,train,SH600009_seed_00005,SH600009_reclaim_00004,event,True,False,,False,False,False,False,False,main_board,False,147200355842.72,1065174295.95,-0.003939146970931895,0.01089054314860749,-0.09636475662353672,0.032244647483976555,False,0.08268733850129206,not_missing,-0.05276755150810564,0.02863475260209669,0.15943656909217507,0.0120696304814365,-0.06490691150216787,-0.003939146970931895,0.01089054314860749,0.7072627257946554,0.799008287364196,0.7405700632622456,True,-0.007005567661155787,0.0,0.027115858668857795,0.1565656565656574,0.00927314877949007,-0.004953809077520521,0.0,0.032244647483976555,0.0065319836372403906,-0.02498843036858045,0.00898851622926673,risk_on,csi300,-0.010471130608172285,SH600009_event_00000,q4,q4,q3,q3,q3,q3
SH600009,SH600009_20211012_E_S3,E_S3,2021-10-12,1148,2021-10-13,1149,48.89,False,,main_board_10pct,first_ema60_reclaim,2021-09-03,1128,2021-04-26,1048,2021-09-03,1128,True,1.0,True,True,2022-03-09,2022-02-09,False,,train,SH600009_seed_00007,SH600009_reclaim_00005,event,True,False,,False,False,False,False,False,main_board,False,95634947774.24,732369320.1,0.11402714932126701,0.09155397916204833,-0.023015873015872934,0.03218927701056052,False,0.1816322356310085,not_missing,0.12092515024585682,0.18779876894129766,0.11100432484382505,-0.027547649301143617,0.1419294990723563,0.11402714932126701,0.09155397916204833,2.611525576656935,2.779234382983305,2.377933571167141,True,0.0009948119658520493,0.0,0.057712486883525704,0.5781818181818195,0.02355808285946378,-0.005563568926437279,0.0,0.03218927701056052,0.008419260377009463,-0.05200463842203584,0.00957142581335128,transition,csi300,0.10560788894425754,SH600009_event_00001,q3,q4,q5,q5,q5,q3
SH600009,SH600009_20230110_E_S3,E_S3,2023-01-10,1453,2023-01-11,1454,56.61,False,,main_board_10pct,first_ema60_reclaim,2022-12-07,1430,2022-11-21,1418,2022-12-12,1433,True,0.9,True,False,,,False,,validation,SH600009_seed_00009,SH600009_reclaim_00006,event,True,False,,False,False,False,False,False,main_board,False,145650812830.2,980076009.35,-0.01647589316684006,0.0008824567596188437,-0.06880131362889985,0.029747839887145126,False,0.10333863275039756,not_missing,-0.010581595177654002,0.018965222937947557,0.07074603723180695,-0.0006374573532053063,0.031090909090909058,-0.01647589316684006,0.0008824567596188437,0.809883983923272,0.7773335868085621,0.8213056446007052,True,0.003387941079185719,0.0,0.02288165892027183,0.6015625000000019,0.0,-0.00017473353136465697,0.0,0.029747839887145126,0.01619626234651661,0.0,0.007888116085961412,risk_on,csi300,-0.03267215551335667,SH600009_event_00002,q4,q4,q3,q3,q3,q3
SH600009,SH600009_20240815_E_S3,E_S3,2024-08-15,1840,2024-08-16,1841,33.58,False,,main_board_10pct,first_ema60_reclaim,2024-07-17,1819,2024-06-03,1788,2024-07-18,1820,True,1.0,True,False,,,False,,robustness,SH600009_seed_00018,SH600009_reclaim_00009,event,True,False,,False,False,True,True,False,main_board,False,83214816009.59999,277594886.05,-0.019550627370878315,-0.056974459724950965,-0.05485232067510537,0.019702380952380902,False,0.23853484216795717,not_missing,-0.007883780671450125,0.0064852397142300955,0.03838724513260772,-0.02127482836969541,-0.0017825311942957223,-0.019550627370878315,-0.056974459724950965,0.8760958440574269,0.8874876104914395,0.894472228329285,True,0.008099890920739927,1.0,0.025633201098565594,0.9880952380952404,0.0002976190476189884,-0.0012191405059432947,0.0,0.019702380952380902,-0.05083257808801145,-0.08233281856844099,0.008831469523312225,risk_off,csi300,0.03128195071713313,SH600009_event_00003,q3,q2,q3,q2,q4,q2
SH600009,SH600009_20250512_E_S3,E_S3,2025-05-12,2014,2025-05-13,2015,31.84,False,,main_board_10pct,first_ema60_reclaim,2025-04-09,1994,2025-01-02,1932,2025-04-09,1994,True,0.85,True,False,,,False,,robustness,SH600009_seed_00020,SH600009_reclaim_00011,event,True,False,,False,False,True,True,False,main_board,False,79830481387.2,242024347.45,-0.02757352941176472,-0.02368501999384809,-0.03701456310679618,0.012129804662885947,False,0.03831658291457285,not_missing,-0.0037195724845803246,-0.005955705419639856,-0.0005333249674515095,-0.0072237336442544375,0.0047483380816712994,-0.02757352941176472,-0.02368501999384809,0.9125431400889416,0.8089727924685167,0.9211928070789185,True,0.0037992683170591235,1.0,0.00602218700475432,1.0,0.0,0.0031675641431738732,0.0,0.012129804662885947,0.0552827198915915,-0.02981371354018081,0.004484337529147432,risk_on,csi300,-0.08285624930335622,SH600009_event_00004,q3,q1,q3,q3,q4,q1
SH600009,SH600009_20251210_E_S3,E_S3,2025-12-10,2159,2025-12-11,2160,32.25,False,,main_board_10pct,first_ema60_reclaim,2025-10-31,2131,2025-10-13,2117,2025-11-12,2139,True,0.85,True,False,,,False,,robustness,SH600009_seed_00023,SH600009_reclaim_00012,event,True,False,,False,False,False,False,False,main_board,False,79227887193.6,420304510.4,-0.04623085983510011,0.006838669567920341,-0.0724513172966782,0.0155603581352269,False,,censored_incomplete_horizon,0.0017164329122143496,0.011465777023686341,0.010800587702022746,0.003095894415904299,0.011555277951280418,-0.04623085983510011,0.006838669567920341,1.128593239574238,1.2277656487696678,1.1423815837071492,True,0.005801385006602544,1.0,0.02138364779874191,0.8676470588235341,0.0027786353812904075,-0.0003140703517587884,0.0,0.0155603581352269,-0.011640566278970699,-0.03285937725760646,0.00915770050539684,risk_on,csi300,-0.034590293556129414,SH600009_event_00005,q3,q2,q2,q3,q3,q1
SH600010,SH600010_20210322_E_S3,E_S3,2021-03-22,1015,2021-03-23,1016,1.66,False,,main_board_10pct,first_ema60_reclaim,2021-02-03,987,2021-01-29,984,2021-02-22,995,True,1.0,False,True,2021-03-23,2021-02-23,True,2021-03-23,train,SH600010_seed_00011,SH600010_reclaim_00005,event,True,False,,False,False,False,False,False,main_board,False,77950405828.08,4037914827.65,0.2748091603053433,0.4152542372881356,-0.24774774774774788,0.10119760479041916,False,1.4698795180722892,not_missing,-0.04897494305239192,0.22899546179320485,0.5060034305317327,0.1627210496292073,-0.1164021164021164,0.2748091603053433,0.4152542372881356,0.5090522521487341,1.2041047153731241,0.5419385759987503,True,-0.005860405908721944,0.0,0.04878048780487809,0.375,0.011976047904191628,0.0,0.0,0.10119760479041916,-0.09650685424647765,-0.12923610801417906,0.018238220391882175,transition,csi300,0.37131601455182095,SH600010_event_00001,q3,q5,q5,q5,q1,q5
SH600010,SH600010_20220704_E_S3,E_S3,2022-07-04,1326,2022-07-05,1327,2.37,False,,main_board_10pct,first_ema60_reclaim,2022-06-06,1306,2022-01-25,1223,2022-06-06,1306,True,1.0,False,True,2022-07-22,2022-06-24,False,,validation,SH600010_seed_00013,SH600010_reclaim_00007,event,True,False,,False,False,False,False,False,main_board,False,113506731293.52,2765989698.45,0.14218009478673,0.0855855855855856,-0.10408921933085491,0.050829875518672206,False,0.06329113924050622,not_missing,0.05864265319569517,0.15522888871135265,0.17831262939958603,0.0008795778026546852,-0.08365019011406838,0.14218009478673,0.0855855855855856,0.7221701082687921,1.2186740977313701,0.7034615132461041,True,-0.007834114929435088,0.0,0.03333333333333344,0.12500000000000278,0.012448132780082905,-0.016064257028112428,0.0,0.050829875518672206,0.07919785602070051,0.0,0.01054449422493844,risk_on,csi300,0.06298223876602949,SH600010_event_00002,q4,q5,q5,q5,q2,q5
