event_id,event_type,split,regime_bucket,trade_open_date,trade_open_price,non_executable_next_open,non_executable_reason,limit_threshold_status,confirm_20_label,confirm_20_complete,failure_10_label,failure_10_complete,forward_return_10d,mfe_10d,mae_10d,horizon_complete_10d,forward_return_20d,mfe_20d,mae_20d,horizon_complete_20d,forward_return_60d,mfe_60d,mae_60d,horizon_complete_60d,forward_return_60d_status,main_label_complete
SH600000_20240304_E_S3,E_S3,robustness,risk_on,2024-03-05,6.6,False,,main_board_10pct,0.0,True,0.0,True,-0.0060606060606061,0.024242424242424176,-0.0060606060606061,True,0.031818181818181746,0.036363636363636376,-0.012121212121212088,True,0.1803030303030304,0.22575757575757582,-0.012121212121212088,True,not_missing,True
SH600000_20250519_E_S3,E_S3,robustness,transition,2025-05-20,11.67,False,,main_board_10pct,0.0,True,0.0,True,0.029991431019708692,0.045415595544130216,-0.0025706940874035134,True,0.0625535561268209,0.06683804627249357,-0.0025706940874035134,True,0.18508997429305918,0.2305055698371894,-0.0025706940874035134,True,not_missing,True
SH600009_20201210_E_S3,E_S3,train,risk_on,2020-12-11,73.53,False,,main_board_10pct,0.0,True,0.0,True,-0.031415748674010646,0.025159798721610116,-0.06582347341221273,True,-0.02379980960152317,0.056847545219638196,-0.06582347341221273,True,-0.19243846049231605,0.08268733850129206,-0.27267781857745144,True,not_missing,True
SH600009_20211012_E_S3,E_S3,train,transition,2021-10-13,48.89,False,,main_board_10pct,0.0,True,0.0,True,0.021885866230312967,0.08324810799754556,-0.04233994681939046,True,-0.017385968500715943,0.08324810799754556,-0.04233994681939046,True,-0.020044998977296058,0.08324810799754556,-0.13847412558805483,True,not_missing,True
SH600009_20230110_E_S3,E_S3,validation,risk_on,2023-01-11,56.61,False,,main_board_10pct,0.0,True,0.0,True,0.0448683978095743,0.10333863275039756,-0.020667726550079535,True,0.0671259494788905,0.10333863275039756,-0.020667726550079535,True,-0.0365659777424483,0.10333863275039756,-0.06641936053700759,True,not_missing,True
SH600009_20240815_E_S3,E_S3,robustness,risk_off,2024-08-16,33.58,False,,main_board_10pct,-1.0,True,0.0,True,-0.03186420488385944,0.001191185229303171,-0.055687909469922525,True,-0.0976771888028588,0.001191185229303171,-0.09797498511018465,True,0.05390113162596788,0.23853484216795717,-0.12835020845741507,True,not_missing,True
SH600009_20250512_E_S3,E_S3,robustness,risk_on,2025-05-13,31.84,False,,main_board_10pct,0.0,True,0.0,True,0.006595477386934556,0.01633165829145722,-0.00816582914572872,True,0.013190954773869334,0.01633165829145722,-0.00816582914572872,True,-0.0037688442211055717,0.028894472361808976,-0.039572864321608114,True,not_missing,True
SH600009_20251210_E_S3,E_S3,robustness,risk_on,2025-12-11,32.25,False,,main_board_10pct,0.0,True,0.0,True,0.04744186046511634,0.05922480620155035,-0.052403100775193834,True,0.008992248062015484,0.05922480620155035,-0.052403100775193834,True,-0.08558139534883724,0.05922480620155035,-0.1001550387596899,True,not_missing,True
SH600010_20210322_E_S3,E_S3,train,transition,2021-03-23,1.66,False,,main_board_10pct,-1.0,True,0.0,True,-0.01807228915662651,0.006024096385542244,-0.09036144578313243,True,-0.06626506024096379,0.01807228915662651,-0.09036144578313243,True,-0.06024096385542166,0.1325301204819278,-0.12650602409638556,True,not_missing,True
SH600010_20220704_E_S3,E_S3,validation,risk_on,2022-07-05,2.37,False,,main_board_10pct,-1.0,True,1.0,True,-0.08016877637130804,0.06329113924050622,-0.12658227848101278,True,-0.11392405063291144,0.06329113924050622,-0.12658227848101278,True,-0.2236286919831224,0.06329113924050622,-0.2236286919831224,True,not_missing,True
SH600010_20221208_E_S3,E_S3,validation,risk_on,2022-12-09,2.0,False,,main_board_10pct,0.0,True,0.0,True,-0.05500000000000005,0.04499999999999993,-0.06999999999999995,True,-0.025000000000000022,0.04499999999999993,-0.06999999999999995,True,-0.020000000000000018,0.07000000000000006,-0.06999999999999995,True,not_missing,True
SH600010_20260302_E_S3,E_S3,robustness,risk_on,2026-03-03,3.27,False,,main_board_10pct,-1.0,True,1.0,True,-0.14984709480122327,0.012232415902140747,-0.16819571865443417,True,-0.23241590214067287,0.012232415902140747,-0.25382262996941896,True,,,,False,censored_incomplete_horizon,True
SH600011_20190102_E_S3,E_S3,train,risk_off,2019-01-03,6.14,False,,main_board_10pct,-1.0,True,0.0,True,-0.01628664495113996,0.032573289902280145,-0.06677524429967419,True,-0.09934853420195433,0.032573289902280145,-0.12377850162866444,True,-0.06351791530944617,0.04234527687296419,-0.12377850162866444,True,not_missing,True
SH600011_20200817_E_S3,E_S3,train,risk_on,2020-08-18,4.53,False,,main_board_10pct,1.0,True,0.0,True,0.16556291390728473,0.24503311258278138,-0.002207505518763919,True,0.14128035320088284,0.24503311258278138,-0.002207505518763919,True,0.01986754966887405,0.24503311258278138,-0.06622516556291391,True,not_missing,True
SH600011_20210406_E_S3,E_S3,train,transition,2021-04-07,3.87,False,,main_board_10pct,0.0,True,0.0,True,-0.043927648578811374,0.023255813953488413,-0.05167958656330751,True,0.0,0.023255813953488413,-0.07235142118863058,True,-0.01033591731266148,0.023255813953488413,-0.07235142118863058,True,not_missing,True
SH600011_20210909_E_S3,E_S3,train,risk_on,2021-09-10,6.43,False,,main_board_10pct,1.0,True,0.0,True,0.20528771384136868,0.2861586314152411,-0.07931570762052875,True,-0.007776049766718529,0.2861586314152411,-0.07931570762052875,True,0.275272161741835,0.3110419906687403,-0.1912908242612752,True,not_missing,True
SH600011_20240105_E_S3,E_S3,robustness,risk_off,2024-01-08,7.83,False,,main_board_10pct,0.0,True,0.0,True,-0.02937420178799499,0.04980842911877392,-0.03703703703703709,True,0.02937420178799499,0.09961685823754785,-0.048531289910600295,True,0.1992337164750959,0.20817369093231175,-0.048531289910600295,True,not_missing,True
SH600011_20250328_E_S3,E_S3,robustness,risk_on,2025-03-31,6.55,False,,main_board_10pct,0.0,True,0.0,True,0.03358778625954195,0.047328244274809306,-0.036641221374045796,True,0.05954198473282446,0.07480916030534357,-0.036641221374045796,True,0.05038167938931304,0.11450381679389321,-0.036641221374045796,True,not_missing,True
SH600011_20260402_E_S3,E_S3,robustness,transition,2026-04-03,7.03,False,,main_board_10pct,0.0,True,0.0,True,-0.017069701280227556,0.0014224751066855834,-0.052631578947368474,True,0.03413940256045511,0.04267425320056906,-0.052631578947368474,True,,,,False,censored_incomplete_horizon,True
SH600015_20180921_E_S3,E_S3,train,risk_off,2018-09-25,5.48,False,,main_board_10pct,0.0,True,0.0,True,-0.04014598540145997,0.03649635036496335,-0.0565693430656935,True,0.010948905109488871,0.03649635036496335,-0.06386861313868619,True,-0.08211678832116787,0.03649635036496335,-0.09489051094890522,True,not_missing,True
SH600015_20220427_E_S3,E_S3,validation,risk_off,2022-04-28,4.14,False,,main_board_10pct,0.0,True,0.0,True,-0.009661835748792313,0.019323671497584627,-0.02898550724637683,True,-0.009661835748792313,0.019323671497584627,-0.02898550724637683,True,0.021739130434782705,0.050724637681159424,-0.02898550724637683,True,not_missing,True
SH600015_20241011_E_S3,E_S3,robustness,transition,2024-10-14,6.89,False,,main_board_10pct,0.0,True,0.0,True,-0.037735849056603765,0.030478955007256836,-0.04499274310595058,True,-0.03338171262699563,0.030478955007256836,-0.05079825834542806,True,0.04354136429608135,0.1161103047895502,-0.05079825834542806,True,not_missing,True
SH600015_20250421_E_S3,E_S3,robustness,transition,2025-04-22,7.48,False,,main_board_10pct,-1.0,True,0.0,True,-0.0708556149732621,0.024064171122994527,-0.09090909090909094,True,-0.05080213903743325,0.024064171122994527,-0.09090909090909094,True,0.08823529411764697,0.1470588235294117,-0.09090909090909094,True,not_missing,True
SH600015_20260323_E_S3,E_S3,robustness,risk_off,2026-03-24,6.98,False,,main_board_10pct,0.0,True,0.0,True,0.0630372492836675,0.07736389684813738,0.0,True,0.017191977077363862,0.07736389684813738,0.0,True,,,,False,censored_incomplete_horizon,True
SH600016_20180921_E_S3,E_S3,train,risk_off,2018-09-25,4.12,False,,main_board_10pct,0.0,True,0.0,True,-0.024271844660194275,0.03398058252427183,-0.05339805825242727,True,0.029126213592232997,0.03883495145631066,-0.05339805825242727,True,-0.08495145631067968,0.03883495145631066,-0.09951456310679618,True,not_missing,True
SH600016_20220211_E_S3,E_S3,validation,transition,2022-02-14,3.13,False,,main_board_10pct,0.0,True,0.0,True,-0.022364217252396124,0.0,-0.02875399361022357,True,-0.06709265175718848,0.0,-0.07987220447284349,True,-0.06709265175718848,0.0,-0.12140575079872207,True,not_missing,True
SH600016_20220512_E_S3,E_S3,validation,risk_off,2022-05-13,2.88,False,,main_board_10pct,0.0,True,0.0,True,0.04861111111111116,0.04861111111111116,-0.003472222222222099,True,0.04166666666666674,0.04861111111111116,-0.003472222222222099,True,0.04166666666666674,0.07291666666666674,-0.003472222222222099,True,not_missing,True
SH600016_20231205_E_S3,E_S3,validation,risk_off,2023-12-06,3.34,False,,main_board_10pct,0.0,True,0.0,True,-0.005988023952095856,0.011976047904191711,-0.020958083832335328,True,-0.014970059880239472,0.011976047904191711,-0.026946107784431073,True,0.06586826347305386,0.09281437125748515,-0.04491017964071853,True,not_missing,True
