event_count,baseline_count,executable_rate_denominator_count,executable_rate_numerator_count,event_confirm20_pos_rate,baseline_confirm20_pos_rate,confirm20_rate_lift,confirm20_rate_diff,event_failure10_rate,baseline_failure10_rate,failure10_rate_diff,event_forward_return_20d_mean,event_forward_return_20d_median,baseline_forward_return_20d_mean,baseline_forward_return_20d_median,forward_return_20d_diff,event_payoff_ratio,censored_count,non_executable_next_open_count,event_type,baseline_family,baseline_t0_policy,false_repair_policy,split,regime_bucket,baseline_match_coverage,matched_event_count,unmatched_event_count,cross_split_boundary_unusable_count,train_confirm20_rate_lift,validation_confirm20_rate_lift,robustness_confirm20_rate_lift,train_failure10_rate_diff,validation_failure10_rate_diff,robustness_failure10_rate_diff,train_forward_return_20d_diff,validation_forward_return_20d_diff,robustness_forward_return_20d_diff,train_lift,validation_lift,robustness_lift,split_stability,claim_status
139,491,131,131,0.1297709923664122,0.09368635437881874,1.385164288084965,0.03608463798759347,0.19083969465648856,0.14663951120162932,0.04420018345485924,-0.04093645062288548,-0.044789974472035476,-0.04347015348817829,-0.0360721442885773,0.0025337028652928084,0.7146437977879304,0,0,E_S3_all,baseline_raw,observed_failure_decision_date,raw_retained,validation,risk_on,0.9424460431654677,131,8,3,1.8517536103743002,1.385164288084965,1.2794220303996997,0.031916080794554186,0.04420018345485924,0.06320460232696126,0.03833788003327269,0.0025337028652928084,-0.004619820348225363,1.8517536103743002,1.385164288084965,1.2794220303996997,not_stable_or_sample_blocked,diagnostic
216,637,179,179,0.20670391061452514,0.17425431711145997,1.186219739292365,0.03244959350306517,0.08379888268156424,0.1554160125588697,-0.07161712987730545,-0.015261035991175237,-0.026490066225165587,-0.02300337259765845,-0.025906735751295318,0.007742336606483215,1.110002077062684,0,0,E_S3_all,baseline_raw,observed_failure_decision_date,raw_retained,validation,transition,0.8287037037037037,179,37,2,1.1965811965811965,1.186219739292365,0.7478632478632479,0.07777777777777778,-0.07161712987730545,0.04242424242424243,0.02201856034047659,0.007742336606483215,-0.029108661341466602,1.1965811965811965,1.186219739292365,0.7478632478632479,not_stable_or_sample_blocked,diagnostic
603,2032,536,535,0.27850467289719627,0.24163385826771652,1.1525896035175212,0.03687081462947975,0.14579439252336449,0.09793307086614174,0.04786132165722275,0.009118886570470892,-0.004728132387706974,0.01349409871822319,0.0020703933747412417,-0.004375212147752298,1.2996956687368322,1,1,E_S3_all,baseline_raw,observed_failure_decision_date,raw_retained,robustness,all,0.8888888888888888,536,67,1,1.3136355917812874,0.935424175483471,1.1525896035175212,0.0340508296979119,-0.01473234866121012,0.04786132165722275,0.02617173571487815,-0.006927130170306666,-0.004375212147752298,1.3136355917812874,0.935424175483471,1.1525896035175212,not_stable_or_sample_blocked,diagnostic
87,164,71,71,0.39436619718309857,0.45121951219512196,0.874000761324705,-0.0568533150120234,0.09859154929577464,0.06707317073170732,0.03151837856406732,0.06682709944800701,0.042063492063492136,0.07714578803044413,0.08469945355191255,-0.010318688582437119,1.400781287166501,0,0,E_S3_all,baseline_raw,observed_failure_decision_date,raw_retained,robustness,risk_off,0.8160919540229885,71,16,1,0.2927927927927928,0.4138948225002543,0.874000761324705,0.0074364305133536035,0.010602505018519032,0.03151837856406732,-0.003536430408331697,-0.056266246877536695,-0.010318688582437119,0.2927927927927928,0.4138948225002543,0.874000761324705,not_stable_or_sample_blocked,diagnostic
383,1593,366,365,0.29315068493150687,0.22912743251726303,1.2794220303996997,0.06402325241424384,0.1780821917808219,0.11487758945386065,0.06320460232696126,-0.0016716065400119785,-0.01837359646138137,0.002948213808213384,-0.006521250281088409,-0.004619820348225363,1.194914163517909,1,1,E_S3_all,baseline_raw,observed_failure_decision_date,raw_retained,robustness,risk_on,0.9556135770234987,366,17,0,1.8517536103743002,1.385164288084965,1.2794220303996997,0.031916080794554186,0.04420018345485924,0.06320460232696126,0.03833788003327269,0.0025337028652928084,-0.004619820348225363,1.8517536103743002,1.385164288084965,1.2794220303996997,not_stable_or_sample_blocked,diagnostic
133,275,99,99,0.1414141414141414,0.1890909090909091,0.7478632478632479,-0.04767676767676768,0.06060606060606061,0.01818181818181818,0.04242424242424243,0.007515319611088912,-0.004728132387706974,0.036623980952555514,0.011706715958102354,-0.029108661341466602,1.3878656599745016,0,0,E_S3_all,baseline_raw,observed_failure_decision_date,raw_retained,robustness,transition,0.7443609022556391,99,34,0,1.1965811965811965,1.186219739292365,0.7478632478632479,0.07777777777777778,-0.07161712987730545,0.04242424242424243,0.02201856034047659,0.007742336606483215,-0.029108661341466602,1.1965811965811965,1.186219739292365,0.7478632478632479,not_stable_or_sample_blocked,diagnostic
1563,3283,993,993,0.23967774420946628,0.16631130063965885,1.4411392568492267,0.07336644356980743,0.16012084592145015,0.09107523606457509,0.06904560985687506,-0.0016153087508308853,-0.0131386861313868,-0.006483166853292041,-0.015686274509803977,0.004867858102461155,1.1917217643571683,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,all,0.6353166986564299,993,570,5,2.0258397932816536,2.0255747126436785,1.1887649195640893,0.07288629737609328,0.04403126041705249,0.07592970669420762,0.030563539396645224,0.005226573829788736,-0.00626788932650961,2.0258397932816536,2.0255747126436785,1.1887649195640893,not_stable_or_sample_blocked,diagnostic
375,289,134,134,0.12686567164179105,0.15570934256055363,0.8147595356550581,-0.02884367091876258,0.1791044776119403,0.0657439446366782,0.1133605329752621,-0.0018631935935008613,-0.011762922196256242,0.01184374030660466,0.007238883143743546,-0.013706933900105522,1.0972259725086593,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,risk_off,0.35733333333333334,134,241,1,0.29894179894179895,1.175983436853002,0.7933333333333333,0.11420143278550357,0.09522351500306184,0.12,-0.0025079733618812335,-0.023575301392482678,-0.03394918137447986,0.29894179894179895,1.175983436853002,0.7933333333333333,not_stable_or_sample_blocked,diagnostic
728,2348,610,610,0.2786885245901639,0.19250425894378195,1.4477005657913824,0.08618426564638196,0.1901639344262295,0.10434412265758092,0.08581981176864859,-0.0033167185534167614,-0.018195807239699657,-0.00458208549522482,-0.015028901734104094,0.0012653669418080586,1.1829500123106342,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,risk_on,0.8379120879120879,610,118,3,2.3246053502221384,1.5757575757575757,1.2527171045689565,0.05817519092802592,0.09909090909090908,0.08505348599688221,0.038355293403810636,-0.006793508810969531,-0.00924889217129243,2.3246053502221384,1.5757575757575757,1.2527171045689565,not_stable_or_sample_blocked,diagnostic
460,646,249,249,0.20481927710843373,0.07585139318885449,2.7002704696336366,0.12896788391957925,0.07630522088353414,0.05417956656346749,0.02212565432006665,0.002686203492121568,-0.009539534030453045,-0.021591859110183655,-0.019469026548672552,0.024278062602305223,1.2983509802325668,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,transition,0.5413043478260869,249,211,1,8.174999999999999,2.8150158299412027,1.5179487179487179,0.0908256880733945,-0.01509803169243755,0.06648648648648649,0.05100659630495955,0.022975011235344497,0.004383284209546743,8.174999999999999,2.8150158299412027,1.5179487179487179,same_positive_sign_all_splits,diagnostic
431,686,252,252,0.25396825396825395,0.12536443148688048,2.0258397932816536,0.12860382248137348,0.21428571428571427,0.141399416909621,0.07288629737609328,0.01109208484472973,-0.009750593824227993,-0.019471454551915495,-0.021929824561403466,0.030563539396645224,1.4695690892411029,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,all,0.5846867749419954,252,179,2,2.0258397932816536,2.0255747126436785,1.1887649195640893,0.07288629737609328,0.04403126041705249,0.07592970669420762,0.030563539396645224,0.005226573829788736,-0.00626788932650961,2.0258397932816536,2.0255747126436785,1.1887649195640893,not_stable_or_sample_blocked,diagnostic
114,113,63,63,0.031746031746031744,0.10619469026548672,0.29894179894179895,-0.07444865851945498,0.23809523809523808,0.12389380530973451,0.11420143278550357,-0.013086288713640459,-0.01613904407200495,-0.010578315351759226,-0.028708133971291905,-0.0025079733618812335,0.8310703734925473,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,risk_off,0.5526315789473685,63,51,0,0.29894179894179895,1.175983436853002,0.7933333333333333,0.11420143278550357,0.09522351500306184,0.12,-0.0025079733618812335,-0.023575301392482678,-0.03394918137447986,0.29894179894179895,1.175983436853002,0.7933333333333333,not_stable_or_sample_blocked,diagnostic
206,464,149,149,0.35570469798657717,0.15301724137931033,2.3246053502221384,0.20268745660726684,0.2348993288590604,0.17672413793103448,0.05817519092802592,0.022957889969010062,0.006923837784371889,-0.015397403434800574,-0.01940035273368612,0.038355293403810636,1.5503901171205492,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,risk_on,0.7233009708737864,149,57,2,2.3246053502221384,1.5757575757575757,1.2527171045689565,0.05817519092802592,0.09909090909090908,0.08505348599688221,0.038355293403810636,-0.006793508810969531,-0.00924889217129243,2.3246053502221384,1.5757575757575757,1.2527171045689565,not_stable_or_sample_blocked,diagnostic
111,109,40,40,0.225,0.027522935779816515,8.174999999999999,0.1974770642201835,0.1,0.009174311926605505,0.0908256880733945,0.004972899111218535,-0.015755480355024776,-0.046033697193741015,-0.021929824561403466,0.05100659630495955,1.5560430052337964,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,transition,0.36036036036036034,40,71,0,8.174999999999999,2.8150158299412027,1.5179487179487179,0.0908256880733945,-0.01509803169243755,0.06648648648648649,0.05100659630495955,0.022975011235344497,0.004383284209546743,8.174999999999999,2.8150158299412027,1.5179487179487179,same_positive_sign_all_splits,diagnostic
529,931,290,290,0.18275862068965518,0.09022556390977443,2.0255747126436785,0.09253305677988075,0.1310344827586207,0.08700322234156821,0.04403126041705249,-0.019588415526589353,-0.02015918360467861,-0.02481498935637809,-0.025906735751295318,0.005226573829788736,0.9152047603252793,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,all,0.5482041587901701,290,239,2,2.0258397932816536,2.0255747126436785,1.1887649195640893,0.07288629737609328,0.04403126041705249,0.07592970669420762,0.030563539396645224,0.005226573829788736,-0.00626788932650961,2.0258397932816536,2.0255747126436785,1.1887649195640893,not_stable_or_sample_blocked,diagnostic
174,142,46,46,0.17391304347826086,0.14788732394366197,1.175983436853002,0.026025719534598896,0.13043478260869565,0.035211267605633804,0.09522351500306184,-0.008376878116974238,-0.014226602973827551,0.015198423275508438,0.01457073118964236,-0.023575301392482678,1.0296680522071187,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,risk_off,0.26436781609195403,46,128,0,0.29894179894179895,1.175983436853002,0.7933333333333333,0.11420143278550357,0.09522351500306184,0.12,-0.0025079733618812335,-0.023575301392482678,-0.03394918137447986,0.29894179894179895,1.175983436853002,0.7933333333333333,not_stable_or_sample_blocked,diagnostic
139,400,110,110,0.11818181818181818,0.075,1.5757575757575757,0.04318181818181818,0.20909090909090908,0.11,0.09909090909090908,-0.04547901187205901,-0.044865179837668634,-0.03868550306108948,-0.03173241852487141,-0.006793508810969531,0.6754017161704301,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,risk_on,0.7913669064748201,110,29,1,2.3246053502221384,1.5757575757575757,1.2527171045689565,0.05817519092802592,0.09909090909090908,0.08505348599688221,0.038355293403810636,-0.006793508810969531,-0.00924889217129243,2.3246053502221384,1.5757575757575757,1.2527171045689565,not_stable_or_sample_blocked,diagnostic
216,389,134,134,0.23880597014925373,0.08483290488431877,2.8150158299412027,0.15397306526493496,0.06716417910447761,0.08226221079691516,-0.01509803169243755,-0.0021836776373403578,-0.01109995553971388,-0.025158688872684857,-0.019561815336463173,0.022975011235344497,1.1588161899499012,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,transition,0.6203703703703703,134,82,1,8.174999999999999,2.8150158299412027,1.5179487179487179,0.0908256880733945,-0.01509803169243755,0.06648648648648649,0.05100659630495955,0.022975011235344497,0.004383284209546743,8.174999999999999,2.8150158299412027,1.5179487179487179,same_positive_sign_all_splits,diagnostic
603,1666,451,451,0.2682926829268293,0.22569027611044418,1.1887649195640893,0.04260240681638511,0.14855875831485588,0.07262905162064826,0.07592970669420762,0.002841316036061974,-0.007473237729751614,0.009109205362571584,0.0008771929824560321,-0.00626788932650961,1.2135632055984555,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,all,0.7479270315091211,451,152,1,2.0258397932816536,2.0255747126436785,1.1887649195640893,0.07288629737609328,0.04403126041705249,0.07592970669420762,0.030563539396645224,0.005226573829788736,-0.00626788932650961,2.0258397932816536,2.0255747126436785,1.1887649195640893,not_stable_or_sample_blocked,diagnostic
87,34,25,25,0.28,0.35294117647058826,0.7933333333333333,-0.07294117647058823,0.12,0.0,0.12,0.03840418563244194,0.04121475054229928,0.0723533670069218,0.08469945355191255,-0.03394918137447986,1.3442043092612046,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,risk_off,0.28735632183908044,25,62,1,0.29894179894179895,1.175983436853002,0.7933333333333333,0.11420143278550357,0.09522351500306184,0.12,-0.0025079733618812335,-0.023575301392482678,-0.03394918137447986,0.29894179894179895,1.175983436853002,0.7933333333333333,not_stable_or_sample_blocked,diagnostic
383,1484,351,351,0.2962962962962963,0.23652291105121293,1.2527171045689565,0.059773385245083355,0.16524216524216523,0.08018867924528301,0.08505348599688221,-0.001257072983020612,-0.013483146067415852,0.007991819188271817,0.0020703933747412417,-0.00924889217129243,1.1745233828686885,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,risk_on,0.9164490861618799,351,32,0,2.3246053502221384,1.5757575757575757,1.2527171045689565,0.05817519092802592,0.09909090909090908,0.08505348599688221,0.038355293403810636,-0.006793508810969531,-0.00924889217129243,2.3246053502221384,1.5757575757575757,1.2527171045689565,not_stable_or_sample_blocked,diagnostic
133,148,75,75,0.13333333333333333,0.08783783783783784,1.5179487179487179,0.04549549549549549,0.08,0.013513513513513514,0.06648648648648649,0.010167486779908495,-0.0042887776983560055,0.005784202570361752,0.0,0.004383284209546743,1.4390273602123602,0,0,E_S3_all,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,transition,0.5639097744360902,75,58,0,8.174999999999999,2.8150158299412027,1.5179487179487179,0.0908256880733945,-0.01509803169243755,0.06648648648648649,0.05100659630495955,0.022975011235344497,0.004383284209546743,8.174999999999999,2.8150158299412027,1.5179487179487179,same_positive_sign_all_splits,diagnostic
780,2250,643,642,0.22274143302180685,0.19777777777777777,1.1262207287619448,0.024963655244029076,0.16199376947040497,0.13111111111111112,0.030882658359293852,-0.0019032480854818334,-0.012819711881721152,-0.0010978086727182206,-0.013193925815285112,-0.0008054394127636128,1.1754052191557949,1,1,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,all,all,0.8243589743589743,643,137,1,1.38615221987315,0.9016462642465175,1.108233905860758,0.02829874135200469,-0.0164196927753352,0.06433615271203538,0.023373005288384346,-0.010982012145823662,-0.00681579152899801,1.38615221987315,0.9016462642465175,1.108233905860758,not_stable_or_sample_blocked,diagnostic
174,324,127,127,0.14960629921259844,0.30246913580246915,0.4946167443355295,-0.1528628365898707,0.14173228346456693,0.14506172839506173,-0.003329444930494807,0.012490425476263252,0.010948905109488871,0.04535014547788784,0.03500702591418592,-0.03285972000162459,1.1277342750591335,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,all,risk_off,0.7298850574712644,127,47,0,0.21822849807445444,0.3118785975928833,0.7905405405405407,0.01951219512195121,-0.0115052732502397,-0.023723723723723722,-0.015041256302316388,-0.059976408024055176,-0.010166153924888219,0.21822849807445444,0.3118785975928833,0.7905405405405407,not_stable_or_sample_blocked,diagnostic
381,1377,351,350,0.2714285714285714,0.1895424836601307,1.4320197044334975,0.0818860877684407,0.21714285714285714,0.14088598402323893,0.07625687311961821,-0.007690520962418662,-0.028914038733773018,-0.009282915521495353,-0.017094017094017144,0.0015923945590766908,1.183811482730693,1,1,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,all,risk_on,0.9212598425196851,351,30,1,1.983876329787234,1.2369230769230768,1.265484152369875,0.02071504336432267,0.06567164179104479,0.10285738950276244,0.03226476999455927,-0.0025191851497363693,-0.01001474550552646,1.983876329787234,1.2369230769230768,1.265484152369875,not_stable_or_sample_blocked,diagnostic
225,549,165,165,0.17575757575757575,0.15664845173041894,1.1219873150105708,0.01910912402715681,0.06060606060606061,0.09836065573770492,-0.03775459513164431,-0.0007059816334438734,-0.016307893020221842,-0.007979857878602102,-0.016597510373444035,0.007273876245158229,1.3305742768958275,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,all,transition,0.7333333333333333,165,60,0,1.3213213213213213,1.3094483195941662,0.6455026455026455,0.05077805077805078,-0.0938125382887482,0.014025500910746813,0.0345895948385493,0.004864524838469001,-0.021208699984268962,1.3213213213213213,1.3094483195941662,0.6455026455026455,not_stable_or_sample_blocked,diagnostic
238,558,172,172,0.27325581395348836,0.1971326164874552,1.38615221987315,0.07612319746603316,0.20930232558139536,0.18100358422939067,0.02829874135200469,0.011848185018488775,-0.007199283161504977,-0.01152482026989557,-0.021929824561403466,0.023373005288384346,1.432666799133976,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,train,all,0.7226890756302521,172,66,1,1.38615221987315,0.9016462642465175,1.108233905860758,0.02829874135200469,-0.0164196927753352,0.06433615271203538,0.023373005288384346,-0.010982012145823662,-0.00681579152899801,1.38615221987315,0.9016462642465175,1.108233905860758,not_stable_or_sample_blocked,diagnostic
62,85,41,41,0.04878048780487805,0.2235294117647059,0.21822849807445444,-0.17474892395982783,0.21951219512195122,0.2,0.01951219512195121,-0.008084393174570144,-0.005063291139240533,0.006956863127746245,0.015189873417721378,-0.015041256302316388,0.8082363060182165,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,train,risk_off,0.6612903225806451,41,21,0,0.21822849807445444,0.3118785975928833,0.7905405405405407,0.01951219512195121,-0.0115052732502397,-0.023723723723723722,-0.015041256302316388,-0.059976408024055176,-0.010166153924888219,0.21822849807445444,0.3118785975928833,0.7905405405405407,not_stable_or_sample_blocked,diagnostic
110,341,94,94,0.3723404255319149,0.187683284457478,1.983876329787234,0.18465714107443687,0.2553191489361702,0.23460410557184752,0.02071504336432267,0.01648555915435602,-0.01054299841346501,-0.01577921084020325,-0.021276595744680882,0.03226476999455927,1.58133327444716,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,train,risk_on,0.8545454545454545,94,16,1,1.983876329787234,1.2369230769230768,1.265484152369875,0.02071504336432267,0.06567164179104479,0.10285738950276244,0.03226476999455927,-0.0025191851497363693,-0.01001474550552646,1.983876329787234,1.2369230769230768,1.265484152369875,not_stable_or_sample_blocked,diagnostic
66,132,37,37,0.2702702702702703,0.20454545454545456,1.3213213213213213,0.06572481572481573,0.08108108108108109,0.030303030303030304,0.05077805077805078,0.022154199535891348,0.014245014245014342,-0.012435395302657954,-0.021929824561403466,0.0345895948385493,1.606687920228084,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,train,transition,0.5606060606060606,37,29,0,1.3213213213213213,1.3094483195941662,0.6455026455026455,0.05077805077805078,-0.0938125382887482,0.014025500910746813,0.0345895948385493,0.004864524838469001,-0.021208699984268962,1.3213213213213213,1.3094483195941662,0.6455026455026455,not_stable_or_sample_blocked,diagnostic
252,712,207,207,0.13043478260869565,0.1446629213483146,0.9016462642465175,-0.01422813873961895,0.13526570048309178,0.15168539325842698,-0.0164196927753352,-0.027115678603125134,-0.032122905027933024,-0.016133666457301472,-0.020708228809314222,-0.010982012145823662,0.8222737953635462,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,validation,all,0.8214285714285714,207,45,0,1.38615221987315,0.9016462642465175,1.108233905860758,0.02829874135200469,-0.0164196927753352,0.06433615271203538,0.023373005288384346,-0.010982012145823662,-0.00681579152899801,1.38615221987315,0.9016462642465175,1.108233905860758,not_stable_or_sample_blocked,diagnostic
