run_id,contract_version,decision_state,capacity_set,signal_month_n,held_unknown_case_n,resolved_deferred_exit_n,bridge_month1_last_date_match_n,bridge_lineage_mismatch_n,mixed_provider_bridge_sensitivity,historical_sample_role,historical_support_claim_allowed,20C_requirement_generation_authorized,20C_execution_authorized,portfolio_optimization_authorized,deployment_authorized
20B_P4_unknown_deferred_exit_bucket_capacity_diagnostic_v0,20B_P4_CAP_v0,complete_descriptive_capacity_diagnostic,5|10|20|30|40|50,63,4,4,4,0,True,design_contaminated_followup,False,False,False,False,False
