arm_order,arm_id,model_seed,loss_term,median_gradient_l2,inverse_gradient_raw,weight_before_clip,clip_applied,weight_after_clip,final_normalized_weight,batch_registry_sha256
2,D2_R2_GRADBAL_ONLY,20260713,L_diff,0.06907149820363459,14.47775169219334,0.15698429673885103,False,0.15698429673885103,0.15501295580700147,ceeef0d9f85762efcd76fe78d77ef892cf2cb36c46fbfbcb7610e723f0d830c6
2,D2_R2_GRADBAL_ONLY,20260713,L_koop,0.0038299184240627305,261.1021670114875,2.8311675000884535,False,2.8311675000884535,2.7956149225772706,ceeef0d9f85762efcd76fe78d77ef892cf2cb36c46fbfbcb7610e723f0d830c6
2,D2_R2_GRADBAL_ONLY,20260713,L_rec,0.915171727911025,1.0926910977490578,0.011848203172695236,True,0.05,0.04937212161572793,ceeef0d9f85762efcd76fe78d77ef892cf2cb36c46fbfbcb7610e723f0d830c6
2,D2_R2_GRADBAL_ONLY,20260714,L_diff,0.07294827062252401,13.708344165889425,0.1414413145031057,False,0.1414413145031057,0.1395303769560862,70b62801373f2bbb9f4e1298086441385b044f2f609a65efcd2a01969b25a61f
2,D2_R2_GRADBAL_ONLY,20260714,L_koop,0.003620766331529819,276.1846273513838,2.849645169788862,False,2.849645169788862,2.81114514615883,70b62801373f2bbb9f4e1298086441385b044f2f609a65efcd2a01969b25a61f
2,D2_R2_GRADBAL_ONLY,20260714,L_rec,1.1575566393269168,0.8638886133308077,0.00891351570803276,True,0.05,0.04932447688508383,70b62801373f2bbb9f4e1298086441385b044f2f609a65efcd2a01969b25a61f
2,D2_R2_GRADBAL_ONLY,20260715,L_diff,0.055214368884793315,18.11122756988375,0.20315701180572948,False,0.20315701180572948,0.2004343125304973,fe297d5f7fce9e7815b4612d5b2a34aa86dde6f3a5507b911fdd745e9082c596
2,D2_R2_GRADBAL_ONLY,20260715,L_koop,0.004023965556168702,248.51107347750758,2.787594981815392,False,2.787594981815392,2.7502357847629786,fe297d5f7fce9e7815b4612d5b2a34aa86dde6f3a5507b911fdd745e9082c596
2,D2_R2_GRADBAL_ONLY,20260715,L_rec,1.2129301961763792,0.824449752469172,0.00924800637887879,True,0.05,0.04932990270652441,fe297d5f7fce9e7815b4612d5b2a34aa86dde6f3a5507b911fdd745e9082c596
4,D4_R2_REPAIR_COMBINED_V1,20260713,L_diff,0.0690065578521748,14.49137634342218,0.16673960576339975,False,0.16673960576339975,0.16428446582326764,ceeef0d9f85762efcd76fe78d77ef892cf2cb36c46fbfbcb7610e723f0d830c6
4,D4_R2_REPAIR_COMBINED_V1,20260713,L_koop,0.004068509522521347,245.79025671796325,2.8280937251512825,False,2.8280937251512825,2.7864517539635347,ceeef0d9f85762efcd76fe78d77ef892cf2cb36c46fbfbcb7610e723f0d830c6
4,D4_R2_REPAIR_COMBINED_V1,20260713,L_rec,2.2269911351703158,0.4490363631032245,0.00516666908531762,True,0.05,0.04926378021319785,ceeef0d9f85762efcd76fe78d77ef892cf2cb36c46fbfbcb7610e723f0d830c6
4,D4_R2_REPAIR_COMBINED_V1,20260714,L_diff,0.07287647984829035,13.721848284683025,0.1468391010241442,False,0.1468391010241442,0.1446695714930452,70b62801373f2bbb9f4e1298086441385b044f2f609a65efcd2a01969b25a61f
4,D4_R2_REPAIR_COMBINED_V1,20260714,L_koop,0.0037572163992231357,266.15448612615603,2.8481502393473375,False,2.8481502393473375,2.8060691723142814,70b62801373f2bbb9f4e1298086441385b044f2f609a65efcd2a01969b25a61f
4,D4_R2_REPAIR_COMBINED_V1,20260714,L_rec,2.135670267008541,0.4682370754735993,0.005010659628518544,True,0.05,0.04926125619267369,70b62801373f2bbb9f4e1298086441385b044f2f609a65efcd2a01969b25a61f
4,D4_R2_REPAIR_COMBINED_V1,20260715,L_diff,0.05526189360866367,18.095652079559308,0.20948153464145716,False,0.20948153464145716,0.20637702267279173,fe297d5f7fce9e7815b4612d5b2a34aa86dde6f3a5507b911fdd745e9082c596
4,D4_R2_REPAIR_COMBINED_V1,20260715,L_koop,0.004155711548751359,240.6326782474746,2.7856472097573937,False,2.7856472097573937,2.74436397628303,fe297d5f7fce9e7815b4612d5b2a34aa86dde6f3a5507b911fdd745e9082c596
4,D4_R2_REPAIR_COMBINED_V1,20260715,L_rec,2.376460450485292,0.42079387426615583,0.004871255601149103,True,0.05,0.049259001044178186,fe297d5f7fce9e7815b4612d5b2a34aa86dde6f3a5507b911fdd745e9082c596
