arm_order,arm_id,model_seed,epoch,split_role,metric_id,metric_value,observation_n,optimizer_step_n,tau,checkpoint_selected
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,train,loss_diff,0.2625694349517223,335393,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,train,loss_koop,0.0004687601472276,335393,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,train,loss_rec,0.0102657963489242,335393,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,train,loss_total,0.2733039913601381,335393,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,validation_early,complete_day_n,107.0,107,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,validation_early,mean_rankic,-0.0076011793461382,107,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,1,validation_early,score_coverage,1.0,51932,1311,0.991006796390514,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,train,loss_diff,0.1221727553439721,335393,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,train,loss_koop,7.374273885826651e-06,335393,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,train,loss_rec,0.0017001401497108,335393,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,train,loss_total,0.1238802697187961,335393,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,validation_early,complete_day_n,107.0,107,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,validation_early,mean_rankic,-0.0069558344619096,107,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,2,validation_early,score_coverage,1.0,51932,2622,0.9820067277401048,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,train,loss_diff,0.1057352805192246,335393,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,train,loss_koop,1.4077578528806647e-06,335393,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,train,loss_rec,0.0015062628368714,335393,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,train,loss_total,0.1072429511360828,335393,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,validation_early,complete_day_n,107.0,107,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,validation_early,mean_rankic,-0.003847962984108,107,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,3,validation_early,score_coverage,1.0,51932,3933,0.9730066590896956,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,train,loss_diff,0.0967141927322555,335393,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,train,loss_koop,4.1309345739295886e-07,335393,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,train,loss_rec,0.0014979617395993,335393,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,train,loss_total,0.0982125675964988,335393,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,validation_early,complete_day_n,107.0,107,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,validation_early,mean_rankic,0.0038414456791323,107,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,4,validation_early,score_coverage,1.0,51932,5244,0.9640065904392864,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,train,loss_diff,0.0906688357922525,335393,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,train,loss_koop,1.665311893772667e-07,335393,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,train,loss_rec,0.0014987134260456,335393,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,train,loss_total,0.0921677156364438,335393,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,validation_early,complete_day_n,107.0,107,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,validation_early,mean_rankic,-0.0023561944851142,107,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,5,validation_early,score_coverage,1.0,51932,6555,0.9550065217888772,False
0,D0_R2_RAW_EXACT_REPLAY,20260713,6,train,loss_diff,0.0853421096182384,335393,7866,0.946006453138468,False
