probe_order,probe_id,arm_id,batch_size,device_fingerprint_sha256,forward_pass,backward_pass,optimizer_state_step_pass,inference_64draw_pass,draw_shard_write_pass,oom_observed,peak_reserved_memory_bytes,estimated_gpu_wall_seconds,estimated_output_bytes,free_disk_bytes,status,reason
0,D4_BATCH256_64DRAW_AND_SHARD_WRITE,D4_R2_REPAIR_COMBINED_V1,256,4c6f9920f77f29f963ef9a37283c8012e3814d0838ae77abb719f0bcc939155b,True,True,True,True,True,False,239075328,2408,17179869184,801664741376,pass,
