split_bucket,event_n,average_uniqueness,median_uniqueness,p10_uniqueness,p90_concurrency,event_density_per_instrument_year,rolling_20d_event_count_mean,rolling_20d_event_count_p95,duplicate_episode_event_count,duplicate_episode_fraction,event_uniqueness_gate_status,event_uniqueness_overall_gate_status
train,6232,0.23630511635155008,0.16952711640211637,0.0926658226033226,10.791465677894891,2.9654771691252626,2.232349165596919,7.0,5304,0.8510911424903723,pass,pass
validation,2627,0.25745182305041464,0.17626984126984127,0.09171762034262032,10.903030461431873,3.5668521010527563,2.0848877046060146,7.0,2180,0.8298439284354777,pass,pass
robustness,4813,0.21996930031380993,0.15797619047619044,0.08310477947977946,12.033002276208595,6.085392723622265,2.212549345522543,7.0,4197,0.872013297319759,pass,pass
