split_bucket,raw_event_n,analysis_event_n,analysis_event_fraction,rate_denominator,baseline_exposure_mean,overlay_exposure_mean,badside_avoided_rate,winner_opportunity_retained_rate,badside_support_caveat,winner_retention_support_caveat,increase_fraction,keep_fraction,reduce_fraction,skip_fraction,average_uniqueness,event_density_per_instrument_year,baseline_utility_per_event_mean_0bps,overlay_utility_per_event_mean_0bps,delta_overlay_vs_baseline_0bps,baseline_utility_per_event_mean_50bps,overlay_utility_per_event_mean_50bps,delta_overlay_vs_baseline_50bps,baseline_utility_per_event_mean_100bps,overlay_utility_per_event_mean_100bps,delta_overlay_vs_baseline_100bps,baseline_exposure_day_return_50bps,overlay_exposure_day_return_50bps,duplicate_delta_share
train,6232,6232,1.0,6232,1.0,0.4200898587933248,0.8829613500272183,0.10400682011935208,False,False,0.12034659820282413,0.0,0.47913992297817715,0.40051347881899874,0.23630511635155008,2.9654771691252626,0.00860048444532727,-0.0007735038110047982,-0.009373988256332068,0.003600484445327263,-0.00637523680201892,-0.009975721247346183,-0.0013995155546727368,-0.011976969793033044,-0.010577454238360307,7.938264503617258e-05,-0.0003378470543982679,0.0
validation,2627,2627,1.0,2627,1.0,0.48267986296155313,0.8571428571428571,0.11026615969581749,False,False,0.1358964598401218,0.0,0.5576703464027408,0.3064331937571374,0.25745182305041464,3.5668521010527563,-0.00640840459040176,-0.002219491388546716,0.004188913201855044,-0.011408404590401763,-0.007898973687747326,0.0035094309026544365,-0.016408404590401764,-0.013578455986947938,0.0028299486034538256,-0.0002186848128291627,-0.0003120766991173709,0.0
robustness,4813,4813,1.0,4813,1.0,0.4662372740494494,0.8368421052631579,0.11807580174927114,False,False,0.14066071057552462,0.0,0.510492416372325,0.34884687305215045,0.21996930031380993,6.085392723622265,0.0344143973296263,0.014597542993913148,-0.01981685433571315,0.029414397329626293,0.008894239441035522,-0.02052015788859077,0.024414397329626296,0.003190935888157898,-0.0212234614414684,0.0005504570348945381,0.00035538561645181993,0.0
