decision_state,next_allowed_requirement,sequence_mining_authorized,meta_labeling_authorized,bet_sizing_authorized,selected_state_id,primary_endpoint,effect_interpretation,confirmatory_status,raw_event_n,analysis_event_n,analysis_event_fraction,rule_feature_missing_fraction,badside_support_caveat,winner_retention_support_caveat,input_gate_status,upstream_lineage_gate_status,row_level_rebuild_gate_status,label_panel_gate_status,event_denominator_gate_status,event_uniqueness_gate_status,rule_freeze_gate_status,overlay_utility_gate_status,winner_retention_gate_status,density_adjustment_gate_status,validation_used_for_rule_freeze,robustness_used_for_rule_freeze,ml_model_used,hyperparameter_search_used,search_accounting_status,primary_failure_reason,survival_opportunity_readout,overlay_capacity_readout
13G_stop_label_panel_only_no_overlay_utility,none,False,False,False,repair_range_participation_core_30,up_0p3_before_down_m0p15_H60,event_survival_opportunity_rule_overlay_diagnostic,False,13672,13672,1.0,0.0,False,False,pass,pass,pass,pass,pass,pass,pass,fail,fail,pass,False,False,False,False,diagnostic_pre_registered_primary_endpoint,overlay_utility_gate_failed,fixed_event_denominator_label_panel,label_panel_only_no_overlay_utility
