selected_state_id,up_threshold_n,down_threshold_n,horizon_n,label_endpoint_n,primary_endpoint,action_n,rule_family_n,ml_model_used,hyperparameter_search_used,validation_used_for_rule_freeze,robustness_used_for_rule_freeze,effective_search_space_n,confirmatory_status,search_accounting_status
repair_range_participation_core_30,3,3,3,27,up_0p3_before_down_m0p15_H60,4,1,False,False,False,False,27,False,diagnostic_pre_registered_primary_endpoint
