comparison_id,decision_date,lhs_monthly_return,rhs_monthly_return,paired_delta,lhs_evaluable,rhs_evaluable,paired_evaluable,event_month_posthoc,missing_reason,run_id,contract_version
MODEL__D10__L050__STOP20__GROSS,2026-01-30,0.0502107500617,0.0582844650403,-0.0080737149786,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__GROSS,2026-02-27,-0.0652713015223,-0.120053553941,0.0547822524186,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__GROSS,2026-03-31,0.0326505347654,0.16915051662,-0.136499981854,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2024-07-31,-0.02553631663,-0.028310059524,0.002773742894,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2024-08-30,0.18076044405,0.116315887144,0.0644445569067,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2024-09-30,-0.0479090382761,-0.0168504118695,-0.0310586264066,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2024-10-31,0.0152652061046,-0.00839241433355,0.0236576204381,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2024-11-29,0.0399987637442,0.00101156011791,0.0389872036263,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2024-12-31,-0.0296322418025,-0.0450242318361,0.0153919900336,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-01-27,-0.0218102737884,0.00518661584963,-0.026996889638,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-02-28,0.0169220911042,-0.000172023355421,0.0170941144596,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-03-31,-0.0128986453283,-0.100262292885,0.0873636475563,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-04-30,0.0371992197414,-0.0318061818813,0.0690054016227,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-05-30,0.0372758385869,0.0658103277906,-0.0285344892037,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-06-30,-0.00195812424375,0.0229393998578,-0.0248975241016,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-07-31,0.00854178779442,0.13337319995,-0.124831412156,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-08-29,-0.0385194994525,-0.0186181863226,-0.0199013131298,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-09-30,0.0269038487014,-0.0409968500218,0.0679006987232,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-10-31,-0.0178046471668,-0.0517839718616,0.0339793246948,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-11-28,0.0213291097264,0.0643607276073,-0.0430316178809,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2025-12-31,0.0191637792018,0.107475947473,-0.0883121682711,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2026-01-30,0.0500497305055,0.0582942270841,-0.0082444965786,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2026-02-27,-0.0664537997103,-0.121512148142,0.0550583484316,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,2026-03-31,0.0323340262634,0.170320954606,-0.137986928343,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2024-07-31,-0.02604279813,-0.028808443224,0.002765645094,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2024-08-30,0.180414158476,0.115869643534,0.0645445149416,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2024-09-30,-0.048617751779,-0.0171489577475,-0.0314687940315,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2024-10-31,0.0147388624382,-0.00878840745312,0.0235272698913,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2024-11-29,0.0395448396246,0.000463351186908,0.0390814884377,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2024-12-31,-0.0300106618453,-0.0454975517169,0.0154868898717,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-01-27,-0.022169178826,0.00467328004792,-0.0268424588739,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-02-28,0.0165243931143,-0.00054695590285,0.0170713490171,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-03-31,-0.0133370458397,-0.101302464673,0.0879654188333,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-04-30,0.0371108588725,-0.0323698309619,0.0694806898344,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-05-30,0.0371539682968,0.0657956340386,-0.0286416657418,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-06-30,-0.00231504638444,0.0226149190441,-0.0249299654286,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-07-31,0.00827843583922,0.133759787267,-0.125481351428,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-08-29,-0.0389759248023,-0.0192391451401,-0.0197367796622,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-09-30,0.0267182594278,-0.041789871177,0.0685081306048,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-10-31,-0.0183693021014,-0.0525947040731,0.0342254019716,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-11-28,0.0211044022971,0.064333250995,-0.0432288486979,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2025-12-31,0.0186989594411,0.107866134184,-0.0891671747433,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2026-01-30,0.0499042501565,0.058333229834,-0.00842897967754,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2026-02-27,-0.0675940848756,-0.122936486238,0.0553424013625,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,2026-03-31,0.0319776700275,0.171434393465,-0.139456723438,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2024-07-31,-0.02654927963,-0.029306826924,0.002757547294,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2024-08-30,0.18006751256,0.115422941695,0.0646445708655,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2024-09-30,-0.0493276193492,-0.0174480494355,-0.0318795699137,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2024-10-31,0.0142108749929,-0.00918536584161,0.0233962408345,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2024-11-29,0.0390890245393,-8.66338552498e-05,0.0391756583945,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2024-12-31,-0.0303909910104,-0.0459729266064,0.015581935596,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-01-27,-0.0225301768044,0.00415720281788,-0.0266873796223,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-02-28,0.0161240813527,-0.000924277162452,0.0170483585152,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-03-31,-0.0137786741893,-0.10235005163,0.0885713774403,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-04-30,0.0370217679966,-0.0329388184628,0.0699605864594,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-05-30,0.0370310701301,0.065780783747,-0.0287497136168,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-06-30,-0.00267506382672,0.0222869722884,-0.0249620361151,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-07-31,0.00801260908652,0.134150753273,-0.126138144187,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-08-29,-0.0394368811807,-0.019866706721,-0.0195701744597,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-09-30,0.0265306487654,-0.0425923455777,0.0691229943431,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-10-31,-0.0189403146256,-0.0534164678256,0.0344761532,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-11-28,0.0208769017829,0.0643053524802,-0.0434284506973,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2025-12-31,0.0182281535737,0.108262332815,-0.0900341792414,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2026-01-30,0.0497567608621,0.0583728054291,-0.00861604456698,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2026-02-27,-0.0687504389245,-0.124381636715,0.0556311977903,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,2026-03-31,0.0316154007972,0.172567804023,-0.140952403226,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2024-07-31,-0.02756224263,-0.030303594324,0.002741351694,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2024-08-30,0.179373137453,0.114528160498,0.0648449769547,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2024-09-30,-0.0507508279854,-0.0180478762391,-0.0327029517463,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2024-10-31,0.0131499378681,-0.00998219257743,0.0231321304455,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2024-11-29,0.0381716740092,-0.0011919669112,0.0393636409204,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2024-12-31,-0.0311574347901,-0.0469298951779,0.0157724603878,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-01-27,-0.0232585252429,0.00311673575896,-0.0263752610018,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-02-28,0.0153155127625,-0.00168617771522,0.0170016904777,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-03-31,-0.0146717580553,-0.104467790492,0.0897960324367,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-04-30,0.0368413597361,-0.0340931149928,0.0709344747289,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-05-30,0.0367821377088,0.0657506034308,-0.028968465722,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-06-30,-0.00340454708357,0.0216204564236,-0.0250250035072,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-07-31,0.00747339032638,0.134946122336,-0.12747273201,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-08-29,-0.0403726596121,-0.0211420639505,-0.0192305956616,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-09-30,0.026149229721,-0.0442263383998,0.0703755681208,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-10-31,-0.0201018468235,-0.0550940030073,0.0349921561838,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-11-28,0.0204133105717,0.0642482502666,-0.043834939695,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2025-12-31,0.0172681149369,0.109073330313,-0.0918052153761,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2026-01-30,0.0494555866568,0.0584537263884,-0.00899813973161,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2026-02-27,-0.0711127317478,-0.127336226526,0.0562234947782,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,2026-03-31,0.0308725247365,0.174896728879,-0.144024204143,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2024-07-31,-0.02958816863,-0.032297129124,0.002708960494,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2024-08-30,0.177980038303,0.112733068171,0.0652469701316,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2024-09-30,-0.053611218817,-0.0192541458533,-0.0343570729637,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2024-10-31,0.0110079956694,-0.0115875859221,0.0225955815915,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2024-11-29,0.0363137536691,-0.00342433054977,0.0397380842189,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2024-12-31,-0.0327138790514,-0.0488690904811,0.0161552114297,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-01-27,-0.0247411599,0.0010019196277,-0.0257430795277,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-02-28,0.0136658495724,-0.00323967094713,0.0169055205195,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-03-31,-0.0164982703063,-0.108795829281,0.0922975589744,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-04-30,0.0364713731097,-0.0364692216334,0.0729405947431,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-05-30,0.0362713485962,0.0656882499528,-0.0294169013566,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-06-30,-0.0049024848631,0.0202432942164,-0.0251457790795,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-07-31,0.00636366761209,0.13659281434,-0.130229146728,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-08-29,-0.0423016653899,-0.0237768260654,-0.0185248393246,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-09-30,0.025360623776,-0.0476155269839,0.0729761507599,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-10-31,-0.022506122213,-0.0585918581216,0.0360857359086,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-11-28,0.0194502146683,0.0641285309807,-0.0446783163124,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2025-12-31,0.0152708742299,0.110773932947,-0.0955030587167,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2026-01-30,0.048827206237,0.0586230280612,-0.0097958218242,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2026-02-27,-0.0760458705773,-0.133516315926,0.0574704453487,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,2026-03-31,0.0293089392135,0.179819475801,-0.150510536588,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2024-07-31,-0.0246341,-0.0280509,0.0034168,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2024-08-30,0.181186875613,0.120250638639,0.0609362369731,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2024-09-30,-0.0463247904199,-0.00573837927913,-0.0405864111408,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2024-10-31,0.015702739672,-0.0108023575196,0.0265050971916,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2024-11-29,0.0404791518067,0.000297324425678,0.040181827381,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2024-12-31,-0.0292392271908,-0.0453209360508,0.01608170886,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-01-27,-0.0214350742986,0.00783353441133,-0.0292686087099,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-02-28,0.0173490713923,0.000159605598557,0.0171894657938,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-03-31,-0.00947441371835,-0.0400753722655,0.0306009585472,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-04-30,0.037575600218,-0.0273468165145,0.0649224167325,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-05-30,0.0374190857662,0.0654223192884,-0.0280032335222,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-06-30,-0.00158074640349,0.0234609971102,-0.0250417435137,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,2025-07-31,0.0087979863529,0.133178933471,-0.124380947118,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
