policy_id,cost_scenario_id,terminal_mark_date,open_position_n,open_position_weight,open_position_notional_cny,sell_commission_cny,sell_stamp_tax_cny,sell_transfer_fee_cny,sell_slippage_cny,total_shadow_cost_cny,live_final_NAV,liquidation_adjusted_final_NAV,live_nav_compound_return,liquidation_adjusted_compound_return,live_nav_break_even_slippage_bps,live_nav_break_even_status,liquidation_adjusted_break_even_slippage_bps,liquidation_adjusted_break_even_status,historical_support_claim_allowed,deployment_authorized,source_table_content_hash,run_id,contract_version
S0_SELECTED_FULL__D8__L100__STOP05,SLIP010,2026-04-30,18,0.43970573172,4965802,1241.4505,2482.901,49.65802,4965.802,8739.81152,11293466.6114,11284726.7998,0.129346661136,0.128472679984,43.2004221548,root_found,42.5610635466,root_found,False,False,237acf07aa53d48c2d997dc1ccdc30453e29a161acb559a7e0ea561b6e79af1c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP05,SLIP020,2026-04-30,18,0.455416338235,4965802,1241.4505,2482.901,49.65802,9931.604,13705.61352,10903873.1883,10890167.5748,0.0903873188317,0.0890167574797,43.2004221548,root_found,42.5610635466,root_found,False,False,b1c50105110be88578e72e77f3699b316884306a37de23719838930c518b77e9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP05,SLIP040,2026-04-30,18,0.490464774132,4965802,1241.4505,2482.901,49.65802,19863.208,23637.21752,10124686.3422,10101049.1247,0.0124686342239,0.0101049124719,43.2004221548,root_found,42.5610635466,root_found,False,False,37544cdbaf4ccc51f4f64405683de220c7fc16a7e21ed0c9920293c53cae8a9f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP10,GROSS,2026-04-30,40,0.890599225161,12691556,0,0,0,0,0,14250580.5546,14250580.5546,0.425058055458,0.425058055458,100.886388118,root_found,97.5599863777,root_found,False,False,b892ac6606da07280bbaa04d2e4f9083107166c6f3749986e3ca19458c618d79,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP10,SLIP000,2026-04-30,40,0.903452530875,12691556,3172.889,6345.778,126.91556,0,9645.58256,14047839.3344,14038193.7518,0.404783933441,0.403819375185,100.886388118,root_found,97.5599863777,root_found,False,False,d87211d203eb6ccca8c89a71963427ef52bfa5dc2115d43c470f2389f4302345,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP10,SLIP005,2026-04-30,40,0.916541434448,12691556,3172.889,6345.778,126.91556,6345.778,15991.36056,13847225.5841,13831234.2236,0.384722558413,0.383123422357,100.886388118,root_found,97.5599863777,root_found,False,False,0b42843a71ea14f7bb1c0e9c2e8d2d3318ff1ddda851595400700070cff61177,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP10,SLIP010,2026-04-30,40,0.930015168199,12691556,3172.889,6345.778,126.91556,12691.556,22337.13856,13646611.8339,13624274.6953,0.364661183385,0.362427469529,100.886388118,root_found,97.5599863777,root_found,False,False,b08682a207482ef92bc64c8b3f08297e3033036c8ecf052c99485d9780c844b8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP10,SLIP020,2026-04-30,40,0.958187069596,12691556,3172.889,6345.778,126.91556,25383.112,35028.69456,13245384.3333,13210355.6387,0.32453843333,0.321035563874,100.886388118,root_found,97.5599863777,root_found,False,False,b0e58d1fb91511259dd4d97fe5518807db169c7c18d8b67d2b6c92e70736199a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP10,SLIP040,2026-04-30,40,1.0199813614,12691556,3172.889,6345.778,126.91556,50766.224,60411.80656,12442929.3322,12382517.5256,0.244292933219,0.238251752563,100.886388118,root_found,97.5599863777,root_found,False,False,e623f51245b6ed2ca357b7aa1dadcaa046e40ede4545c97cc5de03811b03584d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP15,GROSS,2026-04-30,43,0.950530139851,14216144,0,0,0,0,0,14956016.0209,14956016.0209,0.495601602094,0.495601602094,115.745257197,root_found,111.61452036,root_found,False,False,7ce96ff409984518c9dfe606623a767adace70c8378dadfc85245cd89f18ee6b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP15,SLIP000,2026-04-30,43,0.963882813269,14216144,3554.036,7108.072,142.16144,0,10804.26944,14748830.2564,14738025.987,0.474883025643,0.473802598699,115.745257197,root_found,111.61452036,root_found,False,False,5272e8646ae446d31b586e256c94a804357f366fbb1dcf169f16f0e4cb2531a1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP15,SLIP005,2026-04-30,43,0.977478561385,14216144,3554.036,7108.072,142.16144,7108.072,17912.34144,14543688.7944,14525776.453,0.454368879442,0.452577645298,115.745257197,root_found,111.61452036,root_found,False,False,6058a2a969ec70e413136c2f443d17e91e8291e98b154bb455d6cefe382d60ad,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP15,SLIP010,2026-04-30,43,0.991463337982,14216144,3554.036,7108.072,142.16144,14216.144,25020.41344,14338547.3324,14313526.919,0.433854733241,0.431352691897,115.745257197,root_found,111.61452036,root_found,False,False,5482b3c5dabe1388162dfb7be1298dcae7fdd4512212c5f3a94b62ebe4a20c05,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP15,SLIP020,2026-04-30,43,1.02066873396,14216144,3554.036,7108.072,142.16144,28432.288,39236.55744,13928264.4084,13889027.851,0.392826440839,0.388902785095,115.745257197,root_found,111.61452036,root_found,False,False,88b96f5f92369acd23f138250b0324f26b91291a7d23e69d66b20efe95b5324a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP15,SLIP040,2026-04-30,43,1.08456445916,14216144,3554.036,7108.072,142.16144,56864.576,67668.84544,13107698.5604,13040029.7149,0.310769856035,0.304002971491,115.745257197,root_found,111.61452036,root_found,False,False,cb2b0fec0e81d607805387e10c367fb2043ff048c6dfd77fc02e877f654095ee,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP20,GROSS,2026-04-30,43,0.936420341874,14469784,0,0,0,0,0,15452231.6026,15452231.6026,0.545223160257,0.545223160257,125.167670278,root_found,120.732584826,root_found,False,False,c52dc1979d00f6571231879278280005cc206e944085a3f2c5af72911172552f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP20,SLIP000,2026-04-30,43,0.949417383462,14469784,3617.446,7234.892,144.69784,0,10997.03584,15240698.4031,15229701.3673,0.52406984031,0.522970136726,125.167670278,root_found,120.732584826,root_found,False,False,4c5428ea0f4839f48e2889faf043689ef4df90e522a88cea3d4c9a9fc31d3611,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP20,SLIP005,2026-04-30,43,0.962640266538,14469784,3617.446,7234.892,144.69784,7234.892,18231.92784,15031351.2773,15013119.3495,0.50313512773,0.501311934946,125.167670278,root_found,120.732584826,root_found,False,False,9fa9641c7f2d048ece11444d1700bd71d1e1c965d7794cb5baef3cd3e50c79a8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP20,SLIP010,2026-04-30,43,0.976236671647,14469784,3617.446,7234.892,144.69784,14469.784,25466.81984,14822004.1515,14796537.3317,0.48220041515,0.479653733166,125.167670278,root_found,120.732584826,root_found,False,False,ae38813411ce51f2f5fcafaa9db4a57aa74cdf8460ace28d5d381836501d06fa,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP20,SLIP020,2026-04-30,43,1.00461519613,14469784,3617.446,7234.892,144.69784,28939.568,39936.60384,14403309.8999,14363373.2961,0.440330989989,0.436337329605,125.167670278,root_found,120.732584826,root_found,False,False,eda4431ef304d1f4bf8bef3412ab47190b67d3e126c6c952793c27fbb43abbc7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOP20,SLIP040,2026-04-30,43,1.06662743922,14469784,3617.446,7234.892,144.69784,57879.136,68876.17184,13565921.3967,13497045.2248,0.356592139669,0.349704522485,125.167670278,root_found,120.732584826,root_found,False,False,11241395eeb03efe8960407e6260adbfabb6ced72c345ae4af00475838e427a3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOPNONE,GROSS,2026-04-30,44,0.954746381327,14962496,0,0,0,0,0,15671697,15671697,0.5671697,0.5671697,130.086550434,root_found,125.346919373,root_found,False,False,379379984a4d34b944e42d5572962d3c693bfd58a4db6eaa9b93ab1899dafa58,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOPNONE,SLIP000,2026-04-30,44,0.96783759644,14962496,3740.624,7481.248,149.62496,0,11371.49696,15459717.6789,15448346.1819,0.545971767891,0.544834618195,130.086550434,root_found,125.346919373,root_found,False,False,9137890522f619e21d8e5f1f9e280c36cb23be82c5427c5cb174e61423664e98,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOPNONE,SLIP005,2026-04-30,44,0.981155755269,14962496,3740.624,7481.248,149.62496,7481.248,18852.74496,15249868.2494,15231015.5044,0.524986824941,0.523101550445,130.086550434,root_found,125.346919373,root_found,False,False,c67cef39964e156d006fc2149a67fb8da33e1408018706c4a3b498a9db18c94c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOPNONE,SLIP010,2026-04-30,44,0.994845563637,14962496,3740.624,7481.248,149.62496,14962.496,26333.99296,15040018.8199,15013684.8269,0.504001881991,0.501368482695,130.086550434,root_found,125.346919373,root_found,False,False,1c903b3e7002a628de721d5040244c1476fb732cf9c1fe8ccccdb32ebf4c9c18,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOPNONE,SLIP020,2026-04-30,44,1.02340414163,14962496,3740.624,7481.248,149.62496,29924.992,41296.48896,14620319.9609,14579023.4719,0.462031996091,0.457902347195,130.086550434,root_found,125.346919373,root_found,False,False,947fda75f1040a3c5a4564be0ad461fbfd994d7815514065f162e78a8284efa8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D8__L100__STOPNONE,SLIP040,2026-04-30,44,1.08573981743,14962496,3740.624,7481.248,149.62496,59849.984,71221.48096,13780922.2429,13709700.7619,0.378092224291,0.370970076195,130.086550434,root_found,125.346919373,root_found,False,False,c4922f59772a7e7f597134e349bac1092c615ba75d1b8e230e3d619f5e0dc510,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP05,GROSS,2026-04-30,23,0.534503802836,6629547,0,0,0,0,0,12403180.2296,12403180.2296,0.240318022963,0.240318022963,58.6623458548,root_found,57.5173049037,root_found,False,False,ff7829b43c79c2032b5be9900653e72468b9c05489e2f13391626b369090a30d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP05,SLIP000,2026-04-30,23,0.542886563644,6629547,1657.38675,3314.7735,66.29547,0,5038.45572,12211661.5956,12206623.1398,0.221166159556,0.220662313984,58.6623458548,root_found,57.5173049037,root_found,False,False,45c68ee7f8a71c108ddbbb3c99d3378652931698cbcb2268615ea17a1c0c8364,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP05,SLIP005,2026-04-30,23,0.55139833491,6629547,1657.38675,3314.7735,66.29547,3314.7735,8353.22922,12023153.8259,12014800.5967,0.202315382595,0.201480059673,58.6623458548,root_found,57.5173049037,root_found,False,False,ae9df2db2237175efe9193dfd8830847d03aaca1e16210232dec508388a7d7cc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP05,SLIP010,2026-04-30,23,0.560181265113,6629547,1657.38675,3314.7735,66.29547,6629.547,11668.00272,11834646.0563,11822978.0536,0.183464605633,0.182297805361,58.6623458548,root_found,57.5173049037,root_found,False,False,feb1020e81de57745e4403d1c1730713e126c5115ed0b95f2584dbb047f69ccd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP05,SLIP020,2026-04-30,23,0.578614137548,6629547,1657.38675,3314.7735,66.29547,13259.094,18297.54972,11457630.5171,11439332.9674,0.14576305171,0.143933296738,58.6623458548,root_found,57.5173049037,root_found,False,False,ab40137334734e040cf5aba3c8730a91c59505a22166ed25b824bdb49871c041,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP05,SLIP040,2026-04-30,23,0.619375476259,6629547,1657.38675,3314.7735,66.29547,26518.188,31556.64372,10703599.4386,10672042.7949,0.0703599438646,0.0672042794926,58.6623458548,root_found,57.5173049037,root_found,False,False,faad0b22a2ee3a11d5999de9b62595931377b50a1c337f90ec352dca11d23bfd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP10,GROSS,2026-04-30,37,0.835061365947,11662191,0,0,0,0,0,13965669.4413,13965669.4413,0.396566944128,0.396566944128,100.542915836,root_found,97.285656575,root_found,False,False,873adbf523474ebbd3520ab4d12c69656972169d7d65cdf70266f2305531c91f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP10,SLIP000,2026-04-30,37,0.8465781278,11662191,2915.54775,5831.0955,116.62191,0,8863.26516,13775681.9094,13766818.6442,0.377568190937,0.376681864421,100.542915836,root_found,97.285656575,root_found,False,False,14b44fe0c5ba94f8e68f820aefd56c0163093b3aded8a6f9a8393e7cc285ce30,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP10,SLIP005,2026-04-30,37,0.858276571219,11662191,2915.54775,5831.0955,116.62191,5831.0955,14694.36066,13587917.2182,13573222.8575,0.358791721815,0.357322285749,100.542915836,root_found,97.285656575,root_found,False,False,dd8243a7972c61042ccaa0a218fa0ae6c163a47a37fb99e3dd6313d2019bad68,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP10,SLIP010,2026-04-30,37,0.870302854879,11662191,2915.54775,5831.0955,116.62191,11662.191,20525.45616,13400152.5269,13379627.0708,0.340015252693,0.337962707077,100.542915836,root_found,97.285656575,root_found,False,False,442aee394834b06ab5ed6a59e4067cce30df810f498db2349892d65c4e003f24,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP10,SLIP020,2026-04-30,37,0.895395657181,11662191,2915.54775,5831.0955,116.62191,23324.382,32187.64716,13024623.1445,12992435.4973,0.302462314449,0.299243549733,100.542915836,root_found,97.285656575,root_found,False,False,bb5632ea2dbfb155f709065b2875d5527fd6519eeb13b303ef8710187cc8cf49,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP10,SLIP040,2026-04-30,37,0.950187788918,11662191,2915.54775,5831.0955,116.62191,46648.764,55512.02916,12273564.3796,12218052.3504,0.227356437961,0.221805235045,100.542915836,root_found,97.285656575,root_found,False,False,d17f288f3487fe4753b5204051d6e31311c2db595f35db2ebfe029bf1da6cc78,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP15,GROSS,2026-04-30,38,0.852736774312,12420260,0,0,0,0,0,14565174.5933,14565174.5933,0.456517459331,0.456517459331,116.39695273,root_found,112.430664009,root_found,False,False,e3539f8f469394fe2608b1711080914f30f51ef14b71cef442fa81a47d8a23f9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP15,SLIP000,2026-04-30,38,0.864016801013,12420260,3105.065,6210.13,124.2026,0,9439.3976,14375021.3948,14365581.9972,0.437502139477,0.436558199717,116.39695273,root_found,112.430664009,root_found,False,False,a56e0a222fef1be9d27fd5a1dd06ba5037bb6aace279a3c25d79f7cb44f9372e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP15,SLIP005,2026-04-30,38,0.875462374573,12420260,3105.065,6210.13,124.2026,6210.13,15649.5276,14187086.0025,14171436.4749,0.418708600248,0.417143647488,116.39695273,root_found,112.430664009,root_found,False,False,ceeb15a87db09474fdae4f946f7e32dc813a560347c963eb38ef69984aea9000,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP15,SLIP010,2026-04-30,38,0.887215256543,12420260,3105.065,6210.13,124.2026,12420.26,21859.6576,13999150.6102,13977290.9526,0.399915061018,0.397729095258,116.39695273,root_found,112.430664009,root_found,False,False,d03f1e8877c49760dd77e859d657ecd43a54cd75feed74346ccb64ef47f0af6c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP15,SLIP020,2026-04-30,38,0.911693818156,12420260,3105.065,6210.13,124.2026,24840.52,34279.9176,13623279.8256,13588999.908,0.362327982559,0.358899990799,116.39695273,root_found,112.430664009,root_found,False,False,061c463de2a1ae87a97ae3391cd51b0121020a2d9189849f3a08acfb6c981944,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP15,SLIP040,2026-04-30,38,0.964939834897,12420260,3105.065,6210.13,124.2026,49681.04,59120.4376,12871538.2564,12812417.8188,0.28715382564,0.28124178188,116.39695273,root_found,112.430664009,root_found,False,False,adf09768dc201f03cb3c8055b88d237771febdb7aeda88b217c3f2edcb4f926e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP20,GROSS,2026-04-30,42,0.93309354888,13835365,0,0,0,0,0,14827414.6966,14827414.6966,0.482741469664,0.482741469664,124.199088419,root_found,119.491235037,root_found,False,False,4faa83046ce1de8bd96936ad9a0855699a3e581bdeeb852263c21634e2543309,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP20,SLIP000,2026-04-30,42,0.94511878419,13835365,3458.84125,6917.6825,138.35365,0,10514.8774,14638757.8275,14628242.9501,0.463875782752,0.462824295012,124.199088419,root_found,119.491235037,root_found,False,False,3ca391547e2d9f62be196830e2bec29bd505d2240944fbc00138fae03fa738e6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP20,SLIP005,2026-04-30,42,0.957331476302,13835365,3458.84125,6917.6825,138.35365,6917.6825,17432.5599,14452010.9727,14434578.4128,0.445201097267,0.443457841277,124.199088419,root_found,119.491235037,root_found,False,False,dc878ca6f5955691047f9f6ca016654e8a2a3f446867d6b61994b59ee2889f94,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP20,SLIP010,2026-04-30,42,0.969863921602,13835365,3458.84125,6917.6825,138.35365,13835.365,24350.2424,14265264.1178,14240913.8754,0.426526411782,0.424091387542,124.199088419,root_found,119.491235037,root_found,False,False,9aa419fead6fba9ca659df4b88e69d4e324512e9a6029e83f3a8beac2dfa88d1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP20,SLIP020,2026-04-30,42,0.995939653013,13835365,3458.84125,6917.6825,138.35365,27670.73,38185.6074,13891770.4081,13853584.8007,0.389177040813,0.385358480073,124.199088419,root_found,119.491235037,root_found,False,False,8e7eefa7863bc1fa601727918820e2102c676d059360d331ef96cb9d587c121f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOP20,SLIP040,2026-04-30,42,1.05253658519,13835365,3458.84125,6917.6825,138.35365,55341.46,65856.3374,13144782.9887,13078926.6513,0.314478298873,0.307892665133,124.199088419,root_found,119.491235037,root_found,False,False,20234455e53e0e5f66c47c25e3d1c8655903de4695807c00a21dd79ab07da4f4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOPNONE,GROSS,2026-04-30,44,0.97264227214,14522229,0,0,0,0,0,14930699,14930699,0.4930699,0.4930699,127.339687748,root_found,122.275645164,root_found,False,False,03e9043a5658bc5a2c053756fa9932152a9cbdec25aa90a25c3e31747844c43e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOPNONE,SLIP000,2026-04-30,44,0.985044115973,14522229,3630.55725,7261.1145,145.22229,0,11036.89404,14742719.4016,14731682.5076,0.474271940162,0.473168250758,127.339687748,root_found,122.275645164,root_found,False,False,c3147c3a2b60c7a256cb3b5370f20059130979712ee212160adf84620cee0da4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOPNONE,SLIP005,2026-04-30,44,0.997645913068,14522229,3630.55725,7261.1145,145.22229,7261.1145,18298.00854,14556496.2576,14538198.2491,0.455649625762,0.453819824908,127.339687748,root_found,122.275645164,root_found,False,False,1348e5bd742ece415ec0b317bb30c744be20a1ba6c2ab909833684ce4a8315a6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOPNONE,SLIP010,2026-04-30,44,1.01057432139,14522229,3630.55725,7261.1145,145.22229,14522.229,25559.12304,14370273.1136,14344713.9906,0.437027311362,0.434471399058,127.339687748,root_found,122.275645164,root_found,False,False,50f0eedad3d5fdf3cc14de7e884b359123176794d5574f05c3508124206bbf3b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOPNONE,SLIP020,2026-04-30,44,1.03746311345,14522229,3630.55725,7261.1145,145.22229,29044.458,40081.35204,13997826.8256,13957745.4736,0.399782682562,0.395774547358,127.339687748,root_found,122.275645164,root_found,False,False,997b7c963c958a9702bd24f492e926e7cfc3a4f796202ca8239bccab75f46613,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L000__STOPNONE,SLIP040,2026-04-30,44,1.09577462066,14522229,3630.55725,7261.1145,145.22229,58088.916,69125.81004,13252934.2496,13183808.4396,0.325293424962,0.318380843958,127.339687748,root_found,122.275645164,root_found,False,False,e16ea9ca5f2558870be96fd08f3253726e2ab208d3202b1916ff80c012c1f891,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L050__STOP05,GROSS,2026-04-30,23,0.533222799177,6596466,0,0,0,0,0,12370937.6459,12370937.6459,0.237093764592,0.237093764592,57.7768847252,root_found,56.6532256234,root_found,False,False,50ec837d81a734fb96e43cd6f1d3ad8861b815c9c014e87a4641bd94496b04f1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L050__STOP05,SLIP000,2026-04-30,23,0.541610938375,6596466,1649.1165,3298.233,65.96466,0,5013.31416,12179344.1244,12174330.8102,0.217934412438,0.217433081022,57.7768847252,root_found,56.6532256234,root_found,False,False,0990b1842e85d59025d5ce66bfdeb4888654043b6c171d29f6ecafc8163189bd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L050__STOP05,SLIP005,2026-04-30,23,0.550129827901,6596466,1649.1165,3298.233,65.96466,3298.233,8311.54716,11990744.1216,11982432.5744,0.199074412155,0.198243257439,57.7768847252,root_found,56.6532256234,root_found,False,False,8f58a7c5d4ab3f25a123771e51808f30aa269dd1911c523d8b322aef99fc3492,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L050__STOP05,SLIP010,2026-04-30,23,0.558920983648,6596466,1649.1165,3298.233,65.96466,6596.466,11609.78016,11802144.1187,11790534.3386,0.180214411873,0.179053433857,57.7768847252,root_found,56.6532256234,root_found,False,False,a1c8e513bd761e1ccddde26ee12a37f99a77a8c590bcd1e19c0bc0b7bbfca917,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D9__L050__STOP05,SLIP020,2026-04-30,23,0.577374027803,6596466,1649.1165,3298.233,65.96466,13192.932,18206.24616,11424944.1131,11406737.8669,0.142494411308,0.140673786692,57.7768847252,root_found,56.6532256234,root_found,False,False,3f333ed40a5d086378f62ce05ed6c37daef84b0010bdf340b56fe527ef4bcfe4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
