comparison_id,month_scope,paired_month_n,required_calendar_month_n,mean_delta,median_delta,win_month_rate,worst_delta,bootstrap_method,rng_bit_generator,seed,block_length_months,sampled_block_n,repetitions,bootstrap_statistic,quantile_method,CI_lower,CI_median,CI_upper,status,missing_reason,run_id,contract_version
MODEL__D10__L100__STOP10__SLIP005,all,21,21,-0.000299204985974,0.00838660679206,0.52380952381,-0.122758940262,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0227725189413,-0.00018160484361,0.0202109908886,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP010,all,21,21,-0.000299370110552,0.00841976379427,0.52380952381,-0.123531776739,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0223864751418,-1.96108559582e-05,0.0205498211535,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP020,all,21,21,-0.000300550077555,0.00848607779867,0.52380952381,-0.125108363734,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0229117951063,-0.000143773358685,0.020775626065,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP040,all,21,21,-0.000306815844199,0.00861870580748,0.52380952381,-0.128391231135,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0234879546092,0.000106665376499,0.021536727938,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__GROSS,all,21,21,-7.80584786848e-05,0.00480422460282,0.52380952381,-0.130069502487,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0227737040393,0.000174032854564,0.0222531728628,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP000,all,21,21,-0.000114115150677,0.00480418606212,0.52380952381,-0.131672257647,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.023498248625,8.5024628998e-05,0.0225042540413,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP005,all,21,21,-0.000147232487887,0.00480418994982,0.52380952381,-0.133226216864,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.023802650909,-9.38349497446e-05,0.0224526383266,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP010,all,21,21,-0.000181141451744,0.00480419383752,0.52380952381,-0.13481005749,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0239169196606,-0.000227917162594,0.0225391072311,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP020,all,21,21,-0.000251441328298,0.00480420161292,0.52380952381,-0.138070911299,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0244280107015,-0.000158214748328,0.0228568167215,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP15__SLIP040,all,21,21,-0.00040278599862,0.00480421716371,0.52380952381,-0.144992038728,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0249292215938,-0.000168872787323,0.0235527036384,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__GROSS,all,21,21,-0.00234432033879,0.0026884,0.52380952381,-0.136454552352,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0256950327815,-0.0021969565629,0.0213662978668,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP000,all,21,21,-0.00240064976103,0.002675617114,0.52380952381,-0.13796020158,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0261443551299,-0.00207742177676,0.0209337591162,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP005,all,21,21,-0.00245473118206,0.002667236564,0.52380952381,-0.139448701158,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0259870373098,-0.00223911849965,0.0212406328274,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP010,all,21,21,-0.00250984744244,0.002658856014,0.52380952381,-0.140963597743,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0268556906549,-0.00243611041683,0.0213282426613,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP020,all,21,21,-0.00262330123468,0.002642094914,0.52380952381,-0.144075445973,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0273437838435,-0.00270037971992,0.0213803536875,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP20__SLIP040,all,21,21,-0.00286397400536,0.002608572714,0.52380952381,-0.15064891795,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.028015140415,-0.00272619035837,0.0222517197058,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__GROSS,all,21,21,-0.0063206153115,0.0032884,0.52380952381,-0.141583916537,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.027796691335,-0.00608635636549,0.0135753866832,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP000,all,21,21,-0.00640343010472,0.003288423114,0.52380952381,-0.142906834897,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0277559210671,-0.0061559563717,0.0138472186819,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP005,all,21,21,-0.00648570241718,0.003288467564,0.52380952381,-0.144249031545,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0282744185025,-0.00614262612282,0.0138317574254,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP010,all,21,21,-0.00656931312722,0.003288512014,0.52380952381,-0.145612707192,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0285977551774,-0.00635703147261,0.0140834970051,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP020,all,21,21,-0.00674068060304,0.003288600914,0.52380952381,-0.148406591421,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0290786029472,-0.00647110032074,0.0137982695173,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOPNONE__SLIP040,all,21,21,-0.00710097668118,0.003288778714,0.52380952381,-0.15427614969,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0296253050455,-0.00678204099097,0.0139206174843,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP05__GROSS,all,21,21,0.00323840809773,0.00909670370287,0.666666666667,-0.0364472498573,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00429437925546,0.00330348530653,0.0106834116588,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP05__SLIP000,all,21,21,0.00323303636161,0.00912442352622,0.666666666667,-0.036915264216,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00419693613897,0.00330600083111,0.010596817356,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP05__SLIP005,all,21,21,0.00322788066527,0.00919504564113,0.666666666667,-0.0373801738593,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00442449091893,0.00322976103157,0.0105650637702,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP05__SLIP010,all,21,21,0.00322262208418,0.00926712017046,0.666666666667,-0.0378543473802,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00447695973441,0.00325389796415,0.0107749237929,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP05__SLIP020,all,21,21,0.00321178351071,0.00941578519129,0.666666666667,-0.0388316163022,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00464547142608,0.00324536888233,0.0108138386143,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP05__SLIP040,all,21,21,0.00318872671455,0.0097323678004,0.666666666667,-0.040910424305,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00500729081175,0.00323722506676,0.0111809435058,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP10__GROSS,all,21,21,0.00371875354554,0.0109056145918,0.714285714286,-0.0668784383731,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00667183068969,0.00389162605652,0.0128294593736,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP10__SLIP000,all,21,21,0.00367675512379,0.0110615323023,0.714285714286,-0.0676100962596,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00677848375409,0.00385989216907,0.0128297452524,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP10__SLIP005,all,21,21,0.00363429542499,0.0112050740839,0.714285714286,-0.0683512471321,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00713487549962,0.00386791576748,0.0129848896269,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP10__SLIP010,all,21,21,0.00359063703569,0.0113508027316,0.714285714286,-0.0691056821813,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00705500948259,0.00375804678967,0.0130419019638,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP10__SLIP020,all,21,21,0.00349951060989,0.0111584622267,0.714285714286,-0.0706558595587,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00746152969605,0.00372816628542,0.0131822235963,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP10__SLIP040,all,21,21,0.00330033688503,0.0121540742657,0.714285714286,-0.0739323983166,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00837018600424,0.00351259271967,0.0134051317825,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP15__GROSS,all,21,21,0.00450279220719,0.0111921995835,0.714285714286,-0.0661285393509,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00633080261963,0.00458071249079,0.0149093467992,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP15__SLIP000,all,21,21,0.00444595041483,0.0111323063419,0.714285714286,-0.0668353879635,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0064508293806,0.00455450792953,0.0148060722809,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP15__SLIP005,all,21,21,0.0043896882996,0.0110645462257,0.714285714286,-0.0675564233263,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00675854045612,0.00444086882799,0.0148021352285,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP15__SLIP010,all,21,21,0.0043318308509,0.010995263395,0.714285714286,-0.0682897284627,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00667413394145,0.00439942986661,0.0147681753128,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP15__SLIP020,all,21,21,0.00421104777531,0.0108519195545,0.714285714286,-0.0697944226236,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00722238806884,0.00440391593473,0.0150491734529,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP15__SLIP040,all,21,21,0.00394698858389,0.0105445071935,0.714285714286,-0.0729657085613,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0079930017013,0.00405504888896,0.015517949271,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP20__GROSS,all,21,21,0.00440600572089,0.00902459989675,0.714285714286,-0.0662102765991,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00684158598449,0.00452133394633,0.015376259697,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP20__SLIP000,all,21,21,0.00433370651884,0.00895535855663,0.714285714286,-0.0669268279852,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00744450922286,0.00445056750672,0.0152153366065,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP20__SLIP005,all,21,21,0.00426248095246,0.00888182635468,0.714285714286,-0.0679961097681,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00726172550772,0.00444502025103,0.0153251424269,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP20__SLIP010,all,21,21,0.00418928179575,0.00880663496668,0.714285714286,-0.0692864793513,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0076632173295,0.00425352919122,0.0151810680052,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP20__SLIP020,all,21,21,0.00403662334291,0.00865106224759,0.714285714286,-0.0719780745774,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00788062424675,0.00414724591175,0.01533621388,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOP20__SLIP040,all,21,21,0.0037036036454,0.00831754442091,0.666666666667,-0.0778518427541,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00894110398538,0.0037894358503,0.0156193984117,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOPNONE__GROSS,all,21,21,0.00205761745873,0.0086477677509,0.714285714286,-0.0775655525456,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00880761445361,0.00218925550495,0.012131144333,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOPNONE__SLIP000,all,21,21,0.00196156635812,0.00856610796187,0.714285714286,-0.0789126805175,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0088395904797,0.0021435563292,0.0122330286374,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOPNONE__SLIP005,all,21,21,0.00186491253052,0.00848341508891,0.714285714286,-0.0802731238283,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00913215136473,0.00206450216649,0.0122511049874,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOPNONE__SLIP010,all,21,21,0.00176572019591,0.00839851550499,0.714285714286,-0.0816698399443,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00925977801736,0.00187385000859,0.0119679598304,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOPNONE__SLIP020,all,21,21,0.00155930680261,0.00822179379305,0.714285714286,-0.0845780525333,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00982987339341,0.00164450635707,0.0121951973299,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L000__STOPNONE__SLIP040,all,21,21,0.0011111431971,0.00783835878988,0.666666666667,-0.0909001710165,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0107870229101,0.00123155159141,0.0120105130773,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP05__GROSS,all,21,21,0.00337247725527,0.0099000121986,0.619047619048,-0.0382921333664,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00423395960833,0.0033862375111,0.0108171722186,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP05__SLIP000,all,21,21,0.00336892870523,0.00992784649864,0.619047619048,-0.0386278051601,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00438514533918,0.00334174743681,0.0109769731442,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP05__SLIP005,all,21,21,0.0033655039104,0.00999955334541,0.619047619048,-0.0389178636342,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00447403812657,0.00338925730951,0.0109234058117,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP05__SLIP010,all,21,21,0.0033620348308,0.0100727722771,0.619047619048,-0.0392819593037,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00442263700184,0.00343891556991,0.0109111632429,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP05__SLIP020,all,21,21,0.0033549636473,0.0101956414808,0.666666666667,-0.0403093492964,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00468098223121,0.00344098936072,0.0111585887922,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP05__SLIP040,all,21,21,0.00334029674042,0.0103448383133,0.666666666667,-0.042495220066,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00497828713412,0.00333908998867,0.0114648888786,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP10__GROSS,all,21,21,0.00380838181374,0.0125087943432,0.714285714286,-0.0673714823193,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00665615881149,0.00404978033157,0.0131532254018,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP10__SLIP000,all,21,21,0.00376629702852,0.0126740086524,0.714285714286,-0.0681182348666,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00675417430966,0.0039627587471,0.0131348957371,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP10__SLIP005,all,21,21,0.00372382681047,0.0125472934895,0.714285714286,-0.0688738850519,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00702226179926,0.00397495564956,0.0133104980476,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP10__SLIP010,all,21,21,0.0036801520518,0.0124066043527,0.714285714286,-0.0696431239408,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00722644985026,0.00394673101945,0.0133318259788,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP10__SLIP020,all,21,21,0.00358897363523,0.0121244183348,0.714285714286,-0.0712238609636,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00732692522872,0.00379658890067,0.0133587066177,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP10__SLIP040,all,21,21,0.00338960484283,0.0120298415122,0.714285714286,-0.0745656187422,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00802901060987,0.00361360624493,0.0135387145607,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP15__GROSS,all,21,21,0.00425845290833,0.011578233081,0.714285714286,-0.0670351719274,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00654216581094,0.00432117978752,0.0146490862264,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP15__SLIP000,all,21,21,0.00420256985847,0.0115223051669,0.714285714286,-0.0677542297752,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00684880386502,0.0042730357065,0.0148885622841,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP15__SLIP005,all,21,21,0.00414711460808,0.0114582861402,0.714285714286,-0.0684892621425,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00695303209924,0.00420351778202,0.0148515646768,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP15__SLIP010,all,21,21,0.00409007796537,0.0113928329106,0.714285714286,-0.0692368354788,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00708006293787,0.00416755349239,0.0150544554398,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP15__SLIP020,all,21,21,0.00397097974719,0.0112574266639,0.714285714286,-0.0707709113414,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00744840990057,0.00406816959267,0.0150743437129,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
