policy_id,cost_scenario_id,event_scope,month_n,mean_monthly_return,median_monthly_return,compound_return,positive_month_rate,worst_month_return,source_table_content_hash,posthoc_slice_only,parameter_selection_authorized,run_id,contract_version
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP040,event_posthoc,5,0.0150679965129,-0.0145049470167,0.0704466811506,0.4,-0.0313649418565,386784a872abae68489f7545b6a56179e152321d1d4cae667b8616cecfb243d8,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP040,non_event_posthoc,16,-0.0104185006081,-0.00894853981723,-0.167126136908,0.4375,-0.0984678301551,f9207128616c3775265010228b9893e1289d3b7d1699d5da15dafaeb6c706d3e,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,GROSS,event_posthoc,5,0.0395810929575,-0.0114969546266,0.197771135225,0.4,-0.0310046807667,3ba2274c4252751fa7b1576d9e5fab102843db3295321aed8880e3854a89149d,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,GROSS,non_event_posthoc,16,-0.00131200480799,-0.00633113212081,-0.0454914034463,0.4375,-0.108053768257,227c5fbe24403dacde543ff055eadd6ba692c7e6cc68ae9ff62284e39bfe851e,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP000,event_posthoc,5,0.0394670988908,-0.0121493286721,0.196784486268,0.4,-0.0316293671288,72f4aee8e85c099423cc94a7d1a31f0fd516517ad68c5a56f12c6d0170857dd2,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP000,non_event_posthoc,16,-0.00186705043008,-0.00674566098754,-0.0543929508127,0.4375,-0.109803800232,ae6178d1227539bc84c3fbdc113465a77d80aa01d20d52e73f9577edc2c883e3,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP005,event_posthoc,5,0.0393620797661,-0.0128255306883,0.195867703527,0.4,-0.0321823718931,ee42257101b8c04aaab0bb2eba920d095cac3b76f5c0e52fc0d92cb8b66f8035,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP005,non_event_posthoc,16,-0.00242740596412,-0.00720191318641,-0.0632925021337,0.4375,-0.111479734652,73cd0276028e9b6269b2f6fe031dcb5962fae45b342ed2aee1d39fcd9334bdc2,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP010,event_posthoc,5,0.0392598402282,-0.0135064296114,0.19495990437,0.4,-0.0327367138686,aa8fc9b257d800544e3cf2b11140497f8356cb4370fa3dcefb4ff66ec2a6f752,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP010,non_event_posthoc,16,-0.00299362129932,-0.00766091141991,-0.0722126842303,0.4375,-0.113187217395,05c11b7bdf39710ff7fd0b0f425e6deabed5654d28b8202c1e7fb055ea776eaa,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP020,event_posthoc,5,0.0390642727823,-0.0148825152962,0.19317341192,0.4,-0.0338494289011,035096e93590b7b84d10936f4ede0feb3e9091e0b9dec3f999ec71c438caabc9,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP020,non_event_posthoc,16,-0.00414412964198,-0.00858726156713,-0.0901159656792,0.4375,-0.116700459468,61ef493554ce8c38e6e444e601859ebb8a0f60cd5b09da1bb278cf6bd6a39947,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP040,event_posthoc,5,0.0387132292622,-0.0176932569979,0.189733611062,0.4,-0.0360911207543,1be57331cb8ed420dfad751e1ebe878182854499111c28ac7cb26f2edd5c12f0,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP040,non_event_posthoc,16,-0.00652116941736,-0.0104742109239,-0.126181677036,0.4375,-0.124147500003,06a7a4fd9c0af96d91543c21499a6f608872e331b5338ae218f2f19b0a4de420,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,GROSS,event_posthoc,5,0.0461895634165,0.00389615887222,0.234544521713,0.6,-0.0360558977184,5349547a608faa1448ce46074b10410aff5309cd9f82c3ec2c80f26e686e316d,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,GROSS,non_event_posthoc,16,-0.00037817233046,-0.00373573686268,-0.0354042567712,0.4375,-0.111727965785,0d09430c5a4a15d73d043e089747eaf78db28bc0b852ff04bf9d9108749ecec1,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP000,event_posthoc,5,0.0461538312538,0.00335943293311,0.23401081001,0.6,-0.0364907135885,eb27f30ca5a1fd251dffffb4a0df60e200e123ff9c9d80700e8730a99efc9067,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP000,non_event_posthoc,16,-0.00086006565798,-0.00410118956584,-0.0432461411544,0.4375,-0.113306318505,615ab585f68cfe640456737917f08edeebe62338a228e98aff6b589dc6464388,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP005,event_posthoc,5,0.0461250812019,0.00280853595676,0.233535225972,0.6,-0.0368655776794,3986220e30964fb2bde5d2cc21cfb13e99036ec923d3ff776762c5cfc39e693e,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP005,non_event_posthoc,16,-0.00134721067553,-0.00449042874521,-0.0511112350142,0.4375,-0.114820800668,aa3ca967112afc93ab1e015f5da812a2dfcf847274ce2fba79763e6417d43b0c,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP010,event_posthoc,5,0.0460992834268,0.0022544267221,0.23307028371,0.6,-0.0372411878151,faa7d7f5f659edb9754980e31e994932933406d01c0cf5e280f1d1121fb0529e,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP010,non_event_posthoc,16,-0.00183866626286,-0.00488155234741,-0.0589905171891,0.4375,-0.116359620855,e1b74ac52eb1a8238038680bb8026afd77786857f45712bc1f45cccf1191552b,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP020,event_posthoc,5,0.0460570153018,0.00113645843542,0.232174158344,0.6,-0.0379946551468,7b58c2055ec986dcff1bc7c6fcce2aa1ee343a6848620279aeea248f410669b4,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP020,non_event_posthoc,16,-0.00283482164053,-0.00566951811975,-0.0747922703677,0.4375,-0.119512660332,5574080894eaa6b1783d8432906e81a4f5d48d36a8f2c381ec35e9c8eeb74483,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP040,event_posthoc,5,0.0460133826479,-0.0011392874892,0.23053096515,0.4,-0.0395106410366,6b56e05509154d1bf56679516e7f85adb19812886abd255550289e111a6bc45e,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP040,non_event_posthoc,16,-0.00488241663281,-0.00726879290312,-0.106573066498,0.4375,-0.126138158438,7d6e193dbfc0d394ddc5bb91b378fc69437d0a91b574aec284974edae9ffbdb0,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,GROSS,event_posthoc,5,0.0548952865133,0.00485069751951,0.288005119512,0.6,-0.0165623927252,3d749b244c7e39255a35d50a350676aadfd477034effbfddb3480f975c3547eb,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,GROSS,non_event_posthoc,16,0.0016902200023,-0.00420864146064,-0.00779539777232,0.5,-0.118740740694,7d85eb33237fe0924e4422081d4a0a6763f9ee36d0d02e77474c7b2e6cc4dda6,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP000,event_posthoc,5,0.0549028472693,0.00435964108621,0.287764069744,0.6,-0.0171548134431,ea7e4540d4eb0d1b9c4394954391aa375f181c73064e68ba3e13f2e9915c352d,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP000,non_event_posthoc,16,0.00124243440276,-0.00458375415495,-0.0152878975206,0.5,-0.120178800172,1a08806fa535ecd901a120e0e796f777ed6f8e134b9db7e0cf77fe36d8673da3,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP005,event_posthoc,5,0.0549161261559,0.00385474391509,0.287566436841,0.6,-0.0177628557566,b2c5a4e5cbc3fa822ced3b3ce24a67eb5df59109642bf8d8da8fcd5498d645a7,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP005,non_event_posthoc,16,0.000790610879997,-0.00496808084697,-0.0227966584789,0.4375,-0.121582700668,1098cefa029494ee46d497d46164f5b8146c2baf6c3f962b63f641165b931537,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP010,event_posthoc,5,0.0549322257827,0.00334714490943,0.287380259942,0.6,-0.0183773124394,7761d1d2ec397b1d58095d3da8eac00b6f2ba8c0dfea071d056db8ab5c276a39,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP010,non_event_posthoc,16,0.000335171831802,-0.00535407414027,-0.030316353877,0.375,-0.123006893789,cb590e0255b5e5397f582f3458ac87063c418567efd1caeb538e5fe9ef84d7ef,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP020,event_posthoc,5,0.0549732669661,0.00232375417847,0.287043889753,0.6,-0.0196258792408,1894122bf9b0c0f419da206bbb80ff90980a1e28da35e2a5338ec98dbb55fd8f,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP020,non_event_posthoc,16,-0.00058679020897,-0.00613111308031,-0.0453889614939,0.375,-0.125917943631,db9ce3f6d09756bbdfc773a494740d45b17826dcb53f9c4f308bbcfaa33a74e0,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP040,event_posthoc,5,0.0550935875249,0.000243578044961,0.286527306397,0.6,-0.0222046240456,ada76023644c1461a63d00d046792916734fc777ffc03914adec3d703726c85e,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP040,non_event_posthoc,16,-0.00247679401059,-0.00798757098722,-0.0756700321302,0.375,-0.132003953281,ec5505d32afc89e5f4ca20f05ff923a43399537b47bfa0ea97b41cdc231a9dbf,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,GROSS,event_posthoc,5,0.0582783460293,0.0068752900357,0.308251958349,0.6,-0.0213777513505,b480be78e8c4756bb70069a57aecab556ef888b7f474f475ad0f4685ffdba067,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,GROSS,non_event_posthoc,16,0.00591689664747,-0.00575919701411,0.0642542448448,0.5,-0.126471715054,42877c168e782a1f8693cc81abe93a8ae8f5e0ae877cc2d8a47d00332e44246b,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP000,event_posthoc,5,0.0582274681274,0.00630226281204,0.307672925917,0.6,-0.0219682730803,05e3b3c8cd2e22ef1d997ce185adb82eebf15bd291832fc7029fe63769473447,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP000,non_event_posthoc,16,0.00552914104002,-0.0061822894908,0.0573815821694,0.4375,-0.127680498276,a0eba07be316aea8e9637475dc63721e068ae87c60d3d45fcb7046971f55b436,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP005,event_posthoc,5,0.0581989347622,0.00574419495308,0.307230403483,0.6,-0.0225537833199,75ebde81ba34a47a6bc9015d9583e9701152ab50a67c76db4588cd713c7ba819,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP005,non_event_posthoc,16,0.00513445814243,-0.0066130405374,0.0504089414974,0.375,-0.128914544991,549ea8e634503565f87ad93d98c287d6b864e4ed1919aaf34dd2dac92c53f264,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP010,event_posthoc,5,0.0581723171238,0.00518330446051,0.306794894817,0.6,-0.0231446968742,b2307b27cebdcefa9cb9aea77a66fd314eed938d2f68101dd10c40ed294a9457,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP010,non_event_posthoc,16,0.00473695695845,-0.00704498964979,0.0434259782267,0.375,-0.130164464866,0e7fcf7e89536e8ed4edf9ec931015e1aa460b8662051710cc267147c6539949,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP020,event_posthoc,5,0.0581250807504,0.00405296948007,0.305945937778,0.6,-0.024343035897,47d520cfc91ef7b0e3297d09fb99e63112c5a0497b73db4f9caaa7d0acc88ab4,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP020,non_event_posthoc,16,0.00393333382595,-0.00791250251504,0.0294286897155,0.375,-0.132713165083,c7edff877545185e5163c5612411e45cb2dba14bfbfe74c106c4c0525b4a2b23,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP040,event_posthoc,5,0.0580564939786,0.00175746849578,0.304343925814,0.6,-0.0268079556385,5ee7587c05d54e00d255a2c4c66c3e2d85d8b617d0e155160a58af9d6d96207b,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP040,non_event_posthoc,16,0.00229039190893,-0.00966213157609,0.00130581966807,0.375,-0.138015159223,dbed4f9ec2ec1f5889b7db9dd1f62cc1e2192a4380f1cd9aa94295c5e7d22450,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,GROSS,event_posthoc,5,0.0188677823594,-0.0078729342501,0.0917636334936,0.4,-0.0227292147703,60b2f9172e91a6198d572fd1b3625503857fa6952ffce0ac6d25f9681b7d91d8,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,GROSS,non_event_posthoc,16,-0.00416300878325,-0.00341094552105,-0.0761858037783,0.5,-0.0818782879675,2c5fc96b835dd0aaa64f7c852eac604cdc6eb23f21aaaa7da285cdbedf7c9aac,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP000,event_posthoc,5,0.0184305027197,-0.00852113095107,0.0893003401063,0.4,-0.0238182146712,912d3a756514e115e1af6e79515d08d8d1e8b8e6332690ff28473af9b8f93e91,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP000,non_event_posthoc,16,-0.00485692018855,-0.00396483434692,-0.0867006414973,0.5,-0.0836702045251,bcead0d99590e9e999d064f647df7a396704a96c44f8d83043e3f9bf1cc43861,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP005,event_posthoc,5,0.0180052964679,-0.00920978066696,0.086910526118,0.4,-0.0248203663483,e35e865877c163b988686aa75b1f57f70cc4a3cf020ed9d35425af715fa7c366,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP005,non_event_posthoc,16,-0.00555371039334,-0.00461140082557,-0.0971350208384,0.5,-0.0854059453427,a129aa672443b0548c599d9f1d00c6e5c3553497200d000271e4d03d0b4ef481,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP010,event_posthoc,5,0.0175756832334,-0.00990401675187,0.0844989330615,0.4,-0.0258381646663,5c671bacb25d9114fd788d9e629b671a1da560c5de7cae36107638e7710eb1f5,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP010,non_event_posthoc,16,-0.00625966849015,-0.00526414843041,-0.107597464886,0.5,-0.0871828258479,3ad91fc06793f31a70f37a1b78f91ce0c8f0d61712974dc84539edae00458292,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP020,event_posthoc,5,0.0167028362573,-0.0113095221543,0.0796085284231,0.4,-0.0279221902228,e764b44979d133a9e07c2bbb371a859699c9f9813af4d794ad4e4705dd614587,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP020,non_event_posthoc,16,-0.0077000856308,-0.00658861944332,-0.128608317014,0.5,-0.0908659983895,0a3193b509805da6e688e20cf634e315cf70af152e38e4e47412a1b68e1f59d0,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP040,event_posthoc,5,0.0148996412349,-0.0141906485855,0.0695446546496,0.4,-0.0322950629314,22cf4958db938702714b40cffa78847ef26419fb82dd474d5447c449ad7b7bef,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP040,non_event_posthoc,16,-0.0107024909731,-0.00931664926951,-0.170986943456,0.5,-0.0987962181483,7454305af702615a12d83ad8eb44586283a68ac390397cb4f071b789c29cb7d7,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,GROSS,event_posthoc,5,0.0393822588897,-0.0110330982317,0.196575521967,0.4,-0.030995280853,274bd40a43fa763233c53278e96b45eba8f03b3d96d18f0e4061e61bea600ca8,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,GROSS,non_event_posthoc,16,-0.00139213482017,-0.00606000530508,-0.0468832284942,0.4375,-0.108050731734,cd4df6d97057f67d959d7b7a51f94be466303d31a17422fc3c069a7d9aad5c17,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP000,event_posthoc,5,0.0392675401519,-0.0116970501541,0.195582143554,0.4,-0.0316171202046,a113efa5e8b3063d6633234ab9e75a1a951bf105fcd78f72405639d5f2f7ea36,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP000,non_event_posthoc,16,-0.00194786764919,-0.00647380010186,-0.0557874420321,0.4375,-0.109806575957,b93384462d7417f3f110524e6150906682d90fd866e23009cbbc0876e68af17c,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP005,event_posthoc,5,0.039162275182,-0.0123832852512,0.19466133737,0.4,-0.032167374831,c07fbbd63a85aa383f6c488db1e8449ee1d65d7b3f549c289ed9cb13a3452340,True,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
