policy_id,cost_scenario_id,month_scope,month_n,mean_monthly_return,median_monthly_return,compound_return,annualized_return,annualized_volatility,zero_hurdle_sharpe,positive_month_rate,worst_month_return,empirical_p10_monthly_return,ES10_loss,max_drawdown_from_daily_NAV,event_month_mean_return,non_event_month_mean_return,mean_target_one_way_turnover,mean_attempted_one_way_turnover,mean_realized_one_way_turnover,total_commission_cny,total_stamp_tax_cny,total_transfer_fee_cny,total_slippage_cny,total_cost_return,live_nav_break_even_slippage_bps,liquidation_adjusted_break_even_slippage_bps,mean_invested_weight,mean_cash_weight,mean_locked_capital_weight,minimum_effective_holdings,maximum_single_instrument_weight,terminal_open_position_weight,terminal_liquidation_cost_shadow_cny,live_nav_compound_return,liquidation_adjusted_compound_return,maximum_shadow_cash_deficit_cny,shadow_self_financing,raw_qfq_mapping_warning_n,max_relative_ratio_spread,mean_target_board_HHI,mean_realized_board_HHI,max_top1_board_weight,max_top3_board_weight,mean_target_no_board_position_weight,mean_realized_no_board_position_weight,minimum_target_classified_board_coverage_ratio,minimum_realized_classified_board_coverage_ratio,mean_stock_concentration_tilt_score,stop_trigger_n,stop_fill_n,stop_blocked_n,mean_trigger_to_fill_delay_sessions,mean_stop_overshoot,stopped_capital_weight,stop_exit_vs_hold_delta_cny,stop_avoided_loss_cny,stop_missed_rebound_cny,stop_attribution_missing_n,status,missing_reason,historical_support_claim_allowed,model_repair_claim_allowed,parameter_selection_authorized,deployment_authorized,run_id,contract_version
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,all,21,0.00154880853779,-0.00828717966853,0.013456297008,0.00766728142624,0.152340655406,0.122000935364,0.47619047619,-0.0816810388359,-0.0419902048093,-0.0563948230551,-0.132688293109,0.0190310302145,-0.00391438573617,0.404208194906,0.678316163791,0.670094126271,0,0,0,0,0,0,0,0.479054651085,0.520945348915,0,32.999582745,0.0319609131906,0.423573370916,0,0.013456297008,0.013456297008,0,True,19,0.00735269458928,0.0316328674616,0.0318519559049,0.104338977391,0.250785407424,0,0,1,1,0.678631913002,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,event_posthoc,5,0.0190310302145,-0.00828717966853,0.0926366860221,0.236920728567,0.190233156006,1.2004866416,0.4,-0.0221713179827,-0.0220527983641,-0.0221713179827,-0.08482405948,0.0190310302145,-0.00391438573617,0.404208194906,0.678316163791,0.670094126271,0,0,0,0,0,0,0,0.484060016107,0.515939983893,0,32.999582745,0.0319609131906,0.423573370916,0,0.013456297008,0.013456297008,0,True,19,0.00735269458928,0.03124561408,0.0320798002044,0.104338977391,0.250785407424,0,0,1,1,0.664109600306,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,non_event_posthoc,16,-0.00391438573617,-0.00309706088838,-0.0724672620159,-0.0548582767871,0.140316470957,-0.334762045495,0.5,-0.0816810388359,-0.0437517151647,-0.063597132178,-0.132688293109,0.0190310302145,-0.00391438573617,0.404208194906,0.678316163791,0.670094126271,0,0,0,0,0,0,0,0.477490474515,0.522509525485,0,41.9949025498,0.0319609131906,0.423573370916,0,0.013456297008,0.013456297008,0,True,19,0.00735269458928,0.0317538841434,0.0317807545613,0.101718407146,0.249242590025,0,0,1,1,0.683472683901,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,all,21,0.000918674001548,-0.00892369357106,-0.000275574247758,-0.000157480298858,0.153921673078,0.0716214149583,0.47619047619,-0.0834607125019,-0.0432212922034,-0.057767477832,-0.136309994906,0.0185939748584,-0.00460485751621,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,0,0.0141998768339,0,0,0.482478832735,0.517521167265,0,32.999582745,0.0323471624319,0.42939142922,3262.47556,-0.000275574247758,-0.000601821803758,0,True,19,0.00735269458928,0.0316328674616,0.0318519559049,0.104338977391,0.250785407424,0,0,1,1,0.678631913002,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,event_posthoc,5,0.0185939748584,-0.00892369357106,0.0901747047883,0.230242262347,0.192017462967,1.1620177397,0.4,-0.0229579962675,-0.0229041250205,-0.0229579962675,-0.0905096719997,0.0185939748584,-0.00460485751621,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,0,0.0141998768339,0,0,0.48772001673,0.51227998327,0,32.999582745,0.0323471624319,0.42939142922,3262.47556,-0.000275574247758,-0.000601821803758,0,True,19,0.00735269458928,0.03124561408,0.0320798002044,0.104338977391,0.250785407424,0,0,1,1,0.664109600306,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,non_event_posthoc,16,-0.00460485751621,-0.00364504595159,-0.0829686091952,-0.062895223197,0.141833711089,-0.389599128235,0.5,-0.0834607125019,-0.044920860497,-0.0650405706463,-0.136309994906,0.0185939748584,-0.00460485751621,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,0,0.0141998768339,0,0,0.480840962736,0.519159037264,0,41.9949025498,0.0323471624319,0.42939142922,3262.47556,-0.000275574247758,-0.000601821803758,0,True,19,0.00735269458928,0.0317538841434,0.0317807545613,0.101718407146,0.249242590025,0,0,1,1,0.683472683901,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP005,all,21,0.000289456074195,-0.00960154897069,-0.0137977446463,-0.00790789153486,0.155434085515,0.0223469188166,0.47619047619,-0.0851836965495,-0.0444552523102,-0.0590991944489,-0.139840338717,0.0181694758398,-0.00529805010255,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,135221.703985,0.0283962536736,0,0,0.485954119207,0.514045880793,0,32.999582745,0.032740447204,0.435278968051,5408.84106,-0.0137977446463,-0.0143386287523,0,True,19,0.00735269458928,0.0316328674616,0.0318519559049,0.104338977391,0.250785407424,0,0,1,1,0.678631913002,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP005,event_posthoc,5,0.0181694758398,-0.00960154897069,0.0877887341786,0.223790101206,0.193721234096,1.12550238023,0.4,-0.0239522827227,-0.0237429947232,-0.0239522827227,-0.0961209538259,0.0181694758398,-0.00529805010255,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,135221.703985,0.0283962536736,0,0,0.49142723809,0.50857276191,0,32.999582745,0.032740447204,0.435278968051,5408.84106,-0.0137977446463,-0.0143386287523,0,True,19,0.00735269458928,0.03124561408,0.0320798002044,0.104338977391,0.250785407424,0,0,1,1,0.664109600306,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP005,non_event_posthoc,16,-0.00529805010255,-0.00428598113779,-0.0933880593106,-0.0708922642365,0.143273036071,-0.443744356747,0.5,-0.0851836965495,-0.0460569433986,-0.0664211655183,-0.139840338717,0.0181694758398,-0.00529805010255,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,135221.703985,0.0283962536736,0,0,0.484243769556,0.515756230444,0,41.9949025498,0.032740447204,0.435278968051,5408.84106,-0.0137977446463,-0.0143386287523,0,True,19,0.00735269458928,0.0317538841434,0.0317807545613,0.101718407146,0.249242590025,0,0,1,1,0.683472683901,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP010,all,21,-0.000347723192871,-0.0102849236835,-0.0273199150448,-0.0157039822975,0.156973714592,-0.0265820193227,0.47619047619,-0.0869472796831,-0.0457139204661,-0.0604564344552,-0.143393125006,0.0177405452925,-0.00600030709454,0.404208194906,0.678316163791,0.670094126271,68042.9684925,66571.309985,2704.4340797,270443.40797,0.042785890249,0,0,0.489493241335,0.510506758665,0,32.999582745,0.0331434129865,0.441330203671,7555.20656,-0.0273199150448,-0.0280754357008,101748.628282,False,19,0.00735269458928,0.0316328674616,0.0318519559049,0.104338977391,0.250785407424,0,0,1,1,0.678631913002,468,468,0,0.0042735042735,0.00314166214311,0.484350960384,-3541727.82292,3304832.24959,6846560.07251,0,evaluable,,False,False,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
