policy_id,cost_scenario_id,decision_date,concentration_scope,board_HHI,top1_board_weight,top3_board_weight,no_board_position_weight,classified_position_weight,classified_board_coverage_ratio,concentration_status,mean_stock_concentration_tilt_score,effective_holdings,source_table_content_hash,historical_PIT_sector_claim_allowed,market_trading_crowding_claim_allowed,run_id,contract_version
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2024-12-31,realized_posttrade,0.0361850742559,0.101718407146,0.236952823535,0,0.98692335664,1,evaluable,0.684983551918,43.9894763478,e868190937b3c451a92aa17419c3db51b85b485a1cd0f3ec015d4c0b046301c5,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2024-12-31,target,0.0361212284766,0.101610565769,0.23677727698,0,1,1,evaluable,0.684547459007,44,a1a1b2dbba9f14448476237f6d71e63671a6f2ef12098aa1d28d7b1b2c9938f0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-01-27,realized_posttrade,0.0314932015571,0.104338977391,0.225820407035,0,0.984098797194,1,evaluable,0.620654532182,42.9968924195,f26dc40f62efdb242a340128b8bf7905e54144800b30bd3aef8c1893545bee6e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-01-27,target,0.0315153131472,0.104546172187,0.225872535773,0,1,1,evaluable,0.620917058655,43,d86a525ac234c21dc75ebf12a9b485f3052b98375889c7c542682e7c888b4123,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-02-28,realized_posttrade,0.0283386654404,0.0780120699861,0.199698427959,0,0.938600700363,1,evaluable,0.669701778625,41.9954306924,37bab7697378b239b2695212e340b831839c09c835284b049cd71022c6587605,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-02-28,target,0.0289952267259,0.0797901662673,0.203946559371,0,1,1,evaluable,0.669707936056,44,f2b84f99638f076504bba2be7ada29bffda334ba181adb45aa904f29edb2ca4b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-03-31,realized_posttrade,0.0252455135105,0.0702964893209,0.180032531489,0,0.935587912471,1,evaluable,0.608238279958,41.9949025498,801feb24a3c754244c15b8d2412dc7319877336f42decac6ca8ddece234b2641,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-03-31,target,0.0248979823147,0.0702080320962,0.177908644894,0,1,1,evaluable,0.608678695632,44,bf4232355cbd92939be6e0c979f6a6714cd42f1bfc324b0c869597be86ff545f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-04-30,realized_posttrade,0.0238663852148,0.072162530708,0.17255941481,0,0.978495297985,1,evaluable,0.605421278352,43.9928007391,9b7fdfaa624bd96f1344476ac198bc57cdb393ed54e4770e5cc5b68cbba5cf15,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-04-30,target,0.0238518952464,0.0722185229735,0.172579945711,0,1,1,evaluable,0.60556259632,44,deda1b3bafcdf5fb12861cdfc430b686b19cb94fd8bcc19c57d359cfcc8acbd0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-05-30,realized_posttrade,0.0252929592254,0.0740080539225,0.182520507041,0,0.975349038491,1,evaluable,0.632403657119,43.9911245465,f202cd6e5825cb482f5281aba1b0aaf3fba761ae28bd17762e51c551040a0bf6,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-05-30,target,0.0253093190124,0.0739949001911,0.182432102498,0,1,1,evaluable,0.63245968609,44,1608407a5f5f7de6f8ce13eeafe14d2ef6621dc56b2ecfb3afef5be8f2948903,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-06-30,realized_posttrade,0.0288426410775,0.0848455607284,0.194313304786,0,0.974929382513,1,evaluable,0.656647376485,43.9908174774,e0248634d1eced5b723fc41ba67ff50d776ea45f1a58d0d047bc4fb86d8b4b32,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-06-30,target,0.0288840504358,0.085144113927,0.194657671542,0,1,1,evaluable,0.656890390567,44,996d482460813fd6479ef257ceb799fe091fd58592b76559abb9bda4767f259b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-07-31,realized_posttrade,0.0261124730284,0.0795514373624,0.185678032518,0,0.953815499812,1,evaluable,0.625584911938,42.9965173176,721d4f22be6f947330320ebf19c70b2af2863d2a3c8962129540e78abb4114d5,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-07-31,target,0.0261757817474,0.0811407398943,0.18506168402,0,1,1,evaluable,0.624623679972,44,b11a292ad2550441e15d3ec89cd5320e718202271990994855b3d5d817d25b01,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-08-29,realized_posttrade,0.0262535378444,0.0791502909102,0.183043829323,0,0.970095615938,1,evaluable,0.625194829527,43.9890570647,0a7d1426935d7670e6f3774ccea6fde64cc994ebda04dc9e20da72fbfdafdce1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-08-29,target,0.0263213896637,0.0793374410559,0.183266102613,0,1,1,evaluable,0.625651403099,44,faf6296eccc773f47af4fe6ed35363e93120a45b03d7875f7ca58311307b55b2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-09-30,realized_posttrade,0.0288602351037,0.0897671804222,0.203839591943,0,0.967523882397,1,evaluable,0.653576844666,43.9833798695,fa39a9730d89a109696a719501504767c89b948409a8c1e137784003f77b02fb,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-09-30,target,0.02892574506,0.0899534419723,0.204448688133,0,1,1,evaluable,0.653792200477,44,a3af856991eee0da913f3e3213d02832729baf2d7bc5d4e07f969e9ffa9b9b66,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-10-31,realized_posttrade,0.0295328056657,0.0853532951291,0.191641389433,0,0.965665567016,1,evaluable,0.687958952189,43.9859943214,ac1846fc2e2dce910f6e6de43dade8c7d3ff70156363024fe5f8073f8b21dd88,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-10-31,target,0.0295171865715,0.0852505046526,0.191626950656,0,1,1,evaluable,0.688064860317,44,5b25980a50f8968b7b6ea805d856fb7357897dfb2c50261f618b1b4143e65ad7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-11-28,realized_posttrade,0.0288515551765,0.0821772083735,0.196146892168,0,0.968564702965,1,evaluable,0.677918559865,43.9387152787,c1e668e928bb972ef609c1c50c2d6477c8eb6d0c60eb819630e19d94308af308,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-11-28,target,0.0288324012086,0.0823349988126,0.19612740181,0,1,1,evaluable,0.677876784221,44,191aa229f40589414427548f124409dfb7f76ac7d8c2c2c662982847c5d0d88d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-12-31,realized_posttrade,0.0292219280933,0.0880158403444,0.197392983338,0,0.975324370848,1,evaluable,,44.5820895708,77d7601ed28f3c1167e4f3b6618b65e9d1f3877c7154d4ee46d2e11d6bb1e972,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2025-12-31,target,0.029612938716,0.0894035193873,0.197345386983,0,1,1,evaluable,0.685283273494,44,4dfc6a736cf85bb74db4c5e947624f8f1e19f74aeb288fa268eae37d8108e039,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2026-01-30,realized_posttrade,0.0314758254729,0.0896876233408,0.206442696817,0,0.976219265413,1,evaluable,0.708813576768,43.7784430516,9b96b662bfddca7e8f146471b4f9baf09f3bba3daba3ee478058b9dc83e77c99,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2026-01-30,target,0.0312585286077,0.0881370983885,0.206076754261,0,1,1,evaluable,0.7090548565,44,89881d67f15fcdc731013d1be14438f36be5c6930f2e3b2ca7ff6a40ac4593e8,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2026-02-27,realized_posttrade,0.0354311697776,0.0993638070999,0.21496113281,0,0.942875085172,1,evaluable,0.749832983473,42.9887541029,663b63dfe7f8e301ee051e4b90f850689d2f9e7443650233f01982b1ffb2463b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2026-02-27,target,0.034934220839,0.0986218917442,0.214098011079,0,1,1,evaluable,0.747827369327,44,ec76363c6d6f81f0f47d4b7801d27f1861181c96402f5d41d42cd1f5bcd44b2b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2026-03-31,realized_posttrade,0.0342746610814,0.0979088244486,0.212073654315,0,0.961084258464,1,evaluable,0.731485970849,43.9855052439,5ee0e20bf160e2aadd1dcd181325d45ad2be4d870d40d0bc9d0744857ed22a1b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,GROSS,2026-03-31,target,0.0342519936253,0.0978915953457,0.212315416426,0,1,1,evaluable,0.731291491687,44,90c80a72849f238df788b14c1b25215f1b092561014effa012774cff341428ba,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-07-31,realized_posttrade,0.0382224018553,0.0901382348586,0.246058078389,0,0.99736654434,1,evaluable,0.695661858514,42.9994472471,fad7727a87d15a3862916dadcb092f86d9727a50e07b724ff6dfd5b60eb14928,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-07-31,target,0.0382155875021,0.0901306475862,0.246046327134,0,1,1,evaluable,0.695617293117,43,5943cea165b5d34841d27455b54d1fb66e8c34cf9eae07eed502d2b734ce6a36,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-08-30,realized_posttrade,0.0414584776323,0.0883484019799,0.242789821052,0,0.973216358725,1,evaluable,0.744610966786,41.9997105424,7c64726c27369f7d7892dca7face2ff922e6c06839c8bcf1d87f3e751c8b81c1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-08-30,target,0.0410609877145,0.0879518159311,0.240461206376,0,1,1,evaluable,0.744576588702,43,a4d1452f488fe2bbf7a92b43d111743b424c86e153011fd6f8ad7f0059a97347,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-09-30,realized_posttrade,0.0422651275107,0.0912239456253,0.250785407424,0,0.746858517753,1,evaluable,0.717627757033,32.999582745,e5ea5e9ef4d6cd39c933d60d1cab706d7fc2038c9983cccb3388c8e864b3df3d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-09-30,target,0.0379635922163,0.0872955194386,0.240566211995,0,1,1,evaluable,0.711476821642,44,97b8c316c9273dd4477da19d0b4a9ca21c2fc27bf86f6e9269c1f9f719a5f5d7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-10-31,realized_posttrade,0.0446964541544,0.0901847696067,0.249242590025,0,0.995436560748,1,evaluable,0.797172949131,43.9995923617,e788fedc7310a36a88bb56ddff033a4ab7014e7bb0b128de88354ccfbcfcc4aa,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-10-31,target,0.0446948433838,0.0901952735451,0.249255635669,0,1,1,evaluable,0.797136082919,44,9669996a2a58ced03ded976839aacc3cd82edd567a7bb647e8291d8cd3b2c4d0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-11-29,realized_posttrade,0.0329699813249,0.081636913888,0.219485928088,0,0.99384368186,1,evaluable,0.679147644669,43.9990278038,622c0d7025cb023df7a0b248c72fe48fb6ca8d971dc1b1746b55f7f7404c0ba9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-11-29,target,0.0329500044794,0.0816230605843,0.219411180159,0,1,1,evaluable,0.679107192502,44,a12141f27f9fe9ea80ec76c0f65416dda12f74a4f96118f0dda65a3e367f61eb,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-12-31,realized_posttrade,0.0361850742559,0.101718407146,0.236952823535,0,0.990474125173,1,evaluable,0.684983551918,43.9894763478,28b63194bba0d9bd3f36b796c7656d1e52e316af6842c77e925e5fdb88ec301f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2024-12-31,target,0.0361212284766,0.101610565769,0.23677727698,0,1,1,evaluable,0.684547459007,44,a1a1b2dbba9f14448476237f6d71e63671a6f2ef12098aa1d28d7b1b2c9938f0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-01-27,realized_posttrade,0.0314932015571,0.104338977391,0.225820407035,0,0.988499153929,1,evaluable,0.620654532182,42.9968924195,18b84844a0cd408cd6c3e585ca1e881e271c06187910fd3a1e67af9ec4f44507,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-01-27,target,0.0315153131472,0.104546172187,0.225872535773,0,1,1,evaluable,0.620917058655,43,d86a525ac234c21dc75ebf12a9b485f3052b98375889c7c542682e7c888b4123,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-02-28,realized_posttrade,0.0283386654404,0.0780120699861,0.199698427959,0,0.943325017968,1,evaluable,0.669701778625,41.9954306924,2a97dd5807d8e4d431277aacb5522f8212e2e7dd54d9a1ebc3552bf9ffa662af,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-02-28,target,0.0289952267259,0.0797901662673,0.203946559371,0,1,1,evaluable,0.669707936056,44,f2b84f99638f076504bba2be7ada29bffda334ba181adb45aa904f29edb2ca4b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-03-31,realized_posttrade,0.0252455135105,0.0702964893209,0.180032531489,0,0.940952933522,1,evaluable,0.608238279958,41.9949025498,22532657a4bbfe49727f8eab3e5110e27508f7b4969f5df913ec1c35cc875972,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-03-31,target,0.0248979823147,0.0702080320962,0.177908644894,0,1,1,evaluable,0.608678695632,44,bf4232355cbd92939be6e0c979f6a6714cd42f1bfc324b0c869597be86ff545f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-04-30,realized_posttrade,0.0238663852148,0.072162530708,0.17255941481,0,0.985135222851,1,evaluable,0.605421278352,43.9928007391,fef21793cc54843b87e3753eb5acef06fd5aa1c7871bf9160074756f6e74e56a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-04-30,target,0.0238518952464,0.0722185229735,0.172579945711,0,1,1,evaluable,0.60556259632,44,deda1b3bafcdf5fb12861cdfc430b686b19cb94fd8bcc19c57d359cfcc8acbd0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-05-30,realized_posttrade,0.0252929592254,0.0740080539225,0.182520507041,0,0.982722104224,1,evaluable,0.632403657119,43.9911245465,2b34018ec60c098e203060fdcaaa05b21be62d809714a285899efcfcc69889af,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-05-30,target,0.0253093190124,0.0739949001911,0.182432102498,0,1,1,evaluable,0.63245968609,44,1608407a5f5f7de6f8ce13eeafe14d2ef6621dc56b2ecfb3afef5be8f2948903,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-06-30,realized_posttrade,0.0288426410775,0.0848455607284,0.194313304786,0,0.982627494758,1,evaluable,0.656647376485,43.9908174774,5feb90637800cdab39475f8757b2db8acb3737c7e91e106d8424deab06b24d83,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-06-30,target,0.0288840504358,0.085144113927,0.194657671542,0,1,1,evaluable,0.656890390567,44,996d482460813fd6479ef257ceb799fe091fd58592b76559abb9bda4767f259b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-07-31,realized_posttrade,0.0261124730284,0.0795514373624,0.185678032518,0,0.961752027676,1,evaluable,0.625584911938,42.9965173176,139c5f9f0d4596512571d7cd42fd35bd7b071d9b91b6fb9d56da9c5414a0e445,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-07-31,target,0.0261757817474,0.0811407398943,0.18506168402,0,1,1,evaluable,0.624623679972,44,b11a292ad2550441e15d3ec89cd5320e718202271990994855b3d5d817d25b01,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-08-29,realized_posttrade,0.0262535378444,0.0791502909102,0.183043829323,0,0.9780183568,1,evaluable,0.625194829527,43.9890570647,e0a13d7296da290c9456842b80e9cd9edee33ad0ed59ca4acd77518ea3bd876e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-08-29,target,0.0263213896637,0.0793374410559,0.183266102613,0,1,1,evaluable,0.625651403099,44,faf6296eccc773f47af4fe6ed35363e93120a45b03d7875f7ca58311307b55b2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-09-30,realized_posttrade,0.0288602351037,0.0897671804222,0.203839591943,0,0.976356551429,1,evaluable,0.653576844666,43.9833798695,39d05946605304c0900c413180edf135ec6204f20224d470e35a8722d86bbf7a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP05,SLIP000,2025-09-30,target,0.02892574506,0.0899534419723,0.204448688133,0,1,1,evaluable,0.653792200477,44,a3af856991eee0da913f3e3213d02832729baf2d7bc5d4e07f969e9ffa9b9b66,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
