policy_id,aggregation_scope,stop_trigger_n,stop_fill_n,stop_blocked_n,mean_trigger_to_fill_delay_sessions,mean_stop_overshoot,stopped_capital_weight,stop_exit_vs_hold_delta_cny,stop_avoided_loss_cny,stop_missed_rebound_cny,stop_attribution_missing_n,source_table_content_hash,ex_post_counterfactual_attribution_only,status,missing_reason,run_id,contract_version
B0_P4_RAW_RANK__D8__L050__STOP10,event_posthoc,53,53,0,0,0.000238563565548,0.2797515,-59760.3352627,401412.653415,461172.988678,0,5d51ff9407eaf80dd2c2b933576cbdf6ae033905dd13610297491fefd17ffcbe,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP10,non_event_posthoc,210,210,0,0.0047619047619,0.0029475643011,0.330236165428,-1386244.89567,1154267.18461,2540512.08027,1,df7ca8d34e5c458d94631af325139bada7c474564fa6a37ebd8e745baf22a8c7,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,all,130,130,0,0.0230769230769,0.00486866369076,0.168525009103,-1070736.22884,596999.839596,1667736.06843,1,49af734931af2d5371786f9f928d0b2f066cf052d70fd9e06b75daaaf51968a1,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,event_posthoc,33,33,0,0,0.000197795970712,0.18648426,-309518.339824,163840.541989,473358.881813,0,a64ec1788f7745e10d4a14ea473390378d2a1eca72152cd5a5b3a61687625289,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,non_event_posthoc,97,97,0,0.0309278350515,0.00645772178108,0.162912743198,-761217.889014,433159.297607,1194377.18662,1,b7aa482f643bc899a3dfe7764ecc54a4ea2c9c23f45d075a77e552cbbc56b902,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,all,65,65,0,0.0461538461538,0.00628556743195,0.0864940463415,-774998.275107,172394.933899,947393.209005,0,03323f9cfbec40bc0762ab9caa841d7fbbb02ebb9c10f1d79c7727aaa5ee7a70,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,event_posthoc,10,10,0,0,8.42366166458e-05,0.05677504,5820.88277983,35402.1252476,29581.2424678,0,d4f0ffc4f1fa6e0246c31fae0b07fbb82855c0637f1ee69d65cf158c37e5d600,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,non_event_posthoc,55,55,0,0.0545454545455,0.00741308212564,0.0957812358232,-780819.157887,136992.808651,917811.966538,0,995ff8f9f53d3ceedb130abf25bc10419676f3261c9fd259a34ff744de974cca,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,all,0,0,0,,,0,,,,0,4bb4e7e5b50141068dac646326cf2f60845faf8189b69eb3ad14ff50be51ccae,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,event_posthoc,0,0,0,,,0,,,,0,705327fe7aa102ef740cb2e805e0673ab3bdbd048bf06898b9bfa881a09027a4,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,non_event_posthoc,0,0,0,,,0,,,,0,03418003d07b0a29f9c084b8661c4791d50c9b36bdc71c06b7b714842b030239,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,all,506,506,0,0.00395256916996,0.00242829147542,0.562468652381,-3446463.85259,3584035.3045,7030499.15709,1,304839052ddbcf566ab1171752488575616f1fa140465cfbc5578107b543c3fb,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,event_posthoc,100,100,0,0,0.000300883404086,0.46797038,-454984.775843,963633.293889,1418618.06973,0,487245f63288c3ec1fea9e6c632ed1f52a4ca3d0aa69da044f80f7f32f8dbf89,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,non_event_posthoc,406,406,0,0.00492610837438,0.00295228361122,0.5919993625,-2991479.07675,2620402.01061,5611881.08736,1,1fee9923f8b0db9a850703df5b609de14fce8381806b3e6a010fed73c05afff9,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,all,263,263,0,0.00380228136882,0.00239871260711,0.319786211614,-1417608.07061,1562034.78315,2979642.85376,1,0c670beb1cf899f153c290147acdd71b2ddad3b885f77fe8188e3f82b02fc0a7,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,event_posthoc,53,53,0,0,0.000235767837768,0.27948562,-67348.351318,396905.328125,464253.679443,0,dd47983ade0315746c710bd30c7a8001453ca8b394c59556a86ca496e029ebcb,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,non_event_posthoc,210,210,0,0.0047619047619,0.00294459866794,0.332380146494,-1350259.7193,1165129.45502,2515389.17432,1,1f253f47c5a5b85ecb8aea8c9f7acf2a6e8333e39eca39fca5fd76f6be43c126,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,all,130,130,0,0.0230769230769,0.00484476728922,0.170263269223,-1089655.05006,597618.476014,1687273.52607,1,f15e5e0bce4aaaca63e7093d34ab03ac19787d991e98b16709769606ea11b44b,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,event_posthoc,33,33,0,0,0.000193531579907,0.188869338095,-306725.652452,164389.442558,471115.09501,0,a0c43e6d522bcb6ad80fced68f4e32994733f47bcc66af5b98e5f87fe3b59757,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,non_event_posthoc,97,97,0,0.0309278350515,0.00642714644806,0.164448872701,-782929.397608,433229.033456,1216158.43106,1,9f3176a6b88e78c28677a4d4b97f79166d5b3ee49c9ef317e8409b26df5514a0,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,all,64,64,0,0.046875,0.00634781547682,0.0863257157926,-770733.484713,173970.737464,944704.222176,0,50cfd2d5c29b95de895163a3430b34ca7887ba0bb18dff737088454c8314bcb6,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,event_posthoc,10,10,0,0,7.8077571436e-05,0.05749882,5188.69293469,36107.7350433,30919.0421087,0,b372d64828533cf14e2b3711d5113f8b10eef2020d228494f695b6f75253a740,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,non_event_posthoc,54,54,0,0.0555555555556,0.00750887805189,0.0953341207278,-775922.177647,137863.00242,913785.180068,0,e7c81f64bea610266294414dcc0eea186ecfe92f9c9d4c11cc0bbaf393658197,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,all,0,0,0,,,0,,,,0,005ea29e5f2e795126dd13beb1e1edcf043388a9071a03c3634633698d64fbf4,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,event_posthoc,0,0,0,,,0,,,,0,65713b59f772a34a65da6761f985dd60cf83a888175d1ea33d71c2d89c90e51e,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,non_event_posthoc,0,0,0,,,0,,,,0,7019e9beb2f0edc924d4de0cc4c294dadca6be6a1e5123b41c775103b0827ab4,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,all,525,525,0,0,0.00277695050984,0.571343628571,-3837118.67085,3639671.29662,7476789.96746,1,32fd88d89fe34af4c30a2be38e7ccf5dd052ff06f653f66f621ce9a05ce64cdb,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,event_posthoc,102,102,0,0,0.000519212890699,0.47882754,-847521.497289,773757.358667,1621278.85596,1,a24ecb4dc5b0dcb229db52f1308426d952d2b26ec48c3bec8913afa72bcc7edc,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,non_event_posthoc,423,423,0,0,0.0033213695102,0.60025490625,-2989597.17356,2865913.93795,5855511.11151,0,ec4dc6147f4d029011717444e13bf322a3f15d1cab2ae4d0d313ba94fc998446,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,all,279,279,0,0.0215053763441,0.00458377038467,0.323055522667,-2693106.7937,1533212.87567,4226319.66937,1,2c095ea1e3a3032bf6527f23743feba239fe22a584f42a10584717e92b9c27c9,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,event_posthoc,39,39,0,0,0.00071811059512,0.19798266,-71589.0090105,298285.766557,369874.775567,1,1586dd8fccab8377083448aa6eb47a9ff6512d0f577141fcb31ee2c44ae9ca1f,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,non_event_posthoc,240,240,0,0.025,0.00521194010047,0.36214079225,-2621517.78469,1234927.10911,3856444.8938,0,2fef31046e3a1af7d83bb323568c99b689327ce4c26725fdc2e3d99b7e198b0c,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP15,all,157,157,0,0.031847133758,0.00463099719305,0.200652252381,-2025647.93989,674692.445071,2700340.38496,1,4428deb3752df86a31d723f8ec0cd7ee64bc5d3bb9f80b0f6f0efcb5008f3bb4,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP15,event_posthoc,26,26,0,0,0.000860090715052,0.14215404,-285879.980505,103577.13299,389457.113496,1,35b75952139499167090544eff7430b60197248f04af0fb090fbc4ca38042594,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP15,non_event_posthoc,131,131,0,0.0381679389313,0.00537942137953,0.21893294375,-1739767.95939,571115.312081,2310883.27147,0,fbc6bf544b6fbe4b3ef723564829dce0fbd8f2e3afed0c238116e51af1cc3ab5,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP20,all,75,75,0,0,0.00431840377141,0.0981665904762,-1300346.28368,277942.39231,1578288.67599,0,0af329054f3c9b2b2588b3104cf1d24521a7a54b24b9613ff485a3edc9279e53,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP20,event_posthoc,7,7,0,0,0.000336997596785,0.0391995,-41001.5552623,6236.99450147,47238.5497637,0,316207fffc65520081e4673ac64ce7994c3eee4d23b80a6ecf41eaf562161ef3,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP20,non_event_posthoc,68,68,0,0,0.00472825440703,0.11659380625,-1259344.72842,271705.397809,1531050.12623,0,045e97c15b57d6bdb5cd16d7bf57ce77811bffbbcd8d0c4ba9e43ed6996c7827,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOPNONE,all,0,0,0,,,0,,,,0,7fc02c8bded6829f904ff2875f0184b8b52e1d09b08a8057db5055318bc8ff9b,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOPNONE,event_posthoc,0,0,0,,,0,,,,0,f138de7c65739e776768abdbb6a050cfed3247643a69e16439454821ade48953,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOPNONE,non_event_posthoc,0,0,0,,,0,,,,0,030006927a030bd54f6465f003c4d1bb07e6e455825b8d5efe44f81fae9cb294,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP05,all,525,525,0,0,0.00277602757951,0.572280221329,-3859080.01449,3664638.14095,7523718.15545,1,31fd9be1a742ede04d6447a766d00dfe320c180ab100977b2fbd4624aa92349c,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP05,event_posthoc,102,102,0,0,0.000524704137002,0.47735328,-855542.024898,775039.405574,1630581.43047,1,7f15648f1cd869747578b5beb9cb9b06185f1326aef34cf78268fa5a4c1c63b7,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP05,non_event_posthoc,423,423,0,0,0.00331889989898,0.601944890494,-3003537.9896,2889598.73538,5893136.72498,0,3220ed485e28d141dfd5856907a6a26b6bea1fbbb94679d8434cce0e17b9f0eb,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP10,all,280,280,0,0.0214285714286,0.0045705686747,0.324456831619,-2728510.01674,1548191.96491,4276701.98164,1,95cc5a947c45a28e781a626b9bfb0c41a12c839984ab6cdb46aa7bf826fc019b,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP10,event_posthoc,39,39,0,0,0.000725810478142,0.19615236,-65454.2846622,299852.444556,365306.729219,1,ae360c7f5c3c30f6453c56393cf4b16ae7899cd42e4ffda8417dfac18bf0e874,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP10,non_event_posthoc,241,241,0,0.0248962655602,0.0051927494617,0.364551979,-2663055.73207,1248339.52035,3911395.25242,0,10b51938921da9009a7f2ba70b9f80691800d2a222476ea1f96d688a7ee96c90,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP15,all,157,157,0,0.031847133758,0.00461830715639,0.202544674134,-2041340.36477,683287.544893,2724627.90967,1,9f24bedfc4aa0ec040b28f2192cf25b6ffbb6d90cbeb182c731f7db64890e321,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP15,event_posthoc,26,26,0,0,0.000863477610106,0.141586491361,-278513.947207,104353.22589,382867.173097,1,4c700bd09b61627cdd8ad4931e62649064f5f2182e0ba7a315cef881c8a03204,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP15,non_event_posthoc,131,131,0,0.0381679389313,0.00536354050145,0.22159410625,-1762826.41757,578934.319003,2341760.73657,0,71e5a2516adda90b29f374395552e2c3451267f5f2394508681a7df5575c03ef,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP20,all,75,75,0,0,0.00438107474059,0.0994986809524,-1341782.73017,283857.100451,1625639.83062,0,5d6d25060866b205e0196a7925c68c91688ea07e2553543faf95bbc0b6499b4e,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP20,event_posthoc,7,7,0,0,0.000336997596785,0.03940088,-40383.2211941,6269.05069409,46652.2718882,0,f335656e8b88adca1cd55b86a4943f5c0fa74b346c0dd6f4086ea21fbfe9bef4,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOP20,non_event_posthoc,68,68,0,0,0.00479737679951,0.11827924375,-1301399.50897,277588.049757,1578987.55873,0,d7e2124c6e6188c1e9d4d2d20637a4c963011dd5d0dd06d85565de4e626b7f6b,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOPNONE,all,0,0,0,,,0,,,,0,aa2c58994c19fd54b1492cfbc0eecaf76873f385cd349563e86792cb94a36c56,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOPNONE,event_posthoc,0,0,0,,,0,,,,0,e95d07ab169cab1709547055455d16eb1ff7d59283a7d9451d98d90e7aca9f06,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L050__STOPNONE,non_event_posthoc,0,0,0,,,0,,,,0,eb39d8fe33cb287eadf895f55c11b2d831a9318b1eb8d68c30fcd6b4319ee6d9,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP05,all,525,525,0,0,0.00277895465195,0.573869971108,-3876781.59593,3696444.49295,7573226.08888,1,128b7b56afcea32a686dee88d2e27be350b4fe2dcecf008bb6772913b5c70dc7,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP05,event_posthoc,102,102,0,0,0.000520525115114,0.47652492,-873763.004646,776960.854354,1650723.859,1,3e90daaf20b68c047698c5282f38ffbe115ed9ee2657c0dfa8cdcad0e162940a,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP05,non_event_posthoc,423,423,0,0,0.00332354049771,0.60429029958,-3003018.59128,2919483.6386,5922502.22988,0,5749516324ea26ce7687c010b5d272886cf7896bd38e32edd1c671b2c1e5d3a3,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP10,all,279,279,0,0.0215053763441,0.00460711449093,0.325119326498,-2713896.16453,1569734.3119,4283630.47643,1,2d5fd21daa017784e09c788a76d54227c9226888e32664cdb43ea303f1b053a8,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP10,event_posthoc,39,39,0,0,0.000714222641559,0.1953782,-58925.6422633,302326.736609,361252.378872,1,28230eb640ff1e76992f002dd2ded94ca4c84f90acb3658d34b127af9d04f334,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP10,non_event_posthoc,240,240,0,0.025,0.00523970941645,0.365663428528,-2654970.52227,1267407.57529,3922378.09756,0,517c7a0102ad956246d926f3c8e25ea84dba25a430f33bf8a722c73315a972b1,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP15,all,157,157,0,0.031847133758,0.00463569037306,0.204519520779,-2070791.65614,691636.604123,2762428.26026,1,521d52398e7a84544538cefd9e55a12f088e44fb68f11f85df3f37ae12ed2cc4,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP15,event_posthoc,26,26,0,0,0.000857093240154,0.141230767273,-272329.929086,105305.330859,377635.259945,1,22d38e845cf04a22d3d6da2a3f100559aed97ab14489b5b6979c24cf1ec34453,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP15,non_event_posthoc,131,131,0,0.0381679389313,0.00538564094906,0.22429725625,-1798461.72705,586331.273264,2384793.00032,0,79365d71bc7f5bd392f01b1c9337db6dfd5fee35b64d248b12dc862b55c04293,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP20,all,75,75,0,0,0.00444338801922,0.100556628571,-1370380.12751,289881.052422,1660261.17993,0,4859883042d2ea431395cefa42cdcd92621e3911b4da7f867b9d7df658a1916e,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP20,event_posthoc,7,7,0,0,0.000336997596785,0.03966064,-39764.0545248,6302.99318289,46067.0477077,0,c8e4ddbebee8a7119336e1acbd92eb9fb36cb32cbb463a1df589bb367ae4295f,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOP20,non_event_posthoc,68,68,0,0,0.00486610468035,0.119586625,-1330616.07299,283578.059239,1614194.13223,0,fde2f3e7ece036ad5125e533f2392c917974fe97cf25b62758a1074aa2c25c75,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,all,0,0,0,,,0,,,,0,233b4d18355ebddef10b466398cb87092af82cc7f62a19ce072af45b6665f374,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,event_posthoc,0,0,0,,,0,,,,0,f954027cc9bced0a422c3f14b95f26c0c8da20fb81a091b83e24a0fc79c41199,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L100__STOPNONE,non_event_posthoc,0,0,0,,,0,,,,0,6f06698cd2ecc60c7b485a661c130943affcbc960bce940258cf6ecd4dbd62fd,True,not_applicable_no_stop,stop_threshold_none,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,all,302,302,0,0.00662251655629,0.001084598704,0.340302313951,-1583803.40254,1805972.78508,3389776.18762,0,d2cc6863f5ab7417b342dff9dc09752498016248a93144b415ac1eedcb74e53a,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,event_posthoc,95,95,0,0.0105263157895,0.000897252139778,0.458779555632,408386.130411,930513.124782,522126.994371,0,0b8c947cf8c117e669da08737ee52afb00101ebb78e08a1814695aadfedce1ee,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP05,non_event_posthoc,207,207,0,0.0048309178744,0.00117057901125,0.303278175926,-1992189.53295,875459.660298,2867649.19325,0,39d193d0404bb8f4438659905ad7251cdf4278d24a9a1149b088ce5f9bfee781,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,all,126,126,0,0.00793650793651,0.00101872401231,0.152086919024,-887576.081187,770572.57553,1658148.65672,0,0db26da28b72776fdbf7858198646ec67c5bbce63a27d4b15599439bffe26ae9,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,event_posthoc,42,42,0,0.0238095238095,0.000787848888462,0.221703162849,200851.896729,444582.067891,243730.171161,0,539514704751038d22ed4bba6b06dde2320166f7fcf5f9814a66ed3beff847d2,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
S0_SELECTED_FULL__D10__L000__STOP10,non_event_posthoc,84,84,0,0,0.00113416157424,0.130331842829,-1088427.97792,325990.507639,1414418.48556,0,b278a7586b140bed11a416362913469ec3d03960b29f03d02315e6aefe2a710b,True,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
