policy_id,cost_scenario_id,mean_target_one_way_turnover,mean_attempted_one_way_turnover,mean_realized_one_way_turnover,total_commission_cny,total_stamp_tax_cny,total_transfer_fee_cny,total_slippage_cny,total_cost_return,maximum_shadow_cash_deficit_cny,shadow_self_financing,live_nav_break_even_slippage_bps,live_nav_break_even_status,liquidation_adjusted_break_even_slippage_bps,liquidation_adjusted_break_even_status,raw_qfq_mapping_warning_n,max_relative_ratio_spread,source_table_content_hash,historical_support_claim_allowed,deployment_authorized,run_id,contract_version
B0_P4_RAW_RANK__D8__L050__STOP10,SLIP040,0.724114349635,0.779448287454,0.768188110983,89110.858376,87337.659752,3554.85792504,1421943.17002,0.153761694739,1161642.59885,False,78.6733587338,root_found,76.5172485808,root_found,12,0.00544493120339,a8c3f170e2649a65b7f4565003af7eb1f088b5ae9fa7d188eba5018b2798ca4f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,GROSS,0.724114349635,0.74832398473,0.736271361504,0,0,0,0,0,0,True,91.6161266832,root_found,88.4444946678,root_found,12,0.00544493120339,149af33010ebea8b70ff439162574e4dbd719bafdf7cb14f5280556f8ed4652a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP000,0.724114349635,0.74832398473,0.736271361504,88956.4272354,86583.1339707,3546.14885941,0,0.0155385790327,0,True,91.6161266832,root_found,88.4444946678,root_found,12,0.00544493120339,4f86f1f580d3bc3a0d75e661f72197a820dfb6ce960f0afad122b0916ffb1bf1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP005,0.724114349635,0.74832398473,0.736271361504,88956.4272354,86583.1339707,3546.14885941,177307.442971,0.0311927423833,0,True,91.6161266832,root_found,88.4444946678,root_found,12,0.00544493120339,2849a42c5ac8f1f23c2b1a128db73d6d09ebd4333b66b995de69a0935d725682,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP010,0.724114349635,0.74832398473,0.736271361504,88956.4272354,86583.1339707,3546.14885941,354614.885941,0.0470642302629,153130.766586,False,91.6161266832,root_found,88.4444946678,root_found,12,0.00544493120339,7e4f1d53370dbaa383626ccf4d31e26a71e013e6f5e90d01873da2676beec02c,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP020,0.724114349635,0.74832398473,0.736271361504,88956.4272354,86583.1339707,3546.14885941,709229.771883,0.0794839691226,487391.516424,False,91.6161266832,root_found,88.4444946678,root_found,12,0.00544493120339,b7185fc01da7de9692111d56180e0eab1ac3bd848066559db43890dcffb045a7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP15,SLIP040,0.724114349635,0.74832398473,0.736271361504,88956.4272354,86583.1339707,3546.14885941,1418459.54377,0.14721947602,1155913.0161,False,91.6161266832,root_found,88.4444946678,root_found,12,0.00544493120339,8b3c95017561ab5d2bd9b584cd3c126e7bb2d3e7e2b3d29f6ccab734c4bf8dd5,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,GROSS,0.724114349635,0.734515322093,0.721704551704,0,0,0,0,0,0,True,100.4924439,root_found,96.7120407622,root_found,12,0.00544493120339,9b69e025d3ff44446c15866a4864b03fc43f0a549cc2e0ca4c0cb79db6b9e1dc,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP000,0.724114349635,0.734515322093,0.721704551704,87598.9117488,85055.6624976,3491.92571995,0,0.0152209397178,0,True,100.4924439,root_found,96.7120407622,root_found,12,0.00544493120339,fafcc99bac0c32e7ad4394a414c8dc19256946438c88bfe385d8fc33e458cf12,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP005,0.724114349635,0.734515322093,0.721704551704,87598.9117488,85055.6624976,3491.92571995,174596.285998,0.0305622439114,0,True,100.4924439,root_found,96.7120407622,root_found,12,0.00544493120339,e8eaf9ee2b4368c01afb237505c470ad7124d2544e9510afa320f8e408dae243,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP010,0.724114349635,0.734515322093,0.721704551704,87598.9117488,85055.6624976,3491.92571995,349192.571995,0.0461105917495,158903.130819,False,100.4924439,root_found,96.7120407622,root_found,12,0.00544493120339,6e51599c165469218f395c6432dee22e4cc8e9e76cbccf49f3cea6de49f077bc,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP020,0.724114349635,0.734515322093,0.721704551704,87598.9117488,85055.6624976,3491.92571995,698385.14399,0.0778512221424,489764.452799,False,100.4924439,root_found,96.7120407622,root_found,12,0.00544493120339,bbe96229156fe9b5b98e70c44aaf5ca719d96a058058f642d42f683a3b93c6ee,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOP20,SLIP040,0.724114349635,0.734515322093,0.721704551704,87598.9117488,85055.6624976,3491.92571995,1396770.28798,0.14408149215,1151487.09676,False,100.4924439,root_found,96.7120407622,root_found,12,0.00544493120339,3905e9fda27134ad7d6077561ad7681bd12c15864aa8ffa2f05fbdc5b113001f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,GROSS,0.724114349635,0.717831703571,0.705948140125,0,0,0,0,0,0,True,128.40731665,root_found,123.179853643,root_found,12,0.00544493120339,a95c6be475e55b554f33f21fe28aeb4bd193325d18fb54110dad2a02cd1655cb,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP000,0.724114349635,0.717831703571,0.705948140125,88350.0965,85698.541,3521.7126,0,0.014906398695,0,True,128.40731665,root_found,123.179853643,root_found,12,0.00544493120339,9cc8509bbf301e0884d9e693d428afe529969411899d4e3690e0ff40e4d2ec0d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP005,0.724114349635,0.717831703571,0.705948140125,88350.0965,85698.541,3521.7126,176085.63,0.0299163476173,0,True,128.40731665,root_found,123.179853643,root_found,12,0.00544493120339,f211d4d51f7336944ab51e138993bc74d8c238d008d780e676c88047129eea84,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP010,0.724114349635,0.717831703571,0.705948140125,88350.0965,85698.541,3521.7126,352171.26,0.0451195728895,174685.3669,False,128.40731665,root_found,123.179853643,root_found,12,0.00544493120339,587ff5193d2e234138dbf677db625ef334bea3daebd9e7e5808e1a8064b22575,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP020,0.724114349635,0.717831703571,0.705948140125,88350.0965,85698.541,3521.7126,704342.52,0.0761260676301,526588.3069,False,128.40731665,root_found,123.179853643,root_found,12,0.00544493120339,97d466e0865e28877b46a2831b5c3675d0212a3ef58603167632bc4aceaa2d30,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L050__STOPNONE,SLIP040,0.724114349635,0.717831703571,0.705948140125,88350.0965,85698.541,3521.7126,1408685.04,0.140692207903,1230394.1869,False,128.40731665,root_found,123.179853643,root_found,12,0.00544493120339,40743f4d1ca37328ee9fe4bd46a89106ccb86936561fb50462436907abf49788,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,GROSS,0.726826620123,0.855408103828,0.842652157444,0,0,0,0,0,0,True,22.9724249184,root_found,22.6699303785,root_found,16,0.0059550709901,1e1283bc27c4dd1cb1fd3abbe970e05ba39e33957432b8bcf9d3b8c7b77320f4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP000,0.726826620123,0.855408103828,0.842652157444,91008.6522811,90234.9505622,3635.52823124,0,0.0178395617627,0,True,22.9724249184,root_found,22.6699303785,root_found,16,0.0059550709901,1ad88b4d9d5e4c7d4092761a7f3b9014b21f2aa0985d7b557d030eac20381f03,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP005,0.726826620123,0.855408103828,0.842652157444,91008.6522811,90234.9505622,3635.52823124,181776.411562,0.0357022231544,0,True,22.9724249184,root_found,22.6699303785,root_found,16,0.0059550709901,cf5798d0bea0d57dcdf0d9633bed16a728ea10c425d0837429106b5a6971a318,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP010,0.726826620123,0.855408103828,0.842652157444,91008.6522811,90234.9505622,3635.52823124,363552.823124,0.0538582509416,46322.3208807,False,22.9724249184,root_found,22.6699303785,root_found,16,0.0059550709901,143ce72750d9f6c292c374e0b1c13bc88839c7e0ec94c18a98ffcede1381df75,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP020,0.726826620123,0.855408103828,0.842652157444,91008.6522811,90234.9505622,3635.52823124,727105.646249,0.091090417518,257392.185301,False,22.9724249184,root_found,22.6699303785,root_found,16,0.0059550709901,fda16841df2864723df7d2f772b0059f1f0f787cf626cb21d873057c7813f27f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP05,SLIP040,0.726826620123,0.855408103828,0.842652157444,91008.6522811,90234.9505622,3635.52823124,1454211.2925,0.169545608112,712544.937327,False,22.9724249184,root_found,22.6699303785,root_found,16,0.0059550709901,a01de9d803b7fd7acafd70a5debb4160a9fa6a8dc108c78c0dc88ad155b8aa8b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,GROSS,0.726826620123,0.781737913024,0.770509105105,0,0,0,0,0,0,True,78.515605037,root_found,76.3619997779,root_found,12,0.00544493120339,cecb43e8d5afad1a2b4991c620303b7d080a297167c22a4b87b676b4a95cdd22,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP000,0.726826620123,0.781737913024,0.770509105105,89199.3798724,87458.8507449,3559.9118749,0,0.016269309134,0,True,78.515605037,root_found,76.3619997779,root_found,12,0.00544493120339,1d9d00c51b2a67ff20feb56d2d54f57f097794ce780e2d9a8bb43f68fc1f40d1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP005,0.726826620123,0.781737913024,0.770509105105,89199.3798724,87458.8507449,3559.9118749,177995.593745,0.0326330205453,0,True,78.515605037,root_found,76.3619997779,root_found,12,0.00544493120339,906605f060728ff9d0814e84542f311cd46e656e6eb9421e4152cb75b09f30b3,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP010,0.726826620123,0.781737913024,0.770509105105,89199.3798724,87458.8507449,3559.9118749,355991.18749,0.0492344621778,151334.247483,False,78.515605037,root_found,76.3619997779,root_found,12,0.00544493120339,cbe6c2db79a047738893a4a986fd558eae4f57d50cb1f1bf5bd209056b9374b7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP020,0.726826620123,0.781737913024,0.770509105105,89199.3798724,87458.8507449,3559.9118749,711982.37498,0.0831787972015,483636.953191,False,78.515605037,root_found,76.3619997779,root_found,12,0.00544493120339,3b595d8ef120390fb912202919de422c177bc05f933f92b1df1a1b574ea38883,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP10,SLIP040,0.726826620123,0.781737913024,0.770509105105,89199.3798724,87458.8507449,3559.9118749,1423964.74996,0.154249435608,1148242.36461,False,78.515605037,root_found,76.3619997779,root_found,12,0.00544493120339,aa7d5c37c6b5013564c7c70b68c88ed6cfdaf51508184f71d3974d3f8c58dc83,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,GROSS,0.726826620123,0.749967027498,0.737738550613,0,0,0,0,0,0,True,90.6791042471,root_found,87.5500303628,root_found,12,0.00544493120339,38c6aa009a6bdafe1735114e3b272efe9f59f321447a8a9e44fb41afb57611f5,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP000,0.726826620123,0.749967027498,0.737738550613,88889.8283131,86559.6911262,3545.03248252,0,0.0155663749416,0,True,90.6791042471,root_found,87.5500303628,root_found,12,0.00544493120339,8c55a21f6a188c471855101257ac3ec934bcb96e40ea4eae3057f8f43e0e01ad,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP005,0.726826620123,0.749967027498,0.737738550613,88889.8283131,86559.6911262,3545.03248252,177251.624126,0.0312526972243,0,True,90.6791042471,root_found,87.5500303628,root_found,12,0.00544493120339,eab6ea4bc549873721f469e184008c3159bc3b609d9eb0fa3026210cab9d13e2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP010,0.726826620123,0.749967027498,0.737738550613,88889.8283131,86559.6911262,3545.03248252,354503.248252,0.0471576288789,163364.140566,False,90.6791042471,root_found,87.5500303628,root_found,12,0.00544493120339,bf648628af2c5ae58d358d676f4732e961e49ba3cccf39ed97d09fcaaa641c63,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP020,0.726826620123,0.749967027498,0.737738550613,88889.8283131,86559.6911262,3545.03248252,709006.496505,0.0796483665113,497610.523884,False,90.6791042471,root_found,87.5500303628,root_found,12,0.00544493120339,7957a47186faddf2ee37fff9542006d9afbf3fc06a0841330c56388e786c52bf,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,0.726826620123,0.749967027498,0.737738550613,88889.8283131,86559.6911262,3545.03248252,1418012.99301,0.147544343632,1166103.29052,False,90.6791042471,root_found,87.5500303628,root_found,12,0.00544493120339,75da9447cada7f70f0476d95a8443ec20ff3944d76586ba7d08e7f2e4a0169d9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,0.726826620123,0.736613053433,0.723516637898,0,0,0,0,0,0,True,100.866108241,root_found,97.0613080899,root_found,12,0.00544493120339,737dd75c8523f39c511f26abdcad64c4021e13e30eed7a730c76ec5f6beadb53,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP000,0.726826620123,0.736613053433,0.723516637898,87568.4455415,85057.674083,3492.27687166,0,0.0152563822941,0,True,100.866108241,root_found,97.0613080899,root_found,12,0.00544493120339,ff2063e6170037465e5cc4c99a52a8e16fa33ad6e2f56657f4b5c244be54fcd2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP005,0.726826620123,0.736613053433,0.723516637898,87568.4455415,85057.674083,3492.27687166,174613.843583,0.0306375040614,0,True,100.866108241,root_found,97.0613080899,root_found,12,0.00544493120339,8a984f3f56f9a5b690e05f8a9f3f68736e76f5762f405a8e482463e91d9a2e37,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP010,0.726826620123,0.736613053433,0.723516637898,87568.4455415,85057.674083,3492.27687166,349227.687166,0.0462271828864,165369.625992,False,100.866108241,root_found,97.0613080899,root_found,12,0.00544493120339,8cbdb3b805de28f75b6b4abdb3d00232a03069e9078444149ee1ec2b98bf9976,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP020,0.726826620123,0.736613053433,0.723516637898,87568.4455415,85057.674083,3492.27687166,698455.374332,0.0780553076666,496327.146172,False,100.866108241,root_found,97.0613080899,root_found,12,0.00544493120339,6fb94f43e6f3596b492fa042424506f9b63ec21e5d00c16933108b6c26f90273,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,SLIP040,0.726826620123,0.736613053433,0.723516637898,87568.4455415,85057.674083,3492.27687166,1396910.74866,0.144482194848,1158242.18653,False,100.866108241,root_found,97.0613080899,root_found,12,0.00544493120339,4e9ba9f799d12934c33d98df84c93fdcfcb82f9d32cc275c71efce51e6c86223,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,GROSS,0.726826620123,0.71924795581,0.707194018912,0,0,0,0,0,0,True,128.079929065,root_found,122.867315938,root_found,12,0.00544493120339,0b5f62775ad4ccbd12877a9d273bc96ce632a0de8399874c06ee1c285e29bb5a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP000,0.726826620123,0.71924795581,0.707194018912,88320.39125,85710.236,3522.24674,0,0.0149294302599,0,True,128.079929065,root_found,122.867315938,root_found,12,0.00544493120339,614acfbec9108d8aaacc74f787291a1233e9221436f56c712ea431d8719f27a1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP005,0.726826620123,0.71924795581,0.707194018912,88320.39125,85710.236,3522.24674,176112.337,0.0299668110377,0,True,128.079929065,root_found,122.867315938,root_found,12,0.00544493120339,a2eba1ac6e39d20ebd26cc7568bda10d1dae7470352751640e97a7136b57cf6d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP010,0.726826620123,0.71924795581,0.707194018912,88320.39125,85710.236,3522.24674,352224.674,0.0451984036952,175605.44239,False,128.079929065,root_found,122.867315938,root_found,12,0.00544493120339,dc8ee84f9ce296b1a633c129729770e05ae9c22ec3521f9b0ef7efdb416fc0c9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP020,0.726826620123,0.71924795581,0.707194018912,88320.39125,85710.236,3522.24674,704449.348,0.0762646082718,527567.55639,False,128.079929065,root_found,122.867315938,root_found,12,0.00544493120339,3f38e201397724c4f78c27af986717f8c58df68ae8a142804a452605081b4fd8,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOPNONE,SLIP040,0.726826620123,0.71924795581,0.707194018912,88320.39125,85710.236,3522.24674,1408898.696,0.140963383842,1231491.78439,False,128.079929065,root_found,122.867315938,root_found,12,0.00544493120339,d071e03741b4e7a6a1f777e2c9ed0692d7ffcbe43db197a2cd5927023e7d6b75,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,GROSS,0.661832611833,0.84944240292,0.83548634619,0,0,0,0,0,0,True,50.4171821267,root_found,49.4453150422,root_found,6,0.00326619255978,890d7839799c25990a63aaa8ecaaa2a8da4b3014d0810bd913612fa2bc4d990c,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,SLIP000,0.661832611833,0.84944240292,0.83548634619,89002.9232844,87829.2080689,3553.99476138,0,0.0176388517592,0,True,50.4171821267,root_found,49.4453150422,root_found,6,0.00326619255978,9e47abebbcb3c41e6edbbe05e5023375029d9d3ed1a99cbf5fa44224d70552b6,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,SLIP005,0.661832611833,0.84944240292,0.83548634619,89002.9232844,87829.2080689,3553.99476138,177699.738069,0.035330675365,0,True,50.4171821267,root_found,49.4453150422,root_found,6,0.00326619255978,43a2004a2c57cacdc7c84e29bea948fe1f81ad272357189b94b633ab7b90ec82,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,SLIP010,0.661832611833,0.84944240292,0.83548634619,89002.9232844,87829.2080689,3553.99476138,355399.476138,0.0533001456493,30083.3699471,False,50.4171821267,root_found,49.4453150422,root_found,6,0.00326619255978,c779d081298eedd9fff026b879aff7d8a6e9855b83510f08a51fec74f02c7583,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,SLIP020,0.661832611833,0.84944240292,0.83548634619,89002.9232844,87829.2080689,3553.99476138,710798.952276,0.0901071987167,213997.642739,False,50.4171821267,root_found,49.4453150422,root_found,6,0.00326619255978,7971c1fac3b8a1202aeff58f771829e03a7de751d069e86fba3a79e6d86d87e8,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP05,SLIP040,0.661832611833,0.84944240292,0.83548634619,89002.9232844,87829.2080689,3553.99476138,1421597.90455,0.167464303723,914287.251823,False,50.4171821267,root_found,49.4453150422,root_found,6,0.00326619255978,f2875c5da9146c1190ce0aaa19eea068633cc337ca05261504137e1f8a475926,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,GROSS,0.661832611833,0.769202417671,0.752982264396,0,0,0,0,0,0,True,88.3788606916,root_found,85.1714258715,root_found,8,0.00326619255978,ff78ab522661a47cb2c0a3cb347851cca9fd27d79dc1b3c7da57736cdafda455,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,SLIP000,0.661832611833,0.769202417671,0.752982264396,83523.8569741,81170.3434482,3330.85515896,0,0.0158179163283,0,True,88.3788606916,root_found,85.1714258715,root_found,8,0.00326619255978,f52203b1a9890546c72bd73a3dbca61c18c065b75d988544806a0712a2fb2c82,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,SLIP005,0.661832611833,0.769202417671,0.752982264396,83523.8569741,81170.3434482,3330.85515896,166542.757948,0.03177103423,0,True,88.3788606916,root_found,85.1714258715,root_found,8,0.00326619255978,7de880901f55d131e1889a61f8fb0417dd6b3adb5b40919a34fb4a1621ec2544,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,SLIP010,0.661832611833,0.769202417671,0.752982264396,83523.8569741,81170.3434482,3330.85515896,333085.515896,0.047946816136,146025.291759,False,88.3788606916,root_found,85.1714258715,root_found,8,0.00326619255978,2cbd4daa2ee06ccdf877e8f3ef4281e44dc320d7313b0531de37cde8305dd602,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,SLIP020,0.661832611833,0.769202417671,0.752982264396,83523.8569741,81170.3434482,3330.85515896,666171.031793,0.0809914637985,439692.839419,False,88.3788606916,root_found,85.1714258715,root_found,8,0.00326619255978,731768222dd9b23933d6743855359e382f3225805ef39410dc42d294c229a4c8,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP10,SLIP040,0.661832611833,0.769202417671,0.752982264396,83523.8569741,81170.3434482,3330.85515896,1332342.06359,0.150044134625,1071447.03231,False,88.3788606916,root_found,85.1714258715,root_found,8,0.00326619255978,1b64eabcf7364a949141775cb2267f00d6f2f9b68d6f4092ec837593fda34fcf,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP15,GROSS,0.661832611833,0.719257265719,0.706183114747,0,0,0,0,0,0,True,117.664598391,root_found,113.103200867,root_found,9,0.00326619255978,3abac5e72a8ca442b5b694697e6a43b167460b4b3a483d029de1e09ffa2ff408,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D9__L000__STOP15,SLIP000,0.661832611833,0.719257265719,0.706183114747,84524.2962658,82059.4290317,3368.33428063,0,0.0148668375789,0,True,117.664598391,root_found,113.103200867,root_found,9,0.00326619255978,6cb67d179531c4e204b567c13f85e12477c4c4bba269c788957892dac95d7949,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
