split,pooling_level,pooling_key,kth_fresh_step_bucket,kth_fresh_offset_bucket,wait_return_bucket,fresh_step_count,seed_episode_count,unique_seed_episode_count,unique_instrument_count,unique_step_signal_date_count,seed_anchor_big_winner_denominator,seed_anchor_big_winner_count,seed_anchor_big_winner_rate,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_count,fresh_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_path_denominator,fresh_P_good,fresh_P_bad,wait_return_to_fresh_entry_p25,wait_return_to_fresh_entry_p50,wait_return_to_fresh_entry_p75,pct_wait_up_gt_5pct,pct_wait_up_gt_10pct,pct_wait_up_gt_20pct,sample_sufficiency_status,pooling_key_family_count,fresh_anchor_path_quality_clean_or_tradable_rate,fresh_anchor_early_failure_rate,split_denominator_share,split_stability_status
train,fresh_added_family_set,momentum_rps,2,t11_t20,up_10_20pct,4,4,4,3,2,4,1,0.25,4,1,0.25,4,1.0,0.0,4,0.0,1.0,0.16125057530625475,0.17492182425135328,0.1799258292120719,1.0,1.0,0.0,unusable,1,0.0,1.0,0.0007207207207207207,split_missing
train,fresh_added_family_set,momentum_rps,2,t11_t20,up_5_10pct,4,4,4,4,4,3,0,0.0,3,0,0.0,3,1.0,0.0,3,0.0,1.0,0.05662019525783035,0.06445373239835683,0.07464611491451317,1.0,0.0,0.0,unusable,1,0.0,0.75,0.0007207207207207207,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t21_t30,up_10_20pct,3,3,3,3,3,3,2,0.6666666666666666,3,1,0.3333333333333333,3,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.13426313762498077,0.13583136447232613,0.15053787221710813,1.0,1.0,0.0,unusable,1,0.3333333333333333,0.6666666666666666,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps,2,t21_t30,up_5_10pct,3,3,3,3,3,1,1,1.0,2,1,0.5,1,1.0,0.0,2,0.5,0.5,0.07472529373782955,0.07692305982294556,0.07839204579958692,1.0,0.0,0.0,unusable,1,0.3333333333333333,0.3333333333333333,0.0005405405405405405,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t3_t5,down_or_flat,1,1,1,1,1,0,0,,0,0,,0,,,0,,,-0.008147155341283185,-0.008147155341283185,-0.008147155341283185,0.0,0.0,0.0,unusable,1,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps,2,t3_t5,up_0_5pct,32,32,32,28,31,30,7,0.23333333333333334,30,4,0.13333333333333333,30,0.5333333333333333,0.43333333333333335,30,0.36666666666666664,0.6333333333333333,0.02042751214347427,0.02619090733025764,0.036003582439019244,0.0,0.0,0.0,too_sparse_report_only,1,0.3125,0.5,0.005765765765765766,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t3_t5,up_10_20pct,2,2,2,2,2,2,1,0.5,2,0,0.0,2,1.0,0.0,2,1.0,0.0,0.1355920900745996,0.135733158200114,0.1358742263256284,1.0,1.0,0.0,unusable,1,1.0,0.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,2,t3_t5,up_5_10pct,12,12,12,12,12,11,2,0.18181818181818182,11,2,0.18181818181818182,12,0.9166666666666666,0.08333333333333333,12,0.5,0.5,0.055240779583287436,0.059921549637834026,0.06880632387995078,1.0,0.0,0.0,too_sparse_report_only,1,0.4166666666666667,0.25,0.002162162162162162,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t6_t10,up_0_5pct,16,16,16,16,15,15,1,0.06666666666666667,15,1,0.06666666666666667,15,0.26666666666666666,0.6666666666666666,15,0.13333333333333333,0.8666666666666667,0.01732927785347743,0.03244637095279057,0.04563059099662792,0.0,0.0,0.0,too_sparse_report_only,1,0.125,0.5,0.002882882882882883,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t6_t10,up_10_20pct,3,3,3,3,3,3,0,0.0,3,0,0.0,3,1.0,0.0,3,0.0,1.0,0.12004026331504714,0.13309357114586295,0.13577756213965697,1.0,1.0,0.0,unusable,1,0.0,1.0,0.0005405405405405405,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t6_t10,up_5_10pct,20,20,20,19,20,13,3,0.23076923076923078,13,2,0.15384615384615385,16,0.75,0.25,16,0.25,0.75,0.06067918279591433,0.06850578135389529,0.07198557810224016,1.0,0.0,0.0,too_sparse_report_only,1,0.15,0.6,0.0036036036036036037,denominator_thin
train,fresh_added_family_set,momentum_rps,2,t6_t10,up_gt_20pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.5,0.5,0.23557280204788195,0.25261166268843216,0.26965052332898237,1.0,1.0,1.0,unusable,1,0.0,0.5,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,3,t11_t20,up_0_5pct,9,9,9,9,9,7,0,0.0,7,1,0.14285714285714285,7,0.2857142857142857,0.42857142857142855,7,0.0,1.0,0.03491268291638816,0.03679655422185646,0.04411755277565299,0.0,0.0,0.0,unusable,1,0.0,0.4444444444444444,0.0016216216216216215,denominator_thin
train,fresh_added_family_set,momentum_rps,3,t11_t20,up_10_20pct,4,4,4,4,4,2,1,0.5,2,0,0.0,3,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.14269920776207223,0.15003684316608024,0.157261189948669,1.0,1.0,0.0,unusable,1,0.0,0.5,0.0007207207207207207,denominator_thin
train,fresh_added_family_set,momentum_rps,3,t11_t20,up_5_10pct,16,16,16,14,16,14,1,0.07142857142857142,14,1,0.07142857142857142,15,0.8,0.06666666666666667,15,0.26666666666666666,0.7333333333333333,0.06064259374371406,0.0724062319762262,0.08705659170060448,1.0,0.0,0.0,too_sparse_report_only,1,0.25,0.4375,0.002882882882882883,denominator_thin
train,fresh_added_family_set,momentum_rps,3,t21_t30,up_0_5pct,4,4,4,4,4,4,1,0.25,4,0,0.0,4,1.0,0.0,4,0.75,0.25,0.02233849813628125,0.03855917820157073,0.04834416322614654,0.0,0.0,0.0,unusable,1,0.5,0.25,0.0007207207207207207,denominator_thin
train,fresh_added_family_set,momentum_rps,3,t21_t30,up_10_20pct,9,9,9,9,9,9,0,0.0,9,0,0.0,9,1.0,0.0,9,0.5555555555555556,0.4444444444444444,0.10837992041347899,0.12949887611804356,0.16907515366973036,1.0,1.0,0.0,unusable,1,0.4444444444444444,0.2222222222222222,0.0016216216216216215,split_missing
train,fresh_added_family_set,momentum_rps,3,t21_t30,up_5_10pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,1.0,0.0,2,1.0,0.0,0.06735680737020133,0.0743321874273104,0.08130756748441947,1.0,0.0,0.0,unusable,1,1.0,0.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,3,t21_t30,up_gt_20pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.2192640835852253,0.23073592017127353,0.24220775675732176,1.0,1.0,1.0,unusable,1,0.0,1.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,3,t3_t5,up_10_20pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,1.0,0.0,2,0.0,1.0,0.13325509975724908,0.1495511563862978,0.1658472130153465,1.0,1.0,0.0,unusable,1,0.0,1.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,3,t6_t10,down_or_flat,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,0.0,1,1.0,0.0,-0.040515668395036175,-0.040515668395036175,-0.040515668395036175,0.0,0.0,0.0,unusable,1,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps,3,t6_t10,up_0_5pct,12,12,12,11,12,9,1,0.1111111111111111,9,1,0.1111111111111111,9,0.3333333333333333,0.6666666666666666,9,0.2222222222222222,0.7777777777777778,0.035636147271110974,0.03905096450109402,0.04192357877048297,0.0,0.0,0.0,too_sparse_report_only,1,0.16666666666666666,0.5,0.002162162162162162,denominator_thin
train,fresh_added_family_set,momentum_rps,3,t6_t10,up_10_20pct,7,7,7,7,7,4,3,0.75,4,1,0.25,4,1.0,0.0,4,0.75,0.25,0.12225918157358884,0.1503597273342141,0.17272392541230308,1.0,1.0,0.0,unusable,1,0.42857142857142855,0.42857142857142855,0.0012612612612612612,split_missing
train,fresh_added_family_set,momentum_rps,3,t6_t10,up_5_10pct,17,17,17,16,17,15,1,0.06666666666666667,15,0,0.0,15,0.8666666666666667,0.13333333333333333,15,0.3333333333333333,0.6666666666666666,0.0627340877480358,0.06974986498651603,0.08249998092651367,1.0,0.0,0.0,too_sparse_report_only,1,0.11764705882352941,0.4117647058823529,0.003063063063063063,denominator_thin
train,fresh_added_family_set,momentum_rps,3,t6_t10,up_gt_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.21874998253770128,0.21874998253770128,0.21874998253770128,1.0,1.0,1.0,unusable,1,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps,4plus,t11_t20,up_0_5pct,5,5,5,5,5,4,0,0.0,4,0,0.0,4,0.5,0.25,4,0.5,0.5,0.03758268379679164,0.04650150735249281,0.04813663664986656,0.0,0.0,0.0,unusable,1,0.4,0.2,0.0009009009009009009,denominator_thin
train,fresh_added_family_set,momentum_rps,4plus,t11_t20,up_10_20pct,8,8,8,7,8,8,1,0.125,8,1,0.125,8,1.0,0.0,8,0.375,0.5,0.11485044825623414,0.1200135485258701,0.13412669020897522,1.0,1.0,0.0,unusable,1,0.125,0.5,0.0014414414414414415,denominator_thin
train,fresh_added_family_set,momentum_rps,4plus,t11_t20,up_5_10pct,7,7,7,7,7,6,1,0.16666666666666666,6,0,0.0,6,0.3333333333333333,0.6666666666666666,6,0.0,1.0,0.06747130225509235,0.07477004857142155,0.08401953245750948,1.0,0.0,0.0,unusable,1,0.0,0.8571428571428571,0.0012612612612612612,denominator_thin
train,fresh_added_family_set,momentum_rps,4plus,t11_t20,up_gt_20pct,2,2,2,2,2,2,1,0.5,2,0,0.0,2,1.0,0.0,2,0.5,0.5,0.25491773159416437,0.25902113169967167,0.263124531805179,1.0,1.0,1.0,unusable,1,0.0,0.5,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,4plus,t21_t30,up_0_5pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,0.0,1.0,2,0.0,1.0,0.007710054201091887,0.012558812491086369,0.01740757078108085,0.0,0.0,0.0,unusable,1,0.0,0.5,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,4plus,t21_t30,up_10_20pct,6,6,6,6,6,1,0,0.0,2,0,0.0,1,1.0,0.0,2,0.5,0.5,0.11801057891331168,0.13598367146216306,0.16321654176899753,1.0,1.0,0.0,unusable,1,0.16666666666666666,0.16666666666666666,0.001081081081081081,denominator_thin
train,fresh_added_family_set,momentum_rps,4plus,t21_t30,up_5_10pct,5,5,5,5,5,4,0,0.0,4,0,0.0,4,1.0,0.0,4,0.5,0.5,0.054711267125918006,0.0632411413596965,0.09235882562835251,1.0,0.0,0.0,unusable,1,0.4,0.2,0.0009009009009009009,denominator_thin
train,fresh_added_family_set,momentum_rps,4plus,t21_t30,up_gt_20pct,5,5,5,5,4,5,1,0.2,5,0,0.0,5,1.0,0.0,5,0.4,0.6,0.2225870494488813,0.2464588875420779,0.2522727973861809,1.0,1.0,1.0,unusable,1,0.4,0.6,0.0009009009009009009,split_missing
train,fresh_added_family_set,momentum_rps,4plus,t6_t10,up_10_20pct,2,2,2,2,2,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.1252253629990045,0.12996881789870007,0.13471227279839565,1.0,1.0,0.0,unusable,1,0.0,1.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps,4plus,t6_t10,up_5_10pct,3,3,3,3,3,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.053747846314129766,0.05663426025945695,0.06365137357797324,1.0,0.0,0.0,unusable,1,0.0,0.0,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,1,t11_t20,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.050338863659653565,0.050338863659653565,0.050338863659653565,1.0,0.0,0.0,unusable,2,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,1,t3_t5,up_0_5pct,3,3,3,3,3,3,0,0.0,3,0,0.0,3,0.3333333333333333,0.6666666666666666,3,0.3333333333333333,0.6666666666666666,0.0316241080398495,0.03635507302497554,0.04207243362561186,0.0,0.0,0.0,unusable,2,0.3333333333333333,0.3333333333333333,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,1,t3_t5,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.16977928252864816,0.16977928252864816,0.16977928252864816,1.0,1.0,0.0,unusable,2,0.0,1.0,0.00018018018018018018,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator,1,t3_t5,up_5_10pct,2,2,2,2,2,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.064190328734955,0.07059415890149556,0.07699798906803612,1.0,0.0,0.0,unusable,2,0.0,1.0,0.00036036036036036037,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator,1,t6_t10,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.05361010477553774,0.05361010477553774,0.05361010477553774,1.0,0.0,0.0,unusable,2,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t11_t20,up_0_5pct,3,3,3,3,3,2,1,0.5,2,0,0.0,2,1.0,0.0,2,0.5,0.5,0.030097071680778353,0.032956721774136,0.03831435729778476,0.0,0.0,0.0,unusable,2,0.3333333333333333,0.3333333333333333,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t11_t20,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.10279525464049843,0.10279525464049843,0.10279525464049843,1.0,1.0,0.0,unusable,2,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t3_t5,up_0_5pct,3,3,3,3,3,3,1,0.3333333333333333,3,1,0.3333333333333333,3,0.6666666666666666,0.3333333333333333,3,0.0,1.0,0.037717351651710085,0.04345605340888348,0.04473796994539958,0.0,0.0,0.0,unusable,2,0.0,1.0,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t3_t5,up_10_20pct,1,1,1,1,1,1,1,1.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.19164762409605518,0.19164762409605518,0.19164762409605518,1.0,1.0,0.0,unusable,2,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t3_t5,up_5_10pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,1.0,0.0,2,1.0,0.0,0.07739021834130072,0.0794768477939033,0.08156347724650587,1.0,0.0,0.0,unusable,2,0.0,0.0,0.00036036036036036037,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator,2,t6_t10,up_0_5pct,3,3,3,3,3,3,0,0.0,3,0,0.0,3,0.3333333333333333,0.6666666666666666,3,0.0,1.0,0.033226842235140386,0.034195564822094404,0.039216498097090824,0.0,0.0,0.0,unusable,2,0.0,1.0,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t6_t10,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.114295807362919,0.114295807362919,0.114295807362919,1.0,1.0,0.0,unusable,2,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,2,t6_t10,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.09111107720269107,0.09111107720269107,0.09111107720269107,1.0,0.0,0.0,unusable,2,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,3,t11_t20,up_10_20pct,2,2,2,2,1,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.12941326888733146,0.13455472134085456,0.13969617379437765,1.0,1.0,0.0,unusable,2,0.0,1.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,3,t11_t20,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.09848484095901,0.09848484095901,0.09848484095901,1.0,0.0,0.0,unusable,2,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,3,t6_t10,up_10_20pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.12027687605213166,0.12708321285743196,0.13388954966273225,1.0,1.0,0.0,unusable,2,0.0,0.5,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,4plus,t11_t20,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.11837457497464166,0.11837457497464166,0.11837457497464166,1.0,1.0,0.0,unusable,2,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,4plus,t11_t20,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.06021896397034099,0.06021896397034099,0.06021896397034099,1.0,0.0,0.0,unusable,2,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator,4plus,t21_t30,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.07705780285130248,0.07705780285130248,0.07705780285130248,1.0,0.0,0.0,unusable,2,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,1,t11_t20,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.023489921226321098,0.023489921226321098,0.023489921226321098,0.0,0.0,0.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,1,t3_t5,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.03302960941604627,0.03302960941604627,0.03302960941604627,0.0,0.0,0.0,unusable,3,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,1,t3_t5,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.16585891084125914,0.16585891084125914,0.16585891084125914,1.0,1.0,0.0,unusable,3,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,1,t3_t5,up_5_10pct,1,1,1,1,1,0,0,,0,0,,0,,,0,,,0.07329839396587379,0.07329839396587379,0.07329839396587379,1.0,0.0,0.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,1,t6_t10,up_5_10pct,4,4,4,4,4,4,1,0.25,4,1,0.25,4,0.75,0.25,4,0.0,1.0,0.06294936472588847,0.07276754420302389,0.08574738942312826,1.0,0.0,0.0,unusable,3,0.0,0.75,0.0007207207207207207,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t11_t20,up_0_5pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,0.5,0.5,2,0.5,0.5,0.03440431346511008,0.03467206555615543,0.03493981764720078,0.0,0.0,0.0,unusable,3,0.5,0.5,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t11_t20,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.17490496254416832,0.17490496254416832,0.17490496254416832,1.0,1.0,0.0,unusable,3,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t11_t20,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.08276334115037542,0.08276334115037542,0.08276334115037542,1.0,0.0,0.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t11_t20,up_gt_20pct,1,1,1,1,1,0,0,,0,0,,0,,,0,,,0.20621926751414654,0.20621926751414654,0.20621926751414654,1.0,1.0,1.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t3_t5,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.04883227541628088,0.04883227541628088,0.04883227541628088,0.0,0.0,0.0,unusable,3,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t3_t5,up_10_20pct,2,2,2,2,2,1,1,1.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.10683820236587221,0.10819116757063585,0.10954413277539948,1.0,1.0,0.0,unusable,3,0.0,0.5,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t3_t5,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.07629426854740595,0.07629426854740595,0.07629426854740595,1.0,0.0,0.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t6_t10,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.0333817160421519,0.0333817160421519,0.0333817160421519,0.0,0.0,0.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend,2,t6_t10,up_5_10pct,1,1,1,1,1,1,1,1.0,1,1,1.0,1,1.0,0.0,1,1.0,0.0,0.05860466180845747,0.05860466180845747,0.05860466180845747,1.0,0.0,0.0,unusable,3,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,1,t11_t20,up_0_5pct,1,1,1,1,1,0,0,,0,0,,1,1.0,0.0,1,1.0,0.0,0.024748622372122275,0.024748622372122275,0.024748622372122275,0.0,0.0,0.0,unusable,4,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,1,t3_t5,up_0_5pct,10,10,10,9,9,10,1,0.1,10,1,0.1,10,0.7,0.3,10,0.3,0.6,0.03752414984124486,0.04199994223633141,0.04492327424338627,0.0,0.0,0.0,too_sparse_report_only,4,0.3,0.5,0.0018018018018018018,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,1,t3_t5,up_5_10pct,9,9,9,9,9,8,3,0.375,8,3,0.375,8,0.875,0.125,8,0.375,0.625,0.062346983683888135,0.07571557271119067,0.08147511335310909,1.0,0.0,0.0,unusable,4,0.3333333333333333,0.5555555555555556,0.0016216216216216215,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,1,t3_t5,up_gt_20pct,1,1,1,1,1,1,1,1.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.2633744234170601,0.2633744234170601,0.2633744234170601,1.0,1.0,1.0,unusable,4,1.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,1,t6_t10,up_0_5pct,1,1,1,1,1,0,0,,0,0,,0,,,0,,,0.047872349676721715,0.047872349676721715,0.047872349676721715,0.0,0.0,0.0,unusable,4,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,1,t6_t10,up_5_10pct,4,4,4,4,3,3,1,0.3333333333333333,3,1,0.3333333333333333,3,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.07664234734210057,0.0807697243424006,0.08540611135922277,1.0,0.0,0.0,unusable,4,0.25,0.25,0.0007207207207207207,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,2,t11_t20,up_10_20pct,2,2,2,2,2,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.10530722921955821,0.10905192885022152,0.11279662848088484,1.0,1.0,0.0,unusable,4,0.0,0.0,0.00036036036036036037,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,2,t11_t20,up_5_10pct,3,3,3,3,3,3,0,0.0,3,0,0.0,3,0.6666666666666666,0.3333333333333333,3,0.0,1.0,0.07304377932801798,0.08417266966930037,0.08988993903367581,1.0,0.0,0.0,unusable,4,0.0,1.0,0.0005405405405405405,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,2,t3_t5,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.06996057784905285,0.06996057784905285,0.06996057784905285,1.0,0.0,0.0,unusable,4,1.0,0.0,0.00018018018018018018,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,2,t6_t10,up_0_5pct,3,3,3,3,3,3,0,0.0,3,0,0.0,3,0.0,0.6666666666666666,3,0.0,1.0,0.04225359293758646,0.04769736274540248,0.04819934680826099,0.0,0.0,0.0,unusable,4,0.0,1.0,0.0005405405405405405,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,2,t6_t10,up_5_10pct,4,4,4,4,4,4,0,0.0,4,1,0.25,4,0.5,0.5,4,0.0,1.0,0.05282329400727592,0.05604331664460971,0.0611879798530498,1.0,0.0,0.0,unusable,4,0.0,0.5,0.0007207207207207207,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown,3,t6_t10,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.08209692897050447,0.08209692897050447,0.08209692897050447,1.0,0.0,0.0,unusable,4,0.0,0.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,1,t3_t5,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.03220032619414015,0.03220032619414015,0.03220032619414015,0.0,0.0,0.0,unusable,5,0.0,1.0,0.00018018018018018018,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,1,t3_t5,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.12236825560129883,0.12236825560129883,0.12236825560129883,1.0,1.0,0.0,unusable,5,0.0,1.0,0.00018018018018018018,split_missing
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,1,t3_t5,up_5_10pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,1.0,0.0,2,0.0,1.0,0.05548502345544154,0.05949609132256162,0.0635071591896817,1.0,0.0,0.0,unusable,5,0.0,1.0,0.00036036036036036037,denominator_thin
train,fresh_added_family_set,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,1,t6_t10,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.06832922151443688,0.06832922151443688,0.06832922151443688,1.0,0.0,0.0,unusable,5,0.0,1.0,0.00018018018018018018,split_missing
