split,seed_episode_id,instrument_id,step_signal_date,step_offset,added_family_set,added_family_count,matched_path_row_count,matched_precision_row_count,matched_precision_condition_group_count,precision_condition_group_uniqueness_status,precision_label_fields_consistent,fresh_signal_close_price_consistent,fresh_entry_date_consistent,fresh_entry_price_consistent,fresh_path_fields_consistent,reconciliation_status,failure_reason
robustness,3a175bffbc51d9ea,SZ000977,2025-04-30,7,oscillator|price_trend|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3a175bffbc51d9ea,SZ000977,2025-05-06,8,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3a175bffbc51d9ea,SZ000977,2025-06-06,30,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3a241cc2e643d300,SH600522,2022-02-07,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3a241cc2e643d300,SH600522,2022-02-16,10,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3a2d3c9adb4c429a,SH601857,2019-09-09,3,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3a2d3c9adb4c429a,SH601857,2019-09-16,7,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3a3a14ab0d55953e,SZ001289,2024-09-27,3,oscillator|pullback_drawdown|volatility_band|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,3a3a14ab0d55953e,SZ001289,2024-10-24,17,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3a3f7fc22d567bc9,SH600989,2024-06-28,6,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3a48a2a96e0696f1,SH601136,2024-09-27,3,momentum_rps|oscillator|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
train,3a4d3c02fdcdbbdb,SH601989,2018-12-03,30,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3a50402c4ad4e483,SH601988,2018-01-24,4,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3a55ec6ccf8a85d9,SZ000066,2025-08-26,10,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3a5c751ea91b8913,SH601225,2025-07-24,3,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3a5c751ea91b8913,SH601225,2025-08-06,12,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3a5c751ea91b8913,SH601225,2025-08-07,13,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3a64dcab60f74b03,SH600085,2022-05-11,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3a64dcab60f74b03,SH600085,2022-05-12,4,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3a64dcab60f74b03,SH600085,2022-05-26,14,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3a7017fe1a38f539,SH601939,2022-12-16,9,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3a72c26a647af89b,SH601229,2021-01-11,30,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3a7c595f340889cc,SH603799,2022-06-01,15,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3a8660613a0ed935,SH600031,2020-08-25,3,oscillator|price_trend|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
train,3a8660613a0ed935,SH600031,2020-09-17,20,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3a887465de6ec938,SH601998,2020-07-01,3,pullback_drawdown|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,3a887465de6ec938,SH601998,2020-07-02,4,momentum_rps|oscillator|price_trend,3,3,3,3,unique,True,True,True,True,True,passed,
train,3a887465de6ec938,SH601998,2020-07-06,6,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3aa320fdacf0cd11,SH601238,2021-05-14,4,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
train,3aa320fdacf0cd11,SH601238,2021-06-11,24,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3aa320fdacf0cd11,SH601238,2021-06-22,30,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3aaded07985c748c,SH601138,2020-06-04,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3aaded07985c748c,SH601138,2020-06-24,17,momentum_rps|oscillator|price_trend|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,3aaf0d86f9aba82a,SH600547,2025-08-07,3,momentum_rps|price_trend|pullback_drawdown|range_breakout,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,3aaf0d86f9aba82a,SH600547,2025-09-01,20,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3ab81f3824c0084e,SH601018,2024-05-28,13,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3ab938fd25f82744,SH601077,2025-01-27,7,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3ad3866a9c6800a4,SH600362,2023-01-09,7,oscillator|price_trend|range_breakout|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
validation,3ad3866a9c6800a4,SH600362,2023-01-10,8,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3ad3866a9c6800a4,SH600362,2023-01-11,9,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3ad4ea3aecf7d981,SZ000157,2022-12-05,4,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3ad84f0364cee346,SH601211,2022-08-11,10,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3ad84f0364cee346,SH601211,2022-09-06,28,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3adfb395b0d03603,SH600036,2019-10-11,6,oscillator|price_trend|range_breakout|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
train,3adfb395b0d03603,SH600036,2019-10-14,7,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3adfb395b0d03603,SH600036,2019-10-17,10,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,3ae2c8b8740f7848,SZ000166,2018-10-25,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,3ae2c8b8740f7848,SZ000166,2018-11-16,19,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3af0edd2d7969528,SH600036,2021-08-12,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,3af0edd2d7969528,SH600036,2021-08-18,7,volatility_band|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3af5b8c2ae02d313,SH601601,2024-07-15,10,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3af5b8c2ae02d313,SH601601,2024-07-17,12,momentum_rps|price_trend|pullback_drawdown|volatility_band|volume_money,5,5,5,5,unique,True,True,True,True,True,passed,
train,3af6abfe96b8df13,SH600745,2020-01-21,7,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3afd72c4043bf81e,SH601888,2025-02-14,5,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3afd72c4043bf81e,SH601888,2025-03-14,25,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,3b075838db607395,SZ002475,2020-04-03,3,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b075838db607395,SZ002475,2020-04-07,4,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b075838db607395,SZ002475,2020-04-28,19,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
train,3b075838db607395,SZ002475,2020-04-29,20,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b086d23237f745c,SH600763,2020-09-30,5,oscillator|price_trend|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
train,3b0edcb67d7933d4,SZ000157,2019-12-25,6,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b0edcb67d7933d4,SZ000157,2019-12-31,10,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b0edcb67d7933d4,SZ000157,2020-01-02,11,price_trend|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
validation,3b33294945c8252d,SH601808,2022-02-10,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3b33294945c8252d,SH601808,2022-02-28,15,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3b3d34c52a7c9b5f,SZ001965,2023-11-23,3,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3b3d34c52a7c9b5f,SZ001965,2023-12-11,15,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b3f5e17a6c376ee,SZ000860,2021-01-04,12,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b3f5e17a6c376ee,SZ000860,2021-01-05,13,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b455d59e19c25da,SH600000,2020-03-05,13,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b585631b9abf307,SH601155,2020-07-06,3,momentum_rps|oscillator,2,2,2,2,unique,True,True,True,True,True,passed,
train,3b67342bae674fb1,SH600346,2020-11-06,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b67342bae674fb1,SH600346,2020-11-09,4,oscillator|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
train,3b6a5c5b05589d4f,SH600036,2020-08-07,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b6a5c5b05589d4f,SH600036,2020-08-10,4,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b6a5c5b05589d4f,SH600036,2020-08-11,5,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b6a5c5b05589d4f,SH600036,2020-08-17,9,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b6a5c5b05589d4f,SH600036,2020-08-28,18,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3b7cbdec03064d73,SH601009,2025-05-22,10,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3b7cbdec03064d73,SH601009,2025-05-27,13,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3b7cbdec03064d73,SH601009,2025-05-28,14,momentum_rps|price_trend|pullback_drawdown|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,3b7dc3e8d6972ac1,SH601009,2025-07-04,8,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3b7dc3e8d6972ac1,SH601009,2025-08-05,30,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3b876748c95244eb,SH601006,2021-12-21,11,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3b8bed378d9a515b,SH603198,2024-03-11,13,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3ba539ff4cd50e11,SZ000568,2025-07-14,3,momentum_rps|pullback_drawdown|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3ba539ff4cd50e11,SZ000568,2025-07-18,7,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3ba539ff4cd50e11,SZ000568,2025-08-12,24,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3ba61df8ae6eb76d,SH600893,2018-07-04,3,price_trend|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,3ba61df8ae6eb76d,SH600893,2018-07-09,6,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3ba61df8ae6eb76d,SH600893,2018-07-20,15,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3ba61df8ae6eb76d,SH600893,2018-07-23,16,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3ba76e8df096283e,SZ002050,2021-05-28,3,momentum_rps|oscillator|pullback_drawdown|range_breakout,4,4,4,4,unique,True,True,True,True,True,passed,
validation,3ba9079e993377fe,SZ002812,2022-12-09,3,pullback_drawdown|range_breakout,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3ba9079e993377fe,SZ002812,2022-12-12,4,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3baf2ba06acf3c66,SH601238,2025-07-16,3,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3baf2ba06acf3c66,SH601238,2025-08-20,28,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3bb4c9ffde202ac4,SH600028,2022-05-17,9,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3bb4c9ffde202ac4,SH600028,2022-05-26,16,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3bb4c9ffde202ac4,SH600028,2022-05-27,17,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3bb58d19757e1752,SH600837,2020-06-19,8,price_trend|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
train,3bb58d19757e1752,SH600837,2020-06-22,9,momentum_rps|oscillator|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
train,3bbb768c9db74efa,SZ000858,2019-01-18,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3bc76a67497ec9af,SH601006,2020-04-10,3,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3bc76a67497ec9af,SH601006,2020-04-29,16,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,3bc76a67497ec9af,SH601006,2020-04-30,17,oscillator|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3bcc0597bcdf46cb,SH600183,2025-04-28,4,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3bcc0597bcdf46cb,SH600183,2025-05-06,7,momentum_rps|oscillator|price_trend|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,3bcc0597bcdf46cb,SH600183,2025-05-14,13,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3bcd3da39e036c7c,SZ002001,2025-07-22,13,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3bd556f3c4ebb1d7,SH601186,2025-02-07,3,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3bdc1f42bf00c9d0,SH601933,2021-05-26,3,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3bf63b5dd0b1940b,SZ000651,2024-04-03,3,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3c003467c186cfdb,SZ002415,2022-11-17,3,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3c003467c186cfdb,SZ002415,2022-11-18,4,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3c003467c186cfdb,SZ002415,2022-12-05,15,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3c026f0d2f0b0fa6,SH600015,2023-03-03,3,oscillator|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
validation,3c036e28e065a234,SH603501,2023-05-19,3,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
validation,3c036e28e065a234,SH603501,2023-05-31,11,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3c036e28e065a234,SH603501,2023-06-19,24,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3c4c2bec5752191c,SH601066,2021-05-19,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3c4c2bec5752191c,SH601066,2021-05-25,7,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3c5bf5e472eabedf,SH601991,2023-03-17,10,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3c5bf5e472eabedf,SH601991,2023-04-14,29,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3c5bf5e472eabedf,SH601991,2023-04-17,30,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3c5d50d078afeade,SH600438,2020-01-07,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3c5e2110526fb715,SZ000708,2024-04-16,8,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3c5e2110526fb715,SZ000708,2024-04-17,9,momentum_rps|price_trend|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3c5e2110526fb715,SZ000708,2024-04-18,10,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3c6c76aca4b715ab,SH601211,2021-04-29,26,momentum_rps|price_trend|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
train,3c6c76aca4b715ab,SH601211,2021-04-30,27,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3c9517f3a5129397,SH600039,2024-06-04,3,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,3c9517f3a5129397,SH600039,2024-06-12,8,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3c9fdc89eea8df98,SZ000333,2017-10-11,3,momentum_rps|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
train,3c9fdc89eea8df98,SZ000333,2017-10-18,8,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3c9fdc89eea8df98,SZ000333,2017-10-25,13,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3caf471c1cdc2d48,SZ000999,2024-09-04,3,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3cb6f9aeaaeab388,SH601006,2019-01-29,4,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
train,3cb6f9aeaaeab388,SH601006,2019-02-19,14,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3cebf5bfe21338ca,SH600754,2022-07-20,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,3cf1faa7be43bf64,SH600104,2018-05-08,4,pullback_drawdown|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
train,3cf1faa7be43bf64,SH600104,2018-05-11,7,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d0949d908f52873,SH600989,2021-01-13,3,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d0949d908f52873,SH600989,2021-01-25,11,oscillator|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3d0f4804a221c649,SH600741,2025-07-08,10,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,3d11e02e3f1ced64,SH601238,2017-10-10,5,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d11e02e3f1ced64,SH601238,2017-10-16,9,momentum_rps|oscillator|price_trend|pullback_drawdown,4,4,4,4,unique,True,True,True,True,True,passed,
train,3d1c09d48608f789,SH601988,2021-02-05,16,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d1c09d48608f789,SH601988,2021-02-19,21,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3d1fbb764ef9be43,SZ000301,2022-08-12,3,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d2022f21f07ad24,SH601018,2019-07-01,7,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3d34f7895cd919cb,SZ000338,2023-10-16,10,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,5,5,5,unique,True,True,True,True,True,passed,
train,3d3c38c539acb50d,SZ002271,2021-05-25,4,momentum_rps|range_breakout|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
train,3d3c38c539acb50d,SZ002271,2021-05-31,8,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,3d3c38c539acb50d,SZ002271,2021-06-01,9,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d3fd35b0b17a2cc,SH601881,2020-12-01,5,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d3fd35b0b17a2cc,SH601881,2020-12-02,6,momentum_rps|oscillator|price_trend|pullback_drawdown,4,4,4,4,unique,True,True,True,True,True,passed,
train,3d422c30a751eb7a,SH600010,2019-09-04,11,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d422c30a751eb7a,SH600010,2019-09-05,12,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d4d949ce74c658e,SH601229,2018-09-20,12,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d4d949ce74c658e,SH601229,2018-09-21,13,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3d500f213cecd96f,SH600036,2024-12-12,4,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3d500f213cecd96f,SH600036,2024-12-25,13,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d5f120957b064db,SH601818,2019-01-25,5,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d5f120957b064db,SH601818,2019-01-31,9,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
train,3d5f120957b064db,SH601818,2019-02-25,21,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3d5fe77609008e8f,SH600019,2025-07-07,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,3d61f15c9e294d6d,SH600660,2017-10-09,4,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d61f15c9e294d6d,SH600660,2017-10-26,17,momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,5,5,5,5,unique,True,True,True,True,True,passed,
validation,3d6d21cd6e1a35d3,SH601995,2022-03-18,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d82c807c8ac2087,SH601939,2020-05-21,13,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d85a661f5fc1572,SH600196,2019-12-19,4,momentum_rps|oscillator|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
train,3d85a661f5fc1572,SH600196,2019-12-31,12,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3d85a661f5fc1572,SH600196,2020-01-21,26,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3d98332c2c9a2277,SZ000938,2024-09-27,3,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3d98332c2c9a2277,SZ000938,2024-10-08,5,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3da2a1c18d9bc81f,SZ000001,2022-06-30,11,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3db13a532050bd22,SZ002236,2024-12-11,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3db836be530aa26f,SH601059,2025-03-06,11,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3dc063b5ff18b371,SZ002142,2023-04-13,3,momentum_rps|oscillator|pullback_drawdown|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
validation,3dc063b5ff18b371,SZ002142,2023-04-14,4,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,3dc55850cbf4e291,SH600031,2020-11-27,3,volatility_band|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
train,3dc55850cbf4e291,SH600031,2020-12-24,22,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3dd2e5d0e5f69bc6,SH601838,2024-04-17,7,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3dd2e5d0e5f69bc6,SH601838,2024-04-18,8,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3dd2e5d0e5f69bc6,SH601838,2024-04-22,10,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3dd2e5d0e5f69bc6,SH601838,2024-05-13,22,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3de04aabdaa3bda0,SH600039,2025-02-24,15,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3de04aabdaa3bda0,SH600039,2025-02-27,18,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3de04aabdaa3bda0,SH600039,2025-02-28,19,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3de04aabdaa3bda0,SH600039,2025-03-12,27,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3df7a86794c49cb2,SH601869,2025-09-01,4,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3dfd963b847357c3,SH600406,2025-12-12,5,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3e00e3030221a6d1,SH603392,2022-06-30,4,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3e00e3030221a6d1,SH603392,2022-07-04,6,momentum_rps|oscillator|price_trend|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
validation,3e08a2ac29a01ed3,SH601989,2023-06-27,4,momentum_rps|pullback_drawdown|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3e10084ab076cb6c,SH600019,2024-01-30,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3e10084ab076cb6c,SH600019,2024-02-19,11,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3e10084ab076cb6c,SH600019,2024-03-07,24,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3e11472dbfa2d645,SH600019,2018-01-18,10,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,3e11472dbfa2d645,SH600019,2018-01-19,11,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,3e11472dbfa2d645,SH600019,2018-01-25,15,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,3e11472dbfa2d645,SH600019,2018-01-29,17,momentum_rps|oscillator,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3e327786a5b973cb,SH600741,2025-12-12,6,range_breakout|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,3e3725b6edb1c848,SH600989,2023-02-01,13,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,3e3725b6edb1c848,SH600989,2023-02-09,19,oscillator|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
validation,3e3725b6edb1c848,SH600989,2023-02-10,20,momentum_rps|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3e52c03937c37c7e,SH601816,2024-09-30,3,price_trend|pullback_drawdown|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3e60db25ca16cb34,SZ000617,2024-09-24,3,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,5,5,5,unique,True,True,True,True,True,passed,
train,3e6a7914c134b829,SZ002410,2021-12-13,3,momentum_rps|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,3e6c570fc794b4e3,SZ002475,2025-06-17,6,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,3e6c570fc794b4e3,SZ002475,2025-06-30,15,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,3e6c570fc794b4e3,SZ002475,2025-07-03,18,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
