split,kth_fresh_step_bucket,kth_fresh_offset_bucket,wait_return_bucket,added_family_count_bucket,fresh_step_count,seed_episode_count,unique_seed_episode_count,unique_instrument_count,unique_step_signal_date_count,seed_anchor_big_winner_denominator,seed_anchor_big_winner_count,seed_anchor_big_winner_rate,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_count,fresh_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_path_denominator,fresh_P_good,fresh_P_bad,wait_return_to_fresh_entry_p25,wait_return_to_fresh_entry_p50,wait_return_to_fresh_entry_p75,pct_wait_up_gt_5pct,pct_wait_up_gt_10pct,pct_wait_up_gt_20pct,sample_sufficiency_status,fresh_close_return_t20_p50,fresh_close_return_t60_p50,fresh_close_return_t120_p50,fresh_max_gain_120d_p50,fresh_max_drawdown_120d_p50,fresh_early_failure_rate,fresh_hit_plus10_before_minus5_rate,fresh_path_quality_clean_or_tradable_rate
train,1,t11_t20,down_or_flat,1,56,56,56,35,46,48,2,0.041666666666666664,51,2,0.0392156862745098,49,0.32653061224489793,0.5510204081632653,52,0.36538461538461536,0.5192307692307693,-0.013057979693337968,-0.006434481869713071,-0.0028901706222559387,0.0,0.0,0.0,thin_report_only,0.0035119013299072504,-0.0031933424095459996,-0.0339214481891066,0.12107142841532165,-0.1896180627817591,0.17857142857142858,0.3392857142857143,0.2857142857142857
train,1,t11_t20,down_or_flat,2plus,9,9,9,9,8,7,0,0.0,7,0,0.0,8,0.25,0.625,8,0.25,0.625,-0.00772200061362871,-0.005292858776381304,-0.002557542261826362,0.0,0.0,0.0,unusable,-0.0038910469739347,-0.06854778501345554,-0.0544746576350861,0.0783965605748271,-0.2151898886985145,0.1111111111111111,0.2222222222222222,0.1111111111111111
train,1,t11_t20,up_0_5pct,1,93,93,93,64,75,79,3,0.0379746835443038,81,2,0.024691358024691357,82,0.5121951219512195,0.4024390243902439,84,0.40476190476190477,0.5238095238095238,0.008695644061371466,0.013333320617675781,0.023831368700111044,0.0,0.0,0.0,thin_report_only,0.0131147417961925,-0.0268987455184287,-0.02716525220933095,0.1302325390557337,-0.1904411823485547,0.20430107526881722,0.3978494623655914,0.27956989247311825
train,1,t11_t20,up_0_5pct,2plus,64,64,64,47,51,43,3,0.06976744186046512,46,3,0.06521739130434782,45,0.5111111111111111,0.4222222222222222,49,0.3877551020408163,0.5306122448979592,0.012225751484420455,0.019699645459421822,0.03144075141358593,0.0,0.0,0.0,thin_report_only,0.0129589506039971,-0.0335365536754005,0.0148810096118878,0.11013765335941944,-0.222625960706931,0.265625,0.34375,0.234375
train,1,t11_t20,up_10_20pct,1,14,14,14,14,14,12,4,0.3333333333333333,12,2,0.16666666666666666,12,1.0,0.0,12,0.25,0.75,0.11022886546860738,0.12871429203780405,0.16808603327031563,1.0,1.0,0.0,too_sparse_report_only,-0.0323488065758726,-0.0171006339435704,-0.05745852040151851,0.24275484191424462,-0.3572688321350608,0.7142857142857143,0.2857142857142857,0.14285714285714285
train,1,t11_t20,up_10_20pct,2plus,13,13,13,13,13,12,5,0.4166666666666667,11,3,0.2727272727272727,12,1.0,0.0,11,0.36363636363636365,0.6363636363636364,0.11177701382225314,0.1309133481487199,0.1467576754779738,1.0,1.0,0.0,too_sparse_report_only,0.0263088672496332,-0.0146966864833297,0.0303867342668979,0.2313708818467845,-0.3562109516869541,0.6153846153846154,0.3076923076923077,0.23076923076923078
train,1,t11_t20,up_5_10pct,1,17,17,17,16,17,14,3,0.21428571428571427,15,3,0.2,14,0.7857142857142857,0.21428571428571427,15,0.06666666666666667,0.9333333333333333,0.05952382194372707,0.07079649845391867,0.08196723073504653,1.0,0.0,0.0,too_sparse_report_only,-0.0315821714512368,-0.0737327558549887,-0.062211974984728,0.1845238396744233,-0.2251406803831158,0.7058823529411765,0.17647058823529413,0.058823529411764705
train,1,t11_t20,up_5_10pct,2plus,18,18,18,17,17,15,3,0.2,14,2,0.14285714285714285,17,0.8235294117647058,0.17647058823529413,16,0.5625,0.4375,0.05515840092506996,0.06432264081478112,0.07826057377813395,1.0,0.0,0.0,too_sparse_report_only,0.02654008107647485,-0.0234871891307105,0.02372962876599745,0.21597537896947436,-0.2638182574614828,0.2222222222222222,0.5,0.4444444444444444
train,1,t11_t20,up_gt_20pct,1,3,3,3,3,3,3,1,0.3333333333333333,3,1,0.3333333333333333,3,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.23255559763547606,0.24325448622805612,0.2566787862623352,1.0,1.0,1.0,unusable,0.0717862322675488,0.0033388471310102,0.2524206132224409,0.2904841583077673,-0.3364770989591749,0.6666666666666666,0.3333333333333333,0.3333333333333333
train,1,t11_t20,up_gt_20pct,2plus,3,3,3,3,3,3,3,1.0,1,0,0.0,3,1.0,0.0,2,0.5,0.5,0.27975956866356666,0.2893259062819409,0.3012322904660476,1.0,1.0,1.0,unusable,-0.0877046402255262,0.0545534422276543,0.357281583866603,0.428104490289144,-0.37878232394195,0.6666666666666666,1.0,0.0
