split,checkpoint,fresh_distinct_family_count_bucket,wait_return_bucket_before_or_at_checkpoint,fresh_step_count,seed_episode_count,unique_seed_episode_count,unique_instrument_count,unique_step_signal_date_count,seed_anchor_big_winner_denominator,seed_anchor_big_winner_count,seed_anchor_big_winner_rate,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_count,fresh_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_path_denominator,fresh_P_good,fresh_P_bad,wait_return_to_fresh_entry_p25,wait_return_to_fresh_entry_p50,wait_return_to_fresh_entry_p75,pct_wait_up_gt_5pct,pct_wait_up_gt_10pct,pct_wait_up_gt_20pct,sample_sufficiency_status
train,T+20,3plus,up_10_20pct,,434,434,221,287,344,112,0.32558139534883723,342,65,0.19005847953216373,361,0.9722991689750693,0.027700831024930747,361,0.3767313019390582,0.6121883656509696,0.1142948203507202,0.13028008493447885,0.15278178572843665,1.0,1.0,0.0,sufficient
train,T+20,3plus,up_5_10pct,,665,665,223,415,556,97,0.17446043165467626,554,70,0.1263537906137184,571,0.7723292469352014,0.2119089316987741,570,0.2771929824561403,0.7087719298245614,0.060379193073545556,0.0708623753843447,0.08417266966930037,1.0,0.0,0.0,sufficient
train,T+20,3plus,up_gt_20pct,,63,63,60,58,50,31,0.62,49,14,0.2857142857142857,51,1.0,0.0,50,0.3,0.7,0.21737443876910034,0.24293992083807758,0.29195658523064916,1.0,1.0,1.0,thin_report_only
train,T+3,0,no_fresh,,3642,3642,388,0,2928,396,0.13524590163934427,0,0,,3026,0.25280898876404495,0.7191011235955056,0,,,,,,0.0,0.0,0.0,sufficient
train,T+3,1,down_or_flat,,127,127,102,106,96,11,0.11458333333333333,96,10,0.10416666666666667,97,0.29896907216494845,0.6597938144329897,97,0.3711340206185567,0.6082474226804123,-0.014523329205082258,-0.006578888892025958,-0.0030085250946526587,0.0,0.0,0.0,thin_report_only
train,T+3,1,up_0_5pct,,488,488,217,296,401,60,0.14962593516209477,399,54,0.13533834586466165,416,0.41586538461538464,0.5384615384615384,416,0.30528846153846156,0.6730769230769231,0.00922377252506612,0.018749820807430484,0.031134548821467323,0.0,0.0,0.0,sufficient
train,T+3,1,up_10_20pct,,19,19,19,17,13,5,0.38461538461538464,13,3,0.23076923076923078,13,1.0,0.0,13,0.15384615384615385,0.8461538461538461,0.10301748999696392,0.13164384718599265,0.1436870746204827,1.0,1.0,0.0,too_sparse_report_only
train,T+3,1,up_5_10pct,,71,71,59,64,54,21,0.3888888888888889,52,17,0.3269230769230769,54,0.7592592592592593,0.2222222222222222,53,0.3018867924528302,0.6981132075471698,0.056252255914692184,0.06808630985368724,0.07884430975035228,1.0,0.0,0.0,thin_report_only
train,T+3,1,up_gt_20pct,,1,1,1,1,0,0,,0,0,,0,,,0,,,0.25615651300038356,0.25615651300038356,0.25615651300038356,1.0,1.0,1.0,unusable
train,T+3,2,down_or_flat,,27,27,23,24,22,4,0.18181818181818182,22,4,0.18181818181818182,23,0.17391304347826086,0.8260869565217391,23,0.2608695652173913,0.7391304347826086,-0.01740289992883115,-0.010536366005601483,-0.0062711307405659,0.0,0.0,0.0,too_sparse_report_only
train,T+3,2,up_0_5pct,,252,252,158,181,205,34,0.16585365853658537,202,27,0.13366336633663367,212,0.5188679245283019,0.4528301886792453,210,0.34285714285714286,0.6142857142857143,0.014772150256237127,0.023876612383577744,0.033113212821628324,0.0,0.0,0.0,sufficient
train,T+3,2,up_10_20pct,,19,19,19,19,12,3,0.25,13,2,0.15384615384615385,14,1.0,0.0,15,0.2,0.8,0.11553217033887675,0.13472781587977245,0.153903697239263,1.0,1.0,0.0,too_sparse_report_only
train,T+3,2,up_5_10pct,,80,80,71,73,55,11,0.2,55,5,0.09090909090909091,57,0.8596491228070176,0.14035087719298245,57,0.38596491228070173,0.5964912280701754,0.05766227238304067,0.06429577136338349,0.07991622035336776,1.0,0.0,0.0,thin_report_only
train,T+3,2,up_gt_20pct,,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.22612600931507165,0.22612600931507165,0.22612600931507165,1.0,1.0,1.0,unusable
train,T+3,3plus,down_or_flat,,3,3,2,3,3,0,0.0,3,0,0.0,3,1.0,0.0,3,1.0,0.0,-0.01116611730286704,-0.007329002813106333,-0.0051751099525503275,0.0,0.0,0.0,unusable
train,T+3,3plus,up_0_5pct,,172,172,118,138,148,29,0.19594594594594594,148,26,0.17567567567567569,152,0.5855263157894737,0.3684210526315789,152,0.375,0.6118421052631579,0.02359886613466894,0.03495177324133092,0.04233094284932154,0.0,0.0,0.0,thin_report_only
train,T+3,3plus,up_10_20pct,,67,67,61,56,58,19,0.3275862068965517,58,13,0.22413793103448276,59,0.8983050847457628,0.1016949152542373,59,0.2542372881355932,0.7288135593220338,0.11661909513120439,0.12729672544080595,0.14634790921090968,1.0,1.0,0.0,thin_report_only
train,T+3,3plus,up_5_10pct,,165,165,114,143,134,34,0.2537313432835821,136,29,0.21323529411764705,139,0.8057553956834532,0.19424460431654678,141,0.3475177304964539,0.6524822695035462,0.05889735715169109,0.06769649048721771,0.08111082896824762,1.0,0.0,0.0,thin_report_only
train,T+3,3plus,up_gt_20pct,,5,5,5,5,4,1,0.25,4,0,0.0,4,1.0,0.0,4,0.25,0.75,0.21974887447926217,0.2633744234170601,0.29326930571590215,1.0,1.0,1.0,unusable
train,T+30,0,no_fresh,,2288,2288,381,0,1813,233,0.12851627137341423,0,0,,1869,0.056179775280898875,0.9315141787051899,0,,,,,,0.0,0.0,0.0,sufficient
train,T+30,1,down_or_flat,,128,128,94,110,100,7,0.07,102,6,0.058823529411764705,104,0.09615384615384616,0.8461538461538461,106,0.16037735849056603,0.7924528301886793,-0.017769345785479645,-0.0072841741841019325,-0.0024809272653780468,0.0,0.0,0.0,thin_report_only
train,T+30,1,up_0_5pct,,331,331,180,222,279,28,0.1003584229390681,278,23,0.08273381294964029,291,0.140893470790378,0.7835051546391752,291,0.08934707903780069,0.8797250859106529,0.008709194236828588,0.016260146842582035,0.02811558400948755,0.0,0.0,0.0,sufficient
train,T+30,1,up_10_20pct,,37,37,36,35,31,13,0.41935483870967744,31,9,0.2903225806451613,31,1.0,0.0,30,0.3333333333333333,0.6666666666666666,0.1220929740956831,0.13676091224019582,0.1551199773206644,1.0,1.0,0.0,too_sparse_report_only
train,T+30,1,up_5_10pct,,71,71,62,65,55,15,0.2727272727272727,56,12,0.21428571428571427,58,0.5862068965517241,0.39655172413793105,59,0.15254237288135594,0.847457627118644,0.05540797255596741,0.06779809235923118,0.07973496384857959,1.0,0.0,0.0,thin_report_only
train,T+30,1,up_gt_20pct,,10,10,10,10,6,3,0.5,6,1,0.16666666666666666,7,0.8571428571428571,0.14285714285714285,7,0.0,1.0,0.23840657750594002,0.25886897130801123,0.27001262687203126,1.0,1.0,1.0,too_sparse_report_only
train,T+30,2,down_or_flat,,49,49,41,46,41,2,0.04878048780487805,40,2,0.05,43,0.18604651162790697,0.7441860465116279,42,0.19047619047619047,0.7619047619047619,-0.011695895017748925,-0.006134963492337775,-0.002557542261826362,0.0,0.0,0.0,too_sparse_report_only
train,T+30,2,up_0_5pct,,283,283,155,210,221,11,0.049773755656108594,227,11,0.048458149779735685,230,0.14782608695652175,0.7521739130434782,238,0.07142857142857142,0.8697478991596639,0.010894037100705467,0.020134195805428634,0.03148652838462518,0.0,0.0,0.0,sufficient
train,T+30,2,up_10_20pct,,57,57,49,52,44,10,0.22727272727272727,44,5,0.11363636363636363,46,0.9565217391304348,0.043478260869565216,46,0.21739130434782608,0.782608695652174,0.11652090040454421,0.13393920855505037,0.16977928252864816,1.0,1.0,0.0,thin_report_only
train,T+30,2,up_5_10pct,,105,105,86,95,78,13,0.16666666666666666,79,9,0.11392405063291139,79,0.6708860759493671,0.31645569620253167,80,0.2125,0.775,0.05960262223799195,0.06906615336474964,0.08013089537883067,1.0,0.0,0.0,thin_report_only
train,T+30,2,up_gt_20pct,,14,14,14,14,12,4,0.3333333333333333,11,1,0.09090909090909091,13,1.0,0.0,13,0.3076923076923077,0.6923076923076923,0.2228279625329757,0.23692868773109443,0.2845350360167621,1.0,1.0,1.0,too_sparse_report_only
train,T+30,3plus,down_or_flat,,20,20,18,19,15,2,0.13333333333333333,16,2,0.125,16,0.25,0.6875,17,0.35294117647058826,0.6470588235294118,-0.01892940822514308,-0.007597798578094117,-0.0011111365424261999,0.0,0.0,0.0,too_sparse_report_only
train,T+30,3plus,up_0_5pct,,447,447,182,307,371,32,0.0862533692722372,382,31,0.08115183246073299,381,0.31758530183727035,0.5984251968503937,393,0.16030534351145037,0.8091603053435115,0.02350965527581561,0.034920656889161794,0.04263721296801315,0.0,0.0,0.0,sufficient
train,T+30,3plus,up_10_20pct,,519,519,230,331,421,121,0.28741092636579574,421,70,0.166270783847981,440,0.9772727272727273,0.022727272727272728,442,0.3755656108597285,0.6108597285067874,0.11435290569051593,0.13099627996639973,0.1536244619058983,1.0,1.0,0.0,sufficient
train,T+30,3plus,up_5_10pct,,690,690,226,426,574,93,0.16202090592334495,575,67,0.11652173913043479,589,0.769100169779287,0.21392190152801357,591,0.272419627749577,0.7123519458544839,0.060760512400393596,0.07198961856880048,0.0846784176946449,1.0,0.0,0.0,sufficient
train,T+30,3plus,up_gt_20pct,,90,90,75,79,73,41,0.5616438356164384,71,18,0.2535211267605634,73,1.0,0.0,72,0.2916666666666667,0.7083333333333334,0.21254686337202033,0.24469940419007774,0.2912198732301427,1.0,1.0,1.0,thin_report_only
train,T+5,0,no_fresh,,3186,3186,387,0,2536,311,0.12263406940063092,0,0,,2624,0.20083841463414634,0.772484756097561,0,,,,,,0.0,0.0,0.0,sufficient
train,T+5,1,down_or_flat,,128,128,105,109,100,11,0.11,100,10,0.1,102,0.27450980392156865,0.6862745098039216,102,0.3431372549019608,0.6470588235294118,-0.015018219148281109,-0.005992604469498897,-0.0020489186857995945,0.0,0.0,0.0,thin_report_only
train,T+5,1,up_0_5pct,,511,511,207,311,434,57,0.1313364055299539,434,51,0.1175115207373272,445,0.39325842696629215,0.5528089887640449,446,0.26905829596412556,0.6928251121076233,0.009601529214328997,0.017361093864397548,0.029423102631743747,0.0,0.0,0.0,sufficient
train,T+5,1,up_10_20pct,,27,27,27,24,22,11,0.5,22,7,0.3181818181818182,22,1.0,0.0,22,0.2727272727272727,0.7272727272727273,0.11535594538122418,0.1263636675747959,0.1457837613568811,1.0,1.0,0.0,too_sparse_report_only
train,T+5,1,up_5_10pct,,72,72,60,65,56,19,0.3392857142857143,57,17,0.2982456140350877,59,0.6949152542372882,0.288135593220339,60,0.25,0.75,0.05522620593097588,0.06491245334495876,0.07854774253205637,1.0,0.0,0.0,thin_report_only
train,T+5,1,up_gt_20pct,,3,3,3,3,2,2,1.0,2,1,0.5,2,0.5,0.5,2,0.0,1.0,0.23512247195156033,0.25615651300038356,0.3039161946477087,1.0,1.0,1.0,unusable
train,T+5,2,down_or_flat,,26,26,22,24,22,3,0.13636363636363635,22,3,0.13636363636363635,23,0.21739130434782608,0.782608695652174,23,0.30434782608695654,0.6956521739130435,-0.01680614246741821,-0.007010000726685062,-0.003282043157703529,0.0,0.0,0.0,too_sparse_report_only
train,T+5,2,up_0_5pct,,323,323,175,234,263,31,0.11787072243346007,260,26,0.1,270,0.4925925925925926,0.4666666666666667,269,0.3048327137546468,0.6356877323420075,0.01523403329427242,0.023996876810414847,0.03515353802321375,0.0,0.0,0.0,sufficient
train,T+5,2,up_10_20pct,,26,26,25,25,21,6,0.2857142857142857,18,3,0.16666666666666666,22,0.9090909090909091,0.09090909090909091,20,0.15,0.85,0.11580589139447978,0.13893163324935387,0.15459602440767833,1.0,1.0,0.0,too_sparse_report_only
train,T+5,2,up_5_10pct,,94,94,79,84,65,17,0.26153846153846155,65,11,0.16923076923076924,67,0.7910447761194029,0.208955223880597,67,0.34328358208955223,0.6268656716417911,0.05765228820713647,0.06536336771599671,0.07617117720183247,1.0,0.0,0.0,thin_report_only
train,T+5,2,up_gt_20pct,,1,1,1,1,1,1,1.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.32619049435570124,0.32619049435570124,0.32619049435570124,1.0,1.0,1.0,unusable
train,T+5,3plus,down_or_flat,,9,9,8,8,7,1,0.14285714285714285,7,1,0.14285714285714285,8,0.5,0.5,8,0.625,0.375,-0.015003231792627747,-0.012511116257474031,-0.007329002813106333,0.0,0.0,0.0,unusable
train,T+5,3plus,up_0_5pct,,258,258,164,200,224,39,0.17410714285714285,225,35,0.15555555555555556,229,0.5152838427947598,0.4366812227074236,230,0.29130434782608694,0.6956521739130435,0.02489475406772168,0.03465113509516371,0.04252380471725575,0.0,0.0,0.0,sufficient
train,T+5,3plus,up_10_20pct,,131,131,103,109,102,34,0.3333333333333333,103,23,0.22330097087378642,108,0.9259259259259259,0.07407407407407407,110,0.2636363636363636,0.7272727272727273,0.11291894841328487,0.12729672544080595,0.14825525873017487,1.0,1.0,0.0,thin_report_only
train,T+5,3plus,up_5_10pct,,332,332,175,251,270,82,0.3037037037037037,268,58,0.21641791044776118,278,0.7985611510791367,0.19784172661870503,276,0.36231884057971014,0.6304347826086957,0.05817123137395647,0.06857328090300274,0.08151026007870393,1.0,0.0,0.0,sufficient
train,T+5,3plus,up_gt_20pct,,12,12,12,12,9,3,0.3333333333333333,9,1,0.1111111111111111,10,1.0,0.0,10,0.3,0.7,0.21997381732766852,0.26942382414519606,0.29268662715980887,1.0,1.0,1.0,too_sparse_report_only
validation,T+10,0,no_fresh,,1433,1433,300,0,1062,49,0.046139359698681735,0,0,,1068,0.10580524344569288,0.8698501872659176,0,,,,,,0.0,0.0,0.0,sufficient
validation,T+10,1,down_or_flat,,92,92,78,82,72,4,0.05555555555555555,71,4,0.056338028169014086,74,0.1891891891891892,0.7297297297297297,73,0.2602739726027397,0.6575342465753424,-0.01785156279774827,-0.005668627096896972,-0.002450166038232615,0.0,0.0,0.0,thin_report_only
validation,T+10,1,missing_or_invalid,,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,0,,,,,,0.0,0.0,0.0,unusable
validation,T+10,1,up_0_5pct,,301,301,191,190,230,4,0.017391304347826087,235,4,0.01702127659574468,233,0.3218884120171674,0.6137339055793991,234,0.2094017094017094,0.7649572649572649,0.008425153069978375,0.015491611075123535,0.026159551159476768,0.0,0.0,0.0,sufficient
validation,T+10,1,up_10_20pct,,4,4,4,4,4,0,0.0,4,0,0.0,4,0.75,0.25,4,0.0,1.0,0.10317862710984504,0.10582441129909093,0.1083912747405626,1.0,1.0,0.0,unusable
validation,T+10,1,up_5_10pct,,38,38,36,35,28,2,0.07142857142857142,29,1,0.034482758620689655,28,0.8214285714285714,0.17857142857142858,29,0.3448275862068966,0.6551724137931034,0.05701324384556561,0.06370675583348018,0.07623798197399567,1.0,0.0,0.0,too_sparse_report_only
validation,T+10,1,up_gt_20pct,,2,2,2,2,1,1,1.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.2713349515062041,0.29394757479929345,0.3165601980923828,1.0,1.0,1.0,unusable
validation,T+10,2,down_or_flat,,32,32,32,31,21,0,0.0,21,0,0.0,21,0.09523809523809523,0.8571428571428571,21,0.14285714285714285,0.8095238095238095,-0.011553080551422235,-0.004350288449021689,-0.0016472050303809327,0.0,0.0,0.0,too_sparse_report_only
validation,T+10,2,up_0_5pct,,256,256,160,174,187,10,0.053475935828877004,186,12,0.06451612903225806,189,0.4021164021164021,0.5079365079365079,187,0.24064171122994651,0.7005347593582888,0.014097720529653246,0.023437509216213126,0.03334706504440821,0.0,0.0,0.0,sufficient
validation,T+10,2,up_10_20pct,,18,18,18,17,17,1,0.058823529411764705,17,1,0.058823529411764705,17,1.0,0.0,17,0.11764705882352941,0.8823529411764706,0.10786299367593433,0.11607852955050124,0.14075827976914046,1.0,1.0,0.0,too_sparse_report_only
validation,T+10,2,up_5_10pct,,44,44,43,41,39,5,0.1282051282051282,38,1,0.02631578947368421,38,0.7894736842105263,0.18421052631578946,38,0.2894736842105263,0.6842105263157895,0.05669649632037976,0.0694650856048995,0.08133456115750554,1.0,0.0,0.0,too_sparse_report_only
validation,T+10,2,up_gt_20pct,,3,3,3,3,3,0,0.0,3,0,0.0,3,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.2049586374508996,0.20584573890840607,0.21790498088036037,1.0,1.0,1.0,unusable
validation,T+10,3plus,down_or_flat,,3,3,3,3,3,0,0.0,3,0,0.0,3,0.0,1.0,3,0.3333333333333333,0.6666666666666666,-0.010292211062117196,-0.0020463665268377618,-0.0011703515318443047,0.0,0.0,0.0,unusable
validation,T+10,3plus,missing_or_invalid,,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,0,,,,,,0.0,0.0,0.0,unusable
validation,T+10,3plus,up_0_5pct,,274,274,161,171,203,12,0.059113300492610835,210,9,0.04285714285714286,203,0.46798029556650245,0.4827586206896552,210,0.28095238095238095,0.680952380952381,0.026022691551095767,0.03467747558997536,0.04305406104697729,0.0,0.0,0.0,sufficient
validation,T+10,3plus,up_10_20pct,,93,93,73,65,87,15,0.1724137931034483,87,9,0.10344827586206896,88,0.9772727272727273,0.022727272727272728,88,0.26136363636363635,0.7386363636363636,0.11148504701289319,0.12204726094594731,0.14133743403631782,1.0,1.0,0.0,thin_report_only
validation,T+10,3plus,up_5_10pct,,287,287,186,175,231,16,0.06926406926406926,231,10,0.04329004329004329,235,0.774468085106383,0.20425531914893616,235,0.3021276595744681,0.6723404255319149,0.06051728326429173,0.06964318276885217,0.08313403471966929,1.0,0.0,0.0,sufficient
validation,T+10,3plus,up_gt_20pct,,9,9,9,9,9,3,0.3333333333333333,9,2,0.2222222222222222,9,1.0,0.0,9,0.0,1.0,0.23841961357221453,0.23997045886497403,0.2969141357443663,1.0,1.0,1.0,unusable
validation,T+20,0,no_fresh,,1255,1255,297,0,941,39,0.04144527098831031,0,0,,946,0.048625792811839326,0.9355179704016914,0,,,,,,0.0,0.0,0.0,sufficient
validation,T+20,1,down_or_flat,,92,92,79,83,71,3,0.04225352112676056,72,3,0.041666666666666664,73,0.1095890410958904,0.7671232876712328,74,0.17567567567567569,0.6891891891891891,-0.017780547799617463,-0.007238556240791172,-0.002772711137304845,0.0,0.0,0.0,thin_report_only
validation,T+20,1,missing_or_invalid,,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,0,,,,,,0.0,0.0,0.0,unusable
validation,T+20,1,up_0_5pct,,239,239,165,164,182,3,0.016483516483516484,186,2,0.010752688172043012,186,0.21505376344086022,0.7096774193548387,186,0.11827956989247312,0.8387096774193549,0.007994377381152273,0.015495827872037848,0.02756974545634494,0.0,0.0,0.0,sufficient
validation,T+20,1,up_10_20pct,,6,6,6,6,6,1,0.16666666666666666,6,0,0.0,6,0.8333333333333334,0.16666666666666666,6,0.5,0.5,0.104727975368198,0.11988513089494879,0.13253225316802997,1.0,1.0,0.0,unusable
validation,T+20,1,up_5_10pct,,30,30,29,28,18,1,0.05555555555555555,21,1,0.047619047619047616,18,0.7222222222222222,0.2777777777777778,21,0.19047619047619047,0.8095238095238095,0.05941942801972672,0.06788792118749942,0.07439760509564991,1.0,0.0,0.0,too_sparse_report_only
validation,T+20,1,up_gt_20pct,,4,4,4,4,3,3,1.0,3,0,0.0,3,1.0,0.0,3,0.6666666666666666,0.3333333333333333,0.2641723520747078,0.27724672514066606,0.298671523035938,1.0,1.0,1.0,unusable
