date,side,block_reason,order_count,blocked_order_count,blocked_notional,block_rate,limit_rule_source
2021-03-23,sell,filled,252,0,3738777.6161460076,0.0,config_default
2021-03-24,buy,filled,249,0,3654523.9084652537,0.0,config_default
2021-03-24,sell,filled,246,0,3600133.4206481846,0.0,config_default
2021-03-25,buy,filled,222,0,3091930.5772795104,0.0,config_default
2021-03-25,sell,filled,213,0,2906638.267109403,0.0,config_default
2021-03-26,buy,filled,222,0,3199242.7483343277,0.0,config_default
2021-03-26,sell,filled,216,0,3127975.068240105,0.0,config_default
2021-03-29,buy,filled,234,0,3617351.38399162,0.0,config_default
2021-03-29,sell,filled,234,0,3646433.6724645356,0.0,config_default
2021-03-30,buy,filled,255,0,3695509.292721432,0.0,config_default
2021-03-30,buy,limit_up_buy_block,9,9,110710.7688195688,1.0,config_default
2021-03-30,sell,filled,264,0,3791377.2537557124,0.0,config_default
2021-03-31,buy,filled,279,0,4163572.701575415,0.0,config_default
2021-03-31,buy,limit_up_buy_block,9,9,112674.37078352095,1.0,config_default
2021-03-31,sell,filled,273,0,4044942.728038688,0.0,config_default
2021-03-31,sell,suspended_or_missing_open,9,9,140537.39054896345,1.0,config_default
2021-04-01,buy,filled,288,0,4355771.855194403,0.0,config_default
2021-04-01,sell,filled,282,0,4299738.404980458,0.0,config_default
2021-04-02,buy,filled,273,0,4106543.4349001637,0.0,config_default
2021-04-02,sell,filled,273,0,4136536.8476148173,0.0,config_default
2021-04-02,sell,limit_down_sell_block,3,3,25709.25390737952,1.0,config_default
2021-04-06,buy,filled,246,0,3963554.7768225926,0.0,config_default
2021-04-06,sell,filled,246,0,4026032.6158851082,0.0,config_default
2021-04-07,buy,filled,258,0,3965728.5887871254,0.0,config_default
2021-04-07,buy,limit_up_buy_block,3,3,29050.289519116708,1.0,config_default
2021-04-07,sell,filled,249,0,3696181.524660573,0.0,config_default
2021-04-07,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-08,buy,filled,297,0,4560502.466565347,0.0,config_default
2021-04-08,buy,limit_up_buy_block,3,3,28968.739710780355,1.0,config_default
2021-04-08,sell,filled,285,0,4210606.753636933,0.0,config_default
2021-04-08,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-09,buy,filled,246,0,3716893.586084962,0.0,config_default
2021-04-09,buy,limit_up_buy_block,3,3,29041.429507185567,1.0,config_default
2021-04-09,sell,filled,231,0,3408685.21552852,0.0,config_default
2021-04-09,sell,limit_down_sell_block,3,3,21920.59384131576,1.0,config_default
2021-04-09,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-12,buy,filled,285,0,4359264.067053576,0.0,config_default
2021-04-12,sell,filled,267,0,3999524.5416624774,0.0,config_default
2021-04-12,sell,suspended_or_missing_open,21,21,435690.3069634237,1.0,config_default
2021-04-13,buy,filled,234,0,3464655.9540235396,0.0,config_default
2021-04-13,sell,filled,222,0,3214612.106849529,0.0,config_default
2021-04-13,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-14,buy,filled,210,0,3148966.1189940404,0.0,config_default
2021-04-14,sell,filled,198,0,2897380.8831515466,0.0,config_default
2021-04-14,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-15,buy,filled,213,0,3323247.6663155635,0.0,config_default
2021-04-15,sell,filled,201,0,3023989.4632558418,0.0,config_default
2021-04-15,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-16,buy,filled,252,0,3756965.1505904896,0.0,config_default
2021-04-16,sell,filled,240,0,3487258.621974855,0.0,config_default
2021-04-16,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-19,buy,filled,264,0,4047130.5691688466,0.0,config_default
2021-04-19,sell,filled,249,0,3692723.306561453,0.0,config_default
2021-04-19,sell,suspended_or_missing_open,21,21,435690.3069634237,1.0,config_default
2021-04-20,buy,filled,288,0,4323815.223750615,0.0,config_default
2021-04-20,sell,filled,276,0,4047764.3980484316,0.0,config_default
2021-04-20,sell,suspended_or_missing_open,18,18,375692.2585262852,1.0,config_default
2021-04-21,buy,filled,270,0,4007946.379107296,0.0,config_default
2021-04-21,sell,filled,270,0,4041634.915431502,0.0,config_default
2021-04-22,buy,filled,252,0,3915293.5823289314,0.0,config_default
2021-04-22,sell,filled,252,0,3983003.8769228896,0.0,config_default
2021-04-23,buy,filled,240,0,3711237.6934508835,0.0,config_default
2021-04-23,sell,filled,240,0,3717314.8041189276,0.0,config_default
2021-04-26,buy,filled,279,0,4397281.248421589,0.0,config_default
2021-04-26,sell,filled,264,0,4182829.277620841,0.0,config_default
2021-04-26,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-04-27,buy,filled,258,0,3918636.1736208634,0.0,config_default
2021-04-27,sell,filled,243,0,3704453.3835708136,0.0,config_default
2021-04-27,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-04-28,buy,filled,261,0,3968521.5002202895,0.0,config_default
2021-04-28,sell,filled,246,0,3671024.7071279776,0.0,config_default
2021-04-28,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-04-29,buy,filled,264,0,4077121.714637268,0.0,config_default
2021-04-29,sell,filled,246,0,3789232.3800931647,0.0,config_default
2021-04-29,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-04-30,buy,filled,285,0,4378586.752750106,0.0,config_default
2021-04-30,sell,filled,270,0,4060806.637370355,0.0,config_default
2021-04-30,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-05-06,buy,filled,321,0,4970849.1099914275,0.0,config_default
2021-05-06,sell,filled,306,0,4772636.444256467,0.0,config_default
2021-05-06,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-05-07,buy,filled,234,0,3522193.5593028623,0.0,config_default
2021-05-07,sell,filled,222,0,3366197.7477360265,0.0,config_default
2021-05-07,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-05-10,buy,filled,249,0,3760433.384119877,0.0,config_default
2021-05-10,sell,filled,237,0,3658768.9190854738,0.0,config_default
2021-05-10,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-05-11,buy,filled,222,0,3411711.7621124554,0.0,config_default
2021-05-11,sell,filled,213,0,3229211.712439341,0.0,config_default
2021-05-11,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-05-12,buy,filled,255,0,3776604.1966113355,0.0,config_default
2021-05-12,sell,filled,246,0,3598960.6100369794,0.0,config_default
2021-05-12,sell,suspended_or_missing_open,21,21,343548.63261844893,1.0,config_default
2021-05-13,buy,filled,279,0,4166247.0896362215,0.0,config_default
2021-05-13,sell,filled,279,0,4202769.957165304,0.0,config_default
2021-05-14,buy,filled,270,0,4096038.8357941974,0.0,config_default
2021-05-14,sell,filled,270,0,4063824.4652993865,0.0,config_default
2021-05-17,buy,filled,309,0,4656232.5389591465,0.0,config_default
2021-05-17,sell,filled,309,0,4670613.328478252,0.0,config_default
2021-05-18,buy,filled,303,0,4605696.954373328,0.0,config_default
2021-05-18,sell,filled,303,0,4653789.569518716,0.0,config_default
2021-05-19,buy,filled,306,0,4583857.493752631,0.0,config_default
2021-05-19,sell,filled,306,0,4610361.490924556,0.0,config_default
2021-05-20,buy,filled,300,0,4595685.972076045,0.0,config_default
2021-05-20,sell,filled,300,0,4608575.024539981,0.0,config_default
2021-05-21,buy,filled,261,0,4015526.83717007,0.0,config_default
2021-05-21,sell,filled,261,0,4073600.457742426,0.0,config_default
2021-05-24,buy,filled,297,0,4693199.863868112,0.0,config_default
2021-05-24,sell,filled,297,0,4698308.284794373,0.0,config_default
2021-05-25,buy,filled,312,0,4707653.920708719,0.0,config_default
2021-05-25,sell,filled,312,0,4749023.762985181,0.0,config_default
2021-05-26,buy,filled,345,0,5281106.565604523,0.0,config_default
2021-05-26,sell,filled,345,0,5317229.119842474,0.0,config_default
2021-05-27,buy,filled,312,0,4843249.213456925,0.0,config_default
2021-05-27,sell,filled,312,0,4832587.039604858,0.0,config_default
2021-05-28,buy,filled,282,0,4417482.320876677,0.0,config_default
2021-05-28,sell,filled,282,0,4442517.988140516,0.0,config_default
2021-05-31,buy,filled,315,0,4960219.8489543395,0.0,config_default
2021-05-31,sell,filled,315,0,5060230.30194223,0.0,config_default
2021-06-01,buy,filled,303,0,4867479.0032197675,0.0,config_default
2021-06-01,sell,filled,303,0,4895849.038436653,0.0,config_default
2021-06-02,buy,filled,285,0,4535501.726039397,0.0,config_default
2021-06-02,sell,filled,285,0,4528165.974849665,0.0,config_default
2021-06-03,buy,filled,243,0,3899139.542740539,0.0,config_default
2021-06-03,sell,filled,243,0,3813807.8206725484,0.0,config_default
2021-06-04,buy,filled,255,0,4124624.2241657185,0.0,config_default
2021-06-04,sell,filled,255,0,4160767.966696098,0.0,config_default
2021-06-07,buy,filled,276,0,4494324.895569132,0.0,config_default
2021-06-07,sell,filled,276,0,4585176.121802812,0.0,config_default
2021-06-08,buy,filled,258,0,4109637.3640902974,0.0,config_default
2021-06-08,sell,filled,258,0,4085820.4991637934,0.0,config_default
2021-06-09,buy,filled,255,0,4049028.3160046414,0.0,config_default
2021-06-09,sell,filled,255,0,4106229.608049971,0.0,config_default
2021-06-10,buy,filled,231,0,3788620.104421138,0.0,config_default
2021-06-10,sell,filled,219,0,3431985.156040068,0.0,config_default
2021-06-10,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-11,buy,filled,216,0,3618566.3395332894,0.0,config_default
2021-06-11,sell,filled,204,0,3214367.9176162262,0.0,config_default
2021-06-11,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-15,buy,filled,246,0,3890410.0442789323,0.0,config_default
2021-06-15,sell,filled,237,0,3663009.0712208925,0.0,config_default
2021-06-15,sell,suspended_or_missing_open,24,24,514312.6861857069,1.0,config_default
2021-06-16,buy,filled,237,0,3705378.755670059,0.0,config_default
2021-06-16,sell,filled,234,0,3650985.5395882633,0.0,config_default
2021-06-16,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-17,buy,filled,222,0,3371944.6667300146,0.0,config_default
2021-06-17,sell,filled,219,0,3376153.833577901,0.0,config_default
2021-06-17,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-18,buy,filled,216,0,3470645.4680387685,0.0,config_default
2021-06-18,sell,filled,213,0,3461129.423247634,0.0,config_default
2021-06-18,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-21,buy,filled,249,0,3929087.18357808,0.0,config_default
2021-06-21,sell,filled,243,0,3849554.356417997,0.0,config_default
2021-06-21,sell,suspended_or_missing_open,24,24,514312.6861857069,1.0,config_default
2021-06-22,buy,filled,234,0,3639010.3485568045,0.0,config_default
2021-06-22,sell,filled,231,0,3632257.376125466,0.0,config_default
2021-06-22,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-23,buy,filled,243,0,3831981.6532836347,0.0,config_default
2021-06-23,sell,filled,243,0,3897413.345236489,0.0,config_default
2021-06-23,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-24,buy,filled,234,0,3651290.1200543116,0.0,config_default
2021-06-24,sell,filled,234,0,3726763.836525021,0.0,config_default
2021-06-24,sell,suspended_or_missing_open,21,21,448398.9766154711,1.0,config_default
2021-06-25,buy,filled,234,0,4020683.2608436528,0.0,config_default
2021-06-25,sell,filled,234,0,4022406.9266726817,0.0,config_default
2021-06-28,buy,filled,312,0,5217687.727579473,0.0,config_default
2021-06-28,sell,filled,312,0,5274845.273088711,0.0,config_default
2021-06-29,buy,filled,279,0,4551428.398368588,0.0,config_default
2021-06-29,sell,filled,279,0,4546043.266953707,0.0,config_default
2021-06-30,buy,filled,279,0,4690899.572921553,0.0,config_default
2021-06-30,sell,filled,279,0,4700673.59525614,0.0,config_default
2021-07-01,buy,filled,261,0,4562430.985287723,0.0,config_default
2021-07-01,sell,filled,261,0,4586169.1842055,0.0,config_default
2021-07-02,buy,filled,261,0,4326179.007585099,0.0,config_default
2021-07-02,sell,filled,261,0,4365016.767801126,0.0,config_default
2021-07-05,buy,filled,309,0,5152465.606816005,0.0,config_default
2021-07-05,sell,filled,309,0,5184933.380647978,0.0,config_default
2021-07-06,buy,filled,252,0,4250370.19686577,0.0,config_default
2021-07-06,sell,filled,252,0,4305080.839138885,0.0,config_default
2021-07-07,buy,filled,240,0,3934961.7216843064,0.0,config_default
2021-07-07,sell,filled,240,0,3927045.7483400176,0.0,config_default
2021-07-08,buy,filled,246,0,4215483.018465424,0.0,config_default
2021-07-08,sell,filled,246,0,4309483.499992601,0.0,config_default
2021-07-09,buy,filled,264,0,4431055.3642772585,0.0,config_default
2021-07-09,sell,filled,264,0,4493599.924560921,0.0,config_default
2021-07-12,buy,filled,270,0,4564420.363791623,0.0,config_default
2021-07-12,sell,filled,270,0,4625689.361006761,0.0,config_default
2021-07-13,buy,filled,249,0,4190795.6809930746,0.0,config_default
2021-07-13,sell,filled,249,0,4287487.017473182,0.0,config_default
2021-07-14,buy,filled,285,0,4812638.899045451,0.0,config_default
2021-07-14,sell,filled,285,0,4870767.700930087,0.0,config_default
2021-07-15,buy,filled,270,0,4522201.834531114,0.0,config_default
2021-07-15,sell,filled,270,0,4511090.944944494,0.0,config_default
2021-07-16,buy,filled,279,0,4774326.747033643,0.0,config_default
2021-07-16,sell,filled,279,0,4716628.285636273,0.0,config_default
2021-07-19,buy,filled,279,0,4792480.283743285,0.0,config_default
2021-07-19,sell,filled,279,0,4898151.1326975655,0.0,config_default
2021-07-20,buy,filled,252,0,4110284.1779463044,0.0,config_default
2021-07-20,sell,filled,252,0,4109668.9286877294,0.0,config_default
2021-07-21,buy,filled,267,0,4614797.125781462,0.0,config_default
2021-07-21,sell,filled,267,0,4586099.38164763,0.0,config_default
2021-07-22,buy,filled,276,0,4846910.7539229505,0.0,config_default
2021-07-22,sell,filled,276,0,4888099.27463948,0.0,config_default
2021-07-23,buy,filled,294,0,5118729.589256116,0.0,config_default
2021-07-23,sell,filled,294,0,5135346.73448804,0.0,config_default
2021-07-26,buy,filled,309,0,5299880.152242755,0.0,config_default
2021-07-26,sell,filled,309,0,5332320.025196829,0.0,config_default
2021-07-27,buy,filled,255,0,4167107.008634904,0.0,config_default
2021-07-27,sell,filled,255,0,4335565.22854926,0.0,config_default
2021-07-27,sell,limit_down_sell_block,9,9,138833.32786574357,1.0,config_default
2021-07-28,buy,filled,201,0,3277117.7315288708,0.0,config_default
2021-07-28,sell,filled,201,0,3321145.9563456303,0.0,config_default
2021-07-28,sell,limit_down_sell_block,12,12,179976.44723419155,1.0,config_default
2021-07-29,buy,filled,195,0,3365682.001221311,0.0,config_default
2021-07-29,sell,filled,195,0,3397416.596008694,0.0,config_default
2021-07-30,buy,filled,219,0,3616329.118827321,0.0,config_default
2021-07-30,sell,filled,219,0,3699683.166435514,0.0,config_default
2021-08-02,buy,filled,234,0,3945649.991960062,0.0,config_default
2021-08-02,sell,filled,234,0,4138183.220322187,0.0,config_default
2021-08-03,buy,filled,267,0,4342951.110450474,0.0,config_default
2021-08-03,sell,filled,267,0,4428609.063811008,0.0,config_default
2021-08-04,buy,filled,270,0,4477716.645195186,0.0,config_default
2021-08-04,sell,filled,270,0,4413019.34705059,0.0,config_default
2021-08-05,buy,filled,258,0,4336642.718718777,0.0,config_default
2021-08-05,sell,filled,258,0,4240429.080957673,0.0,config_default
2021-08-06,buy,filled,273,0,4514967.764669577,0.0,config_default
2021-08-06,sell,filled,273,0,4385340.77891312,0.0,config_default
2021-08-09,buy,filled,306,0,5188932.365308112,0.0,config_default
2021-08-09,sell,filled,306,0,5159100.901107741,0.0,config_default
2021-08-10,buy,filled,327,0,5481869.040000243,0.0,config_default
2021-08-10,sell,filled,327,0,5442157.744110901,0.0,config_default
2021-08-11,buy,filled,312,0,5241019.885544855,0.0,config_default
2021-08-11,sell,filled,312,0,5256887.841788125,0.0,config_default
2021-08-12,buy,filled,276,0,4609057.954472477,0.0,config_default
2021-08-12,sell,filled,276,0,4433723.728931989,0.0,config_default
2021-08-13,buy,filled,249,0,4178789.3924935246,0.0,config_default
2021-08-13,buy,limit_up_buy_block,3,3,31921.352366638082,1.0,config_default
2021-08-13,sell,filled,252,0,4106394.487449849,0.0,config_default
2021-08-16,buy,filled,255,0,4341405.337459958,0.0,config_default
2021-08-16,sell,filled,252,0,4366269.604113508,0.0,config_default
2021-08-17,buy,filled,276,0,4531377.657416716,0.0,config_default
2021-08-17,sell,filled,276,0,4487759.311518216,0.0,config_default
2021-08-18,buy,filled,270,0,4462317.684704671,0.0,config_default
2021-08-18,sell,filled,270,0,4534091.4043059405,0.0,config_default
2021-08-19,buy,filled,279,0,4439961.994110063,0.0,config_default
2021-08-19,sell,filled,279,0,4488088.311277148,0.0,config_default
2021-08-20,buy,filled,279,0,4569389.614513167,0.0,config_default
2021-08-20,sell,filled,279,0,4594885.025126747,0.0,config_default
2021-08-23,buy,filled,264,0,4426491.961011597,0.0,config_default
2021-08-23,sell,filled,264,0,4565805.802966729,0.0,config_default
2021-08-24,buy,filled,264,0,4418306.866020297,0.0,config_default
2021-08-24,sell,filled,264,0,4524067.7410156885,0.0,config_default
2021-08-25,buy,filled,234,0,4053642.335840638,0.0,config_default
2021-08-25,sell,filled,234,0,4139466.8188569294,0.0,config_default
2021-08-26,buy,filled,258,0,4441362.19168017,0.0,config_default
2021-08-26,sell,filled,258,0,4383407.4794558585,0.0,config_default
2021-08-27,buy,filled,255,0,4275728.929759981,0.0,config_default
2021-08-27,sell,filled,255,0,4277429.325245641,0.0,config_default
2021-08-30,buy,filled,285,0,4967918.592784476,0.0,config_default
2021-08-30,sell,filled,285,0,4940925.424680565,0.0,config_default
2021-08-30,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-08-31,buy,filled,252,0,4226860.364069155,0.0,config_default
2021-08-31,sell,filled,252,0,4306642.594906395,0.0,config_default
2021-08-31,sell,limit_down_sell_block,3,3,52721.473444297415,1.0,config_default
2021-08-31,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-01,buy,filled,288,0,4685922.235225453,0.0,config_default
2021-09-01,sell,filled,288,0,4753637.245318686,0.0,config_default
2021-09-01,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-02,buy,filled,264,0,4422424.551376327,0.0,config_default
2021-09-02,sell,filled,264,0,4430521.6455512615,0.0,config_default
2021-09-02,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-03,buy,filled,240,0,3979822.1693859133,0.0,config_default
2021-09-03,sell,filled,240,0,4000845.7488997118,0.0,config_default
2021-09-03,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-06,buy,filled,276,0,4494584.774401899,0.0,config_default
2021-09-06,sell,filled,276,0,4490173.029883083,0.0,config_default
2021-09-06,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-07,buy,filled,240,0,4101916.695054728,0.0,config_default
2021-09-07,sell,filled,240,0,4097882.0503450823,0.0,config_default
2021-09-07,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-08,buy,filled,294,0,4926922.268337089,0.0,config_default
2021-09-08,sell,filled,294,0,4875908.954742981,0.0,config_default
2021-09-08,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-09,buy,filled,276,0,4733202.367024031,0.0,config_default
2021-09-09,sell,filled,276,0,4807751.21309243,0.0,config_default
2021-09-09,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-10,buy,filled,288,0,4887065.4448072715,0.0,config_default
2021-09-10,sell,filled,288,0,4879539.007908772,0.0,config_default
2021-09-10,sell,suspended_or_missing_open,3,3,74392.48263382554,1.0,config_default
2021-09-13,buy,filled,291,0,5082403.254782689,0.0,config_default
2021-09-13,sell,filled,291,0,5070820.345405105,0.0,config_default
2021-09-13,sell,limit_down_sell_block,15,15,262855.1572356938,1.0,config_default
2021-09-14,buy,filled,288,0,4886604.375520661,0.0,config_default
2021-09-14,sell,filled,288,0,4932140.957469255,0.0,config_default
2021-09-14,sell,limit_down_sell_block,15,15,236265.74786968928,1.0,config_default
2021-09-15,buy,filled,285,0,4686255.554755656,0.0,config_default
2021-09-15,sell,filled,285,0,4716982.340496152,0.0,config_default
2021-09-15,sell,limit_down_sell_block,15,15,212335.30578586616,1.0,config_default
2021-09-16,buy,filled,282,0,4825509.847954914,0.0,config_default
