date,portfolio_id,estimated_trade_notional,money_available,participation_rate_proxy,capacity_warning,pass
2022-11-10,topk_50_dropout_5,202481.58839851123,6794690240.0,2.979997339783237e-05,False,True
2022-11-11,topk_50_dropout_5,209120.05603528288,10597308832.0,1.9733317142161293e-05,False,True
2022-11-14,topk_50_dropout_5,231041.57537481183,11528386736.0,2.0041102078344767e-05,False,True
2022-11-15,topk_50_dropout_5,230561.1076717851,16269934816.0,1.4170991480866244e-05,False,True
2022-11-16,topk_50_dropout_5,231300.7895679165,8866871416.0,2.6085952836819227e-05,False,True
2022-11-17,topk_50_dropout_5,233739.9687166606,9225418824.0,2.5336515683015305e-05,False,True
2022-11-18,topk_50_dropout_5,225161.2447351175,11362823440.0,1.9815607091323202e-05,False,True
2022-11-21,topk_50_dropout_5,220164.1788760857,9894653744.0,2.2250821966315964e-05,False,True
2022-11-22,topk_50_dropout_5,219891.41570504318,6364134680.0,3.455165969319857e-05,False,True
2022-11-23,topk_50_dropout_5,175485.6046440836,5841972512.0,3.0038759046472485e-05,False,True
2022-11-24,topk_50_dropout_5,225084.77807381705,3889932456.0,5.786341552708365e-05,False,True
2022-11-25,topk_50_dropout_5,217282.47423963188,8506229456.0,2.5543923469683544e-05,False,True
2022-11-28,topk_50_dropout_5,174183.0789324824,5256587200.0,3.313615323122242e-05,False,True
2022-11-29,topk_50_dropout_5,219376.26723823254,14389621888.0,1.5245450432660635e-05,False,True
2022-11-30,topk_50_dropout_5,219480.6620631269,17219422656.0,1.2746110392188452e-05,False,True
2022-12-01,topk_50_dropout_5,235027.2815876122,5769354480.0,4.073718860617006e-05,False,True
2022-12-02,topk_50_dropout_5,229308.64142419654,5277218464.0,4.3452558007307946e-05,False,True
2022-12-05,topk_50_dropout_5,227362.8701204353,7405899008.0,3.070023907628681e-05,False,True
2022-12-06,topk_50_dropout_5,222263.41523320394,10854518432.0,2.047658001832245e-05,False,True
2022-12-07,topk_50_dropout_5,238329.7184647587,12870971840.0,1.8516839398567025e-05,False,True
2022-12-08,topk_50_dropout_5,219802.35688169245,7882647200.0,2.7884332674649255e-05,False,True
2022-12-09,topk_50_dropout_5,230041.7082644716,8512111280.0,2.702522331973926e-05,False,True
2022-12-12,topk_50_dropout_5,229165.46206759813,12208615808.0,1.8770798071754517e-05,False,True
2022-12-13,topk_50_dropout_5,230125.70905103846,8174096168.0,2.8153046443463187e-05,False,True
2022-12-14,topk_50_dropout_5,227151.04784203222,7016021840.0,3.2376046286941466e-05,False,True
2022-12-15,topk_50_dropout_5,224984.26847250486,7498947424.0,3.0002113063555312e-05,False,True
2022-12-16,topk_50_dropout_5,224268.68881661736,5561271220.0,4.032687490767936e-05,False,True
2022-12-19,topk_50_dropout_5,177873.63107193424,7134160064.0,2.4932666140967346e-05,False,True
2022-12-20,topk_50_dropout_5,222236.12512717088,8731016320.0,2.5453637581468966e-05,False,True
2022-12-21,topk_50_dropout_5,219090.27476635936,9930304896.0,2.2062794351320527e-05,False,True
2022-12-22,topk_50_dropout_5,212808.5243287132,8235643016.0,2.5839940356238624e-05,False,True
2022-12-23,topk_50_dropout_5,213167.89624822943,5489189392.0,3.883413032876994e-05,False,True
2022-12-26,topk_50_dropout_5,228793.83178453808,11565939456.0,1.9781690251356793e-05,False,True
2022-12-27,topk_50_dropout_5,222621.8310230705,10346994840.0,2.1515602787627416e-05,False,True
2022-12-28,topk_50_dropout_5,224369.52325714668,6456276160.0,3.4752157078910746e-05,False,True
2022-12-29,topk_50_dropout_5,218809.44650889482,6716654072.0,3.257714989685936e-05,False,True
2022-12-30,topk_50_dropout_5,216515.73586565902,9461323968.0,2.2884295749512065e-05,False,True
2023-01-03,topk_50_dropout_5,227502.27939216464,9229493552.0,2.4649486790406355e-05,False,True
2023-01-04,topk_50_dropout_5,212384.08223620546,10362884896.0,2.049468698800121e-05,False,True
2023-01-05,topk_50_dropout_5,225439.75124216548,15363550880.0,1.4673674920791845e-05,False,True
2023-01-06,topk_50_dropout_5,222623.72161802516,10668228576.0,2.0867918233290875e-05,False,True
2023-01-09,topk_50_dropout_5,233820.26579427003,10210319536.0,2.290038670874659e-05,False,True
2023-01-10,topk_50_dropout_5,232720.50722215264,9639506176.0,2.414236818495635e-05,False,True
2023-01-11,topk_50_dropout_5,218130.25100144005,11224945312.0,1.9432633740161606e-05,False,True
2023-01-12,topk_50_dropout_5,231429.28258697988,11057864800.0,2.0928930383285198e-05,False,True
2023-01-13,topk_50_dropout_5,236190.33273008713,13630483680.0,1.732809621984648e-05,False,True
2023-01-16,topk_50_dropout_5,234558.65381934817,14119390320.0,1.6612519981623978e-05,False,True
2023-01-17,topk_50_dropout_5,237588.78860863412,8594765664.0,2.764342832566076e-05,False,True
2023-01-18,topk_50_dropout_5,226446.08328857867,10569620168.0,2.14242403879521e-05,False,True
2023-01-19,topk_50_dropout_5,234764.38976875434,6433364176.0,3.6491699108928903e-05,False,True
2023-01-20,topk_50_dropout_5,241296.3894246736,10876790184.0,2.2184521843551413e-05,False,True
2023-01-30,topk_50_dropout_5,243084.87135171992,12805093472.0,1.8983451536941654e-05,False,True
2023-01-31,topk_50_dropout_5,240322.68000750634,9757566656.0,2.4629365955674016e-05,False,True
2023-02-01,topk_50_dropout_5,249478.9942661973,15886227424.0,1.5704105676423765e-05,False,True
2023-02-02,topk_50_dropout_5,245450.2944077402,10964368488.0,2.2386177067687422e-05,False,True
2023-02-03,topk_50_dropout_5,239732.94702322033,8378002960.0,2.8614569386977194e-05,False,True
2023-02-06,topk_50_dropout_5,231832.12979648757,8321477928.0,2.7859489840911775e-05,False,True
2023-02-07,topk_50_dropout_5,231325.99693157023,7312501792.0,3.1634316614410236e-05,False,True
2023-02-08,topk_50_dropout_5,231251.35503897775,5901672528.0,3.9184037057600996e-05,False,True
2023-02-09,topk_50_dropout_5,230458.0145888109,9559739104.0,2.410714477473369e-05,False,True
2023-02-10,topk_50_dropout_5,235653.33820288713,6144509248.0,3.835185670516988e-05,False,True
2023-02-13,topk_50_dropout_5,234080.4461276599,10602597696.0,2.2077650481444796e-05,False,True
2023-02-14,topk_50_dropout_5,234842.50214222842,6503542320.0,3.610993679860123e-05,False,True
2023-02-15,topk_50_dropout_5,236017.40871646468,6155283424.0,3.834387345937828e-05,False,True
2023-02-16,topk_50_dropout_5,230266.39513707563,12431196240.0,1.852326925675462e-05,False,True
2023-02-17,topk_50_dropout_5,238881.50858189733,12122058352.0,1.9706348678191657e-05,False,True
2023-02-20,topk_50_dropout_5,230057.92087411214,13817456912.0,1.6649801938178257e-05,False,True
2023-02-21,topk_50_dropout_5,235796.9311589369,6016824672.0,3.9189596508644434e-05,False,True
2023-02-22,topk_50_dropout_5,237830.01357006223,13867504416.0,1.7150166780957328e-05,False,True
2023-02-23,topk_50_dropout_5,234544.02407004527,9188473424.0,2.5525896767293657e-05,False,True
2023-02-24,topk_50_dropout_5,231985.98963132346,6412274264.0,3.6178425950016955e-05,False,True
2023-02-27,topk_50_dropout_5,227602.69073701647,13092877824.0,1.73837023301178e-05,False,True
2023-02-28,topk_50_dropout_5,224395.54648067133,14523464144.0,1.545055258551209e-05,False,True
2023-03-01,topk_50_dropout_5,231268.6417065965,23315872200.0,9.918935895805626e-06,False,True
2023-03-02,topk_50_dropout_5,237405.31825524804,10204408992.0,2.3264974820331864e-05,False,True
2023-03-03,topk_50_dropout_5,238863.49249568075,15566639072.0,1.534457704009653e-05,False,True
2023-03-06,topk_50_dropout_5,234422.85497326046,14123699136.0,1.659783692048058e-05,False,True
2023-03-07,topk_50_dropout_5,239674.17622775634,12834510128.0,1.867419744403636e-05,False,True
2023-03-08,topk_50_dropout_5,236544.75138846156,12897454496.0,1.834042147323127e-05,False,True
2023-03-09,topk_50_dropout_5,230453.17601693489,11057815096.0,2.084075145191186e-05,False,True
2023-03-10,topk_50_dropout_5,230314.3455999195,9759519648.0,2.3598942766319178e-05,False,True
2023-03-13,topk_50_dropout_5,225882.55220352087,9990644608.0,2.2609407207083076e-05,False,True
2023-03-14,topk_50_dropout_5,224584.38332247696,18194871432.0,1.234327948739951e-05,False,True
2023-03-15,topk_50_dropout_5,232254.326980278,13574262976.0,1.710990330678842e-05,False,True
2023-03-16,topk_50_dropout_5,228622.7337966463,11518617408.0,1.9848105523312324e-05,False,True
2023-03-17,topk_50_dropout_5,225210.51980058404,11677682176.0,1.9285549684117728e-05,False,True
2023-03-20,topk_50_dropout_5,236327.13850721944,12624410688.0,1.8719855076630048e-05,False,True
2023-03-21,topk_50_dropout_5,231615.8831297316,12855059088.0,1.8017488799094005e-05,False,True
2023-03-22,topk_50_dropout_5,229755.41688794378,11086401408.0,2.0724075237087407e-05,False,True
2023-03-23,topk_50_dropout_5,221452.47818921585,10902360168.0,2.031234290343946e-05,False,True
2023-03-24,topk_50_dropout_5,234092.87873839517,20743391480.0,1.1285178653842538e-05,False,True
2023-03-27,topk_50_dropout_5,231009.55332019692,10236483760.0,2.256727590609658e-05,False,True
2023-03-28,topk_50_dropout_5,227936.73804969928,7172584704.0,3.177888410611362e-05,False,True
2023-03-29,topk_50_dropout_5,233670.95198979863,12093572448.0,1.9321912775942602e-05,False,True
2023-03-30,topk_50_dropout_5,230729.99105209217,12826469952.0,1.7988580795460016e-05,False,True
2023-03-31,topk_50_dropout_5,231296.07185636624,10183422624.0,2.2712999390917375e-05,False,True
2023-04-03,topk_50_dropout_5,233294.72982821774,26998848096.0,8.640914197475758e-06,False,True
2023-04-04,topk_50_dropout_5,236893.92003831625,15310127168.0,1.547302105585726e-05,False,True
2023-04-06,topk_50_dropout_5,240078.00675829296,28748982112.0,8.35083502514974e-06,False,True
2023-04-07,topk_50_dropout_5,246353.9918487277,17895190944.0,1.376649137858608e-05,False,True
2023-04-10,topk_50_dropout_5,234167.45333653057,16241347488.0,1.4417981852155207e-05,False,True
2023-04-11,topk_50_dropout_5,239216.72525944118,31792301360.0,7.524360144636009e-06,False,True
2023-04-12,topk_50_dropout_5,244846.82982001646,20705813600.0,1.1825028204639902e-05,False,True
2023-04-13,topk_50_dropout_5,230319.744175353,22173758000.0,1.0387041482790287e-05,False,True
2023-04-14,topk_50_dropout_5,232616.77419668806,23141645840.0,1.0051868212182789e-05,False,True
2023-04-17,topk_50_dropout_5,233485.99400297087,7860908224.0,2.970216511243814e-05,False,True
2023-04-18,topk_50_dropout_5,237528.92228339872,28248892320.0,8.408433137579346e-06,False,True
2023-04-19,topk_50_dropout_5,242437.65644130134,16659339200.0,1.4552657433213277e-05,False,True
2023-04-20,topk_50_dropout_5,235845.15143685477,10278314144.0,2.2945898338253278e-05,False,True
2023-04-21,topk_50_dropout_5,229813.46323131467,22806909728.0,1.0076484099429442e-05,False,True
2023-04-24,topk_50_dropout_5,225199.1442971485,11636612208.0,1.9352638059239217e-05,False,True
2023-04-25,topk_50_dropout_5,232548.53224251702,18494697568.0,1.2573794807268352e-05,False,True
2023-04-26,topk_50_dropout_5,225832.1740124593,15541970336.0,1.4530472593256871e-05,False,True
2023-04-27,topk_50_dropout_5,218491.41844962884,19761036736.0,1.1056677914655583e-05,False,True
2023-04-28,topk_50_dropout_5,230415.49166090164,10659506304.0,2.1615962793177183e-05,False,True
2023-05-04,topk_50_dropout_5,234034.16723511514,20107868736.0,1.1638934504088615e-05,False,True
2023-05-05,topk_50_dropout_5,232972.753457079,10455805632.0,2.228166452751051e-05,False,True
2023-05-08,topk_50_dropout_5,231196.82702466846,21720741920.0,1.0644057549976564e-05,False,True
2023-05-09,topk_50_dropout_5,228226.66192684427,11282046864.0,2.0229189319811736e-05,False,True
2023-05-10,topk_50_dropout_5,229735.24172253988,20416594464.0,1.1252378163636717e-05,False,True
2023-05-11,topk_50_dropout_5,226341.75113648188,22821430720.0,9.917947472860363e-06,False,True
2023-05-12,topk_50_dropout_5,223608.53778451576,9510843104.0,2.3510905956431155e-05,False,True
2023-05-15,topk_50_dropout_5,216159.5428069666,11636309760.0,1.85762967182275e-05,False,True
2023-05-16,topk_50_dropout_5,219420.7767146228,11836600128.0,1.8537483258860225e-05,False,True
2023-05-17,topk_50_dropout_5,222952.1226240627,14590749712.0,1.5280374691144088e-05,False,True
2023-05-18,topk_50_dropout_5,227175.2485033062,6295112976.0,3.6087557025490656e-05,False,True
2023-05-19,topk_50_dropout_5,223850.8787789048,5389108128.0,4.1537648431259085e-05,False,True
2023-05-22,topk_50_dropout_5,220664.8810604347,6237684112.0,3.5376091045701016e-05,False,True
2023-05-23,topk_50_dropout_5,227570.3549636827,7779015104.0,2.9254391709133606e-05,False,True
2023-05-24,topk_50_dropout_5,222948.6354086721,10387057616.0,2.1464079978265147e-05,False,True
2023-05-25,topk_50_dropout_5,216563.4436057905,9654353768.0,2.243168717554193e-05,False,True
2023-05-26,topk_50_dropout_5,205593.8716209574,10235277544.0,2.0086790097985972e-05,False,True
2023-05-29,topk_50_dropout_5,206765.72277618785,13849958000.0,1.4928978324424366e-05,False,True
2023-05-30,topk_50_dropout_5,222883.13136215857,8103966400.0,2.7502968344261468e-05,False,True
2023-05-31,topk_50_dropout_5,216460.7216097548,12338384464.0,1.754368428389693e-05,False,True
2023-06-01,topk_50_dropout_5,213946.90634739565,9100085376.0,2.3510428474841118e-05,False,True
2023-06-02,topk_50_dropout_5,216124.49451158484,7226928640.0,2.9905441893443802e-05,False,True
2023-06-05,topk_50_dropout_5,218130.0650955086,9736524736.0,2.240327745370898e-05,False,True
2023-06-06,topk_50_dropout_5,216904.91359863122,17427992272.0,1.2445777471861346e-05,False,True
2023-06-07,topk_50_dropout_5,212025.86603978963,12422107168.0,1.7068429950916812e-05,False,True
2023-06-08,topk_50_dropout_5,211236.61513194317,6148962480.0,3.4353212565373006e-05,False,True
2023-06-09,topk_50_dropout_5,211504.73419001175,11418764432.0,1.8522558675200435e-05,False,True
2023-06-12,topk_50_dropout_5,212110.2933216423,11716942432.0,1.8102870655261602e-05,False,True
2023-06-13,topk_50_dropout_5,217407.72718545716,7661226896.0,2.837766458776568e-05,False,True
2023-06-14,topk_50_dropout_5,226364.36957515436,29604419776.0,7.646303196885002e-06,False,True
2023-06-15,topk_50_dropout_5,234158.13478103466,24676132672.0,9.489255787910957e-06,False,True
2023-06-16,topk_50_dropout_5,221955.59739053255,9547295420.0,2.324800769499312e-05,False,True
2023-06-19,topk_50_dropout_5,224509.4204968751,12151471168.0,1.8475904472217654e-05,False,True
2023-06-20,topk_50_dropout_5,229530.93362824462,15457281312.0,1.484937286158156e-05,False,True
2023-06-21,topk_50_dropout_5,229977.07794333057,10493166848.0,2.1916841814743874e-05,False,True
2023-06-26,topk_50_dropout_5,218050.29441411418,6085861768.0,3.5828992298287474e-05,False,True
2023-06-27,topk_50_dropout_5,215534.05800148234,10806454784.0,1.9944936827996666e-05,False,True
2023-06-28,topk_50_dropout_5,220176.4195538173,8896692384.0,2.47481209926722e-05,False,True
2023-06-29,topk_50_dropout_5,217469.9544750631,19019445472.0,1.1434084910373306e-05,False,True
2023-06-30,topk_50_dropout_5,216254.9887913762,14519092912.0,1.4894524754548674e-05,False,True
2023-07-03,topk_50_dropout_5,222277.96648357884,17769836608.0,1.2508723146250486e-05,False,True
2023-07-04,topk_50_dropout_5,226351.9393854534,15350173088.0,1.4745888407108847e-05,False,True
2023-07-05,topk_50_dropout_5,229530.66969067487,8291290128.0,2.7683347964816854e-05,False,True
2023-07-06,topk_50_dropout_5,223798.94949606888,11424132368.0,1.9590017192285817e-05,False,True
2023-07-07,topk_50_dropout_5,217163.21827754925,10109140080.0,2.148186854262576e-05,False,True
2023-07-10,topk_50_dropout_5,218579.74195636678,15021006208.0,1.45516045283274e-05,False,True
2023-07-11,topk_50_dropout_5,222588.7031132043,11570817216.0,1.9237077118927352e-05,False,True
2023-07-12,topk_50_dropout_5,223062.12899702834,9485995088.0,2.3514889785174674e-05,False,True
2023-07-13,topk_50_dropout_5,222631.0720624162,18748831856.0,1.1874396963625753e-05,False,True
2023-07-14,topk_50_dropout_5,223789.35910178802,8491708008.0,2.6353868843695174e-05,False,True
2023-07-17,topk_50_dropout_5,226352.3677126153,12220854800.0,1.8521811396745773e-05,False,True
2023-07-18,topk_50_dropout_5,218792.41195504606,4167680892.0,5.249740026282369e-05,False,True
2023-07-19,topk_50_dropout_5,219422.7720828251,9598100016.0,2.2861063305971817e-05,False,True
2023-07-20,topk_50_dropout_5,206693.34119520636,4602484204.0,4.4909082146456914e-05,False,True
2023-07-21,topk_50_dropout_5,210962.31129940468,6015367824.0,3.5070558853892736e-05,False,True
2023-07-24,topk_50_dropout_5,217869.6315105835,6409427872.0,3.3992056055792606e-05,False,True
2023-07-25,topk_50_dropout_5,226058.15274216025,8603546432.0,2.627499654111941e-05,False,True
2023-07-26,topk_50_dropout_5,221933.6437210255,5585274588.0,3.973549379252569e-05,False,True
2023-07-27,topk_50_dropout_5,225318.21084186545,6426508064.0,3.506075283777399e-05,False,True
2023-07-28,topk_50_dropout_5,223231.37598425246,13381771872.0,1.6681750228558407e-05,False,True
2023-07-31,topk_50_dropout_5,230319.61822456116,22682033136.0,1.0154275714332118e-05,False,True
2023-08-01,topk_50_dropout_5,217050.41563524984,14071662096.0,1.5424646651865555e-05,False,True
2023-08-02,topk_50_dropout_5,223514.8143432485,8157429296.0,2.7400153434716144e-05,False,True
2023-08-03,topk_50_dropout_5,221113.6940395516,10916077376.0,2.0255782954203897e-05,False,True
2023-08-04,topk_50_dropout_5,217793.30822877964,16264994144.0,1.339030966138537e-05,False,True
2023-08-07,topk_50_dropout_5,222712.50166818197,5430519112.0,4.1011272969474814e-05,False,True
2023-08-08,topk_50_dropout_5,219811.89893298963,11575100296.0,1.8990064302850997e-05,False,True
2023-08-09,topk_50_dropout_5,220369.42457022757,10082807168.0,2.1855959446454383e-05,False,True
2023-08-10,topk_50_dropout_5,218994.0117506717,15198689504.0,1.440874304939493e-05,False,True
2023-08-11,topk_50_dropout_5,220953.93413669057,8027059152.0,2.752613752467967e-05,False,True
2023-08-14,topk_50_dropout_5,216783.30227216755,7260507552.0,2.9857871604644473e-05,False,True
2023-08-15,topk_50_dropout_5,216636.49888474954,6349487008.0,3.411874039773601e-05,False,True
2023-08-16,topk_50_dropout_5,210912.9581449397,11561734800.0,1.8242327971831675e-05,False,True
2023-08-17,topk_50_dropout_5,213176.60680385065,7997292816.0,2.6656096220130032e-05,False,True
2023-08-18,topk_50_dropout_5,218165.52959089944,4319929664.0,5.05021022469359e-05,False,True
2023-08-21,topk_50_dropout_5,210143.39150663407,4411739152.0,4.763277797404874e-05,False,True
2023-08-22,topk_50_dropout_5,211003.81162431455,5276588368.0,3.99886814942686e-05,False,True
2023-08-23,topk_50_dropout_5,205851.25508329654,8603011520.0,2.3927813487723486e-05,False,True
2023-08-24,topk_50_dropout_5,206759.52719221407,9938294944.0,2.080432592886972e-05,False,True
2023-08-25,topk_50_dropout_5,203606.93192704124,13470922912.0,1.5114549556635548e-05,False,True
2023-08-28,topk_50_dropout_5,209598.23176639475,14208923232.0,1.475116927188102e-05,False,True
2023-08-29,topk_50_dropout_5,207831.79037798403,7186727184.0,2.8918836774642764e-05,False,True
2023-08-30,topk_50_dropout_5,210578.21307722112,8996764064.0,2.340599481983049e-05,False,True
2023-08-31,topk_50_dropout_5,210913.30175867764,8165059200.0,2.5831203006914834e-05,False,True
2023-09-01,topk_50_dropout_5,210435.4296632359,6096866968.0,3.4515338905658715e-05,False,True
2023-09-04,topk_50_dropout_5,209209.98961899214,16492783232.0,1.2684941448395078e-05,False,True
2023-09-05,topk_50_dropout_5,212006.8173319892,10616060064.0,1.997038600515488e-05,False,True
2023-09-06,topk_50_dropout_5,207417.5470710542,10238804672.0,2.0257984571019094e-05,False,True
2023-09-07,topk_50_dropout_5,204629.6207841431,5713545696.0,3.581482177125185e-05,False,True
2023-09-08,topk_50_dropout_5,208623.4087170521,7065648320.0,2.9526435405300798e-05,False,True
2023-09-11,topk_50_dropout_5,203507.94913087646,5621555440.0,3.620135944632371e-05,False,True
2023-09-12,topk_50_dropout_5,208138.5867259854,7119529304.0,2.923488026224513e-05,False,True
2023-09-13,topk_50_dropout_5,205486.14276325068,8350287488.0,2.4608271638377714e-05,False,True
2023-09-14,topk_50_dropout_5,205538.9160910592,6684987360.0,3.0746343264747654e-05,False,True
2023-09-15,topk_50_dropout_5,204895.86099257297,11093306416.0,1.8470224593909115e-05,False,True
2023-09-18,topk_50_dropout_5,199754.42367353145,5731938256.0,3.484936765751711e-05,False,True
2023-09-19,topk_50_dropout_5,209968.08687691664,7725814880.0,2.717746802611929e-05,False,True
2023-09-20,topk_50_dropout_5,184412.72986854688,4324295224.0,4.264573076441436e-05,False,True
2023-09-21,topk_50_dropout_5,196723.13511208913,5656175600.0,3.4780238278332296e-05,False,True
2023-09-22,topk_50_dropout_5,199894.6185377956,10311897072.0,1.9384853935419073e-05,False,True
2023-09-25,topk_50_dropout_5,202047.5059734416,8192924496.0,2.466121908874987e-05,False,True
2023-09-26,topk_50_dropout_5,199996.52647945422,10427789824.0,1.9179186563499174e-05,False,True
2023-09-27,topk_50_dropout_5,200407.39121531608,6483261488.0,3.0911508287341825e-05,False,True
2023-09-28,topk_50_dropout_5,203418.71095598137,8403949248.0,2.4205133200250064e-05,False,True
2023-10-09,topk_50_dropout_5,205026.0968987905,8403463520.0,2.4397808880925623e-05,False,True
2023-10-10,topk_50_dropout_5,206045.1863275865,10736190880.0,1.919164707768185e-05,False,True
2023-10-11,topk_50_dropout_5,200399.24979081893,5733639632.0,3.495149026673585e-05,False,True
2023-10-12,topk_50_dropout_5,197553.73596059854,4693978216.0,4.2086632461823625e-05,False,True
2023-10-13,topk_50_dropout_5,202243.60432439932,5771434708.0,3.504217141087327e-05,False,True
2023-10-16,topk_50_dropout_5,199583.89212142653,4615044960.0,4.324635921237624e-05,False,True
2023-10-17,topk_50_dropout_5,202103.7612272146,5358600972.0,3.7715769896518913e-05,False,True
2023-10-18,topk_50_dropout_5,196051.49140081715,10942743856.0,1.7916118112672484e-05,False,True
2023-10-19,topk_50_dropout_5,196983.86437264184,10033395672.0,1.963282131116994e-05,False,True
2023-10-20,topk_50_dropout_5,191772.34885626755,5418462056.0,3.5392394903626424e-05,False,True
2023-10-23,topk_50_dropout_5,188609.2614430679,7019772032.0,2.686828868277811e-05,False,True
2023-10-24,topk_50_dropout_5,183131.63574155915,9055161224.0,2.0224006090160272e-05,False,True
2023-10-25,topk_50_dropout_5,192876.51720806662,14838632448.0,1.2998267723388699e-05,False,True
2023-10-26,topk_50_dropout_5,195579.68204157974,7825771336.0,2.4991745049063333e-05,False,True
2023-10-27,topk_50_dropout_5,193999.84458861593,7499088496.0,2.5869790000757437e-05,False,True
2023-10-30,topk_50_dropout_5,198636.3171866864,15537561312.0,1.2784266024635104e-05,False,True
2023-10-31,topk_50_dropout_5,198136.11396745028,6534024976.0,3.0323746036358935e-05,False,True
2023-11-01,topk_50_dropout_5,194106.33833017477,5627889960.0,3.4490073492868146e-05,False,True
2023-11-02,topk_50_dropout_5,194615.65346809616,5653924952.0,3.442133652645203e-05,False,True
2023-11-03,topk_50_dropout_5,191537.78523587406,11252255600.0,1.702216800299791e-05,False,True
2023-11-06,topk_50_dropout_5,195535.15212824676,12221183312.0,1.5999690630305044e-05,False,True
2023-11-07,topk_50_dropout_5,192159.2871010901,7798562640.0,2.4640346685872116e-05,False,True
2023-11-08,topk_50_dropout_5,191633.12366284296,7620721928.0,2.5146321499902255e-05,False,True
2023-11-09,topk_50_dropout_5,195635.71307034203,6539135480.0,2.991767240007421e-05,False,True
2023-11-10,topk_50_dropout_5,194590.2009392646,7691711264.0,2.529868767305624e-05,False,True
2023-11-13,topk_50_dropout_5,193508.1693435555,13773292184.0,1.4049521839691156e-05,False,True
2023-11-14,topk_50_dropout_5,197181.79204903758,5397498792.0,3.65320678424781e-05,False,True
2023-11-15,topk_50_dropout_5,197107.4211461091,12426690800.0,1.5861617893165015e-05,False,True
2023-11-16,topk_50_dropout_5,195558.09596085217,10263829896.0,1.9053131038060626e-05,False,True
2023-11-17,topk_50_dropout_5,195821.2806348981,11615075856.0,1.6859233901063393e-05,False,True
2023-11-20,topk_50_dropout_5,193739.74349813792,9446336432.0,2.0509511268499135e-05,False,True
2023-11-21,topk_50_dropout_5,195407.18925300697,6246770472.0,3.1281314101243795e-05,False,True
2023-11-22,topk_50_dropout_5,194656.6156549759,3709688384.0,5.247249782341176e-05,False,True
2023-11-23,topk_50_dropout_5,192497.52549075324,4959472168.0,3.881411548849995e-05,False,True
2023-11-24,topk_50_dropout_5,190900.23978277293,6493862672.0,2.9397024456012847e-05,False,True
2023-11-27,topk_50_dropout_5,192841.07843703427,5684174832.0,3.392595832052941e-05,False,True
2023-11-28,topk_50_dropout_5,191501.1746428547,4833496320.0,3.961959665728155e-05,False,True
2023-11-29,topk_50_dropout_5,187859.01324906977,5997641528.0,3.132214760953112e-05,False,True
2023-11-30,topk_50_dropout_5,188321.4430540151,4607373456.0,4.087392629498517e-05,False,True
2023-12-01,topk_50_dropout_5,183844.57134386164,18691161184.0,9.835909579616497e-06,False,True
2023-12-04,topk_50_dropout_5,186084.01390487613,7747137808.0,2.4019711345875174e-05,False,True
2023-12-05,topk_50_dropout_5,192343.54288015093,8033616976.0,2.3942334250533348e-05,False,True
2023-12-06,topk_50_dropout_5,183950.8167021268,8851788368.0,2.0781203645483133e-05,False,True
2023-12-07,topk_50_dropout_5,181623.69137157785,10473753840.0,1.734084017498523e-05,False,True
2023-12-08,topk_50_dropout_5,185444.92214726363,14665059712.0,1.2645357454325217e-05,False,True
2023-12-11,topk_50_dropout_5,182308.4220398742,5171465528.0,3.5252757859990937e-05,False,True
2023-12-12,topk_50_dropout_5,184185.84491525867,4140719328.0,4.448160580935146e-05,False,True
2023-12-13,topk_50_dropout_5,185626.98661721894,7464409376.0,2.486827520661682e-05,False,True
2023-12-14,topk_50_dropout_5,183843.81809868364,7015944168.0,2.620371737523263e-05,False,True
2023-12-15,topk_50_dropout_5,183948.16822423926,5323773632.0,3.455221445152521e-05,False,True
2023-12-18,topk_50_dropout_5,182781.17722020193,4412495168.0,4.142354161558187e-05,False,True
2023-12-19,topk_50_dropout_5,184992.69511133083,7176620232.0,2.577713312548748e-05,False,True
2023-12-20,topk_50_dropout_5,182952.22206543107,9848653712.0,1.8576368650520693e-05,False,True
2023-12-21,topk_50_dropout_5,178282.4362919802,7037058880.0,2.5334793886502227e-05,False,True
2023-12-22,topk_50_dropout_5,183534.87056698967,10419075840.0,1.7615273502701528e-05,False,True
2023-12-25,topk_50_dropout_5,185756.8379320875,5684676296.0,3.267676614459025e-05,False,True
2023-12-26,topk_50_dropout_5,183533.90709028294,7377296608.0,2.487820631900001e-05,False,True
2023-12-27,topk_50_dropout_5,184696.66873518366,8188160320.0,2.2556552573116162e-05,False,True
2023-12-28,topk_50_dropout_5,181461.71734310908,11404851104.0,1.5910923841825992e-05,False,True
2023-12-29,topk_50_dropout_5,189292.53520555864,11108438864.0,1.7040426429227063e-05,False,True
2024-01-02,topk_50_dropout_5,186787.57121878082,8611703856.0,2.168996685698162e-05,False,True
2024-01-03,topk_50_dropout_5,185554.01447288005,9759297760.0,1.9013049815264583e-05,False,True
2024-01-04,topk_50_dropout_5,178759.46083920184,6947204512.0,2.573113552802832e-05,False,True
2024-01-05,topk_50_dropout_5,181928.89696540483,7993456272.0,2.275972880500732e-05,False,True
2024-01-08,topk_50_dropout_5,180242.04488924445,7532502760.0,2.3928573361617257e-05,False,True
2024-01-09,topk_50_dropout_5,179676.11243680734,4337242348.0,4.142634836157127e-05,False,True
2024-01-10,topk_50_dropout_5,177137.77596545382,4666772736.0,3.795723211438892e-05,False,True
2024-01-11,topk_50_dropout_5,181683.84563871688,9033603984.0,2.0112000255989623e-05,False,True
