data_source,path,exists,min_date,max_date,row_count,file_count,content_hash,pass,blocked_reason
pit_universe,data/universe/pit_mcap500_mainboard_daily.csv,True,2017-07-04,2026-04-30,439140,0,33e037afb7f75c2f64ff6a7a6f205f164f1ba90d61b09976b670c9d3930a3a80,True,
qlib_instruments,data/universe/qlib_pit_mcap500_mainboard.txt,True,,,,0,64510858d1833d469956abdbd182b60ca40bfb3b89407a42c40e95ba7468106d,True,
qlib_provider,data/qlib/cn_data_pit,True,2017-01-03,2026-04-30,,3783,47ef0244360c692ffd65f45e2294b97d0906e6298fd6901305bc4db3b60dfb7e,True,
pit_industry_membership,data/targets/pit_industry_membership.csv,True,2017-07-04,2026-04-30,439140,0,9fefe9fba24993c3f92f667c4059b9e18742a1ee9bb65f713b344c29d80ca2aa,True,
