population_id,rule_arm_id,input_denominator_id,denominator_id,split,readout_only_flag,threshold_id,capacity_id,post_dedup_sample_n,post_dedup_fast_fail_positive_n,post_dedup_fast_fail_winner_n,post_dedup_winner_n,random_rejected_fast_fail_positive_n,random_rejected_fast_fail_winner_n,random_rejected_fast_fail_non_winner_n,rule_baseline_rejected_fast_fail_positive_n,rule_baseline_rejected_fast_fail_winner_n,rule_baseline_rejected_fast_fail_non_winner_n,rule_baseline_status,capture_lift_power_status,winner_injury_power_status,fast_fail_ml_supported_gate_allowed
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9250,keep_9250,1440,120,2,107,6,0,6,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9300,keep_9300,1440,120,2,107,9,0,9,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9400,keep_9400,1440,120,2,107,6,0,6,12,0,12,pass,fail_low_count,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9500,keep_9500,1440,120,2,107,9,1,8,9,0,9,pass,fail_low_count,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9600,keep_9600,1440,120,2,107,8,0,8,8,0,8,pass,fail_low_count,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9700,keep_9700,1440,120,2,107,5,0,5,7,0,7,pass,fail_low_count,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9000,keep_9000,9705,584,61,2023,64,8,56,155,12,143,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9250,keep_9250,9705,584,61,2023,54,6,48,129,11,118,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9300,keep_9300,9705,584,61,2023,39,6,33,121,10,111,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9400,keep_9400,9705,584,61,2023,36,1,35,106,10,96,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9500,keep_9500,9705,584,61,2023,29,5,24,93,10,83,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9600,keep_9600,9705,584,61,2023,27,1,26,73,7,66,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9700,keep_9700,9705,584,61,2023,17,1,16,52,6,46,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9000,keep_9000,16557,1250,110,2964,113,12,101,186,14,172,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9250,keep_9250,16557,1250,110,2964,90,5,85,141,12,129,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9300,keep_9300,16557,1250,110,2964,89,8,81,131,11,120,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9400,keep_9400,16557,1250,110,2964,76,6,70,113,11,102,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9500,keep_9500,16557,1250,110,2964,69,7,62,93,9,84,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9600,keep_9600,16557,1250,110,2964,44,4,40,73,5,68,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9700,keep_9700,16557,1250,110,2964,39,3,36,57,4,53,pass,pass,pass,True
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9000,keep_9000,4449,338,5,297,32,1,31,59,0,59,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9250,keep_9250,4449,338,5,297,25,1,24,44,0,44,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9300,keep_9300,4449,338,5,297,23,0,23,44,0,44,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9400,keep_9400,4449,338,5,297,25,0,25,39,0,39,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9500,keep_9500,4449,338,5,297,17,0,17,34,0,34,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9600,keep_9600,4449,338,5,297,10,0,10,28,0,28,pass,pass,fail_low_count,False
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9700,keep_9700,4449,338,5,297,11,0,11,20,0,20,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9000,keep_9000,2996,195,12,622,15,0,15,44,3,41,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9250,keep_9250,2996,195,12,622,15,0,15,36,2,34,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9300,keep_9300,2996,195,12,622,17,2,15,35,2,33,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9400,keep_9400,2996,195,12,622,18,1,17,27,2,25,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9500,keep_9500,2996,195,12,622,12,0,12,20,2,18,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9600,keep_9600,2996,195,12,622,8,0,8,16,2,14,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9700,keep_9700,2996,195,12,622,5,1,4,13,2,11,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9000,keep_9000,4794,426,46,878,39,7,32,62,6,56,pass,pass,pass,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9250,keep_9250,4794,426,46,878,31,3,28,44,4,40,pass,pass,pass,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9300,keep_9300,4794,426,46,878,32,3,29,42,3,39,pass,pass,pass,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9400,keep_9400,4794,426,46,878,21,4,17,35,3,32,pass,pass,pass,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9500,keep_9500,4794,426,46,878,18,2,16,26,2,24,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9600,keep_9600,4794,426,46,878,19,3,16,20,2,18,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9700,keep_9700,4794,426,46,878,14,2,12,16,1,15,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9000,keep_9000,1440,120,2,107,13,0,13,20,0,20,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9250,keep_9250,1440,120,2,107,6,0,6,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9300,keep_9300,1440,120,2,107,9,0,9,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9400,keep_9400,1440,120,2,107,6,0,6,12,0,12,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9500,keep_9500,1440,120,2,107,9,1,8,9,0,9,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9600,keep_9600,1440,120,2,107,8,0,8,8,0,8,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9700,keep_9700,1440,120,2,107,5,0,5,7,0,7,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9000,keep_9000,4970,342,39,995,35,3,32,79,8,71,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9250,keep_9250,4970,342,39,995,39,4,35,65,8,57,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9300,keep_9300,4970,342,39,995,23,4,19,59,7,52,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9400,keep_9400,4970,342,39,995,17,1,16,50,6,44,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9500,keep_9500,4970,342,39,995,20,4,16,41,5,36,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9600,keep_9600,4970,342,39,995,13,1,12,29,4,25,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9700,keep_9700,4970,342,39,995,10,0,10,23,4,19,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9000,keep_9000,8318,702,70,1491,61,8,53,92,10,82,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9250,keep_9250,8318,702,70,1491,44,4,40,73,7,66,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9300,keep_9300,8318,702,70,1491,53,6,47,68,6,62,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9400,keep_9400,8318,702,70,1491,43,3,40,58,4,54,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9500,keep_9500,8318,702,70,1491,40,6,34,47,3,44,pass,pass,pass,True
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9600,keep_9600,8318,702,70,1491,24,3,21,38,2,36,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9700,keep_9700,8318,702,70,1491,25,3,22,22,1,21,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9000,keep_9000,2514,236,5,161,19,1,18,38,0,38,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9250,keep_9250,2514,236,5,161,18,1,17,29,0,29,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9300,keep_9300,2514,236,5,161,17,0,17,28,0,28,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9400,keep_9400,2514,236,5,161,19,0,19,24,0,24,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9500,keep_9500,2514,236,5,161,12,0,12,20,0,20,pass,pass,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9600,keep_9600,2514,236,5,161,7,0,7,17,0,17,pass,fail_low_count,fail_low_count,False
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9700,keep_9700,2514,236,5,161,8,0,8,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9000,keep_9000,2996,195,12,622,15,0,15,44,3,41,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9250,keep_9250,2996,195,12,622,15,0,15,36,2,34,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9300,keep_9300,2996,195,12,622,17,2,15,35,2,33,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9400,keep_9400,2996,195,12,622,18,1,17,27,2,25,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9500,keep_9500,2996,195,12,622,12,0,12,20,2,18,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9600,keep_9600,2996,195,12,622,8,0,8,16,2,14,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9700,keep_9700,2996,195,12,622,5,1,4,13,2,11,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9000,keep_9000,4794,426,46,878,39,7,32,62,6,56,pass,pass,pass,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9250,keep_9250,4794,426,46,878,31,3,28,44,4,40,pass,pass,pass,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9300,keep_9300,4794,426,46,878,32,3,29,42,3,39,pass,pass,pass,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9400,keep_9400,4794,426,46,878,21,4,17,35,3,32,pass,pass,pass,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9500,keep_9500,4794,426,46,878,18,2,16,26,2,24,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9600,keep_9600,4794,426,46,878,19,3,16,20,2,18,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9700,keep_9700,4794,426,46,878,14,2,12,16,1,15,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9000,keep_9000,1440,120,2,107,13,0,13,20,0,20,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9250,keep_9250,1440,120,2,107,6,0,6,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9300,keep_9300,1440,120,2,107,9,0,9,13,0,13,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9400,keep_9400,1440,120,2,107,6,0,6,12,0,12,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9500,keep_9500,1440,120,2,107,9,1,8,9,0,9,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9600,keep_9600,1440,120,2,107,8,0,8,8,0,8,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9700,keep_9700,1440,120,2,107,5,0,5,7,0,7,pass,fail_low_count,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9000,keep_9000,4970,342,39,995,35,3,32,79,8,71,pass,pass,pass,True
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9250,keep_9250,4970,342,39,995,39,4,35,65,8,57,pass,pass,pass,True
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9300,keep_9300,4970,342,39,995,23,4,19,59,7,52,pass,pass,pass,True
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9400,keep_9400,4970,342,39,995,17,1,16,50,6,44,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9500,keep_9500,4970,342,39,995,20,4,16,41,5,36,pass,pass,pass,True
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9600,keep_9600,4970,342,39,995,13,1,12,29,4,25,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9700,keep_9700,4970,342,39,995,10,0,10,23,4,19,pass,pass,fail_low_count,False
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9000,keep_9000,8318,702,70,1491,61,8,53,92,10,82,pass,pass,pass,True
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9250,keep_9250,8318,702,70,1491,44,4,40,73,7,66,pass,pass,pass,True
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9300,keep_9300,8318,702,70,1491,53,6,47,68,6,62,pass,pass,pass,True
