population_id,rule_arm_id,input_denominator_id,denominator_id,split,readout_only_flag,instrument,event_day_n,admitted_event_n,suppressed_event_n,formal_event_day_density,p50_density,p95_density,max_density,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,density_audit_status
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002409,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002414,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002415,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002422,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002423,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002436,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002444,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002456,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002459,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002460,8,8,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002463,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002465,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002466,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002472,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002475,6,6,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002493,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002517,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002532,9,9,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002555,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002558,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002568,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002583,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002594,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002595,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002600,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002601,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002602,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002608,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002624,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002625,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002648,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002653,9,9,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002670,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002673,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002709,9,9,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002714,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002736,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002738,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002739,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002773,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002797,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002812,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002821,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002837,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002841,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002850,6,6,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002851,6,6,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002916,9,9,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002920,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002938,9,9,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002939,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002945,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002948,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002966,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ002984,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ003021,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ003816,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300001,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300002,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300003,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300009,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300010,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300012,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300015,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300017,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300024,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300033,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300037,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300045,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300054,8,8,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300058,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300059,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300068,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300070,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300073,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300077,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300085,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300088,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300100,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300115,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300122,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300124,2,2,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300130,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300133,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300136,9,9,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300140,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300142,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300144,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300146,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300170,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300182,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300199,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300204,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300207,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300212,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300223,8,8,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300229,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300251,5,5,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300253,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300255,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300260,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300274,8,8,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300276,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300284,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300285,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300294,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300296,3,3,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300298,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300308,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300316,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300339,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300346,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300347,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300364,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300373,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300377,3,3,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300383,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300390,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300394,9,9,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300395,8,8,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300408,6,6,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300413,5,5,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300418,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300432,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300433,9,9,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300436,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300438,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300442,6,6,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300450,8,8,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300454,7,7,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300456,1,1,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300458,6,6,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300459,4,4,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300468,2,2,0,1.0,1.0,1.0,1.0,0.1,0.05,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300474,7,7,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
10A__same_family_dedup_10d,same_family_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,SZ300475,4,4,0,1.0,1.0,1.0,1.0,0.1,0.1,pass
