population_id,rule_arm_id,rule_arm_type,window_sessions,cap,uses_score_flag,admission_order_key,tie_break_key,execution_anchor_policy,non_executable_policy,arm_status,arm_block_reason
10A__same_instrument_cooldown_10d,same_instrument_cooldown_10d,same_instrument_cooldown,10,1,False,"event_window_anchor_pos,event_t0_date,sample_id,input_event_key",input_event_key,trade_open_pos_else_event_t0_pos,audit_only_not_admitted,materialized,
10A__same_family_dedup_10d,same_family_dedup_10d,same_family_dedup,10,1,False,"event_window_anchor_pos,event_t0_date,sample_id,input_event_key",input_event_key,trade_open_pos_else_event_t0_pos,audit_only_not_admitted,materialized,
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,same_mechanism_dedup,10,1,False,"event_window_anchor_pos,event_t0_date,sample_id,input_event_key",input_event_key,trade_open_pos_else_event_t0_pos,audit_only_not_admitted,materialized,
10A__same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap_10d_cap1,same_instrument_rolling_cap,10,1,False,"event_window_anchor_pos,event_t0_date,sample_id,input_event_key",input_event_key,trade_open_pos_else_event_t0_pos,audit_only_not_admitted,materialized,
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap,20,1,False,"event_window_anchor_pos,event_t0_date,sample_id,input_event_key",input_event_key,trade_open_pos_else_event_t0_pos,audit_only_not_admitted,materialized,
