input_denominator_id,source_pool_id,event_regime_bucket,excluded_row_n,excluded_unique_sample_n,exclusion_reason,feature_matrix_join_attempted_flag,sample_weight_join_attempted_flag,post_dedup_materialized_flag
risk_off_e1_horizon_complete_readonly,07_E1_only,risk_off,1887,1887,excluded_riskoff_e1_readonly,False,False,False
