population_id,rule_arm_id,input_denominator_id,denominator_id,split,readout_only_flag,threshold_id,capacity_id,post_dedup_sample_n,post_dedup_false_repair_positive_n,post_dedup_winner_n,post_dedup_E1_missed_winner_n,e1_missed_proxy_status,post_dedup_e1_status_episode_level_proxy_from_08_membership_n,post_dedup_e1_status_no_episode_membership_for_event_n,post_dedup_e1_status_episode_membership_proxy_input_blocked_n,random_rejected_false_repair_positive_n,random_rejected_false_repair_winner_n,random_rejected_E1_missed_winner_n,random_rejected_false_repair_non_winner_n,false_repair_power_status,winner_retention_power_status,false_repair_ml_supported_gate_allowed
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8250,keep_8250,1391,372,101,40,mixed_non_blocking,368,1023,0,62,3,6,59,pass,pass,False
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8500,keep_8500,1391,372,101,40,mixed_non_blocking,368,1023,0,56,1,7,55,pass,pass,False
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8750,keep_8750,1391,372,101,40,mixed_non_blocking,368,1023,0,45,2,7,43,pass,pass,False
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9000,keep_9000,1391,372,101,40,mixed_non_blocking,368,1023,0,30,0,2,30,pass,pass,False
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8000,keep_8000,4108,1111,810,388,mixed_non_blocking,1443,2665,0,216,35,77,181,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8250,keep_8250,4108,1111,810,388,mixed_non_blocking,1443,2665,0,206,25,67,181,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8500,keep_8500,4108,1111,810,388,mixed_non_blocking,1443,2665,0,169,24,66,145,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8750,keep_8750,4108,1111,810,388,mixed_non_blocking,1443,2665,0,150,19,51,131,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9000,keep_9000,4108,1111,810,388,mixed_non_blocking,1443,2665,0,121,16,36,105,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8000,keep_8000,6880,2437,1230,667,mixed_non_blocking,2427,4453,0,534,41,126,493,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8250,keep_8250,6880,2437,1230,667,mixed_non_blocking,2427,4453,0,416,45,122,371,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8500,keep_8500,6880,2437,1230,667,mixed_non_blocking,2427,4453,0,372,41,91,331,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8750,keep_8750,6880,2437,1230,667,mixed_non_blocking,2427,4453,0,312,39,87,273,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9000,keep_9000,6880,2437,1230,667,mixed_non_blocking,2427,4453,0,258,29,58,229,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8000,keep_8000,2212,626,140,55,mixed_non_blocking,562,1650,0,127,0,12,127,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8250,keep_8250,2212,626,140,55,mixed_non_blocking,562,1650,0,102,3,10,99,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8500,keep_8500,2212,626,140,55,mixed_non_blocking,562,1650,0,108,6,7,102,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8750,keep_8750,2212,626,140,55,mixed_non_blocking,562,1650,0,79,1,7,78,pass,pass,True
10A__same_instrument_rolling_cap_20d_cap1,same_instrument_rolling_cap_20d_cap1,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9000,keep_9000,2212,626,140,55,mixed_non_blocking,562,1650,0,57,3,7,54,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_8000,keep_8000,2996,852,622,306,mixed_non_blocking,1096,1900,0,182,21,62,161,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_8250,keep_8250,2996,852,622,306,mixed_non_blocking,1096,1900,0,161,21,59,140,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_8500,keep_8500,2996,852,622,306,mixed_non_blocking,1096,1900,0,118,22,47,96,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_8750,keep_8750,2996,852,622,306,mixed_non_blocking,1096,1900,0,93,12,37,81,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,robustness,True,keep_9000,keep_9000,2996,852,622,306,mixed_non_blocking,1096,1900,0,74,9,29,65,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_8000,keep_8000,4794,1874,878,497,mixed_non_blocking,1854,2940,0,360,26,112,334,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_8250,keep_8250,4794,1874,878,497,mixed_non_blocking,1854,2940,0,334,32,90,302,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_8500,keep_8500,4794,1874,878,497,mixed_non_blocking,1854,2940,0,279,23,76,256,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_8750,keep_8750,4794,1874,878,497,mixed_non_blocking,1854,2940,0,253,22,60,231,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,train,True,keep_9000,keep_9000,4794,1874,878,497,mixed_non_blocking,1854,2940,0,190,21,58,169,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8000,keep_8000,1440,387,107,41,mixed_non_blocking,392,1048,0,79,3,8,76,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8250,keep_8250,1440,387,107,41,mixed_non_blocking,392,1048,0,65,3,6,62,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8500,keep_8500,1440,387,107,41,mixed_non_blocking,392,1048,0,58,0,6,58,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_8750,keep_8750,1440,387,107,41,mixed_non_blocking,392,1048,0,46,2,7,44,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r6_horizon_complete,post_dedup_risk_on_r6_readout,validation,True,keep_9000,keep_9000,1440,387,107,41,mixed_non_blocking,392,1048,0,31,0,2,31,pass,pass,False
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8000,keep_8000,9430,2645,1970,969,mixed_non_blocking,3575,5855,0,523,84,202,439,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8250,keep_8250,9430,2645,1970,969,mixed_non_blocking,3575,5855,0,477,59,165,418,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8500,keep_8500,9430,2645,1970,969,mixed_non_blocking,3575,5855,0,402,63,146,339,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_8750,keep_8750,9430,2645,1970,969,mixed_non_blocking,3575,5855,0,339,41,124,298,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,robustness,False,keep_9000,keep_9000,9430,2645,1970,969,mixed_non_blocking,3575,5855,0,275,35,102,240,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8000,keep_8000,16117,6157,2892,1557,mixed_non_blocking,6503,9614,0,1291,102,301,1189,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8250,keep_8250,16117,6157,2892,1557,mixed_non_blocking,6503,9614,0,1061,89,264,972,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8500,keep_8500,16117,6157,2892,1557,mixed_non_blocking,6503,9614,0,919,81,217,838,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_8750,keep_8750,16117,6157,2892,1557,mixed_non_blocking,6503,9614,0,753,75,197,678,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,train,False,keep_9000,keep_9000,16117,6157,2892,1557,mixed_non_blocking,6503,9614,0,628,62,158,566,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8000,keep_8000,4342,1268,292,117,mixed_non_blocking,1255,3087,0,250,4,23,246,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8250,keep_8250,4342,1268,292,117,mixed_non_blocking,1255,3087,0,221,6,18,215,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8500,keep_8500,4342,1268,292,117,mixed_non_blocking,1255,3087,0,206,9,15,197,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_8750,keep_8750,4342,1268,292,117,mixed_non_blocking,1255,3087,0,146,4,15,142,pass,pass,True
10A__same_mechanism_dedup_10d,same_mechanism_dedup_10d,risk_on_r_core_horizon_complete,post_dedup_risk_on_r_core,validation,False,keep_9000,keep_9000,4342,1268,292,117,mixed_non_blocking,1255,3087,0,117,7,14,110,pass,pass,True
