episode_id,instrument,episode_low_date,episode_high_date,episode_mfe_120,market_regime_bucket,split,duration_bucket,matching_11a2_winner_row_n_pre120_to_high,matching_11a2_row_ids,matching_11a2_event_t0_dates,matching_11a2_event_minus_low_days,matching_11a2_mfe_120d_frozen
SH600298_20210901_0003,SH600298,2021-09-01,2021-12-27,0.6625344352617082,risk_on,train,medium,0,,,,
SH600299_20190222_0000,SH600299,2019-02-22,2019-04-11,0.5321701199563795,risk_on,train,fast,0,,,,
SH600299_20200528_0001,SH600299,2020-05-28,2020-08-06,0.540674603174603,risk_on,train,medium,0,,,,
SH600309_20201214_0002,SH600309,2020-12-14,2021-02-18,0.8822450994218023,risk_on,train,medium,5,1451;1452;1453;1454;1455,2020-08-21;2020-09-18;2020-10-20;2020-11-18;2020-12-24,-115;-87;-55;-26;10,1.16848;0.986456;0.872475;0.678024;0.712471
SH600309_20251021_0003,SH600309,2025-10-21,2026-03-09,0.6008050989600806,risk_on,robustness,long,0,,,,
SH600346_20250717_0004,SH600346,2025-07-17,2026-01-08,0.7817371937639197,risk_on,robustness,long,4,1608;1609;1610;1611,2025-07-22;2025-08-20;2025-09-11;2025-10-23,5;34;56;98,0.602979;0.645795;0.583579;0.561444
SH600362_20200812_0000,SH600362,2020-08-12,2021-01-08,0.699922660479505,risk_on,train,long,3,1685;1686;1687,2020-07-28;2020-09-18;2020-11-16,-15;37;96,0.582433;0.975938;0.849007
SH600362_20210129_0001,SH600362,2021-01-29,2021-02-23,0.7213316892725032,risk_on,train,fast,1,1687,2020-11-16,-74,0.849007
SH600392_20250916_0004,SH600392,2025-09-16,2026-02-27,0.5650557620817844,risk_on,robustness,long,0,,,,
SH600399_20210119_0000,SH600399,2021-01-19,2021-07-21,0.5800446760982874,risk_on,train,long,0,,,,
SH600406_20250904_0000,SH600406,2025-09-04,2026-03-09,0.5310410697230181,risk_on,robustness,long,0,,,,
SH600415_20230216_0002,SH600415,2023-02-16,2023-05-05,1.2311015118790496,risk_on,validation,medium,0,,,,
SH600426_20250717_0004,SH600426,2025-07-17,2026-01-07,0.6249400479616307,risk_on,robustness,long,2,2028;2029,2025-08-25;2025-11-10,39;116,0.619767;0.551178
SH600436_20210903_0006,SH600436,2021-09-03,2021-12-24,0.5260632568462971,risk_on,train,medium,0,,,,
SH600460_20191021_0002,SH600460,2019-10-21,2020-02-24,0.520567375886525,risk_on,train,long,0,,,,
SH600460_20210204_0005,SH600460,2021-02-04,2021-07-27,2.6058252427184465,risk_on,train,long,1,2105,2021-06-04,120,0.847302
SH600482_20230112_0000,SH600482,2023-01-12,2023-06-28,0.6627986348122865,risk_on,validation,long,0,,,,
SH600482_20250924_0002,SH600482,2025-09-24,2026-03-06,0.8739856801909307,risk_on,robustness,long,0,,,,
SH600486_20200908_0003,SH600486,2020-09-08,2021-02-18,0.983108108108108,risk_on,train,long,0,,,,
SH600489_20251105_0004,SH600489,2025-11-05,2026-01-29,1.0688279301745631,risk_on,robustness,medium,1,2227,2025-09-29,-37,0.95476
SH600497_20201216_0001,SH600497,2020-12-16,2021-02-22,0.5053191489361704,risk_on,train,medium,0,,,,
SH600499_20210616_0000,SH600499,2021-06-16,2021-11-24,1.179962894248609,risk_on,train,long,0,,,,
SH600511_20191025_0000,SH600511,2019-10-25,2020-04-16,0.7413872301332107,risk_on,train,long,0,,,,
SH600511_20200528_0001,SH600511,2020-05-28,2020-08-10,0.8871690427698573,risk_on,train,medium,0,,,,
SH600515_20220808_0004,SH600515,2022-08-08,2022-12-26,0.8129251700680273,risk_on,validation,long,0,,,,
SH600515_20250623_0005,SH600515,2025-06-23,2025-11-05,0.7987804878048783,risk_on,robustness,long,0,,,,
SH600517_20201217_0000,SH600517,2020-12-17,2021-03-25,0.57319587628866,risk_on,train,medium,0,,,,
SH600522_20191030_0001,SH600522,2019-10-30,2020-03-20,0.5628342245989304,risk_on,train,long,0,,,,
SH600546_20220805_0002,SH600546,2022-08-05,2022-08-25,0.5244821092278722,risk_on,validation,fast,0,,,,
SH600547_20190429_0001,SH600547,2019-04-29,2019-09-04,1.0142348754448398,risk_on,train,long,1,2525,2019-02-20,-68,0.575887
SH600547_20251105_0006,SH600547,2025-11-05,2026-01-29,0.9538002980625933,risk_on,robustness,medium,0,,,,
SH600549_20250228_0002,SH600549,2025-02-28,2025-08-22,0.5016077170418005,risk_on,robustness,long,0,,,,
SH600549_20250923_0003,SH600549,2025-09-23,2026-03-04,2.0196223620881155,risk_on,robustness,long,2,2588;2589,2025-10-13;2025-10-30,20;37,1.44925;1.23085
SH600584_20190327_0001,SH600584,2019-03-27,2019-09-16,0.5287175452399684,risk_on,train,long,0,,,,
SH600584_20191021_0002,SH600584,2019-10-21,2020-02-25,1.2397394136807818,risk_on,train,long,1,2710,2020-02-25,127,0.556483
SH600597_20200629_0000,SH600597,2020-06-29,2020-09-02,0.5905989385898409,risk_on,train,medium,0,,,,
SH600598_20200612_0002,SH600598,2020-06-12,2020-08-19,0.6170940170940173,risk_on,train,medium,0,,,,
SH600621_20191210_0000,SH600621,2019-12-10,2020-04-07,0.5339966832504146,risk_on,train,medium,0,,,,
SH600623_20180116_0000,SH600623,2018-01-16,2018-05-21,0.6259204712812958,risk_on,train,medium,0,,,,
SH600660_20201020_0001,SH600660,2020-10-20,2021-01-25,1.2193857199840448,risk_on,train,medium,2,3014;3015,2020-11-13;2020-12-21,24;62,0.575311;0.55419
SH600663_20210204_0001,SH600663,2021-02-04,2021-07-16,0.7775202780996522,risk_on,train,long,0,,,,
SH600663_20240424_0002,SH600663,2024-04-24,2024-10-08,0.5173299101412068,risk_on,robustness,long,0,,,,
SH600673_20191021_0000,SH600673,2019-10-21,2019-12-31,0.5015243902439024,risk_on,train,medium,0,,,,
SH600685_20251023_0005,SH600685,2025-10-23,2026-02-27,0.5099882491186838,risk_on,robustness,long,0,,,,
SH600688_20210802_0001,SH600688,2021-08-02,2021-09-15,0.6078431372549018,risk_on,train,fast,0,,,,
SH600702_20210802_0000,SH600702,2021-08-02,2021-12-10,0.5699705716611358,risk_on,train,long,0,,,,
SH600704_20201228_0001,SH600704,2020-12-28,2021-06-24,1.780281690140845,risk_on,train,long,0,,,,
SH600733_20240513_0005,SH600733,2024-05-13,2024-07-16,0.7922297297297296,risk_on,robustness,medium,0,,,,
SH600739_20200528_0002,SH600739,2020-05-28,2020-08-04,0.9934167215273207,risk_on,train,medium,0,,,,
SH600754_20210802_0004,SH600754,2021-08-02,2022-01-21,0.5890335087233454,risk_on,train,long,0,,,,
SH600760_20240411_0005,SH600760,2024-04-11,2024-10-08,0.5140887290167866,risk_on,robustness,long,0,,,,
SH600763_20200918_0003,SH600763,2020-09-18,2021-02-10,1.248201438848921,risk_on,train,long,5,3467;3468;3469;3470;3471,2020-08-03;2020-08-31;2020-10-12;2020-11-09;2020-12-10,-46;-18;24;52;83,0.826841;0.740837;0.744702;0.650165;0.613566
SH600779_20200812_0003,SH600779,2020-08-12,2021-01-06,0.8495001851166233,risk_on,train,long,0,,,,
SH600779_20210802_0005,SH600779,2021-08-02,2021-10-13,0.5741375371258852,risk_on,train,medium,0,,,,
SH600803_20210706_0000,SH600803,2021-07-06,2021-09-16,0.5019215987701768,risk_on,train,medium,0,,,,
SH600808_20210608_0001,SH600808,2021-06-08,2021-09-09,1.0293159609120526,risk_on,train,medium,0,,,,
SH600809_20191225_0002,SH600809,2019-12-25,2020-06-29,0.7758973405244558,risk_on,train,long,4,3673;3674;3675;3676,2020-01-15;2020-03-03;2020-05-08;2020-06-05,21;69;135;163,0.815107;1.13863;1.22414;1.11091
SH600827_20201210_0000,SH600827,2020-12-10,2021-06-03,0.9982713915298184,risk_on,train,long,0,,,,
SH600871_20250905_0001,SH600871,2025-09-05,2026-03-05,1.21,risk_on,robustness,long,0,,,,
SH600875_20210705_0000,SH600875,2021-07-05,2021-12-17,1.332613390928726,risk_on,train,long,0,,,,
SH600875_20250923_0003,SH600875,2025-09-23,2026-03-06,1.481137233460908,risk_on,robustness,long,4,3938;3939;3940;3941,2025-08-15;2025-10-09;2025-10-27;2025-11-13,-39;16;34;51,0.725641;1.14057;1.12056;0.888473
SH600879_20250904_0003,SH600879,2025-09-04,2026-01-13,2.220779220779221,risk_on,robustness,long,0,,,,
SH600885_20250623_0000,SH600885,2025-06-23,2025-11-07,0.6243559718969554,risk_on,robustness,long,0,,,,
SH600893_20250904_0004,SH600893,2025-09-04,2026-03-10,0.7397708674304422,risk_on,robustness,long,1,4074,2025-09-30,26,0.529496
SH600938_20250904_0001,SH600938,2025-09-04,2026-03-09,0.79814291481631,risk_on,robustness,long,2,4200;4201,2025-09-02;2025-10-22,-2;48,0.726357;0.622587
SH600958_20210208_0002,SH600958,2021-02-08,2021-08-09,0.5244667503136764,risk_on,train,long,3,4226;4227;4228,2021-05-25;2021-06-25;2021-07-12,106;137;154,1.1241;0.967634;0.873539
SH600958_20240415_0004,SH600958,2024-04-15,2024-10-09,0.6370967741935483,risk_on,robustness,long,0,,,,
SH600968_20250922_0001,SH600968,2025-09-22,2026-03-04,0.5384615384615383,risk_on,robustness,long,0,,,,
SH600985_20211129_0002,SH600985,2021-11-29,2022-04-15,0.6856106408706166,risk_on,train,long,0,,,,
SH600988_20250731_0001,SH600988,2025-07-31,2026-01-27,0.966101694915254,risk_on,robustness,long,3,4361;4362;4363,2025-09-09;2025-10-27;2025-11-19,40;88;111,0.758003;0.76774;0.672233
SH600989_20210617_0001,SH600989,2021-06-17,2021-09-16,0.5086058519793462,risk_on,train,medium,0,,,,
SH600989_20250815_0002,SH600989,2025-08-15,2026-01-29,0.6337365591397848,risk_on,robustness,long,2,4386;4387,2025-08-26;2025-10-24,11;70,0.702687;1.01795
SH600995_20250624_0000,SH600995,2025-06-24,2025-11-10,0.5242105263157895,risk_on,robustness,long,0,,,,
SH600998_20191101_0000,SH600998,2019-11-01,2020-04-23,0.6155844155844155,risk_on,train,long,0,,,,
SH600999_20240412_0002,SH600999,2024-04-12,2024-10-09,0.792319749216301,risk_on,robustness,long,1,4440,2024-04-18,6,0.702904
SH601012_20250609_0001,SH601012,2025-06-09,2025-11-10,0.6751954513148544,risk_on,robustness,long,1,4486,2025-07-02,23,0.514781
SH601058_20250618_0004,SH601058,2025-06-18,2025-12-11,0.5144804088586032,risk_on,robustness,long,0,,,,
SH601066_20240415_0003,SH601066,2024-04-15,2024-10-09,0.554380664652568,risk_on,robustness,long,0,,,,
SH601100_20191030_0002,SH601100,2019-10-30,2020-04-17,1.0183527305282007,risk_on,train,long,1,4684,2020-02-27,120,0.7731
SH601100_20241031_0008,SH601100,2024-10-31,2025-03-10,0.9452923686818632,risk_on,robustness,long,0,,,,
SH601111_20210802_0001,SH601111,2021-08-02,2022-01-21,0.6709470304975922,risk_on,train,long,1,4749,2021-09-02,31,0.552524
SH601117_20201223_0000,SH601117,2020-12-23,2021-06-24,0.5908141962421711,risk_on,train,long,0,,,,
SH601179_20250623_0004,SH601179,2025-06-23,2025-11-10,0.8940170940170942,risk_on,robustness,long,1,5015,2025-11-07,137,1.02451
SH601211_20240415_0000,SH601211,2024-04-15,2024-11-07,0.7581967213114755,risk_on,robustness,long,0,,,,
SH601216_20210114_0002,SH601216,2021-01-14,2021-02-03,0.6041666666666667,risk_on,train,fast,0,,,,
SH601225_20200615_0000,SH601225,2020-06-15,2020-11-30,0.6535087719298247,risk_on,train,long,1,5122,2020-08-28,74,0.613475
SH601318_20240412_0001,SH601318,2024-04-12,2024-10-08,0.7271929824561403,risk_on,robustness,long,0,,,,
SH601336_20240412_0003,SH601336,2024-04-12,2024-10-10,1.0039169604386995,risk_on,robustness,long,1,5382,2024-05-06,24,0.712755
SH601360_20250623_0006,SH601360,2025-06-23,2025-11-25,0.5148936170212766,risk_on,robustness,long,0,,,,
SH601555_20230313_0002,SH601555,2023-03-13,2023-08-04,0.5090909090909093,risk_on,validation,long,0,,,,
SH601555_20240417_0003,SH601555,2024-04-17,2024-10-08,0.5848375451263537,risk_on,robustness,long,0,,,,
SH601598_20230112_0002,SH601598,2023-01-12,2023-05-10,0.6489028213166144,risk_on,validation,medium,0,,,,
SH601600_20200629_0000,SH601600,2020-06-29,2020-11-25,0.57421875,risk_on,train,long,1,5621,2020-11-09,133,0.820847
SH601600_20210129_0001,SH601600,2021-01-29,2021-07-26,1.0476190476190474,risk_on,train,long,5,5621;5622;5623;5624;5625,2020-11-09;2020-12-17;2021-02-18;2021-05-25;2021-07-05,-81;-43;20;116;157,0.820847;0.552778;0.631436;0.925403;0.894841
SH601601_20240412_0001,SH601601,2024-04-12,2024-10-08,1.0212868892114173,risk_on,robustness,long,2,5665;5666,2024-04-22;2024-05-23,10;41,0.832456;0.512672
SH601615_20210608_0000,SH601615,2021-06-08,2021-11-05,1.5822291504286832,risk_on,train,long,0,,,,
SH601618_20210204_0000,SH601618,2021-02-04,2021-07-26,0.6260504201680674,risk_on,train,long,1,5718,2021-07-12,158,0.993103
SH601618_20250619_0002,SH601618,2025-06-19,2025-10-10,0.5194346289752649,risk_on,robustness,medium,0,,,,
SH601628_20240412_0002,SH601628,2024-04-12,2024-10-08,0.8515044939429466,risk_on,robustness,long,1,5755,2024-04-29,17,0.595286
SH601669_20210204_0000,SH601669,2021-02-04,2021-08-03,0.6937499999999999,risk_on,train,long,2,5813;5814,2021-07-06;2021-07-21,152;167,1.56303;1.50685
SH601688_20240415_0002,SH601688,2024-04-15,2024-10-09,0.5917355371900828,risk_on,robustness,long,0,,,,
SH601689_20201130_0002,SH601689,2020-11-30,2021-01-25,0.6855895196506552,risk_on,train,fast,0,,,,
SH601689_20211217_0004,SH601689,2021-12-17,2022-06-20,0.504835589941973,risk_on,train,long,0,,,,
SH601689_20230104_0005,SH601689,2023-01-04,2023-06-21,0.5061235356762512,risk_on,validation,long,0,,,,
SH601689_20240527_0007,SH601689,2024-05-27,2024-11-12,0.5705866595231719,risk_on,robustness,long,1,5888,2024-11-07,164,0.530349
SH601696_20240415_0001,SH601696,2024-04-15,2024-10-09,0.5010615711252655,risk_on,robustness,long,0,,,,
SH601698_20250923_0003,SH601698,2025-09-23,2026-01-12,1.675273088381331,risk_on,robustness,medium,2,5923;5924,2025-08-22;2025-10-29,-32;36,1.46252;1.41506
SH601699_20210709_0000,SH601699,2021-07-09,2021-09-13,0.8776315789473685,risk_on,train,medium,0,,,,
SH601699_20211117_0001,SH601699,2021-11-17,2022-04-15,0.8784313725490194,risk_on,train,long,0,,,,
SH601699_20220805_0002,SH601699,2022-08-05,2023-01-20,0.6736183524504693,risk_on,validation,long,0,,,,
SH601717_20250707_0001,SH601717,2025-07-07,2025-09-24,0.8193166885676741,risk_on,robustness,medium,0,,,,
SH601799_20190910_0001,SH601799,2019-09-10,2020-03-11,0.514033183439293,risk_on,train,long,0,,,,
SH601808_20210802_0002,SH601808,2021-08-02,2021-10-11,0.5168439716312057,risk_on,train,medium,0,,,,
SH601808_20250929_0005,SH601808,2025-09-29,2026-03-04,0.6330343796711511,risk_on,robustness,long,0,,,,
SH601828_20210209_0000,SH601828,2021-02-09,2021-07-07,0.633093525179856,risk_on,train,long,0,,,,
SH601857_20251009_0003,SH601857,2025-10-09,2026-03-04,0.7027363184079602,risk_on,robustness,long,1,6245,2025-09-02,-37,0.546893
SH601866_20210209_0002,SH601866,2021-02-09,2021-07-05,0.9175257731958764,risk_on,train,long,0,,,,
SH601868_20250905_0000,SH601868,2025-09-05,2026-03-12,0.6033755274261603,risk_on,robustness,long,0,,,,
SH601872_20191107_0002,SH601872,2019-11-07,2020-01-02,0.628032345013477,risk_on,train,fast,0,,,,
SH601872_20200228_0003,SH601872,2020-02-28,2020-04-23,0.5323943661971833,risk_on,train,fast,0,,,,
SH601881_20230103_0000,SH601881,2023-01-03,2023-05-09,0.6324582338902147,risk_on,validation,long,0,,,,
SH601881_20240417_0001,SH601881,2024-04-17,2024-10-09,0.6067961165048543,risk_on,robustness,long,0,,,,
SH601888_20200820_0003,SH601888,2020-08-20,2021-02-18,1.1140262923351156,risk_on,train,long,1,6425,2020-12-08,110,0.942818
SH601888_20250623_0007,SH601888,2025-06-23,2025-11-12,0.5955631399317405,risk_on,robustness,long,1,6440,2025-07-18,25,0.560749
SH601898_20210520_0001,SH601898,2021-05-20,2021-09-16,0.5724637681159421,risk_on,train,long,0,,,,
SH601898_20211129_0002,SH601898,2021-11-29,2022-04-15,0.8048289738430585,risk_on,train,long,1,6459,2021-12-16,17,0.608838
SH601898_20250904_0004,SH601898,2025-09-04,2026-03-09,0.7846441947565543,risk_on,robustness,long,1,6471,2025-10-14,40,0.632535
SH601919_20240329_0000,SH601919,2024-03-29,2024-06-06,0.7462340672074159,risk_on,robustness,medium,2,6535;6536,2024-03-11;2024-04-15,-18;17,0.652412;0.622174
SH601958_20250228_0002,SH601958,2025-02-28,2025-08-22,0.506763787721124,risk_on,robustness,long,0,,,,
SH601958_20251023_0003,SH601958,2025-10-23,2026-03-03,0.984924623115578,risk_on,robustness,long,0,,,,
SH601966_20200528_0000,SH601966,2020-05-28,2020-11-17,0.9001175088131612,risk_on,train,long,0,,,,
SH601991_20250926_0004,SH601991,2025-09-26,2026-03-13,0.5121212121212122,risk_on,robustness,long,0,,,,
SH603127_20210706_0000,SH603127,2021-07-06,2021-09-22,0.7543145239480318,risk_on,train,medium,0,,,,
SH603156_20210208_0001,SH603156,2021-02-08,2021-05-27,0.6966145833333333,risk_on,train,medium,0,,,,
SH603198_20210514_0002,SH603198,2021-05-14,2021-11-01,0.8038786362214578,risk_on,train,long,0,,,,
SH603218_20210706_0000,SH603218,2021-07-06,2021-11-08,0.7934293429342936,risk_on,train,long,0,,,,
SH603228_20250904_0000,SH603228,2025-09-04,2025-10-29,0.6300019712201854,risk_on,robustness,fast,0,,,,
SH603233_20220818_0000,SH603233,2022-08-18,2022-12-05,0.6160794941282746,risk_on,validation,medium,0,,,,
SH603260_20250624_0007,SH603260,2025-06-24,2025-11-20,0.5210822998872602,risk_on,robustness,long,0,,,,
SH603268_20250619_0000,SH603268,2025-06-19,2025-12-04,1.2881401617250674,risk_on,robustness,long,2,7095;7096,2025-10-21;2025-11-18,124;152,1.77356;1.42071
SH603338_20210617_0004,SH603338,2021-06-17,2021-11-24,0.6544739429695181,risk_on,train,long,0,,,,
SH603345_20201109_0000,SH603345,2020-11-09,2021-02-18,0.7973828619670749,risk_on,train,medium,0,,,,
SH603369_20200807_0004,SH603369,2020-08-07,2021-01-06,0.6996606334841629,risk_on,train,long,0,,,,
SH603369_20210802_0006,SH603369,2021-08-02,2021-12-14,0.609512959270863,risk_on,train,long,0,,,,
SH603392_20210917_0000,SH603392,2021-09-17,2022-03-21,0.687065034797216,risk_on,train,long,0,,,,
SH603444_20210113_0002,SH603444,2021-01-13,2021-06-07,1.028043746542406,risk_on,train,long,0,,,,
SH603517_20201127_0003,SH603517,2020-11-27,2021-02-18,0.5866020984665052,risk_on,train,medium,0,,,,
SH603568_20250815_0002,SH603568,2025-08-15,2026-01-26,0.5385121790651746,risk_on,robustness,long,0,,,,
SH603589_20210901_0004,SH603589,2021-09-01,2021-12-16,0.8056150368784201,risk_on,train,medium,0,,,,
SH603786_20210112_0000,SH603786,2021-01-12,2021-02-08,0.521446295639844,risk_on,train,fast,0,,,,
SH603882_20200528_0002,SH603882,2020-05-28,2020-10-16,0.8100828729281768,risk_on,train,long,1,7727,2020-10-13,138,0.584325
SH603882_20201117_0003,SH603882,2020-11-17,2021-01-25,1.1787187242232608,risk_on,train,medium,2,7727;7729,2020-10-13;2020-12-24,-35;37,0.584325;0.59742
SH603885_20210802_0001,SH603885,2021-08-02,2022-01-21,0.6756272401433692,risk_on,train,long,0,,,,
SH603893_20241127_0000,SH603893,2024-11-27,2025-02-07,1.5388938561757568,risk_on,robustness,medium,0,,,,
SH603993_20250228_0009,SH603993,2025-02-28,2025-08-18,0.7721518987341771,risk_on,robustness,long,6,7885;7886;7887;7888;7889;7890,2025-03-10;2025-05-12;2025-06-11;2025-06-27;2025-07-18;2025-08-13,10;73;103;119;140;166,0.901505;1.56223;1.51023;1.30318;1.9742;1.71579
SH605117_20250619_0000,SH605117,2025-06-19,2025-12-11,0.9171461449942464,risk_on,robustness,long,3,7900;7901;7902,2025-08-25;2025-09-22;2025-10-28,67;95;131,0.942837;1.08868;1.02236
SH605499_20250227_0003,SH605499,2025-02-27,2025-06-12,0.6375834617360041,risk_on,robustness,medium,0,,,,
SZ000002_20240426_0003,SZ000002,2024-04-26,2024-10-08,0.6573643410852712,risk_on,robustness,long,0,,,,
SZ000009_20210524_0001,SZ000009,2021-05-24,2021-08-24,2.083422459893048,risk_on,train,medium,0,,,,
SZ000032_20230227_0000,SZ000032,2023-02-27,2023-04-10,0.7030859049207674,risk_on,validation,fast,0,,,,
SZ000039_20210208_0002,SZ000039,2021-02-08,2021-07-05,0.5006485084306096,risk_on,train,long,0,,,,
SZ000039_20250923_0004,SZ000039,2025-09-23,2026-03-02,0.8735332464146022,risk_on,robustness,long,0,,,,
SZ000063_20230403_0001,SZ000063,2023-04-03,2023-07-03,0.5821845174973488,risk_on,validation,medium,0,,,,
SZ000166_20240415_0003,SZ000166,2024-04-15,2024-10-09,0.5047619047619047,risk_on,robustness,long,0,,,,
SZ000301_20251017_0001,SZ000301,2025-10-17,2026-03-04,0.6333333333333333,risk_on,robustness,long,0,,,,
SZ000338_20250929_0001,SZ000338,2025-09-29,2026-02-25,1.2665165165165164,risk_on,robustness,long,1,8309,2025-10-31,32,1.2804
SZ000408_20251105_0006,SZ000408,2025-11-05,2026-01-26,0.831800766283525,risk_on,robustness,medium,3,8349;8350;8351,2025-10-09;2025-10-24;2025-11-14,-27;-12;9,0.587317;0.624257;0.597394
SZ000425_20250623_0002,SZ000425,2025-06-23,2025-10-14,0.6329284750337381,risk_on,robustness,medium,0,,,,
SZ000426_20251105_0000,SZ000426,2025-11-05,2026-01-29,1.760147601476015,risk_on,robustness,medium,2,8417;8418,2025-09-29;2025-10-29,-37;-7,1.26667;1.43094
SZ000539_20230406_0002,SZ000539,2023-04-06,2023-07-10,0.5261194029850744,risk_on,validation,medium,0,,,,
SZ000547_20201111_0003,SZ000547,2020-11-11,2021-01-06,0.6677215189873418,risk_on,train,fast,0,,,,
SZ000596_20191024_0002,SZ000596,2019-10-24,2020-01-13,0.5766155896069287,risk_on,train,medium,0,,,,
SZ000596_20210802_0005,SZ000596,2021-08-02,2021-12-09,0.5705171879838962,risk_on,train,long,0,,,,
SZ000617_20230112_0002,SZ000617,2023-01-12,2023-05-10,0.7972972972972976,risk_on,validation,medium,1,8625,2023-02-13,32,0.588737
