row_id,instrument,event_t0_date,11a2_mfe_120d_frozen,11a2_mfe_120_recomputed,11a2_basis_status,nearest_any_matched_06_episode_id,nearest_any_matched_06_episode_low_date,nearest_any_matched_06_episode_high_date,nearest_any_matched_06_market_regime_bucket,nearest_any_matched_06_split,nearest_any_matched_06_duration_bucket,nearest_any_matched_06_mfe_120,nearest_any_matched_06_cluster_union_start_date,nearest_any_matched_06_cluster_union_end_date,nearest_any_event_minus_episode_low_days,nearest_any_abs_event_minus_episode_low_days,nearest_any_event_vs_06_episode_window,nearest_any_event_inside_06_cluster_union,nearest_any_event_within_120_calendar_days_before_low_to_high,nearest_risk_on_matched_06_episode_id,nearest_risk_on_matched_06_episode_low_date,nearest_risk_on_matched_06_episode_high_date,nearest_risk_on_matched_06_market_regime_bucket,nearest_risk_on_matched_06_split,nearest_risk_on_matched_06_duration_bucket,nearest_risk_on_matched_06_mfe_120,nearest_risk_on_matched_06_cluster_union_start_date,nearest_risk_on_matched_06_cluster_union_end_date,nearest_risk_on_event_minus_episode_low_days,nearest_risk_on_abs_event_minus_episode_low_days,nearest_risk_on_event_vs_06_episode_window,nearest_risk_on_event_inside_06_cluster_union,nearest_risk_on_event_within_120_calendar_days_before_low_to_high
2029,SH600426,2025-11-10,0.5511783327470983,0.5511783327470983,ok,SH600426_20250717_0004,2025-07-17,2026-01-07,risk_on,robustness,long,0.6249400479616307,2025-07-17,2026-03-09,116.0,116.0,inside_low_to_high_window,True,True,SH600426_20250717_0004,2025-07-17,2026-01-07,risk_on,robustness,long,0.6249400479616307,2025-07-17,2026-03-09,116.0,116.0,inside_low_to_high_window,True,True
2041,SH600436,2020-02-14,0.639454664914586,0.639454664914586,ok,SH600436_20200317_0003,2020-03-17,2020-09-03,risk_off,train,long,1.616675941383788,2020-03-17,2020-09-03,-32.0,32.0,before_episode_low,False,True,SH600436_20210903_0006,2021-09-03,2021-12-24,risk_on,train,medium,0.5260632568462971,2021-09-03,2021-12-24,-567.0,567.0,before_episode_low,False,False
2046,SH600436,2020-09-18,0.6565424536328057,0.6565424536328057,ok,SH600436_20201026_0004,2020-10-26,2021-02-18,transition,train,medium,0.9113576126435654,2020-10-26,2021-02-18,-38.0,38.0,before_episode_low,False,True,SH600436_20210903_0006,2021-09-03,2021-12-24,risk_on,train,medium,0.5260632568462971,2021-09-03,2021-12-24,-350.0,350.0,before_episode_low,False,False
2105,SH600460,2021-06-04,0.847301666252176,0.847301666252176,ok,SH600460_20210204_0005,2021-02-04,2021-07-27,risk_on,train,long,2.6058252427184465,2021-02-04,2021-07-27,120.0,120.0,inside_low_to_high_window,True,True,SH600460_20210204_0005,2021-02-04,2021-07-27,risk_on,train,long,2.6058252427184465,2021-02-04,2021-07-27,120.0,120.0,inside_low_to_high_window,True,True
2200,SH600487,2025-09-24,1.4182139699381078,1.4164456233421747,ok,SH600487_20251124_0005,2025-11-24,2026-05-11,transition,robustness,long,3.225277630883131,2025-11-24,2026-05-11,-61.0,61.0,before_episode_low,False,True,,,,,,,,,,,,,,
2227,SH600489,2025-09-29,0.9547596606974552,0.9547596606974552,ok,SH600489_20251105_0004,2025-11-05,2026-01-29,risk_on,robustness,medium,1.0688279301745631,2025-11-05,2026-01-29,-37.0,37.0,before_episode_low,False,True,SH600489_20251105_0004,2025-11-05,2026-01-29,risk_on,robustness,medium,1.0688279301745631,2025-11-05,2026-01-29,-37.0,37.0,before_episode_low,False,True
2446,SH600522,2025-10-21,0.8681818181818182,0.8284090909090907,ok,SH600522_20251121_0006,2025-11-21,2026-05-20,transition,robustness,long,2.081924577373212,2025-11-21,2026-05-20,-31.0,31.0,before_episode_low,False,True,SH600522_20191030_0001,2019-10-30,2020-03-20,risk_on,train,long,0.5628342245989304,2019-10-30,2020-07-10,2183.0,2183.0,after_episode_high,False,False
2525,SH600547,2019-02-20,0.5758873929008568,0.5299877600979193,mfe_basis_mismatch,SH600547_20190429_0001,2019-04-29,2019-09-04,risk_on,train,long,1.0142348754448398,2019-04-29,2019-09-04,-68.0,68.0,before_episode_low,False,True,SH600547_20190429_0001,2019-04-29,2019-09-04,risk_on,train,long,1.0142348754448398,2019-04-29,2019-09-04,-68.0,68.0,before_episode_low,False,True
2588,SH600549,2025-10-13,1.4492492492492497,1.4492492492492497,ok,SH600549_20250923_0003,2025-09-23,2026-03-04,risk_on,robustness,long,2.0196223620881155,2025-09-23,2026-03-04,20.0,20.0,inside_low_to_high_window,True,True,SH600549_20250923_0003,2025-09-23,2026-03-04,risk_on,robustness,long,2.0196223620881155,2025-09-23,2026-03-04,20.0,20.0,inside_low_to_high_window,True,True
2589,SH600549,2025-10-30,1.2308533916849016,1.2308533916849016,ok,SH600549_20250923_0003,2025-09-23,2026-03-04,risk_on,robustness,long,2.0196223620881155,2025-09-23,2026-03-04,37.0,37.0,inside_low_to_high_window,True,True,SH600549_20250923_0003,2025-09-23,2026-03-04,risk_on,robustness,long,2.0196223620881155,2025-09-23,2026-03-04,37.0,37.0,inside_low_to_high_window,True,True
2710,SH600584,2020-02-25,0.5564828614008943,0.5564828614008943,ok,SH600584_20200330_0003,2020-03-30,2020-07-14,risk_off,train,medium,1.7354635935044525,2020-03-30,2020-07-14,-34.0,34.0,before_episode_low,False,True,SH600584_20191021_0002,2019-10-21,2020-02-25,risk_on,train,long,1.2397394136807818,2019-10-21,2020-02-25,127.0,127.0,inside_low_to_high_window,True,True
3014,SH600660,2020-11-13,0.5753114382785958,0.5753114382785958,ok,SH600660_20201020_0001,2020-10-20,2021-01-25,risk_on,train,medium,1.2193857199840448,2020-10-20,2021-01-25,24.0,24.0,inside_low_to_high_window,True,True,SH600660_20201020_0001,2020-10-20,2021-01-25,risk_on,train,medium,1.2193857199840448,2020-10-20,2021-01-25,24.0,24.0,inside_low_to_high_window,True,True
3015,SH600660,2020-12-21,0.5541899441340783,0.5541899441340783,ok,SH600660_20201020_0001,2020-10-20,2021-01-25,risk_on,train,medium,1.2193857199840448,2020-10-20,2021-01-25,62.0,62.0,inside_low_to_high_window,True,True,SH600660_20201020_0001,2020-10-20,2021-01-25,risk_on,train,medium,1.2193857199840448,2020-10-20,2021-01-25,62.0,62.0,inside_low_to_high_window,True,True
3085,SH600673,2025-09-17,0.6305882352941177,0.6305882352941177,ok,SH600673_20250408_0001,2025-04-08,2025-09-04,risk_off,robustness,long,2.092783505154639,2025-04-08,2025-09-04,162.0,162.0,after_episode_high,False,False,SH600673_20191021_0000,2019-10-21,2019-12-31,risk_on,train,medium,0.5015243902439024,2019-10-21,2019-12-31,2158.0,2158.0,after_episode_high,False,False
3215,SH600703,2019-12-30,0.7108167770419425,0.7108167770419425,ok,SH600703_20200331_0002,2020-03-31,2020-07-14,risk_off,train,medium,0.5952890792291221,2020-03-31,2020-07-14,-92.0,92.0,before_episode_low,False,True,,,,,,,,,,,,,,
3434,SH600760,2020-08-05,0.5528739282311845,0.5528739282311845,ok,SH600760_20200917_0002,2020-09-17,2021-01-07,transition,train,medium,0.920659858601728,2020-09-17,2021-01-07,-43.0,43.0,before_episode_low,False,True,SH600760_20240411_0005,2024-04-11,2024-10-08,risk_on,robustness,long,0.5140887290167866,2024-04-11,2024-11-11,-1345.0,1345.0,before_episode_low,False,False
3467,SH600763,2020-08-03,0.826840515185244,0.826840515185244,ok,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,-46.0,46.0,before_episode_low,False,True,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,-46.0,46.0,before_episode_low,False,True
3468,SH600763,2020-08-31,0.7408368677597013,0.7408368677597013,ok,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,-18.0,18.0,before_episode_low,False,True,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,-18.0,18.0,before_episode_low,False,True
3469,SH600763,2020-10-12,0.7447024489278009,0.7447024489278009,ok,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,24.0,24.0,inside_low_to_high_window,True,True,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,24.0,24.0,inside_low_to_high_window,True,True
3470,SH600763,2020-11-09,0.6501650165016502,0.6501650165016502,ok,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,52.0,52.0,inside_low_to_high_window,True,True,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,52.0,52.0,inside_low_to_high_window,True,True
3471,SH600763,2020-12-10,0.6135656867922314,0.6135656867922314,ok,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,83.0,83.0,inside_low_to_high_window,True,True,SH600763_20200918_0003,2020-09-18,2021-02-10,risk_on,train,long,1.248201438848921,2020-09-18,2021-02-10,83.0,83.0,inside_low_to_high_window,True,True
3673,SH600809,2020-01-15,0.8151074589127687,0.8151074589127687,ok,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,21.0,21.0,inside_low_to_high_window,True,True,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,21.0,21.0,inside_low_to_high_window,True,True
3674,SH600809,2020-03-03,1.1386321626617375,1.1386321626617375,ok,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,69.0,69.0,inside_low_to_high_window,True,True,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,69.0,69.0,inside_low_to_high_window,True,True
3675,SH600809,2020-05-08,1.2241379310344829,1.2241379310344829,ok,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,135.0,135.0,inside_low_to_high_window,True,True,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,135.0,135.0,inside_low_to_high_window,True,True
3676,SH600809,2020-06-05,1.1109097088478532,1.1109097088478532,ok,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,163.0,163.0,inside_low_to_high_window,True,True,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,163.0,163.0,inside_low_to_high_window,True,True
3677,SH600809,2020-07-07,1.504854368932039,1.4689522653721685,ok,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,195.0,195.0,after_episode_high,True,False,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,195.0,195.0,after_episode_high,True,False
3678,SH600809,2020-07-22,1.6304188096987509,1.6304188096987509,ok,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,210.0,210.0,after_episode_high,True,False,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,210.0,210.0,after_episode_high,True,False
3679,SH600809,2020-08-17,1.7190075321222862,1.5936198493575544,mfe_basis_mismatch,SH600809_20210309_0003,2021-03-09,2021-07-22,risk_off,train,long,1.075117924528302,2021-03-09,2021-07-22,-204.0,204.0,before_episode_low,False,False,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,236.0,236.0,after_episode_high,True,False
3680,SH600809,2020-10-12,1.1457342657342655,1.1457342657342655,ok,SH600809_20210309_0003,2021-03-09,2021-07-22,risk_off,train,long,1.075117924528302,2021-03-09,2021-07-22,-148.0,148.0,before_episode_low,False,False,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,292.0,292.0,after_episode_high,False,False
3681,SH600809,2020-11-05,0.98666235027517,0.98666235027517,ok,SH600809_20210309_0003,2021-03-09,2021-07-22,risk_off,train,long,1.075117924528302,2021-03-09,2021-07-22,-124.0,124.0,before_episode_low,False,False,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,316.0,316.0,after_episode_high,False,False
3682,SH600809,2020-11-25,0.8266460292892011,0.8266460292892011,ok,SH600809_20210309_0003,2021-03-09,2021-07-22,risk_off,train,long,1.075117924528302,2021-03-09,2021-07-22,-104.0,104.0,before_episode_low,False,True,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,336.0,336.0,after_episode_high,False,False
3683,SH600809,2020-12-14,0.7108911911757128,0.7108911911757128,ok,SH600809_20210309_0003,2021-03-09,2021-07-22,risk_off,train,long,1.075117924528302,2021-03-09,2021-07-22,-85.0,85.0,before_episode_low,False,True,SH600809_20191225_0002,2019-12-25,2020-06-29,risk_on,train,long,0.7758973405244558,2019-12-25,2020-09-11,355.0,355.0,after_episode_high,False,False
3938,SH600875,2025-08-15,0.7256410256410255,0.6153846153846154,mfe_basis_mismatch,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,-39.0,39.0,before_episode_low,False,True,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,-39.0,39.0,before_episode_low,False,True
3939,SH600875,2025-10-09,1.1405660377358493,1.1405660377358493,ok,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,16.0,16.0,inside_low_to_high_window,True,True,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,16.0,16.0,inside_low_to_high_window,True,True
3940,SH600875,2025-10-27,1.1205607476635515,1.1205607476635515,ok,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,34.0,34.0,inside_low_to_high_window,True,True,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,34.0,34.0,inside_low_to_high_window,True,True
3941,SH600875,2025-11-13,0.8884727424053267,0.8884727424053267,ok,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,51.0,51.0,inside_low_to_high_window,True,True,SH600875_20250923_0003,2025-09-23,2026-03-06,risk_on,robustness,long,1.481137233460908,2025-09-23,2026-03-06,51.0,51.0,inside_low_to_high_window,True,True
4052,SH600893,2020-08-05,0.9223136495643758,0.9223136495643758,ok,SH600893_20201102_0001,2020-11-02,2021-01-13,transition,train,medium,1.3409961685823757,2020-11-02,2021-01-13,-89.0,89.0,before_episode_low,False,True,SH600893_20250904_0004,2025-09-04,2026-03-10,risk_on,robustness,long,0.7397708674304422,2025-09-04,2026-03-10,-1856.0,1856.0,before_episode_low,False,False
4074,SH600893,2025-09-30,0.5294964028776978,0.5294964028776978,ok,SH600893_20250904_0004,2025-09-04,2026-03-10,risk_on,robustness,long,0.7397708674304422,2025-09-04,2026-03-10,26.0,26.0,inside_low_to_high_window,True,True,SH600893_20250904_0004,2025-09-04,2026-03-10,risk_on,robustness,long,0.7397708674304422,2025-09-04,2026-03-10,26.0,26.0,inside_low_to_high_window,True,True
4200,SH600938,2025-09-02,0.7263565891472867,0.7263565891472867,ok,SH600938_20250904_0001,2025-09-04,2026-03-09,risk_on,robustness,long,0.79814291481631,2025-09-04,2026-03-09,-2.0,2.0,before_episode_low,False,True,SH600938_20250904_0001,2025-09-04,2026-03-09,risk_on,robustness,long,0.79814291481631,2025-09-04,2026-03-09,-2.0,2.0,before_episode_low,False,True
4201,SH600938,2025-10-22,0.6225865209471766,0.6225865209471766,ok,SH600938_20250904_0001,2025-09-04,2026-03-09,risk_on,robustness,long,0.79814291481631,2025-09-04,2026-03-09,48.0,48.0,inside_low_to_high_window,True,True,SH600938_20250904_0001,2025-09-04,2026-03-09,risk_on,robustness,long,0.79814291481631,2025-09-04,2026-03-09,48.0,48.0,inside_low_to_high_window,True,True
4226,SH600958,2021-05-25,1.1240963855421682,1.1240963855421682,ok,SH600958_20210208_0002,2021-02-08,2021-08-09,risk_on,train,long,0.5244667503136764,2021-02-08,2021-09-10,106.0,106.0,inside_low_to_high_window,True,True,SH600958_20210208_0002,2021-02-08,2021-08-09,risk_on,train,long,0.5244667503136764,2021-02-08,2021-09-10,106.0,106.0,inside_low_to_high_window,True,True
4227,SH600958,2021-06-25,0.9676339285714284,0.9676339285714284,ok,SH600958_20210208_0002,2021-02-08,2021-08-09,risk_on,train,long,0.5244667503136764,2021-02-08,2021-09-10,137.0,137.0,inside_low_to_high_window,True,True,SH600958_20210208_0002,2021-02-08,2021-08-09,risk_on,train,long,0.5244667503136764,2021-02-08,2021-09-10,137.0,137.0,inside_low_to_high_window,True,True
4228,SH600958,2021-07-12,0.8735387885228478,0.8735387885228478,ok,SH600958_20210208_0002,2021-02-08,2021-08-09,risk_on,train,long,0.5244667503136764,2021-02-08,2021-09-10,154.0,154.0,inside_low_to_high_window,True,True,SH600958_20210208_0002,2021-02-08,2021-08-09,risk_on,train,long,0.5244667503136764,2021-02-08,2021-09-10,154.0,154.0,inside_low_to_high_window,True,True
4361,SH600988,2025-09-09,0.7580034423407918,0.7580034423407918,ok,SH600988_20250731_0001,2025-07-31,2026-01-27,risk_on,robustness,long,0.966101694915254,2025-07-31,2026-01-29,40.0,40.0,inside_low_to_high_window,True,True,SH600988_20250731_0001,2025-07-31,2026-01-27,risk_on,robustness,long,0.966101694915254,2025-07-31,2026-01-29,40.0,40.0,inside_low_to_high_window,True,True
4362,SH600988,2025-10-27,0.7677397023191415,0.7677397023191415,ok,SH600988_20250731_0001,2025-07-31,2026-01-27,risk_on,robustness,long,0.966101694915254,2025-07-31,2026-01-29,88.0,88.0,inside_low_to_high_window,True,True,SH600988_20250731_0001,2025-07-31,2026-01-27,risk_on,robustness,long,0.966101694915254,2025-07-31,2026-01-29,88.0,88.0,inside_low_to_high_window,True,True
4363,SH600988,2025-11-19,0.6722331368696792,0.6722331368696792,ok,SH600988_20250731_0001,2025-07-31,2026-01-27,risk_on,robustness,long,0.966101694915254,2025-07-31,2026-01-29,111.0,111.0,inside_low_to_high_window,True,True,SH600988_20250731_0001,2025-07-31,2026-01-27,risk_on,robustness,long,0.966101694915254,2025-07-31,2026-01-29,111.0,111.0,inside_low_to_high_window,True,True
4364,SH600989,2020-07-03,0.5274584929757344,0.5274584929757344,ok,SH600989_20201102_0000,2020-11-02,2021-02-18,transition,train,medium,1.2312276519666263,2020-11-02,2021-02-18,-122.0,122.0,before_episode_low,False,False,SH600989_20210617_0001,2021-06-17,2021-09-16,risk_on,train,medium,0.5086058519793462,2021-06-17,2021-09-16,-349.0,349.0,before_episode_low,False,False
4365,SH600989,2020-07-27,0.5137299771167048,0.5137299771167048,ok,SH600989_20201102_0000,2020-11-02,2021-02-18,transition,train,medium,1.2312276519666263,2020-11-02,2021-02-18,-98.0,98.0,before_episode_low,False,True,SH600989_20210617_0001,2021-06-17,2021-09-16,risk_on,train,medium,0.5086058519793462,2021-06-17,2021-09-16,-325.0,325.0,before_episode_low,False,False
4366,SH600989,2020-08-12,0.5593065693430657,0.5593065693430657,ok,SH600989_20201102_0000,2020-11-02,2021-02-18,transition,train,medium,1.2312276519666263,2020-11-02,2021-02-18,-82.0,82.0,before_episode_low,False,True,SH600989_20210617_0001,2021-06-17,2021-09-16,risk_on,train,medium,0.5086058519793462,2021-06-17,2021-09-16,-309.0,309.0,before_episode_low,False,False
4367,SH600989,2020-09-01,0.6834532374100719,0.6834532374100719,ok,SH600989_20201102_0000,2020-11-02,2021-02-18,transition,train,medium,1.2312276519666263,2020-11-02,2021-02-18,-62.0,62.0,before_episode_low,False,True,SH600989_20210617_0001,2021-06-17,2021-09-16,risk_on,train,medium,0.5086058519793462,2021-06-17,2021-09-16,-289.0,289.0,before_episode_low,False,False
4386,SH600989,2025-08-26,0.7026865671641791,0.5492537313432835,mfe_basis_mismatch,SH600989_20250815_0002,2025-08-15,2026-01-29,risk_on,robustness,long,0.6337365591397848,2025-08-15,2026-01-29,11.0,11.0,inside_low_to_high_window,True,True,SH600989_20250815_0002,2025-08-15,2026-01-29,risk_on,robustness,long,0.6337365591397848,2025-08-15,2026-01-29,11.0,11.0,inside_low_to_high_window,True,True
4387,SH600989,2025-10-24,1.0179472798653952,1.0179472798653952,ok,SH600989_20250815_0002,2025-08-15,2026-01-29,risk_on,robustness,long,0.6337365591397848,2025-08-15,2026-01-29,70.0,70.0,inside_low_to_high_window,True,True,SH600989_20250815_0002,2025-08-15,2026-01-29,risk_on,robustness,long,0.6337365591397848,2025-08-15,2026-01-29,70.0,70.0,inside_low_to_high_window,True,True
4426,SH600999,2020-01-20,0.6067094932191293,0.6067094932191293,ok,SH600999_20200204_0001,2020-02-04,2020-07-07,risk_off,train,long,0.9885159010600708,2020-02-04,2020-07-07,-15.0,15.0,before_episode_low,False,True,SH600999_20240412_0002,2024-04-12,2024-10-09,risk_on,robustness,long,0.792319749216301,2024-04-12,2024-10-09,-1544.0,1544.0,before_episode_low,False,False
4440,SH600999,2024-04-18,0.7029039463886821,0.7029039463886821,ok,SH600999_20240412_0002,2024-04-12,2024-10-09,risk_on,robustness,long,0.792319749216301,2024-04-12,2024-10-09,6.0,6.0,inside_low_to_high_window,True,True,SH600999_20240412_0002,2024-04-12,2024-10-09,risk_on,robustness,long,0.792319749216301,2024-04-12,2024-10-09,6.0,6.0,inside_low_to_high_window,True,True
4486,SH601012,2025-07-02,0.5147814910025708,0.5147814910025708,ok,SH601012_20250609_0001,2025-06-09,2025-11-10,risk_on,robustness,long,0.6751954513148544,2025-06-09,2025-11-10,23.0,23.0,inside_low_to_high_window,True,True,SH601012_20250609_0001,2025-06-09,2025-11-10,risk_on,robustness,long,0.6751954513148544,2025-06-09,2025-11-10,23.0,23.0,inside_low_to_high_window,True,True
4684,SH601100,2020-02-27,0.773099745690873,0.773099745690873,ok,SH601100_20200527_0003,2020-05-27,2020-11-11,transition,train,long,1.1022379269729092,2020-05-27,2021-01-08,-90.0,90.0,before_episode_low,False,True,SH601100_20191030_0002,2019-10-30,2020-04-17,risk_on,train,long,1.0183527305282007,2019-10-30,2020-09-03,120.0,120.0,inside_low_to_high_window,True,True
4685,SH601100,2020-05-08,0.6271911073108167,0.6175716117999146,ok,SH601100_20200527_0003,2020-05-27,2020-11-11,transition,train,long,1.1022379269729092,2020-05-27,2021-01-08,-19.0,19.0,before_episode_low,False,True,SH601100_20191030_0002,2019-10-30,2020-04-17,risk_on,train,long,1.0183527305282007,2019-10-30,2020-09-03,191.0,191.0,after_episode_high,True,False
4690,SH601100,2020-11-20,0.5503107074569786,0.5503107074569786,ok,SH601100_20210511_0004,2021-05-11,2021-08-09,transition,train,medium,0.7661011624253851,2021-05-11,2021-08-09,-172.0,172.0,before_episode_low,False,False,SH601100_20191030_0002,2019-10-30,2020-04-17,risk_on,train,long,1.0183527305282007,2019-10-30,2020-09-03,387.0,387.0,after_episode_high,False,False
4749,SH601111,2021-09-02,0.552523874488404,0.552523874488404,ok,SH601111_20210802_0001,2021-08-02,2022-01-21,risk_on,train,long,0.6709470304975922,2021-08-02,2022-01-21,31.0,31.0,inside_low_to_high_window,True,True,SH601111_20210802_0001,2021-08-02,2022-01-21,risk_on,train,long,0.6709470304975922,2021-08-02,2022-01-21,31.0,31.0,inside_low_to_high_window,True,True
4972,SH601168,2025-10-31,0.7294463087248322,0.7294463087248322,ok,SH601168_20250409_0004,2025-04-09,2025-09-30,risk_off,robustness,long,0.7413127413127414,2025-04-09,2025-09-30,205.0,205.0,after_episode_high,False,False,,,,,,,,,,,,,,
5015,SH601179,2025-11-07,1.0245098039215683,1.0245098039215683,ok,SH601179_20250623_0004,2025-06-23,2025-11-10,risk_on,robustness,long,0.8940170940170942,2025-06-23,2025-11-10,137.0,137.0,inside_low_to_high_window,True,True,SH601179_20250623_0004,2025-06-23,2025-11-10,risk_on,robustness,long,0.8940170940170942,2025-06-23,2025-11-10,137.0,137.0,inside_low_to_high_window,True,True
5122,SH601225,2020-08-28,0.6134751773049645,0.6134751773049645,ok,SH601225_20200615_0000,2020-06-15,2020-11-30,risk_on,train,long,0.6535087719298247,2020-06-15,2020-11-30,74.0,74.0,inside_low_to_high_window,True,True,SH601225_20200615_0000,2020-06-15,2020-11-30,risk_on,train,long,0.6535087719298247,2020-06-15,2020-11-30,74.0,74.0,inside_low_to_high_window,True,True
5321,SH601319,2024-04-15,0.6032388663967609,0.6032388663967609,ok,SH601319_20240624_0000,2024-06-24,2024-10-08,transition,robustness,medium,0.6603773584905661,2024-06-24,2024-10-08,-70.0,70.0,before_episode_low,False,True,,,,,,,,,,,,,,
5382,SH601336,2024-05-06,0.7127552728490123,0.7127552728490123,ok,SH601336_20240412_0003,2024-04-12,2024-10-10,risk_on,robustness,long,1.0039169604386995,2024-04-12,2024-11-08,24.0,24.0,inside_low_to_high_window,True,True,SH601336_20240412_0003,2024-04-12,2024-10-10,risk_on,robustness,long,1.0039169604386995,2024-04-12,2024-11-08,24.0,24.0,inside_low_to_high_window,True,True
5621,SH601600,2020-11-09,0.8208469055374594,0.7589576547231272,mfe_basis_mismatch,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,-81.0,81.0,before_episode_low,False,True,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,-81.0,81.0,before_episode_low,False,True
5622,SH601600,2020-12-17,0.5527777777777776,0.5527777777777776,ok,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,-43.0,43.0,before_episode_low,False,True,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,-43.0,43.0,before_episode_low,False,True
5623,SH601600,2021-02-18,0.6314363143631436,0.6314363143631436,ok,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,20.0,20.0,inside_low_to_high_window,True,True,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,20.0,20.0,inside_low_to_high_window,True,True
5624,SH601600,2021-05-25,0.9254032258064516,0.9254032258064516,ok,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,116.0,116.0,inside_low_to_high_window,True,True,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,116.0,116.0,inside_low_to_high_window,True,True
5625,SH601600,2021-07-05,0.89484126984127,0.89484126984127,ok,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,157.0,157.0,inside_low_to_high_window,True,True,SH601600_20210129_0001,2021-01-29,2021-07-26,risk_on,train,long,1.0476190476190474,2021-01-29,2021-09-13,157.0,157.0,inside_low_to_high_window,True,True
