file,record_source,record_unit,selection_rule,row_count,unique_instrument_n,date_column,source_relative_path,caveat
06_topn_risk_on_big_winner_episodes_428.csv,06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,428,336,episode_low_date,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,Top-N 400/100 available-source proxy universe; this is episode-level and deduped.
11a2_risk_on_pit_valid_big_winner_rows_446.csv,11A2_post_t0_path_divergence,risk_on_pit_valid_candidate_row,mfe_120d_frozen >= 0.5 within 11A1/11A2 risk_on PIT-valid denominator,446,187,event_t0_date,topics/02_AFML_BIG_WINNER/experiments/pending/11_archetype_proxy_validation_system_v0/outputs/publishable/tables/11A2_post_t0_archetype_path_divergence_diagnostic/mfe_basis_reconciliation.csv,"Candidate-row level, not deduped episode-level; 446 includes event-regime fallback population per 10 profiling aggregate audit."
