record_source,record_unit,selection_rule,source_relative_path,instrument,episode_id,episode_low_date,episode_high_date,qfq_low_at_low_date,qfq_high_at_high_date,mfe_120,low_to_high_sessions,low_to_high_calendar_days,low_detection_window,forward_horizon_days,dedup_cluster_id,cluster_policy,primary_low_selection_policy,earliest_qualifying_low_date,earliest_qualifying_high_date,max_mfe_low_date,max_mfe_high_date,max_mfe_120,structural_low_date,structural_low_to_cluster_high_mfe,high_at_horizon_boundary,profile_start_date,profile_end_date,profile_pre_low_complete,profile_post_high_complete,lookback_60_complete,lookback_120_complete,lookback_250_complete,first_ema60_reclaim_date,first_ema60_reclaim_missing_reason,split,duration_bucket,board_bucket,total_market_cap_cny,liquidity_money_20d,prior_return_20d,prior_return_60d,prior_drawdown,volatility_20d,market_regime_bucket,benchmark_alias,cluster_member_count,cluster_union_start_date,cluster_union_end_date,market_cap_bucket,liquidity_bucket,prior_return_20d_bucket,prior_return_60d_bucket,prior_drawdown_bucket,volatility_bucket,low_matched_control_count,ema60_matched_control_count
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600009,SH600009_20210802_0002,2021-08-02,2022-01-21,35.79,54.11,0.5118748253702152,116,172,20,120,SH600009_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-08-02,2022-01-21,2021-08-02,2022-01-21,0.5118748253702152,2021-08-02,0.5118748253702152,False,2020-07-09,2022-03-11,True,True,True,True,True,2021-09-03,not_missing,train,long,main_board,74284248170.4,634127427.85,-0.1772656769333037,-0.3271112722000724,-0.3381461675579322,0.0335173713977915,risk_on,csi300,1,2021-08-02,2022-01-21,q4,q4,q1,q1,q1,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600010,SH600010_20250929_0005,2025-09-29,2026-03-02,2.26,3.41,0.5088495575221241,96,154,20,120,SH600010_cluster_0005,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-29,2026-03-02,2025-09-29,2026-03-02,0.5088495575221241,2026-01-19,0.5155555555555555,False,2024-09-19,2026-04-14,True,True,True,True,True,2025-10-09,not_missing,robustness,long,main_board,103258052113.44,2148130553.1,-0.1490909090909091,0.2999999999999998,-0.2173913043478261,0.0376068376068376,risk_on,csi300,1,2025-09-29,2026-03-02,q5,q5,q2,q5,q3,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600011,SH600011_20211129_0002,2021-11-29,2021-12-24,5.2,9.9,0.9038461538461536,19,25,20,120,SH600011_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-11-29,2021-12-24,2021-11-29,2021-12-24,0.9038461538461536,2021-11-29,0.9038461538461536,False,2020-11-18,2022-02-14,True,True,True,True,True,2021-12-03,not_missing,train,fast,main_board,89793094013.48,582584618.1,-0.16,0.1999999999999999,-0.2889963724304716,0.0551020408163265,risk_on,csi300,1,2021-11-29,2021-12-24,q5,q4,q2,q5,q2,q5,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600019,SH600019_20201215_0000,2020-12-15,2021-03-15,4.42,7.25,0.6402714932126696,58,90,20,120,SH600019_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-12-15,2021-03-15,2020-12-15,2021-03-15,0.6402714932126696,2020-12-15,0.6402714932126696,False,2019-12-04,2021-04-27,True,True,True,True,True,2021-01-07,not_missing,train,medium,main_board,132725907994.0,768771794.6,-0.0703933747412007,0.1784776902887139,-0.1108910891089107,0.0396436525612472,risk_on,csi300,1,2020-12-15,2021-03-15,q5,q5,q4,q5,q5,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600019,SH600019_20210618_0001,2021-06-18,2021-09-13,5.49,9.56,0.7413479052823315,61,87,20,120,SH600019_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-06-18,2021-09-13,2021-06-18,2021-09-13,0.7413479052823315,2021-06-18,0.7413479052823315,False,2020-06-08,2021-11-03,True,True,True,True,True,2021-07-15,not_missing,train,medium,main_board,163674132457.5,845339225.65,-0.0594227504244481,-0.1912408759124086,-0.2284122562674094,0.033754512635379,risk_on,csi300,2,2021-06-18,2021-09-13,q5,q5,q4,q2,q3,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600025,SH600025_20210531_0001,2021-05-31,2021-10-08,4.68,8.09,0.7286324786324787,86,130,20,120,SH600025_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-05-31,2021-10-08,2021-07-23,2021-10-08,0.7702407002188183,2021-07-23,0.7702407002188183,False,2020-05-20,2021-11-19,True,True,True,True,True,2021-06-11,not_missing,train,long,main_board,97020000000.0,202588805.7,-0.0863039399624765,0.2114427860696519,-0.1787521079258009,0.0325462012320328,risk_on,csi300,2,2021-05-31,2021-10-08,q5,q2,q3,q5,q4,q3,3,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600026,SH600026_20210802_0002,2021-08-02,2021-10-08,4.58,7.01,0.5305676855895196,42,67,20,120,SH600026_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-08-02,2021-10-08,2021-08-02,2021-10-08,0.5305676855895196,2021-08-02,0.5305676855895196,False,2020-07-23,2021-11-19,True,True,True,True,True,2021-09-07,not_missing,train,medium,main_board,24194474775.8,111888454.85,-0.1692573402417962,-0.1516754850088184,-0.1996672212978369,0.0328482328482328,risk_on,csi300,1,2021-08-02,2021-10-08,q2,q2,q1,q2,q3,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600027,SH600027_20211115_0002,2021-11-15,2021-12-27,2.92,4.64,0.5890410958904109,30,42,20,120,SH600027_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-11-15,2021-12-27,2021-11-15,2021-12-27,0.5890410958904109,2021-11-15,0.5890410958904109,False,2020-11-03,2022-02-15,True,True,True,True,True,2021-12-06,not_missing,train,fast,main_board,34544503752.5,502158032.95,-0.127906976744186,0.0638297872340425,-0.3576017130620985,0.068,risk_on,csi300,4,2021-11-15,2021-12-27,q3,q4,q2,q5,q1,q5,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600028,SH600028_20250923_0001,2025-09-23,2026-03-04,5.27,8.11,0.5388994307400379,102,162,20,120,SH600028_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-23,2026-03-04,2025-09-23,2026-03-04,0.5388994307400379,2025-09-23,0.5388994307400379,False,2024-09-11,2026-04-16,True,True,True,True,True,2025-10-27,not_missing,robustness,long,main_board,644664904873.36,969000467.0,-0.0645724258289703,-0.03770197486535,-0.1036789297658863,0.0172574626865671,risk_on,csi300,4,2025-09-23,2026-03-04,q5,q5,q4,q4,q5,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600030,SH600030_20240415_0002,2024-04-15,2024-10-09,16.38,32.01,0.9542124542124542,116,177,20,120,SH600030_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-04-15,2024-10-09,2024-07-09,2024-11-08,1.1566484517304194,2024-04-15,1.1684981684981688,False,2023-03-31,2024-11-20,True,True,True,True,True,2024-07-16,not_missing,robustness,long,main_board,265880610112.26,1666712971.0,-0.1469098277608915,-0.0882512181916621,-0.1860802319961334,0.0212292161520189,risk_on,csi300,3,2024-04-15,2024-11-08,q5,q5,q2,q3,q4,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600031,SH600031_20200812_0000,2020-08-12,2021-01-13,17.86,44.0,1.463605823068309,103,154,20,120,SH600031_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-08-12,2021-01-13,2020-08-12,2021-01-13,1.463605823068309,2020-08-12,1.534154535274356,False,2019-08-01,2021-03-03,True,True,True,True,True,,missing_event_absent,train,long,main_board,176579146891.41998,1947005165.6,-0.0363732208750657,0.0439748715019987,-0.0999507631708517,0.0431072210065645,risk_on,csi300,2,2020-08-12,2021-02-18,q5,q5,q5,q5,q5,q4,5,0
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600048,SH600048_20210802_0000,2021-08-02,2022-01-11,7.99,14.89,0.8635794743429286,108,162,20,120,SH600048_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-08-02,2022-01-11,2021-08-02,2022-01-11,0.8635794743429286,2021-08-02,1.1689612015018769,False,2020-07-23,2022-03-01,True,True,True,True,True,2021-08-11,not_missing,train,long,main_board,119820776905.83,763206710.3,-0.1428571428571429,-0.2677787532923618,-0.2754126846220678,0.0342925659472422,risk_on,csi300,2,2021-08-02,2022-04-15,q5,q5,q2,q1,q2,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600061,SH600061_20240412_0000,2024-04-12,2024-10-08,5.77,8.83,0.5303292894280764,116,179,20,120,SH600061_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2024-04-12,2024-10-08,2024-07-09,2024-10-08,0.6883365200764817,2024-07-09,0.6883365200764817,False,2023-03-30,2024-11-19,True,True,True,True,True,2024-04-29,not_missing,robustness,long,main_board,39322900217.16,141218906.35,-0.1081916537867079,-0.0768,-0.1963788300835655,0.0197573656845753,risk_on,csi300,4,2024-04-12,2024-10-08,q3,q2,q3,q3,q3,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600085,SH600085_20201225_0000,2020-12-25,2021-05-28,21.9,42.1,0.9223744292237446,100,154,20,120,SH600085_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-12-25,2021-05-28,2020-12-25,2021-05-28,0.9223744292237446,2020-12-25,0.9223744292237446,False,2019-12-16,2021-07-12,True,True,True,True,True,2021-02-08,not_missing,train,long,main_board,32160977643.9,545379400.25,-0.1173428798727127,-0.1507845388442402,-0.1670420420420419,0.0242000901306894,risk_on,csi300,2,2020-12-25,2021-05-28,q3,q4,q3,q2,q4,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600085,SH600085_20210922_0001,2021-09-22,2022-01-07,29.22,52.65,0.8018480492813143,71,107,20,120,SH600085_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-09-22,2022-01-07,2021-09-22,2022-01-07,0.8018480492813143,2021-09-22,0.8018480492813143,False,2020-09-10,2022-02-25,True,True,True,True,True,2021-10-19,not_missing,train,medium,main_board,43215027955.62,493527250.05,-0.0277596342259961,-0.2042234696605185,-0.2689096267190569,0.0393181054753107,risk_on,csi300,1,2021-09-22,2022-01-07,q4,q4,q5,q2,q2,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600085,SH600085_20230106_0003,2023-01-06,2023-05-08,39.79,61.4,0.5431012817290777,77,122,20,120,SH600085_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2023-01-06,2023-05-08,2023-01-06,2023-05-08,0.5431012817290777,2023-01-06,0.5431012817290777,False,2021-12-27,2023-06-19,True,True,True,True,True,2023-01-20,not_missing,validation,medium,main_board,61044141361.62,407404104.95,-0.1285591026747196,-0.1038154392191659,-0.2653209674486271,0.0336757425742574,risk_on,csi300,1,2023-01-06,2023-05-08,q4,q4,q2,q3,q2,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600089,SH600089_20200908_0001,2020-09-08,2021-02-22,5.29,9.89,0.8695652173913044,107,167,20,120,SH600089_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-09-08,2021-02-22,2020-09-08,2021-02-22,0.8695652173913044,2020-09-08,0.8695652173913044,False,2019-08-28,2021-04-06,True,True,True,True,True,2020-10-26,not_missing,train,long,main_board,29194498521.54,566069576.05,-0.0971993410214168,0.2123893805309735,-0.1410658307210031,0.0327554744525547,risk_on,csi300,3,2020-09-08,2021-02-22,q3,q4,q3,q5,q5,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600096,SH600096_20210709_0000,2021-07-09,2021-09-14,9.86,30.39,2.0821501014198787,47,67,20,120,SH600096_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-07-09,2021-09-14,2021-07-09,2021-09-14,2.0821501014198787,2021-07-09,2.0821501014198787,False,2020-07-01,2021-11-04,True,True,True,True,True,,missing_event_absent,train,medium,main_board,23518670681.6,1064647237.15,0.0619047619047619,0.6616989567809242,-0.1015310233682513,0.0804035874439462,risk_on,csi300,1,2021-07-09,2021-09-14,q2,q5,q5,q5,q5,q5,5,0
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600096,SH600096_20250923_0003,2025-09-23,2026-02-27,24.17,44.03,0.8216797683078196,99,157,20,120,SH600096_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-23,2026-02-27,2025-09-23,2026-02-27,0.8216797683078196,2025-09-23,0.8216797683078196,False,2024-09-11,2026-04-13,True,True,True,True,True,2025-12-22,not_missing,robustness,long,main_board,46650332806.29,756244575.95,-0.0822737471952131,0.1602836879432625,-0.103397880891487,0.0302363488182559,risk_on,csi300,1,2025-09-23,2026-02-27,q4,q5,q4,q5,q5,q2,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600104,SH600104_20200617_0000,2020-06-17,2020-11-06,14.79,25.33,0.7126436781609196,94,142,20,120,SH600104_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-06-17,2020-11-06,2020-06-17,2020-11-06,0.7126436781609196,2020-06-17,0.7126436781609196,False,2019-06-10,2020-12-18,True,True,True,True,True,2020-07-02,not_missing,train,long,main_board,207965612297.0,637318400.65,-0.0392030848329049,-0.0603394091766185,-0.1624649859943978,0.0211036789297658,risk_on,csi300,1,2020-06-17,2020-11-06,q5,q4,q5,q3,q4,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600132,SH600132_20190311_0001,2019-03-11,2019-07-01,26.17,41.19,0.5739396255254106,75,112,20,120,SH600132_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-03-11,2019-07-01,2019-03-11,2019-07-01,0.5739396255254106,2019-03-11,0.5739396255254106,False,2018-02-28,2019-08-12,True,True,True,True,True,,missing_event_absent,train,medium,main_board,15366085536.5,97847644.3,-0.0172540381791482,0.1956230460026797,-0.0807005494505495,0.0354874859917818,risk_on,csi300,1,2019-03-11,2019-07-01,q1,q1,q5,q5,q5,q3,3,0
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600132,SH600132_20200812_0004,2020-08-12,2021-01-22,56.63,122.61,1.165106833833657,110,163,20,120,SH600132_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-08-12,2021-01-22,2020-08-12,2021-01-22,1.165106833833657,2020-08-12,1.5029136500088294,False,2019-08-01,2021-03-12,True,True,True,True,True,,missing_event_absent,train,long,main_board,33060072535.38,193456442.3,-0.0888542478565861,0.1967649467649468,-0.1106208155812537,0.0475620188195038,risk_on,csi300,2,2020-08-12,2021-02-10,q3,q2,q3,q5,q5,q4,5,0
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600153,SH600153_20220822_0002,2022-08-22,2022-11-30,8.17,12.57,0.5385556915544676,66,100,20,120,SH600153_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2022-08-22,2022-11-30,2022-08-22,2022-11-30,0.5385556915544676,2022-08-22,0.5385556915544676,False,2021-08-10,2023-01-12,True,True,True,True,True,2022-08-22,not_missing,validation,medium,main_board,34514344824.4,268577562.7,0.04661487236404,-0.0654112983151635,-0.109537299338999,0.0409862142099682,risk_on,csi300,1,2022-08-22,2022-11-30,q3,q3,q5,q3,q5,q4,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600183,SH600183_20250304_0003,2025-03-04,2025-08-26,25.7,49.86,0.9400778210116733,120,175,20,120,SH600183_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-03-04,2025-08-26,2025-04-09,2025-09-23,2.082171314741036,2025-04-09,2.082171314741036,True,2024-02-20,2025-10-15,True,True,True,True,True,2025-05-14,not_missing,robustness,long,main_board,67803452392.3,1258542501.55,-0.0597429663077456,0.3315297589768815,-0.2075526932084308,0.058441078684891,risk_on,csi300,2,2025-03-04,2025-09-23,q4,q5,q4,q5,q3,q5,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600188,SH600188_20210520_0000,2021-05-20,2021-09-17,4.27,13.63,2.192037470725996,85,120,20,120,SH600188_cluster_0000,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-05-20,2021-09-17,2021-05-20,2021-09-17,2.192037470725996,2021-05-20,2.192037470725996,False,2020-05-11,2021-11-09,True,True,True,True,True,2021-05-21,not_missing,train,long,main_board,66370826483.03999,456856141.45,-0.126,0.3202416918429003,-0.1966911764705883,0.0657894736842105,risk_on,csi300,3,2021-05-20,2021-09-17,q4,q4,q2,q5,q3,q5,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600188,SH600188_20250904_0004,2025-09-04,2026-03-09,12.45,21.21,0.7036144578313255,118,186,20,120,SH600188_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-04,2026-03-09,2025-09-04,2026-03-09,0.7036144578313255,2025-09-04,0.7036144578313255,False,2024-08-23,2026-04-21,True,True,True,True,True,2026-01-08,not_missing,robustness,long,main_board,129081999795.84,496621165.1,-0.0566741237882176,0.0411522633744856,-0.0773158278628738,0.0196837944664031,risk_on,csi300,1,2025-09-04,2026-03-09,q5,q4,q4,q5,q5,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600196,SH600196_20191028_0001,2019-10-28,2020-04-23,22.81,36.5,0.6001753616834722,120,178,20,120,SH600196_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2019-10-28,2020-04-23,2020-03-13,2020-08-06,2.187313750532142,2020-02-03,2.324600355239787,True,2018-10-17,2020-06-09,True,True,True,True,True,2019-11-07,not_missing,train,long,main_board,63585512901.45,368279087.1,-0.0903426791277258,-0.068951773614986,-0.1480671043034281,0.0244006849315068,risk_on,csi300,4,2019-10-28,2020-08-06,q4,q3,q3,q3,q4,q1,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600196,SH600196_20200528_0002,2020-05-28,2020-08-06,28.13,74.87,1.6615712762175616,48,70,20,120,SH600196_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2020-05-28,2020-08-06,2020-05-28,2020-08-06,1.6615712762175616,2020-05-28,1.6615712762175616,False,2019-05-20,2020-09-17,True,True,True,True,True,2020-06-12,not_missing,train,medium,main_board,79501112865.9,1287071137.35,-0.1626470588235294,0.12797147385103,-0.22,0.0365823674042852,risk_on,csi300,1,2020-05-28,2020-08-06,q4,q5,q2,q5,q3,q3,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600219,SH600219_20250923_0003,2025-09-23,2026-01-29,3.47,8.23,1.3717579250720462,84,128,20,120,SH600219_cluster_0003,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-23,2026-01-29,2025-09-23,2026-01-29,1.3717579250720462,2025-09-23,1.3717579250720462,False,2024-09-11,2026-03-20,True,True,True,True,True,2025-10-09,not_missing,robustness,long,main_board,45061042890.24,912788250.8,-0.12531328320802,-0.0113314447592066,-0.1274999999999999,0.0289398280802292,risk_on,csi300,3,2025-09-23,2026-01-29,q4,q5,q2,q4,q5,q2,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600236,SH600236_20250919_0002,2025-09-19,2026-03-05,6.18,11.94,0.9320388349514565,105,167,20,120,SH600236_cluster_0002,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-09-19,2026-03-05,2025-09-19,2026-03-05,0.9320388349514565,2025-09-19,0.9320388349514565,False,2024-09-09,2026-04-17,True,True,True,True,True,2025-09-29,not_missing,robustness,long,main_board,49422508818.53999,73655928.75,-0.0373831775700934,0.0114566284779049,-0.1748998664886516,0.0107605177993527,risk_on,csi300,2,2025-09-19,2026-03-05,q4,q1,q5,q4,q4,q1,4,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600256,SH600256_20211201_0001,2021-12-01,2022-05-27,4.08,7.85,0.9240196078431372,116,177,20,120,SH600256_cluster_0001,non_chain_direct_interval_overlap,earliest_qualifying_low,2021-12-01,2022-05-27,2022-01-28,2022-06-10,1.1309823677581865,2022-01-28,1.7909319899244331,False,2020-11-20,2022-07-11,True,True,True,True,True,2021-12-16,not_missing,train,long,main_board,39066243077.05,708996021.4,-0.0903225806451613,0.0266990291262136,-0.3502304147465437,0.0478723404255318,risk_on,csi300,3,2021-12-01,2022-09-07,q3,q4,q3,q4,q1,q4,5,5
06_topn_reverse_lifecycle,deduped_big_winner_episode,market_regime_bucket == risk_on,topics/02_AFML_BIG_WINNER/experiments/pending/06_rerun_02_reverse_lifecycle_on_topn_universe_v0/outputs/publishable/tables/topn_big_winner_episode_reference_summary.csv,SH600276,SH600276_20250324_0004,2025-03-24,2025-09-09,43.86,73.74,0.6812585499316004,116,169,20,120,SH600276_cluster_0004,non_chain_direct_interval_overlap,earliest_qualifying_low,2025-03-24,2025-09-09,2025-03-24,2025-09-09,0.6812585499316004,2025-03-24,0.6812585499316004,False,2024-03-11,2025-10-29,True,True,True,True,True,2025-03-26,not_missing,robustness,long,main_board,286098251988.9,1638130147.45,-0.0777451802179379,-0.0469900389779125,-0.0884424192212096,0.0249375142013178,risk_on,csi300,1,2025-03-24,2025-09-09,q5,q5,q4,q4,q5,q2,2,5
