decision_state,next_allowed_requirement,primary_label_id,selected_threshold_id,primary_horizon_sessions,primary_model_id,train_binary_step_n,train_positive_n,train_negative_n,train_episode_cluster_n,robustness_binary_step_n,robustness_positive_n,robustness_negative_n,robustness_episode_cluster_n,primary_model_feature_n,train_feature_complete_rate,robustness_feature_complete_rate,binary_sample_power,feature_power,input_artifact_gate,upstream_16b_authorization_gate,step_label_binding_gate,feature_contract_gate,feature_lineage_gate,feature_coverage_gate,feature_leakage_gate,pit_context_feature_gate,qfq_feature_source_gate,preprocessing_train_only_gate,cv_fold_assignment_gate,known_failed_context_rebuild_gate,search_accounting_gate,cv_power_gate,train_cv_separability_gate,robustness_separability_gate,episode_cluster_grouped_cv_valid_fold_n,episode_cluster_grouped_cv_median_roc_auc,episode_cluster_grouped_cv_median_pr_auc_lift_vs_binary_base,episode_cluster_grouped_cv_positive_auc_fold_share,instrument_purged_chronological_cv_valid_fold_n,instrument_purged_chronological_cv_median_roc_auc,instrument_purged_chronological_cv_positive_auc_fold_share,robustness_roc_auc,robustness_pr_auc_lift_vs_binary_base,robustness_cluster_bootstrap_auc_ci_low,known_failed_context_independence_gate,validation_stress_evaluable,neutral_population_caveat,known_failed_context_sparse_caveat,soft_overlap_partial_coverage_caveat,known_failed_context_exposure_caveat,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,model_deployment_authorized,production_signal_authorized,separability_diagnostic_complete,preprocessing_spec_sha256
16C_sequential_continuation_separability_ready_for_policy_preflight,requirement_16d_sequential_continuation_policy_preflight.md,continuation_survival_h20_no_deep_drawdown,up50pct,20,ridge_logistic_bar_state_v1,14962,10078,4884,652,1872,1346,526,204,27,1.0,1.0,True,True,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,5,0.6759712081553934,0.12242148997965752,1.0,5,0.6465868249349148,1.0,0.6722198995474551,0.09918271816538071,0.647003821750172,pass,True,True,False,True,True,False,False,False,False,False,True,e2b5f54c39c17450f0ca9cede504ddf0b903ad8412081dff29654771502ccc3f
