label_id,threshold_id,horizon_sessions,primary_step_n,duplicate_step_id_n,duplicate_instrument_cluster_step_index_n,positive_negative_overlap_n,missing_label_state_n,bad_horizon_bounds_n,step_label_binding_gate,blocking_reason
continuation_survival_h20_no_deep_drawdown,up50pct,20,23405,0,0,0,0,0,pass,
