search_family,selected_threshold_id,primary_horizon_sessions,primary_label_id,model_family_grid_searched,hyperparameter_grid_searched,feature_selection_grid_searched,validation_used_for_selection,robustness_used_for_selection,primary_model_id,primary_model_spec_frozen,feature_contract_frozen_before_fit,forbidden_feature_audit_passed,search_accounting_gate
sequential_continuation_separability_diagnostic,up50pct,20,continuation_survival_h20_no_deep_drawdown,False,False,False,False,False,ridge_logistic_bar_state_v1,True,True,True,pass
