payoff_target_id,payoff_target_config_frozen_before_training,probe_spec_frozen_before_training,no_new_price_or_return_computed,no_16c_model_refit,feature_contract_unchanged,threshold_id_unchanged,horizon_unchanged,validation_used_for_selection,robustness_used_as_confirmatory_gate,robustness_used_for_probe_tuning,search_accounting_gate,blocking_reason
realized_h20_payoff_severity_v1,True,True,True,True,True,True,True,False,True,False,pass,
