split_bucket,probe_id,rank_ic_spearman,cluster_bootstrap_rank_ic_ci_low,cluster_bootstrap_rank_ic_ci_high,bootstrap_ci_level,ci_excludes_zero_flag,bootstrap_resample_n,valid_bootstrap_resample_n,invalid_bootstrap_resample_n,bootstrap_cluster_key,bootstrap_random_seed
robustness,payoff_rank_probe_v1,0.05187674283077765,0.007705547248002782,0.09732365792020413,0.95,True,2000,2000,0,episode_cluster_id,20260629
