upstream_source,expected_decision_state,observed_decision_state,expected_next_allowed_requirement,observed_next_allowed_requirement,expected_continuation_as_action_mainline_closed,observed_continuation_as_action_mainline_closed,expected_directionality_gate,observed_directionality_gate,expected_no_new_computation_gate,observed_no_new_computation_gate,train_monotonicity_spearman,robustness_monotonicity_spearman,upstream_postmortem_authorization_gate,blocking_reason
16E_postmortem,16E_postmortem_mainline_closed_no_path_supported,16E_postmortem_mainline_closed_no_path_supported,none,none,True,True,fail,fail,pass,pass,0.9030303030303028,0.0303030303030303,pass,
