payoff_target_id,payoff_base_column,payoff_raw_vs_close_ratio_abs_diff_max,payoff_finite_rate_train,payoff_finite_rate_robustness,payoff_finite_rate_validation,primary_probe_universe,train_primary_probe_step_n,robustness_primary_probe_step_n,validation_primary_probe_step_n,neutral_rows_excluded_from_primary_gate,config_frozen_before_training,no_new_price_or_return_computed,payoff_target_lineage_gate,blocking_reason
realized_h20_payoff_severity_v1,step_end_price_ratio_minus_one_for_label_rule,2.220446049250313e-16,1.0,1.0,1.0,binary_positive_negative_rows_only,14962,1872,505,True,True,True,pass,
